d3ffca7e048a9ab66c25ed9daf565107cdcb5f19eefe7b7b4965f8e5af584a60,b2007c16a619e23fc5e6b3384e7a07d41357d97cd8494187e73d379cb60d9e26,dab6d6a6f6fbc428bbe9d7ed3c443f74bdc9193ca07c3a685a035727a711a34b,6f556acc23db8178c1eae68368951221c0610e5420cbbef6f4a23bbe8ffd1793,3f921fe719ff3b8f98c1b0ad37b16f2d5a431086a212c414100d265847742644,e7ed4a23778cc1fb82c9f8e2b6f146f962c8586ac11cf4377439c23cb050b60c,b1eb66833d5fc1a048b49629fbc6d5c3644a767823e8b366a85b3c4ce834781b,bea7514fb70f119af54d74264f29927f1d0f7d9a6dd6c64d84989fec74c7d835,d4ab46a9a3640f95fa82cdb35b45eb672e825f10e127aef1594f67e78dc2f5b4,e1d0656743030700bd444eeec1669d827244ed4071e30aff8c12b8508dff4a82,3c620f446f4f955a3c293150793c13fb9dd74b447903e89bfa9cc81b34a7ce91
"8","2","8","25014","25021","284001001","91002","2","1","31","10"
"8","2","8","25014","25021","284001002","91002","2","2","31","10"
"8","2","8","25014","25021","284001003","91002","2","3","32","10"
"8","2","8","25014","25021","284001004","91002","2","4","32","10"
"8","2","8","25014","25021","284001005","91002","2","5","33","10"
"8","2","9","25014","25021","284001006","91002","2","6","33","10"
"8","2","9","25014","25021","284001007","91002","2","7","34","10"
"8","2","9","25014","25021","284001008","91002","2","8","35","10"
"8","2","9","25014","25021","284001009","91002","2","9","35","10"
"8","2","10","25014","25021","284001010","91002","2","10","37","30"
"8","2","10","25014","25021","284001011","91002","2","11","41","10"
"8","2","11","25014","25021","284001012","91002","2","12","43","10"
"8","2","11","25014","25021","284001013","91002","2","13","46","10"
"8","2","12","25014","25021","284001014","91002","2","14","48","10"
"8","2","12","25014","25021","284001015","91002","2","15","50","10"
"8","2","13","25014","25021","284001016","91002","2","16","53","10"
"8","2","14","25014","25021","284001017","91002","2","17","55","10"
"8","2","14","25014","25021","284001018","91002","2","18","58","10"
"8","2","15","25014","25021","284001019","91002","2","19","60","10"
"8","2","15","25014","25021","284001020","91002","2","20","62","30"
"8","2","16","25014","25021","284001021","91002","2","21","68","10"
"8","2","16","25014","25021","284001022","91002","2","22","70","10"
"8","2","16","25014","25021","284001023","91002","2","23","72","10"
"8","2","17","25014","25021","284001024","91002","2","24","75","10"
"8","2","18","25014","25021","284001025","91002","2","25","77","10"
"8","2","18","25014","25021","284001026","91002","2","26","79","10"
"8","2","19","25014","25021","284001027","91002","2","27","82","10"
"8","2","19","25014","25021","284001028","91002","2","28","84","10"
"8","2","19","25014","25021","284001029","91002","2","29","86","10"
"8","2","20","25014","25021","284001030","91002","2","30","89","30"
"8","2","20","25014","25021","284001031","91002","2","31","94","10"
"8","2","21","25014","25021","284001032","91002","2","32","96","10"
"8","2","21","25014","25021","284001033","91002","2","33","99","10"
"8","2","22","25014","25021","284001034","91002","2","34","101","10"
"8","2","22","25014","25021","284001035","91002","2","35","103","10"
"8","2","23","25014","25021","284001036","91002","2","36","106","10"
"8","2","23","25014","25021","284001037","91002","2","37","108","10"
"8","2","24","25014","25021","284001038","91002","2","38","111","10"
"8","2","25","25014","25021","284001039","91002","2","39","113","10"
"8","2","25","25014","25021","284001040","91002","2","40","115","30"
"8","2","26","25014","25021","284001041","91002","2","41","121","10"
"8","2","27","25014","25021","284001042","91002","2","42","123","10"
"8","2","28","25014","25021","284001043","91002","2","43","125","10"
"8","2","28","25014","25021","284001044","91002","2","44","128","10"
"8","2","29","25014","25021","284001045","91002","2","45","130","10"
"8","2","30","25014","25021","284001046","91002","2","46","132","10"
"8","2","30","25014","25021","284001047","91002","2","47","135","10"
"8","2","31","25014","25021","284001048","91002","2","48","137","10"
"8","2","31","25014","25021","284001049","91002","2","49","139","10"
"8","2","31","25014","25021","284001050","91002","2","50","142","30"
"8","2","32","25014","25021","284001051","91002","2","51","144","10"
"8","2","32","25014","25021","284001052","91002","2","52","146","10"
"8","2","32","25014","25021","284001053","91002","2","53","149","10"
"8","2","33","25014","25021","284001054","91002","2","54","152","10"
"8","2","33","25014","25021","284001055","91002","2","55","155","10"
"8","2","33","25014","25021","284001056","91002","2","56","157","10"
"8","2","34","25014","25021","284001057","91002","2","57","160","10"
"8","2","34","25014","25021","284001058","91002","2","58","163","10"
"8","2","34","25014","25021","284001059","91002","2","59","166","10"
"8","2","35","25014","25021","284001060","91002","2","60","169","30"
"8","2","35","25014","25021","284001061","91002","2","61","171","10"
"8","2","35","25014","25021","284001062","91002","2","62","174","10"
"8","2","36","25014","25021","284001063","91002","2","63","177","10"
"8","2","36","25014","25021","284001064","91002","2","64","180","10"
"8","2","36","25014","25021","284001065","91002","2","65","182","10"
"8","2","37","25014","25021","284001066","91002","2","66","185","10"
"8","2","37","25014","25021","284001067","91002","2","67","187","10"
"8","2","37","25014","25021","284001068","91002","2","68","190","10"
"8","2","38","25014","25021","284001069","91002","2","69","193","10"
"8","2","38","25014","25021","284001070","91002","2","70","196","30"
"8","2","39","25014","25021","284001071","91002","2","71","200","10"
"8","2","39","25014","25021","284001072","91002","2","72","204","10"
"8","2","40","25014","25021","284001073","91002","2","73","208","10"
"8","2","40","25014","25021","284001074","91002","2","74","212","10"
"8","2","41","25014","25021","284001075","91002","2","75","216","10"
"8","2","41","25014","25021","284001076","91002","2","76","220","10"
"8","2","42","25014","25021","284001077","91002","2","77","224","10"
"8","2","42","25014","25021","284001078","91002","2","78","228","10"
"8","2","43","25014","25021","284001079","91002","2","79","232","10"
"8","2","43","25014","25021","284001080","91002","2","80","236","30"
