5a90afce3a42dc0f840981c54668122e2c74266994a64289cb0e7d5a52086a68,9ed63df46bdbda29fd7e61c2d75382b579c301c96415eaa2653c6583e0d148a1,230c4d66b75741baf3dfce952861d7ab65a85b2ac9b5dd79483e178f04f291de,127e753e2ad2ee9d4ada4961f80c66a1ae96e54990b12db056254d9a7266e11d,63e3a4ee710a6df7d1c8023769192e3f8df17453a3eb423a51cdd73652c970f2,01d48cf1cfa3993ad8c9f3068ed7afe6b7438e0147690f002fb932bc3418f5c2,b46fd95f5aad3ebd64c01a0785928652bae42592e4c0e7edab6928649cf540ec,0b13d7b903009e025d9aaadfce1fc1996443c141867de4f3624c6e17e1820c30,5e9380f446f95dd42251ae09474d92b0ba4362a2abeaa741272bb618130f0e0d
"1","1","1","0","1","100101","這裡看起來沒有人\n碰上困難呢。\n真是太好了♪","0","1"
"1","1","1","0","2","100101","冒險的準備準備……\n嗯，看來沒忘記\n什麼東西！……啊！","0","2"
"1","1","1","0","3","100101","跟隨節奏……\nOneTwo，OneTwo！\n嗯，絕佳狀態","0","3"
"1","1","1","0","4","100101","你問可以在這特訓嗎？\n小心別弄壞東西\n就沒關係喔！","0","4"
"1","1","1","0","5","100101","怎麼感覺靜不太下心呢\n難道說\n這附近有人\n遇上麻煩了嗎……？","0","5"
"4","1","1","0","101","100101","誒嘿嘿……\n謝謝你！\n一直陪在我身邊。","0","6"
"8","1","1","0","102","100101","當然記得囉\n騎士先生的聲音……\n那時候真的謝謝你啦！","0","7"
"1","1","2","0","1","100101","哇哈哈！\n敢搔癢我──！\n這是回禮啦──！\n我搔搔搔……","0","8"
"1","1","2","0","2","100101","怎麼了嗎？\n難道是有什麼煩惱嗎？\n交給我吧！","0","9"
"1","1","2","0","3","100101","那個……\n尾巴是不能摸的唷？","0","10"
"1","1","2","0","4","100101","明明已經做了禁止反應\n的特訓…但是還是\n做不到啊！不甘心～！","0","11"
"4","1","2","0","101","100101","呼啊？\n被捉弄了～！　不要\n戳人家的臉頰啦～","0","12"
"8","1","2","0","102","100101","誒嘿嘿……\n是騎士先生的手……\n暖暖的呢……♪","0","13"
"1","1","2","0","1","100101","早唷──！\n今天也要\n充滿元氣的上囉！","1","14"
"1","1","2","0","2","100101","要不要去\n拜託優衣\n做些點心呢～♪","2","15"
"1","1","2","0","3","100101","睡眠也是修行的一環\n前陣子怜\n好像說過……","3","16"
"1","1","3","0","1","100101","為了不留下疤痕\n不好好保養的話\n不行呢……","0","17"
"1","1","3","0","2","100101","只要一休息\n感覺就會一直這樣\n懶散下去了呢……","0","18"
"1","1","3","0","3","100101","把這當作新的練習對手\n開玩笑的啦開玩笑的！\n不是認真的啦！","0","19"
"1","1","3","0","4","100101","真讓人放鬆呀～\n不只是心情連身體\n都好像要融化了呢♪","0","20"
"1","1","3","0","5","100101","只要一待在暖和的地方\n就不自覺的\n會捲起身子呢……","0","21"
"1","1","3","0","6","100101","無法預知\n何時會遇上什麼情況，\n所以必須加強鍛鍊","0","22"
"1","1","3","0","7","100101","雖然很好吃，\n但要注意\n不能吃太多……！！","0","23"
"1","1","3","0","8","100101","文字一多起來\n就想睡……\n真是好險！","0","24"
"1","1","1","0","1","100102","跟隨節奏……\nOneTwo，OneTwo！\n嗯，絕佳狀態","0","26"
"1","1","1","0","2","100102","放鬆什麼的\n好像很無聊……\n要不要玩什麼遊戲？","0","27"
"1","1","1","0","3","100102","我好像不太會\n看家的樣子……\n好寂寞呦。","0","28"
"1","1","1","0","4","100102","可以也叫上\n我的朋友嗎？\n一定會很開心呦！","0","29"
"1","1","1","0","5","100102","沒有人再煩惱吧？\n到底該\n做什麼才好呢。","0","30"
"8","1","1","0","101","100102","當然記得囉\n騎士先生的聲音……\n那時候真的謝謝你啦！","0","31"
"8","1","1","0","102","100102","……為什麼我\n總是看著\n騎士先生呢……","0","32"
"1","1","2","0","1","100102","明明已經做了禁止反應\n的特訓…但是還是\n做不到啊！不甘心～！","0","33"
"1","1","2","0","2","100102","這樣摸它很開心嗎？\n……這樣啊。\n只能摸一下下呦……？","0","34"
"1","1","2","0","3","100102","把我的精神\n分給你呦！\n加油ー！　加油ー！","0","35"
"1","1","2","0","4","100102","怎麼覺得癢癢的！？\n騎士先生呀ー\n怎麼了嗎？","0","36"
"8","1","2","0","101","100102","哇呀！　真是的……\n就說尾巴不能摸，\n下次要彈額頭呦！","0","37"
"8","1","2","0","102","100102","誒嘿嘿……\n是騎士先生的手……\n暖暖的呢……♪","0","38"
"1","1","2","0","1","100102","吃早餐跟運動！\n這可是我\n精神的來源呦！","1","39"
"1","1","2","0","2","100102","要不要去\n拜託優衣\n做些點心呢～♪","2","40"
"1","1","2","0","3","100102","睡眠也是修行的一環\n前陣子怜\n好像說過……","3","41"
"1","1","3","0","1","100102","這樣就好了♪\n騎士先生\n會發現嗎……？","0","42"
"1","1","3","0","2","100102","只要一休息\n感覺就會一直這樣\n懶散下去了呢……","0","43"
"1","1","3","0","3","100102","把這當作新的練習對手\n開玩笑的啦開玩笑的！\n不是認真的啦！","0","44"
"1","1","3","0","4","100102","總覺得\n很在意\n就不小心緊盯著了。","0","45"
"1","1","3","0","5","100102","只要一待在暖和的地方\n就不自覺的\n會捲起身子呢……","0","46"
"1","1","3","0","6","100102","無法預知\n何時會遇上什麼情況\n所以必須加強鍛鍊","0","47"
"1","1","3","0","7","100102","只要一肚子餓\n就覺得\n出不了力呢……","0","48"
"1","1","3","0","8","100102","了解各種\n不同的事是\n非常重要的呢！","0","49"
"1","1","1","0","1","100201","整理得差不多了，\n接下來，把曬好的衣物\n摺一摺好了。","0","51"
"1","1","1","0","2","100201","必須要\n更認真的把這份情感\n傳達出去才行……","0","52"
"1","1","1","0","3","100201","我準備要\n來去準備點茶水，\n還有沒有人\n也想要喝的呢？","0","53"
"1","1","1","0","4","100201","雖然並不擅長\n戰鬥，但若是\n料理的話……！","0","54"
"1","1","1","0","5","100201","像這樣安穩的時光，\n如果能夠一直持續下去\n就好了呢。","0","55"
"4","1","1","0","101","100201","我……\n再多\n鼓起勇氣看看吧","0","56"
"8","1","1","0","102","100201","最喜歡大家了\n當，當然，\n騎士先生也……\n以，以夥伴的立場喔！","0","57"
"1","1","2","0","1","100201","哇呀！\n什，什麼？\n嚇我一跳啊……","0","58"
"1","1","2","0","2","100201","男孩子啊，\n果然很大呢。\n我是說……手啊，\n還有一些其他的……","0","59"
"1","1","2","0","3","100201","若有什麼煩惱，\n隨時都可以\n和我說唷。","0","60"
"1","1","2","0","4","100201","咦？　有，有蟲！？\n抓走抓走！\n快點～！","0","61"
"4","1","2","0","101","100201","那個啊……\n想和你一起\n出門走走呢……\n不行嗎？","0","62"
"8","1","2","0","102","100201","我有話想要對\n騎士先生說呢。\n非常重要的事……\n下，下次再跟你說哦！","0","63"
"1","1","2","0","1","100201","早，早安！\n那個……\n已經吃過早餐了嗎？","1","64"
"1","1","2","0","2","100201","差不多是午休了呢，\n那個…如果不嫌棄的話\n要吃…便當嗎？","2","65"
"1","1","2","0","3","100201","忙到這麼晚辛苦了\n明天也一起加油囉\n（打哈欠）……","3","66"
"1","1","3","0","1","100201","好……\n這樣子的話\n應該能被稱讚吧？","0","67"
"1","1","3","0","2","100201","雖然努力是必須的，\n但休息也是\n很重要的呢。","0","68"
"1","1","3","0","3","100201","真可愛呢……\n我下次也\n來做一隻試試看。\n嗯，材料是……","0","69"
"1","1","3","0","4","100201","若在戰鬥之前\n也能像這樣\n放鬆身心就好了呢。","0","70"
"1","1","3","0","5","100201","……哈嘿？\n難，難不成剛才\n我睡著了……？","0","71"
"1","1","3","0","6","100201","若還想要和騎士先生\n一起冒險的話\n就得有充足的體力…！","0","72"
"1","1","3","0","7","100201","好吃的東西一不小心\n就會吃過頭呢…但這也\n是沒辦法的事…對吧？","0","73"
"1","1","3","0","8","100201","……原來如此\n只要這樣做魔法\n就能變的更強了啊。","0","74"
"1","1","1","0","1","100202","洗衣和掃地\n該從哪個\n開始呢？","0","76"
"1","1","1","0","2","100202","得去買\n新的魔法書了。\n想要學習\n更多的魔法呢","0","77"
"1","1","1","0","3","100202","我準備要\n來去準備點茶水，\n還有沒有人\n也想要喝的呢？","0","78"
"1","1","1","0","4","100202","今天該挑戰\n哪種料理呢……♪","0","79"
"1","1","1","0","5","100202","必須要\n更認真的把這份情感\n傳達出去才行……","0","80"
"8","1","1","0","101","100202","最喜歡大家了\n當，當然\n騎士先生也……\n以，以夥伴的立場喔！","0","81"
"8","1","1","0","102","100202","只要能在\n騎士先生的身旁，\n就很幸福了呦。","0","82"
"1","1","2","0","1","100202","嗯，那個……\n在這種地方\n被做這種事，\n好害羞呦……","0","83"
"1","1","2","0","2","100202","咦？　有，有蟲！？\n抓走抓走！\n快點～！","0","84"
"1","1","2","0","3","100202","那，那個……其實\n我對騎士先生……\n沒事，\n一點事都沒有。","0","85"
"1","1","2","0","4","100202","男孩子啊，\n果然很大呢。\n我是說……手啊，\n還有一些其他的……","0","86"
"8","1","2","0","101","100202","我有話想要對\n騎士先生說呢。\n非常重要的事……\n下，下次再跟你說哦！","0","87"
"8","1","2","0","102","100202","呵呵呵……那種事\n不要戳，\n好癢喔~","0","88"
"1","1","2","0","1","100202","早喔。\n有睡好嗎？　今天也要\n加油呦！","1","89"
"1","1","2","0","2","100202","肚子餓了啦。……\n對了。騎士先生要不要\n一起吃午餐？","2","90"
"1","1","2","0","3","100202","已經這麼晚了！\n差不多該睡了，\n晚安。","3","91"
"1","1","3","0","1","100202","好……\n這樣子的話\n應該能被稱讚吧？","0","92"
"1","1","3","0","2","100202","雖然努力\n是必須的\n但休息也是很重要的呢。","0","93"
"1","1","3","0","3","100202","好可愛～♪\n騎士先生\n喜歡這種嗎？","0","94"
"1","1","3","0","4","100202","若在戰鬥之前\n也能像這樣\n放鬆身心就好了呢。","0","95"
"1","1","3","0","5","100202","那個……！\n如，如果你不介意，\n我們一起……！","0","96"
"1","1","3","0","6","100202","若還想要和騎士先生\n一起冒險的話\n就得有充足的體力…！","0","97"
"1","1","3","0","7","100202","最近衣服的尺寸\n都不太合身……\n可能吃太多了吧？","0","98"
"1","1","3","0","8","100202","……果然\n月刊戀愛指南\n很有用呢……","0","99"
"1","1","1","0","1","100301","是不是該來\n保養一下裝備呢……","0","101"
"1","1","1","0","2","100301","下次該鍛鍊的目標，\n應該選體能方面還是\n精神方面呢……？","0","102"
"1","1","1","0","3","100301","這件紡希\n替我縫的衣物……\n尺寸是何時量的呢……？","0","103"
"1","1","1","0","4","100301","不需要什麼夥伴──\n我也曾經\n這麼想過呢……","0","104"
"1","1","1","0","5","100301","若是陷入了深思之中，\n一不小心就會在屋裡\n來回踱步了呢。","0","105"
"4","1","1","0","101","100301","他究竟變得多麼\n強大了呢……我也不能\n如此輕易服輸呢。","0","106"
"8","1","1","0","102","100301","沒想到竟然可以擊中我\n一次……你已經想好\n要許什麼願望了嗎？","0","107"
"1","1","2","0","1","100301","嗯，原來是你啊。\n察覺到有人，\n還以為是誰呢。","0","108"
"1","1","2","0","2","100301","若是想攻過來的話，\n那就認真一點吧。\n……只是在叫我嗎？","0","109"
"1","1","2","0","3","100301","怎麼？有事找我商量？\n若是有關戰鬥的事，\n相當樂意。","0","110"
"1","1","2","0","4","100301","方才那是刺擊？\n軟弱！再更犀利一點！\n來，再刺一次！","0","111"
"4","1","2","0","101","100301","呀啊！　你，你在\n摸哪啊！？\n……太大意了。","0","112"
"8","1","2","0","102","100301","希望今後你也能夠\n留在我的身邊……\n不，沒事。","0","113"
"1","1","2","0","1","100301","早安。\n今天也讓我們來度過\n充實的一天吧。","1","114"
"1","1","2","0","2","100301","也差不多是\n茶餘的時間了。\n你也一塊來如何？","2","115"
"1","1","2","0","3","100301","忙到這麼晚還真辛苦呢\n若有尚未完成的工作，\n我來幫忙吧？","3","116"
"1","1","3","0","1","100301","儘管經歷場浴血鏖戰，\n只要還能保持美麗……\n這樣就好♪","0","117"
"1","1","3","0","2","100301","若總是埋頭戰鬥，\n而忘了要休息，\n又要挨優衣一頓罵呢","0","118"
"1","1","3","0","3","100301","就如日和一樣，\n當成對練的……\n不，還是得了吧。","0","119"
"1","1","3","0","4","100301","這個不錯……\n為那臨戰前的身心專念，\n這不就正好嗎","0","120"
"1","1","3","0","5","100301","偶爾如此\n放鬆身心地度過空閒，\n也不壞……","0","121"
"1","1","3","0","6","100301","為了不要輸給他，\n我得更加精進才行！\n為了能一起戰鬥！","0","122"
"1","1","3","0","7","100301","吃飯雖是不可或缺之事\n但還是稍微小心點\n以免吃過頭了…","0","123"
"1","1","3","0","8","100301","優衣……！\n竟，竟是在看\n此種書嗎……！","0","124"
"1","1","1","0","1","100302","不僅僅是大海\n也想在河川裡釣魚呢。\n釣魚道具也換新的吧。","0","126"
"1","1","1","0","2","100302","這件紡希\n替我縫的衣物……\n尺寸是何時量的呢……？","0","127"
"1","1","1","0","3","100302","他究竟變得多麼\n強大了呢……我也不能\n如此輕易服輸呢。","0","128"
"1","1","1","0","4","100302","差不多是時候\n該更新修行的內容了。\n更新成更嚴格的方式。","0","129"
"1","1","1","0","5","100302","要變強……\n想用誰都無法妨礙的\n自由的方式活下去。","0","130"
"8","1","1","0","101","100302","沒想到會感冒，\n但也多虧\n他來照顧我\n完全康復了。","0","131"
"8","1","1","0","102","100302","沒想到竟然可以擊中我\n一次……你已經想好\n要許什麼願望了嗎？","0","132"
"1","1","2","0","1","100302","怎麼了嗎？\n沒什麼啦！\n這樣的話就太好了。","0","133"
"1","1","2","0","2","100302","如果太用力戳的話，\n我會回敬你呦？\n做好覺悟了嗎？","0","134"
"1","1","2","0","3","100302","吶，下次要不要再\n一起去釣魚呢？\n目標是釣到大魚。","0","135"
"1","1","2","0","4","100302","想修行嗎？\n早說嘛，\n趕快出發吧！","0","136"
"8","1","2","0","101","100302","別跟我說\n剛才那個\n也算是打中一擊喔？","0","137"
"8","1","2","0","102","100302","希望今後你也能夠\n留在我的身邊……\n不，沒事。","0","138"
"1","1","2","0","1","100302","今天不用工作嗎？\n還是要修行？如果方便\n的話來陪我一下嘛。","1","139"
"1","1","2","0","2","100302","同伴告訴我\n有時候休息也是\n不可或缺的。","2","140"
"1","1","2","0","3","100302","忙到這麼晚還真辛苦呢\n若有尚未完成的工作，\n我來幫忙吧？","3","141"
"1","1","3","0","1","100302","稍微把頭髮\n剪短看看吧……\n我，我在想什麼……！","0","142"
"1","1","3","0","2","100302","正因為有休息\n才能以\n萬全的狀態戰鬥呢。","0","143"
"1","1","3","0","3","100302","就如日和一樣，\n當成對練的……\n不，還是得了吧。","0","144"
"1","1","3","0","4","100302","像身體一樣\n心也融化了呢……\n哎……","0","145"
"1","1","3","0","5","100302","該休息時就要休息\n日和也差不多\n該記起這個道理了……","0","146"
"1","1","3","0","6","100302","為了不要輸給他，\n我得更加精進才行！\n為了能一起戰鬥！","0","147"
"1","1","3","0","7","100302","不知道是不是因為修行\n的關係，最近的食量\n好像變大了……","0","148"
"1","1","3","0","8","100302","優衣……！\n竟，竟是在看\n此種書嗎……！","0","149"
"1","1","1","0","1","100401","這裡有寶藏的預感！\n禊要在房間裡\n探險囉～","0","151"
"1","1","1","0","2","100401","那個地洞，\n是挖在哪了啊？","0","152"
"1","1","1","0","3","100401","嗚哇～！\n……裝哭的話，\n對方會不會大意呢　","0","153"
"1","1","1","0","4","100401","Honey Trap……？\n是用很甜的糖果\n做的惡作劇嗎？","0","154"
"1","1","1","0","5","100401","要玩捉迷藏的人，\n在這裡集合～囉！","0","155"
"4","1","1","0","101","100401","不可以\n被禊以外的人\n耍喔！","0","156"
"8","1","1","0","102","100401","是要和禊玩？\n還是被禊玩呢？","0","157"
"1","1","2","0","1","100401","想到一個好主意了！\n才，才不是\n惡作劇啦～","0","158"
"1","1","2","0","2","100401","哇啊！？\n　哥哥竟然，\n對禊惡作劇？","0","159"
"1","1","2","0","3","100401","在哥哥\n會走過的路上，\n把香蕉皮……　","0","160"
"1","1","2","0","4","100401","在哥哥的額頭還有\n臉頰鼻子眼睛和耳朵上\n塗鴉的話……　","0","161"
"4","1","2","0","101","100401","把這裡當作\n禊探險隊基地吧！","0","162"
"8","1","2","0","102","100401","猜～猜是誰？什麼嘛。\n哥哥的聲音，\n當然聽得出來呀！\n因為最喜歡哥哥了嘛♪　","0","163"
"1","1","2","0","1","100401","哥哥，早唷！\n明明就按掉了鬧鐘，\n沒想到竟然\n還是爬得起來呢♪","1","164"
"1","1","2","0","2","100401","趁哥哥\n睡午覺的時候，\n要到處惡作劇囉♪","2","165"
"1","1","2","0","3","100401","半夜的探險，\n好像也很好玩！\n呐～不能出門嗎？","3","166"
"1","1","3","0","1","100401","對惡作劇來說，\n魅力也很重要……\n嗯，完美！","0","167"
"1","1","3","0","2","100401","坐下來後，\n發出噗～的一聲，\n好好玩～♪","0","168"
"1","1","3","0","3","100401","好可愛！\n把它當成禊探險隊\n的吉祥物好嚕♪　","0","169"
"1","1","3","0","4","100401","把那一聞到就會\n一直打噴嚏的味道，\n拿……哈啾～！","0","170"
"1","1","3","0","5","100401","咪嘻嘻……\n把惡作劇的證據，\n在這裡全都燒掉吧～！","0","171"
"1","1","3","0","6","100401","探險家\n比的是體力呀──！","0","172"
"1","1","3","0","7","100401","也分一些\n給其他人好了～\n啊！順便再加一點\n超級辣醬進去好了！","0","173"
"1","1","3","0","8","100401","就是在這種地方，\n才會藏著\n寶藏圖唷～","0","174"
"1","1","1","0","1","100402","這裡有寶藏的預感！\n禊要在房間裡\n探險囉～","0","176"
"1","1","1","0","2","100402","嗚，好想去探險！\n不要\n盯著我看啦～！","0","177"
"1","1","1","0","3","100402","嗚哇～！\n……裝哭的話，\n對方會不會大意呢　","0","178"
"1","1","1","0","4","100402","Honey Trap……？\n是用很甜的糖果\n做的惡作劇嗎？","0","179"
"1","1","1","0","5","100402","要玩捉迷藏的人，\n在這裡集合～囉！","0","180"
"8","1","1","0","101","100402","在哥哥的額頭還有\n臉頰鼻子眼睛和耳朵上\n塗鴉的話……　","0","181"
"8","1","1","0","102","100402","有沒有什麼能讓\n哥哥高興的\n惡作劇呢～？","0","182"
"1","1","2","0","1","100402","會發現\n禊所設下的\n惡作劇嗎？","0","183"
"1","1","2","0","2","100402","要探險嗎？\n要冒險嗎？\n還是說……\n想被惡作劇？","0","184"
"1","1","2","0","3","100402","將來的夢想是探險家！\n雖然沒有想找的東西。","0","185"
"1","1","2","0","4","100402","給哥哥作業！\n就是要挖十個\n當作陷阱的洞！","0","186"
"8","1","2","0","101","100402","猜～猜是誰？什麼嘛。\n哥哥的聲音，\n當然聽得出來呀！\n因為最喜歡哥哥了嘛♪　","0","187"
"8","1","2","0","102","100402","把這裡當作\n禊探險隊基地吧！","0","188"
