e6926445b1b43ebc9c95856770b7c639addc7ee144bb2493a9db9609f1c9ad14,66190868da3e8fa8d03766275de093db2c2d3e13dec95c65a27d4aedea7ecc83,d02ef98eecb18d347ee93a610aefaa425af39991818a45001ff3996fa1a67d2b,70dd86352d6ebd31930169aca0f6875e279c23aa3f88b98bd18e7fd9ccde218d,acecee51623b965f5ea56cbacf901f47c3a7d5ddba8247335c991c643d19319c,f93c56b9cd2c11cf9e46c4d151d04d43d30329bbe37180bcc9db0e8d00775680,0fce74bc543dfb1528222a88fceec6277157bed8371aea3b4cbe66af373d8f96,5b683ea9afcf3f5e5165ff6f93e3db90a9e7de20361f07835291444e4cf992b2,63bb0debf3d2f72166610a1624bae375a777bf13a51a11f52203363296cd96ce,46023f304434dc9e697a51309caadc5ec42b50401f69d13ae42beaec683b89b8,815c9c735e23d9d4748ddfa8cb2664d3c58a7ee4969b35d4719ae9ef74b2726e,2e35ceb3d247ca6439cd82b40299a355fc06b8db172722b4c2961f501bf30c29,224f2dceecf771db05755e309c3812183d25df4dc1fb81a204d814f4269cad9e
"2007101","0","2024/03/01 16:00:00","0","第1張照片","10130011","0","10159115","0","0","10130","1","1"
"0","10130011","2024/03/01 16:00:00","0","第1則訊息","10130012","20","0","8","91002","10130","2","1"
"0","0","2024/03/04 05:00:00","11001276","以偉大的冒險者為目標","10130013","20","0","8","91002","10130","3","8"
"0","10130011","2024/03/02 05:00:00","0","第2張照片","10130021","0","0","0","0","10130","1","2"
"0","10130011","2024/03/01 16:00:00","0","第2則訊息","10130022","20","0","8","91002","10130","2","1"
"0","10130021","2024/03/02 05:00:00","0","第3張照片","10130031","0","0","0","0","10130","1","3"
"0","10130021","2024/03/02 05:00:00","0","第3則訊息","10130032","20","0","8","91002","10130","2","2"
"0","10130031","2024/03/03 05:00:00","0","第4張照片","10130041","0","0","0","0","10130","1","4"
"0","10130021","2024/03/02 05:00:00","0","第4則訊息","10130042","20","0","8","91002","10130","2","2"
"0","10130041","2024/03/03 05:00:00","0","第5張照片","10130051","0","0","0","0","10130","1","5"
"0","10130031","2024/03/02 05:00:00","0","第5則訊息","10130052","20","0","8","91002","10130","2","3"
"0","10130051","2024/03/04 05:00:00","0","第6張照片","10130061","0","0","0","0","10130","1","6"
"0","10130031","2024/03/02 05:00:00","0","第6則訊息","10130062","20","0","8","91002","10130","2","3"
"0","10130061","2024/03/04 05:00:00","0","第7張照片","10130071","0","0","0","0","10130","1","7"
"0","10130041","2024/03/03 05:00:00","0","第7則訊息","10130072","20","0","8","91002","10130","2","4"
"0","10130041","2024/03/03 05:00:00","0","第8則訊息","10130082","20","0","8","91002","10130","2","4"
"0","10130051","2024/03/03 05:00:00","0","第9則訊息","10130092","20","0","8","91002","10130","2","5"
"0","10130051","2024/03/03 05:00:00","0","第10則訊息","10130102","20","0","8","91002","10130","2","5"
"0","10130061","2024/03/04 05:00:00","0","第11則訊息","10130112","20","0","8","91002","10130","2","6"
"0","10130061","2024/03/04 05:00:00","0","第12則訊息","10130122","20","0","8","91002","10130","2","6"
"0","10130071","2024/03/04 05:00:00","0","第13則訊息","10130132","20","0","8","91002","10130","2","7"
"0","10130071","2024/03/04 05:00:00","0","第14則訊息","10130142","20","0","8","91002","10130","2","7"
