56c552bd9333467073e7b151e463840fcb2141d5a574bfc66ab07450aa1efc66,03e7343fd5ac2689d281c7f03fb9166fd140bdb8d7af7179e438f09dd75b9a78,be782b9882db5e73887c2528802efa0ea9cfc02e07d2b419e4f9d524e6f983fa,fd7a34f5a0d122c4bb71e5608bc897db65fe0b786c88af19e72bb7ecd012cb6a,e48d2449a6d1ac6bd2fca5457a53c917f53ea4bbe81fe67fe1f001255f13c1f7,372dda55f6adddf62e465c68f2031acf8ede471761f5ca7c89e01a5ffd80c4e1,34e2d4304e7e5c0eb8b1886477a3eef56d2d4133e36ab0760a2647aac0400a99,9966ba6c2da34d37cf2b6b9cf26533479ae1d0433144db5db855f20c9f7a1374,d309f0d6984f2364d5ad68682bebd8d478d6685097a7a8676be1e87abea05072,0e04dae4e64c4fe6fcbb15971efeb2ad0fb67fa0456e29c69d6cecd84a693346,40c6ea4069a956ceaead7271cd27069222d84867fd1debef29d7307c811bdbfd,0b06e3333f50ce5dde6ac0bef878ef8da3b58973764a37469b2dd1b8d1425f2a,1365a1c4f4d543236d32a25ce2787e7e5c8785e0d405374b1531c89ff50905d9
"2018/08/28 16:00:00","2030/04/19 15:00:00","2020/07/02 16:00:00","0","0","1","5032","-6","10001","0","20001","0","0"
"2018/10/03 16:00:00","2030/04/19 15:00:00","2020/08/03 16:00:00","0","0","1","8135","-3","10002","0","20002","0","0"
"2018/11/01 15:59:59","2030/04/19 15:00:00","2020/09/04 16:00:00","0","0","1","201","-8","10003","0","20003","0","0"
"2018/12/01 16:00:00","2030/04/19 15:00:00","2020/09/30 16:00:00","0","0","1,2","3394","-5","10004","0","20004","0","0"
"2019/01/03 16:00:00","2030/04/19 15:00:00","2020/11/02 16:00:00","0","0","1,4","3060","-3","10005","0","20005","0","0"
"2019/02/01 12:00:00","2030/04/19 15:00:00","2020/12/04 15:00:00","0","0","1","1412","-5","10006","0","20006","0","0"
"2019/03/06 16:00:00","2030/04/19 15:00:00","2021/01/20 16:00:00","0","0","1,5","3481","-2","10007","0","20007","0","0"
"2019/04/03 16:00:00","2030/04/19 15:00:00","2021/02/09 16:00:00","0","0","1","3490","-3","10008","0","20008","0","0"
"2019/05/02 16:00:00","2030/04/19 15:00:00","2021/03/25 16:00:00","0","0","1,6","5402","0","10009","0","20009","0","0"
"2019/06/03 16:00:00","2030/04/19 15:00:00","2021/04/21 16:00:00","0","0","1,7","2192","-5","10010","0","20010","0","0"
"2019/07/01 16:00:00","2030/04/19 15:00:00","2021/05/26 16:00:00","0","0","1,8","5034","0","10011","0","20011","0","0"
"2019/07/17 16:00:00","2030/04/19 15:00:00","2021/06/25 16:00:00","0","0","1","402","-5","10012","0","20012","0","0"
"2019/08/01 16:00:00","2030/04/19 15:00:00","2021/07/26 16:00:00","0","0","1,9","22","-5","10013","0","20013","0","0"
"2019/09/03 16:00:00","2030/04/19 15:00:00","2021/08/26 16:00:00","0","0","1","2174","-8","10015","0","20014","0","0"
"2019/11/01 16:00:00","2030/04/19 15:00:00","2021/09/24 16:00:00","0","0","1,10","2222","3","10019","0","20015","0","0"
"2019/12/02 16:00:00","2030/04/19 15:00:00","2021/10/26 16:00:00","0","0","1,11","6040","0","10021","0","20016","0","0"
"2020/01/02 16:00:00","2030/04/19 15:00:00","2021/11/25 15:00:00","0","0","1","6481","-4","10023","0","20017","0","0"
"2020/02/04 16:00:00","2030/04/19 15:00:00","2021/12/24 16:00:00","0","0","1,12","8134","0","10025","0","20018","0","0"
"2020/03/02 16:00:00","2030/04/19 15:00:00","2022/01/26 16:00:00","0","0","1","3420","-2","10027","0","20019","0","0"
"2020/04/01 16:00:00","2030/04/19 15:00:00","2022/02/22 16:00:00","0","0","1,13","5283","-5","10029","0","20020","0","0"
"2020/05/05 16:00:00","2030/04/19 15:00:00","2022/03/25 16:00:00","0","0","1,14","1311","-4","10031","0","20021","0","0"
"2020/06/03 16:00:00","2030/04/19 15:00:00","2022/04/25 16:00:00","0","0","1,15","6055","-7","10033","0","20022","0","0"
"2020/07/02 16:00:00","2030/04/19 15:00:00","2022/05/25 16:00:00","0","0","1","2022","-5","10038","0","20023","0","0"
"2020/08/03 16:00:00","2030/04/19 15:00:00","2022/06/24 16:00:00","0","0","1","6011","-10","10040","0","20024","0","0"
"2020/09/04 16:00:00","2030/04/19 15:00:00","2022/07/26 16:00:00","0","0","1,16","5221","-5","10042","0","20025","0","0"
"2020/11/02 16:00:00","2030/04/19 15:00:00","2022/08/26 16:00:00","0","0","1,17","3040","10","10044","0","20026","0","0"
"2020/12/04 16:00:00","2030/04/19 15:00:00","2022/09/23 16:00:00","0","0","1,18","6120","10","10046","0","20027","0","0"
"2020/12/31 16:00:00","2030/04/19 15:00:00","2022/10/26 16:00:00","0","0","1","5033","-5","10048","0","20028","0","0"
"2021/02/01 16:00:00","2030/04/19 15:00:00","2022/11/25 16:00:00","0","0","1,19","5151","0","10050","0","20029","0","0"
"2021/03/02 16:00:00","2030/04/19 15:00:00","2022/12/25 16:00:00","0","0","1","6056","-8","10052","0","20030","0","0"
"2021/04/01 16:00:00","2030/04/19 15:00:00","2023/01/24 16:00:00","0","0","1,20","3351","0","10054","0","20031","0","0"
"2021/05/04 16:00:00","2030/04/19 15:00:00","2023/02/23 16:00:00","0","0","1,21","2191","0","10056","0","20032","0","0"
"2021/06/02 16:00:00","2030/04/19 15:00:00","2023/03/24 16:00:00","0","0","1,22","1122","0","10058","0","20033","0","0"
"2021/06/12 16:00:00","2030/04/19 15:00:00","2023/03/24 16:00:00","0","20033","1,22","1123","0","10059","0","20034","0","0"
"2021/07/05 16:00:00","2030/04/19 15:00:00","2023/04/25 16:00:00","0","0","1,23","2194","12","10061","0","20035","0","0"
"2021/08/02 16:00:00","2030/04/19 15:00:00","2023/05/26 16:00:00","0","0","1","5010","0","10064","0","20036","0","0"
"2021/09/01 16:00:00","2030/04/19 15:00:00","2023/06/26 16:00:00","0","0","1","144","0","10066","0","20037","0","0"
"2021/10/01 16:00:00","2030/04/19 15:00:00","2023/07/26 16:00:00","0","0","1,24","121","0","10068","0","20038","0","0"
