348ff758b8c56e023ffa9f9cc9bc58ab4578db346989bdb03e1c417679677be1,05dfc06668c7ca0ff50e259bd27ac3571c24aed6e85c7e206491e0cf8f2ecdbc,9979e7f950f22cb96d3fd78f50fc025b8f634ee968d9b2a61c9d7a43a14046b0,f2029559bff2fa16799df7672e2792a05aee353f27e9821e97810fccc774c6a6,e8ff1393a2460b8b415b4583a354cd0fd236cad71e3a258c3945c57e85941dbc,588b2b3a293aa63ccb5a26186df8035c7bac6e4212c976651f13e965f08d1e11,e5db5992bdd2c301a565f3de8c23626d4d9bf9ae43be0d0deea31b5ad57dffec,c915803897e3f8d7ff1b98806cca57f3ea080338d23b88e97fcdb28491b843d9,a1e706e7c5a236a0c06f43a86b8fea82df48b74bd5194de328b5c6e36bd86179,664e83de9ec9e4df50d8fbe58fb3850ac7ac7c65d311a4856c57c477fba805dd,147530ba47eddc434591fe0f3e86e0961986ebcdc40a45cc04b84298576f81ef,619ad34e576354ad498cd18179cf482644696dd18ce63614772b45a534664cae,ef67f482e7c7b136e82da0183005590a33623c22e31e499ee712973b405bb49a,176b469fe6479a33add6a942a913c4432ffb1739db19a3291b9084f805edb204
"0","塔爾格姆地區","0","0","0","bgm_M32","0","20001","0","bgm_M32","201","20001101","1","1"
"0","塔爾格姆地區","0","0","0","bgm_M32","0","20001","0","bgm_M32","201","20001201","0","1"
"0","馬席納地區","0","0","0","bgm_M98_2","0","20002","0","bgm_M98","201","20002101","0","1"
"0","馬席納地區","0","0","0","bgm_M98_2","0","20002","0","bgm_M98","201","20002201","0","1"
"0","蘭德索爾郊外","0","0","0","bgm_M106","0","20003","0","bgm_M106","201","20003101","0","1"
"0","蘭德索爾郊外","0","0","0","bgm_M106","0","20003","0","bgm_M106","201","20003201","0","1"
"0","塔帕斯海灘 周邊","0","0","0","bgm_M112","0","20004","0","bgm_M112","201","20004101","0","1"
"0","塔帕斯海灘 周邊","0","0","0","bgm_M112","0","20004","0","bgm_M112","201","20004201","0","1"
"0","伊爾席翁的孤島","0","0","0","bgm_M121","0","20005","0","bgm_M121","201","20005101","0","1"
"0","伊爾席翁的孤島","0","0","0","bgm_M121","0","20005","0","bgm_M121","201","20005201","0","1"
"0","王城蘭德索爾","0","0","85","bgm_M128","0","20006","0","bgm_M128","201","20006101","0","1"
"0","王城蘭德索爾","0","0","0","bgm_M128","0","20006","0","bgm_M128","201","20006201","0","1"
"0","蘭德索爾郊外","0","0","0","bgm_M135","0","20007","0","bgm_M135","201","20007101","1","1"
"0","靈界","1","208","0","bgm_M29","202","20007","80","bgm_M29","201","20007102","2","1"
"1","蘭德索爾中央地區","1","209","0","bgm_M135","202","20007","0","bgm_M135","201","20007103","3","1"
"31","蘭德索爾郊外","0","0","0","bgm_M135","0","20007","0","bgm_M135","201","20007201","1","1"
"0","蘭德索爾近郊","0","0","35","bgm_M162","0","20008","0","bgm_M162","201","20008101","0","1"
"0","蘭德索爾近郊","0","0","0","bgm_M162","0","20008","0","bgm_M162","201","20008201","0","1"
"11","咲戀育幼院","0","0","110","bgm_M171","0","20009","0","bgm_M171","201","20009101","1","1"
"0","王城蘭德索爾","0","0","0","bgm_M171","0","20009","0","bgm_M171","201","20009201","1","1"
"0","往神殿的參道","0","0","1","bgm_M182","0","20010","180","bgm_M182","201","20010101","1","1"
"0","往神殿的參道","0","0","0","bgm_M182","0","20010","0","bgm_M182","201","20010201","1","1"
"0","王城蘭德索爾","0","0","0","bgm_M189","0","20011","0","bgm_M189","201","20011101","1","1"
"0","廚房競技場","0","0","110","bgm_M189","0","20011","0","bgm_M189","201","20011102","2","1"
"0","廚房競技場","0","0","0","bgm_M189","0","20011","0","bgm_M189","201","20011201","1","1"
"0","王城蘭德索爾","0","0","115","bgm_M206","0","20012","0","bgm_M206","201","20012101","1","1"
"0","王城蘭德索爾","0","0","0","bgm_M206","0","20012","0","bgm_M206","201","20012201","1","1"
"0","加托羅斯山","0","0","100","bgm_M215","0","20013","0","bgm_M215","201","20013101","1","1"
"11","光之裂縫","1","208","0","bgm_M215","202","20013","0","bgm_M215","201","20013102","2","1"
"0","光之裂縫","0","0","0","bgm_M215","0","20013","0","bgm_M215","201","20013201","1","1"
"0","大江戶町","0","0","120","bgm_M223","0","20014","0","bgm_M223","201","20014101","1","1"
"0","大江戶町","0","0","0","bgm_M223","0","20014","0","bgm_M223","201","20014201","1","1"
"12","晴雨海灘","0","0","98","bgm_M237","0","20015","0","bgm_M237","201","20015101","1","1"
"0","晴雨海灘","0","0","0","bgm_M237","0","20015","0","bgm_M237","201","20015201","0","1"
"0","真步真步王國避暑聖地？","0","0","150","bgm_M245_02","0","20016","0","bgm_M245","201","20016101","0","1"
"0","真步真步王國避暑聖地？","0","0","0","bgm_M245_02","0","20016","0","bgm_M245","201","20016201","0","1"
"0","聖德蕾莎女子學院","0","0","70","bgm_M254","0","20017","0","bgm_M254","201","20017101","1","1"
"0","聖德蕾莎女子學院","0","0","0","bgm_M254","0","20017","0","bgm_M254","201","20017201","0","1"
"0","鬼屋附近地區","0","0","0","bgm_M265_Top","0","20018","0","bgm_M265","201","20018101","1","1"
