9823f34a6d35a22b763029facbb14e05d92cf8128677609a8019fc33f366f120,5c481c5e0e4876b2ceb275c43cae51014ddcdd7801e0ee5ee61d00f043164e11,cde6b7b6ab2d3f372b663ea928bba93d71cc0722c5842d01af4dc85c5caad159,f1c51cf59b899b43a8edee9e2b9987e96a6001f6fbd4e4597d982556b302e176,821b3738e954a751171cc2c0927a2cdf308863240a1c269e16faf9694a0ce949,78de2a031161e34c04d8793d80e022a146e4c3a4da718620c233abdc053ac49b,4b7c107885d0ad094ed3a606e7234c67531cb996b521a57c9dc473a699d50e68,6656bb1585962eac67953732ff280a625d72d4412f6db9878f240df962d542bf,a106b999f9e5ee1a966f965c5518613fe44a1cae1d9912ab4631e18086848a7c,0d937f7dc4e06076d608931b16e9daceaa305fb0a96ae8914eb8450edb50bb5b,8c8e888c9610a42b722efe817155ee28d569e091a00e2d6c35d1c8427790f438
"25021","2","2","10","31","8","25015","8","1","285001001","91002"
"25021","2","2","10","31","8","25015","8","2","285001002","91002"
"25021","2","2","10","32","8","25015","8","3","285001003","91002"
"25021","2","2","10","32","8","25015","8","4","285001004","91002"
"25021","2","2","10","33","8","25015","8","5","285001005","91002"
"25021","2","2","10","33","8","25015","9","6","285001006","91002"
"25021","2","2","10","34","8","25015","9","7","285001007","91002"
"25021","2","2","10","35","8","25015","9","8","285001008","91002"
"25021","2","2","10","35","8","25015","9","9","285001009","91002"
"25021","2","2","30","37","8","25015","10","10","285001010","91002"
"25021","2","2","10","41","8","25015","10","11","285001011","91002"
"25021","2","2","10","43","8","25015","11","12","285001012","91002"
"25021","2","2","10","46","8","25015","11","13","285001013","91002"
"25021","2","2","10","48","8","25015","12","14","285001014","91002"
"25021","2","2","10","50","8","25015","12","15","285001015","91002"
"25021","2","2","10","53","8","25015","13","16","285001016","91002"
"25021","2","2","10","55","8","25015","14","17","285001017","91002"
"25021","2","2","10","58","8","25015","14","18","285001018","91002"
"25021","2","2","10","60","8","25015","15","19","285001019","91002"
"25021","2","2","30","62","8","25015","15","20","285001020","91002"
"25021","2","2","10","68","8","25015","16","21","285001021","91002"
"25021","2","2","10","70","8","25015","16","22","285001022","91002"
"25021","2","2","10","72","8","25015","16","23","285001023","91002"
"25021","2","2","10","75","8","25015","17","24","285001024","91002"
"25021","2","2","10","77","8","25015","18","25","285001025","91002"
"25021","2","2","10","79","8","25015","18","26","285001026","91002"
"25021","2","2","10","82","8","25015","19","27","285001027","91002"
"25021","2","2","10","84","8","25015","19","28","285001028","91002"
"25021","2","2","10","86","8","25015","19","29","285001029","91002"
"25021","2","2","30","89","8","25015","20","30","285001030","91002"
"25021","2","2","10","94","8","25015","20","31","285001031","91002"
"25021","2","2","10","96","8","25015","21","32","285001032","91002"
"25021","2","2","10","99","8","25015","21","33","285001033","91002"
"25021","2","2","10","101","8","25015","22","34","285001034","91002"
"25021","2","2","10","103","8","25015","22","35","285001035","91002"
"25021","2","2","10","106","8","25015","23","36","285001036","91002"
"25021","2","2","10","108","8","25015","23","37","285001037","91002"
"25021","2","2","10","111","8","25015","24","38","285001038","91002"
"25021","2","2","10","113","8","25015","25","39","285001039","91002"
"25021","2","2","30","115","8","25015","25","40","285001040","91002"
"25021","2","2","10","121","8","25015","26","41","285001041","91002"
"25021","2","2","10","123","8","25015","27","42","285001042","91002"
"25021","2","2","10","125","8","25015","28","43","285001043","91002"
"25021","2","2","10","128","8","25015","28","44","285001044","91002"
"25021","2","2","10","130","8","25015","29","45","285001045","91002"
"25021","2","2","10","132","8","25015","30","46","285001046","91002"
"25021","2","2","10","135","8","25015","30","47","285001047","91002"
"25021","2","2","10","137","8","25015","31","48","285001048","91002"
"25021","2","2","10","139","8","25015","31","49","285001049","91002"
"25021","2","2","30","142","8","25015","31","50","285001050","91002"
"25021","2","2","10","144","8","25015","32","51","285001051","91002"
"25021","2","2","10","146","8","25015","32","52","285001052","91002"
"25021","2","2","10","149","8","25015","32","53","285001053","91002"
"25021","2","2","10","152","8","25015","33","54","285001054","91002"
"25021","2","2","10","155","8","25015","33","55","285001055","91002"
"25021","2","2","10","157","8","25015","33","56","285001056","91002"
"25021","2","2","10","160","8","25015","34","57","285001057","91002"
"25021","2","2","10","163","8","25015","34","58","285001058","91002"
"25021","2","2","10","166","8","25015","34","59","285001059","91002"
"25021","2","2","30","169","8","25015","35","60","285001060","91002"
"25021","2","2","10","171","8","25015","35","61","285001061","91002"
"25021","2","2","10","174","8","25015","35","62","285001062","91002"
"25021","2","2","10","177","8","25015","36","63","285001063","91002"
"25021","2","2","10","180","8","25015","36","64","285001064","91002"
"25021","2","2","10","182","8","25015","36","65","285001065","91002"
"25021","2","2","10","185","8","25015","37","66","285001066","91002"
"25021","2","2","10","187","8","25015","37","67","285001067","91002"
"25021","2","2","10","190","8","25015","37","68","285001068","91002"
"25021","2","2","10","193","8","25015","38","69","285001069","91002"
"25021","2","2","30","196","8","25015","38","70","285001070","91002"
