75fb57f226d49b439dd3b385065aea6e7d6e9d72f5ba44e547a844bac13aa010,1775d9ed86cbd88bde3ccade1aa6b11845062f1962dce1f81448ce6449b95c4a,a7d02d35334323bc60c024ed8e0a646f41030ac5c02f8b7b744ca2d067a47f17,3e9b546875f493514a7b587e987e0c823086b910d133863a95b6bdd6590d1a94,6a201f774956e1911f0c37f0e54cffc2753f2d68172dbc628a86dde3b9da6cba,23bb24baa87cd41c795ceaa58d2b2110a0ed9496e073fed60efd6f4e81a37381,8db97e4680753039a84738e0028cced0616b63f0119f539c80e81ce0e88e9519,a1602ff92538eda066f5e2eca96d2d6802601704b7250b01c2123b6513d16486,98357464d9ce58ebb30f358b46756a2b08b5da959288bdcb49d6a0d1eeb90456,99ca5161cc45e686f4020d0c9c1fead97b150627ce1069f19cf103292a9f3b02,3a3992b6bd0cd91e08b25835a4a91c9905f7e3efe1aee9e3532e828d77d90f91,a087f702e569c41cc2f146b10f11609d9178938aed186a0a2c976541341ba069,5b5c45b63aaa4af71d1c5a109fb8aa4bf1f762b224b9ea8cce822e819c36fee3,27d7b9b5806b13c85379cb00854dd482318d15919d8856b40ad4721186b8c57c
"0","-1","-1","-1","-1","180","0","-1","1","19","1","1","-1","180"
"0","-1","-1","-1","-1","180","0","-1","1","19","1","2","-1","180"
"0","-1","-1","-1","-1","180","0","-1","1","19","1","3","-1","180"
"0","-1","-1","-1","-1","180","0","-1","1","19","0","4","-1","180"
"0","-1","-1","-1","-1","180","0","-1","1","19","1","5","-1","180"
"0","-1","-1","-1","-1","180","0","-1","1","19","1","6","-1","180"
"0","-1","-1","-1","-1","180","0","-1","1","19","1","7","-1","180"
"0","-1","-1","-1","-1","180","0","-1","1","19","1","8","-1","180"
"0","-1","-1","-1","-1","215","0","-1","1","23","1","9","-1","215"
"0","-1","-1","-1","-1","215","0","-1","1","23","1","10","-1","215"
"0","-1","-1","-1","-1","215","0","-1","1","23","0","11","-1","215"
"0","-1","-1","-1","-1","215","0","-1","1","23","1","12","-1","215"
"0","-1","-1","-1","-1","215","0","-1","1","23","1","13","-1","215"
"0","-1","-1","-1","-1","215","0","-1","1","23","1","14","-1","215"
"0","-1","-1","-1","-1","215","0","-1","1","23","1","15","-1","215"
"0","-1","-1","-1","-1","215","0","-1","1","23","1","16","-1","215"
"0","-1","-1","-1","-1","250","0","-1","1","26","1","17","-1","250"
"0","-1","-1","-1","-1","250","0","-1","1","26","0","18","-1","250"
"0","-1","-1","-1","-1","250","0","-1","1","26","1","20","-1","250"
"0","-1","-1","-1","-1","250","0","-1","1","26","1","21","-1","250"
"0","-1","-1","-1","-1","250","0","-1","1","26","1","22","-1","250"
"0","-1","-1","-1","-1","260","0","-1","1","28","0","23","-1","260"
"0","-1","-1","-1","-1","250","0","-1","1","26","1","24","-1","250"
"0","-1","-1","-1","-1","250","0","-1","1","26","1","25","-1","250"
"0","-1","-1","-1","-1","280","0","-1","1","29","0","26","-1","280"
"0","-1","-1","-1","-1","280","0","-1","1","29","1","27","-1","280"
"0","-1","-1","-1","-1","280","0","-1","1","29","1","28","-1","280"
