5d3a5553d61fe035a04b59883884f69fc948deebe2302b6968a0db3cc068f263,adc03e10aeb822d1768ff537381e536865ff69acc0700e57b559d8752aa12ac9,f6eb66d560ccc4ed10b696a9a56c0c7d35b75006770917a2c4b5bfd847cfa92d,3bfdca5de98b16431ba3afa07ce2856631f3f7d1e3ef4031bf0fd4b4c577c0fe,46975641881532a3cbcab15667ace7c559d64698576107127114f4f3f8156b64,143b8f57e8ee1ed071d66d98d1d94908472c70d3404f722338638f433ab800fe,18c58a599c2ebefa0ebc49ca06fbfb87d3fb0a3b91fd9deb8e418687083ab957,058f12616cd60e36399a58004cc6cccbe372f3f1703d2acc9cd72efc540d334e,9180206a5db8abd221b2fd48d02d7797af45cfa95650f45ffdde7d7d15267bc9
"1","3","1","1","獨一無二的","0","1","1","2"
"1","3","1","1","完美無缺的","0","2","1","2"
"1","3","1","1","蘭德索爾最快的","1","3","1","2"
"1","3","1","1","明鏡止水的","0","4","1","2"
"1","3","1","1","史上最快的","0","5","1","2"
"1","3","1","1","最強最快的","0","6","1","2"
"1","3","1","1","極限的","2","7","1","2"
"1","3","1","1","一百分滿分","0","8","1","2"
"1","3","1","1","最優秀的","0","9","1","2"
"1","3","1","1","橫掃千軍的","0","10","1","2"
"1","3","1","1","獨一無二的","0","11","1","2"
"1","3","1","1","天下無雙的","0","12","1","2"
"1","3","0","1","泰然自若的","0","13","1","2"
"1","3","0","1","極度的","0","14","1","2"
"1","3","0","1","Light Speed","0","15","1","2"
"1","3","0","1","稀世的","0","16","1","2"
"1","3","0","1","極限的","0","17","1","2"
"1","3","0","1","至高的","0","18","1","2"
"1","3","0","1","閃耀的","0","19","1","2"
"1","3","0","1","千錘百鍊的","0","20","1","2"
"1","3","0","1","疾風迅雷的","0","21","1","2"
"1","3","0","1","電光石火的","0","22","1","2"
"0","3","1","1","變化自如的","0","23","1","2"
"0","3","1","1","空前絕後的","0","24","1","2"
"0","3","1","1","代表性的","0","25","1","2"
"0","3","1","1","音速的","0","26","1","2"
"0","3","1","1","超乎常理的","0","27","1","2"
"0","3","1","1","勇猛奮鬥的","0","28","1","2"
"0","3","1","1","勇猛果敢的","2","29","1","2"
"0","3","1","1","威風凜凜的","2","30","1","2"
"0","3","1","1","欲速則不達的","0","31","1","2"
"0","3","1","1","心態良好的","0","32","1","2"
"0","3","0","1","夢想的","0","33","1","2"
"0","3","0","1","佳的","0","34","1","2"
"0","3","0","1","一般般的","0","35","1","2"
"0","3","0","1","新手標記的","2","36","1","2"
"0","3","0","1","有未來的","0","37","1","2"
"0","3","0","1","新手的","0","38","1","2"
"0","3","0","1","初出茅廬的","0","39","1","2"
"0","3","0","1","慢慢的","0","40","1","2"
"0","3","0","1","新銳的","0","41","1","2"
"0","3","0","1","不屈不撓的","0","42","1","2"
"0","3","0","1","百折不撓的","0","43","1","2"
"0","3","0","1","努力的","0","44","1","2"
"1","3","1","1","被選中的","0","45","2","2"
"1","3","1","1","極限的","2","46","2","2"
"1","3","1","1","海藍色的","1","47","2","2"
"1","3","1","1","受海所愛的","2","48","2","2"
"1","3","1","1","統御大海的","2","49","2","2"
"1","3","1","1","傳說的","0","50","2","2"
"1","3","1","1","震撼世界的","2","51","2","2"
"1","3","1","1","超級狂野的","1","52","2","2"
"1","3","1","1","奇蹟般的","0","53","2","2"
"1","3","1","1","一馬當先的","2","54","2","2"
"1","3","0","1","無人能擋的","1","55","2","2"
"1","3","0","1","熱血沸騰的","2","56","2","2"
"1","3","0","1","百萬的","0","57","2","2"
"1","3","0","1","與生俱來的","1","58","2","2"
"1","3","0","1","大海的","0","59","2","2"
"1","3","0","1","腎上腺素全開的","1","60","2","2"
"1","3","0","1","大間產的","0","61","2","2"
"1","3","0","1","熟練的","0","62","2","2"
"1","3","0","1","身經百戰的","0","63","2","2"
"1","3","0","1","如魚得水的","0","64","2","2"
"1","3","0","1","巨大的","0","65","2","2"
"0","3","1","1","不簡單的","2","66","2","2"
"0","3","1","1","勇猛的","0","67","2","2"
"0","3","1","1","拚命奔跑的","0","68","2","2"
"0","3","1","1","一閃而過的","2","69","2","2"
"0","3","1","1","驚濤駭浪的","0","70","2","2"
"0","3","1","1","憤怒的","0","71","2","2"
"0","3","1","1","不服輸的","2","72","2","2"
"0","3","1","1","成長中的","0","73","2","2"
"0","3","1","1","打破常規的","0","74","2","2"
"0","3","1","1","胡鬧的","0","75","2","2"
"0","3","1","1","狂暴的","0","76","2","2"
"0","3","0","1","傳聞中的","0","77","2","2"
"0","3","0","1","海邊的","2","78","2","2"
"0","3","0","1","朝氣蓬勃的","2","79","2","2"
"0","3","0","1","飛奔於常夏的","2","80","2","2"
"0","3","0","1","肌肉的","0","81","2","2"
"0","3","0","1","波光粼粼的","0","82","2","2"
"0","3","0","1","天生的","2","83","2","2"
"0","3","0","1","轟動的","0","84","2","2"
"0","3","0","1","未知數的","0","85","2","2"
"0","3","0","1","超不妙的","0","86","2","2"
"0","3","0","1","不能輸的","0","87","2","2"
"1","3","1","1","Light Speed","2","88","3","2"
"1","3","1","1","專業的","1","89","3","2"
"1","3","1","1","頂尖的","0","90","3","2"
"1","3","1","1","金牌","2","91","3","2"
"1","3","1","1","極限的","2","92","3","2"
"1","3","1","1","最佳的","0","93","3","2"
"1","3","1","1","完美的","2","94","3","2"
"1","3","1","1","百年僅有一人的","1","95","3","2"
"1","3","1","1","傳說中的","2","96","3","2"
"1","3","1","1","超一流的","0","97","3","2"
"1","3","1","1","世界的","0","98","3","2"
"1","3","1","1","被選中的","0","99","3","2"
"1","3","0","1","運動家","2","100","3","2"
"1","3","0","1","偉大的","0","101","3","2"
"1","3","0","1","超級音速的","1","102","3","2"
"1","3","0","1","終極的","0","103","3","2"
"1","3","0","1","MVP的","0","104","3","2"
"1","3","0","1","全面的","0","105","3","2"
"1","3","0","1","全回合的","2","106","3","2"
"1","3","0","1","銀牌","2","107","3","2"
"1","3","0","1","神聖的","0","108","3","2"
"1","3","0","1","出色的","2","109","3","2"
"1","3","0","1","一流的","0","110","3","2"
"1","3","0","1","絕妙的","0","111","3","2"
"0","3","1","1","超級的","0","112","3","2"
"0","3","1","1","助跑起步的","0","113","3","2"
"0","3","1","1","很棒的","0","114","3","2"
"0","3","1","1","勢如破竹的","1","115","3","2"
"0","3","1","1","超凡魅力的","0","116","3","2"
"0","3","1","1","萬能的","0","117","3","2"
"0","3","1","1","新世代的","0","118","3","2"
"0","3","1","1","光榮的","0","119","3","2"
"0","3","1","1","大放異彩的","0","120","3","2"
"0","3","1","1","深藏不漏的","0","121","3","2"
"0","3","1","1","天下的","0","122","3","2"
"0","3","0","1","Let's Go","0","123","3","2"
"0","3","0","1","好的","0","124","3","2"
"0","3","0","1","小跳步的","1","125","3","2"
"0","3","0","1","有成長空間的","2","126","3","2"
"0","3","0","1","銅牌","2","127","3","2"
"0","3","0","1","期待的","0","128","3","2"
"0","3","0","1","跳躍的","2","129","3","2"
"0","3","0","1","新時代的","0","130","3","2"
"0","3","0","1","內行人才知道的","2","131","3","2"
