ca4d9ea39eb5f3127b1b5359688e0cccba38b42b79432d276dd0f6c1ca045d1c,2ea0765412fdc524b7ec6b93755aa960e133acd93ab91649f4c4414c47cc9291,b83f0ba6459846b65fe34c40b27b12755c6b6aaee11a64d07a7914e06b70dd79,d2727674d9f79cca741a25eb186e6554bb959b00ac7ed7f982006469a67292cc,4b41c56d2581584df028811793d60ea0e246a5480e9cea30a61afebbac5203b2,88bd9e1064798639dfb21098b1e2eb116408886ee3c62d1c36436bd1a874902e,5e0af51481ecd1163bc1d9e114af3409a116400dd72be55e1a409c996a9f8399,401ad30badd21a3259b0a207b9c07184403d65228ee7a0de87fafb0b82df71ba,459bd48005e4fde8ad0bc3ea244f07d28f358dc2d9d04f8855dbaf8e539ec1e4,d7d97eb8e763e09e73be6c33e82806c29c494ad65ec7ba4ba057a2e49fc1ac0b,b1bc2f1ee63293f7097a127cbc1963e8a4383a35f4ec27dde03d26436cecd99d,7c5192ddcf4e7d433f85e3f6f4efdde9822c6c901a2c362045f811fa255121fe,0376c61f505e404603545e6938a20c17785c86a1185a49c77414850eae0a1662,284d432cf0759238ccc765a15ddbf3a81483540d4d43068af5bb3b4e4a245e8a,1db291ec419886c6106c282ed58869ee158e7df44b6fe0cbadabf90f67c8e608,da390a88683d5b035800ab45a7ad3496d593d5b4e80ecfac3c24084ada016098
"0","0","0","0","0","0","0","0","0","0","0","0","0","924072001","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924072002","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924072003","0","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924072101","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924072102","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924072103","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924072104","91002","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924072201","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924072202","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924072203","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924072204","91002","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924072301","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924072302","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924072303","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924072304","91002","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924082001","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924082002","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924082003","0","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924082101","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924082102","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924082103","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924082104","91002","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924082201","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924082202","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924082203","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924082204","91002","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924082301","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924082302","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924082303","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924082304","91002","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924092001","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924092002","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924092003","0","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924092101","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924092102","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924092103","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924092104","91002","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924092201","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924092202","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924092203","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924092204","91002","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924092301","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924092302","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924092303","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924092304","91002","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924102001","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924102002","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924102003","0","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924102101","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924102102","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924102103","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924102104","91002","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924102201","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924102202","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924102203","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924102204","91002","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924102301","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924102302","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924102303","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924102304","91002","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924112001","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924112002","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","924112003","0","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924112101","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924112102","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924112103","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924112104","91002","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924112201","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924112202","25102","0"
"0","15","0","0","0","0","0","2","0","0","0","0","0","924112203","25102","0"
"0","100","0","0","0","0","0","8","0","0","0","0","0","924112204","91002","0"
