be1e4c5ea5ddab4224c5a527b4200d6b39c5e73b322e87a4729deae529313480,19cce47c3483866738013a8c78f22773e2594e620b4ee11790702f2a6497d9f2,3f8182abc6bdbb30f6f8385e51c7367eb9633abe4f366143685abe0806e62022,332905842a39cddc1d9d4bc8877bbba7ba65f90c3e76add8a339f92e4fc92777,4d06d608591547dfb56b99efc8197c9887014ed52d06d5cf9c0d6374158bcaa0,316d98f564e9c427ff61bf613bf578735d20b566b58ec847d4a98f2dbbd08dd5,974b517067b0010bb026c4edaf8e542665b5fe0bbf7e23473d0e288a39224981,88c76eaf2ebfee86111c7498fd8be21362286b0618beeace10ce1cb4e059f9b3,4cc485937f415bb4083254d5fad50674f1e1e812b8249d87b0648ac7fa520c58,c9271b941bad7226930d806b8fc2ebcb658962eac84204eb101b668aeaf3fd8c,aa5107176350c5e5d6897b5d4c50182a72cca2d62873fe233c59ddaa98553508,2c5f9f8c4d0ddb7866daeb8aad5a361f327d492c49cd9775f32d7b20f8d5f655,9a3cb0bfdabb0df9ce5ea9e479849177f9be1aed161796e07d8572713e28e649,b8bb477ba563982363d8b1bba514927746621a741d35e429d273a01157e085b8,852a075845fd36546c3b952b78b4e72df3faf7394bb9bc97b7ebdd90602fa5d4,d5e3cc296f26cda07a63aca01030bfbbb731499d922b55cf5ebff88dd15d2acc
"0","0","0","2","275000001","0","0","0","80000","0","0","0","0","0","0","26202"
"0","0","0","2","275000002","0","0","0","85000","0","0","0","0","0","0","26202"
"0","0","0","2","275000003","0","0","0","90000","0","0","0","0","0","0","26202"
"0","0","0","2","275000004","0","0","0","95000","0","0","0","0","0","0","26202"
"0","0","0","2","275000005","0","0","0","100000","0","0","0","0","0","0","26202"
"0","0","0","2","275000006","0","0","0","105000","0","0","0","0","0","0","26202"
"0","0","0","2","275000007","0","0","0","110000","0","0","0","0","0","0","26202"
"0","0","0","2","275000008","0","0","0","115000","0","0","0","0","0","0","26202"
"0","1","18","2","276010001","0","400","2","50000","0","90013","0","4109501","0","0","26202"
"0","0","0","2","276010002","0","425","2","50000","0","90013","0","0","0","0","26202"
"0","0","0","2","276010003","0","450","2","50000","0","90013","0","0","0","0","26202"
"0","0","0","2","276010004","0","475","2","100000","0","90013","0","0","0","0","26202"
"0","1","2","2","276010005","0","500","2","100000","0","90013","0","26203","0","0","26202"
"0","1","18","2","276020001","0","400","2","50000","0","90013","0","4101501","0","0","26202"
"0","0","0","2","276020002","0","425","2","50000","0","90013","0","0","0","0","26202"
"0","0","0","2","276020003","0","450","2","50000","0","90013","0","0","0","0","26202"
"0","0","0","2","276020004","0","475","2","100000","0","90013","0","0","0","0","26202"
"0","1","2","2","276020005","0","500","2","100000","0","90013","0","26203","0","0","26202"
