a1bcdf47c57935324b93bcf96edc64989eceea80f622d16b10642f3905861087,9a20dd7218049123da295e93a38e2a095ac5871025f1dfedead1c2c6a277e9e9,e3d9993f76db3f639da1f9c66adf75f636dcfb5724781952a7527a527efd9a9e,c90d2ab658a48db03731aa58b05d086dcbb79ea7cc1f6cd7cc3f00334f795d0c,27f2fc75a74a1c7726370cce1400ad1539c0cf50ee159b9263af32632ca04a2a,1705a3c532e26e1912a0f7eef6a51d8ca298c65adeb007bca1e13530666c9d19,7941883d98d7ccb6821aee6c72a7667884c5d9f79d1f025f0be9b010bbdc01ff,9862230fdebddf267a998d0f731be94ef6e2c489ec809b49be8d0f0189ce33fa,e6fa4ed69a336b25e8907d403d1185552c013a2429c71bf51023d9a221ac9924,3ac440ebfe9d8f3829d330b146006f03a231db830e451dff8de9300c48c97dfe,3885b034952ce463046fb1543cdb5d393d818b5bf054ffb3d06cad6c744484a9,316d2423eb99eda83cb546ac59460b5df62b232811a4b5b044d0791d66c9f0ff,b43664b678921cdca75b3fa6df8ba3682a1e93ab6df54fb8c1f5cc6bb6b39772,fc2ad8bb0064a1fee86b9c4a7ee938847a2d04e691275434013ad18138ba2d6c,3d39be9802d3ce4155235dcc127efec91b78299bc1e61f96a828bd6784df70f3,3912db6f3f209cd6b83d293790317b8e3cd438e63666a8cc7664e025c2923c31,b370f88449845031fedffef2b7b3e164d563da7ec0337e79b44d614451be3d91,bdfe53c488a52dc2549b0efcf8a3cae72587633cf1f86deb1796dba5f8c8abce,90dc039f7ad154bbc65091a297bce38e7dbc2250e153a5c5400738d4a33dcf4e,905628a06a87fcb4533f9b9994a73e68a1071ac7753a489b8a394c0fc2bc2c25,6f51cfd7006b304a183b046137b91e92c6358f51d714785ed571b581bcbddb49,92911740096e1dfeeddcda11b08ee30376cf0062fb360baf2bab80819c17b8bb,10dc3288b0da653eea34691afaa46ca2eab58c63ed305d85892175eafff7d62e,e26cb2e0536a250a8d3dfa128e93c0f90c8a94499428e8e665785102265fa664,afb6f91ded0f7b5384b55e8f1a0b4332d54e7694196cdc50dea70bb3adfbe126,98a4dd60d76b8bbce7f160a0156f001b661e7276fde0adeece03074eff58d72c,b29ec2b7bcea0ce15aebc3caf428f218b706a85e1a5e7816513175a24d591835,3a6030ae75ba8010ad43ef6927f3cb022f807893947e8e90990a8253150270d2,3a9b234d65c5dcb9d0558515e71edb8ec27f32a56d35646b13e56ff09949a0d8,7e09d80f08cb19532257cf5a389615f22b57f5b2f94eefe46190d201c128658b,15ff167b9af3f086d89698c7b993a64a1ed476cb7bd75cf492499360af67f893,806871f108b9184baed4cb0cf758463236cda7313ab2a5299526fc49497f3624,66e5df85c74f6e82c062dad4f870f9adc8199eb504a7e7dd5ee68b2c28c09801,3730bd0e4f4e3685095b3da885cd3a80c615f34e86b054b54a03372f06cce244,22ff49c3be774d11b595c2d9d83b3eb54d492f68a9d199d88b9d548bb11b2328,a2508807baec62a3342e9e1e765f8bf90375456b4f81a61d64b8109247c8129f,1cd3c1aef9d23cd0677ba427dd4b46a9ba654781c1c76fecf8370768ed8ab930,42c8fd26df5628f2f19a8fd7e06203390c3d818268a42cb42667fbcddd67a26c,a61688c51144a164c8d7d22375f40ed0207bf4f67254ef23aea9ca3f89a32b96,00fac89cb3029aa80b8e2d4f25aac0e48987fa39108a5511b20fdbe27c64b8d2,15fe3767e0ac8895c361d095be8f9ee65e02f45136b5e8947a2f8c6bc34c5499,e2789f2c53124f0d3f5e42dfaff8159b0895bc68617958eac4a7154c1eca4109
"0","0","11536","0","200000001","1","0","0","71","71","31","1","0","1150","51","10","0","0","0","30","1","0","71","0","0","10","1","0","0","0","0","0","21","0","0","71","日和的闇影","0","710000101","0","0","600101"
"0","0","13553","0","200000001","1","0","0","71","71","35","1","792","0","51","10","0","0","0","30","1","0","71","0","0","10","1","0","0","0","0","0","52","0","0","71","搗蛋惡魔","0","710000102","0","0","203200"
"0","0","11969","0","200000001","1","0","0","71","71","35","1","600","0","51","10","0","0","0","30","1","0","71","0","0","10","1","0","0","0","0","0","48","0","0","71","洞窟蝙蝠","0","710000103","0","0","202500"
"0","0","12917","0","200000001","1","0","0","71","71","300","1","0","1047","51","10","0","0","0","30","1","0","71","0","0","10","1","0","0","0","0","0","57","0","0","71","魔像","0","710000104","0","0","201200"
"0","0","10383","0","200000001","1","0","0","71","71","40","1","0","729","51","10","0","0","0","30","1","0","71","0","0","10","1","0","0","0","0","0","35","0","0","71","狗頭人","0","710000105","0","0","201100"
"0","0","13844","0","200000001","1","0","0","72","72","32","1","0","1150","52","10","0","0","0","30","1","0","72","0","0","10","1","0","0","0","0","0","20","0","0","72","怜的闇影","0","710000201","0","0","600301"
"0","0","16614","0","200000001","1","0","0","72","72","40","1","0","897","52","10","0","0","0","30","1","0","72","0","0","10","1","0","0","0","0","0","31","0","0","72","堅果射手","0","710000202","0","0","203700"
"0","0","17787","0","200000001","1","0","0","72","72","48","1","0","673","52","10","0","0","0","30","1","0","72","0","0","10","1","0","0","0","0","0","35","0","0","72","鑽頭鼴鼠","0","710000203","0","0","203500"
"0","0","25070","0","200000001","1","0","0","72","72","48","1","0","1310","52","10","0","0","0","30","1","0","72","0","0","10","1","0","0","0","0","0","35","0","0","72","獸人","0","710000204","0","0","203800"
"0","0","14842","0","200000001","1","0","0","72","72","31","1","973","0","52","10","0","0","0","30","1","0","72","0","0","10","1","0","0","0","0","0","44","0","0","72","岩窟蝸牛","0","710000205","0","0","202600"
"0","0","14709","0","200000001","1","0","0","73","73","34","1","0","1169","53","10","0","0","0","30","1","0","73","0","0","10","1","0","0","0","0","0","21","0","0","73","胡桃的闇影","0","710000301","0","0","602101"
"0","0","8081","0","200000001","1","0","0","73","73","300","1","0","853","53","10","0","0","0","30","1","0","73","0","0","10","1","0","0","0","0","0","40","0","0","73","哥布林護衛","0","710000302","0","0","203300"
"0","0","20072","0","200000001","1","0","0","73","73","53","1","0","1193","53","10","0","0","0","30","1","0","73","0","0","10","1","0","0","0","0","0","35","0","0","73","岩石蜥蜴","0","710000303","0","0","202901"
"0","0","16153","0","200000001","1","0","0","73","73","66","1","0","1125","53","10","0","0","0","30","1","0","73","0","0","10","1","0","0","0","0","0","53","0","0","73","寄居蟹騎士","0","710000304","0","0","202700"
"0","0","14384","0","200000001","1","0","0","73","73","36","1","856","0","53","10","0","0","0","30","1","0","73","0","0","10","1","0","0","0","0","0","49","0","0","73","幼年巨蜥","0","710000305","0","0","203100"
"0","0","14709","0","200000001","1","0","0","74","74","33","1","0","1169","54","10","0","0","0","30","1","0","74","0","0","10","1","0","0","0","0","0","22","0","0","74","禊的闇影","0","710000401","0","0","600401"
"0","0","18818","0","200000001","1","0","0","74","74","300","1","0","1246","54","10","0","0","0","30","1","0","74","0","0","10","1","0","0","0","0","0","58","0","0","74","魔像","0","710000402","0","0","201200"
"0","0","12818","0","200000001","1","0","0","74","74","40","1","0","816","54","10","0","0","0","30","1","0","74","0","0","10","1","0","0","0","0","0","36","0","0","74","擲岩猴","0","710000403","0","0","200100"
