b1b0ed72fb02945f5fdb8d93fab9ed87e188c0082c8cf168ddb0202237bc6a18,985ad126c575bd0baa1a79a7383732362ec110035fdc592553a54bcd588c57aa,5f9155eca32447edaaed4a28a06518abe876a3091b11a4a8fd8cfa80bc8e3cdb,e430183a57b3e26458278d75e08bf8ca254719a930e5b4b886757ae239451acf,3afe63911e9f708b9b4401178017139fb28900e9a518b5fa8a31978653422dc8,447f35fbf18d1caa51021ae3544d6d996d27bd1cfdd308809c217f97fb5933a6,31387eb05e6ce86c47d8df9adfa297fe2b3ad7b966d1ef7e5e31c30acf71a9b1,0e9fcd0a6ca0750ce81b60e9afa40e822e88c59a49c27ef0893cdf2941ad17e6,f4e7480145c75d638b38a76de77dad3e498d05247c00b0cdce369dcd09d709c8
"3","1","2","0","1","1","1","1","獨一無二的"
"3","1","2","0","1","1","1","2","完美無缺的"
"3","1","2","1","1","1","1","3","蘭德索爾最快的"
"3","1","2","0","1","1","1","4","明鏡止水的"
"3","1","2","0","1","1","1","5","史上最快的"
"3","1","2","0","1","1","1","6","最強最快的"
"3","1","2","2","1","1","1","7","極限的"
"3","1","2","0","1","1","1","8","一百分滿分"
"3","1","2","0","1","1","1","9","最優秀的"
"3","1","2","0","1","1","1","10","橫掃千軍的"
"3","1","2","0","1","1","1","11","獨一無二的"
"3","1","2","0","1","1","1","12","天下無雙的"
"3","1","2","0","0","1","1","13","泰然自若的"
"3","1","2","0","0","1","1","14","極度的"
"3","1","2","0","0","1","1","15","Light Speed"
"3","1","2","0","0","1","1","16","稀世的"
"3","1","2","0","0","1","1","17","極限的"
"3","1","2","0","0","1","1","18","至高的"
"3","1","2","0","0","1","1","19","閃耀的"
"3","1","2","0","0","1","1","20","千錘百鍊的"
"3","1","2","0","0","1","1","21","疾風迅雷的"
"3","1","2","0","0","1","1","22","電光石火的"
"3","0","2","0","1","1","1","23","變化自如的"
"3","0","2","0","1","1","1","24","空前絕後的"
"3","0","2","0","1","1","1","25","代表性的"
"3","0","2","0","1","1","1","26","音速的"
"3","0","2","0","1","1","1","27","超乎常理的"
"3","0","2","0","1","1","1","28","勇猛奮鬥的"
"3","0","2","2","1","1","1","29","勇猛果敢的"
"3","0","2","2","1","1","1","30","威風凜凜的"
"3","0","2","0","1","1","1","31","欲速則不達的"
"3","0","2","0","1","1","1","32","心態良好的"
"3","0","2","0","0","1","1","33","夢想的"
"3","0","2","0","0","1","1","34","佳的"
"3","0","2","0","0","1","1","35","一般般的"
"3","0","2","2","0","1","1","36","新手標記的"
"3","0","2","0","0","1","1","37","有未來的"
"3","0","2","0","0","1","1","38","新手的"
"3","0","2","0","0","1","1","39","初出茅廬的"
"3","0","2","0","0","1","1","40","慢慢的"
"3","0","2","0","0","1","1","41","新銳的"
"3","0","2","0","0","1","1","42","不屈不撓的"
"3","0","2","0","0","1","1","43","百折不撓的"
"3","0","2","0","0","1","1","44","努力的"
"3","1","2","0","1","2","1","45","被選中的"
"3","1","2","2","1","2","1","46","極限的"
"3","1","2","1","1","2","1","47","海藍色的"
"3","1","2","2","1","2","1","48","受海所愛的"
"3","1","2","2","1","2","1","49","統御大海的"
"3","1","2","0","1","2","1","50","傳說的"
"3","1","2","2","1","2","1","51","震撼世界的"
"3","1","2","1","1","2","1","52","超級狂野的"
"3","1","2","0","1","2","1","53","奇蹟般的"
"3","1","2","2","1","2","1","54","一馬當先的"
"3","1","2","1","0","2","1","55","無人能擋的"
"3","1","2","2","0","2","1","56","熱血沸騰的"
"3","1","2","0","0","2","1","57","百萬的"
"3","1","2","1","0","2","1","58","與生俱來的"
"3","1","2","0","0","2","1","59","大海的"
"3","1","2","1","0","2","1","60","腎上腺素全開的"
"3","1","2","0","0","2","1","61","大間產的"
"3","1","2","0","0","2","1","62","熟練的"
"3","1","2","0","0","2","1","63","身經百戰的"
"3","1","2","0","0","2","1","64","如魚得水的"
"3","1","2","0","0","2","1","65","巨大的"
"3","0","2","2","1","2","1","66","不簡單的"
"3","0","2","0","1","2","1","67","勇猛的"
