0e7fd11a0cf2c4b94a194931eeea6343faf38fde27fa73751fdfbe120369e431,dd56296c4e8a799161f4d1d575cabb2c89aa0e5ad4e4e3e21307f06e77432e27,a0daa43cd114374c2beb8b3242a16abd88d06773b0c0cbe3e7e36df9cdc7e360,43db6be86f80debbc907903198a1baf6b79873218f0309dae4bfc995318713ce,5f09dd0dc46cd957d5660e70527e687605269c1464b5c2543bcbed351ba3d86e,188c6db979a6fba73d756dae5a19a784b90d5aed3f80b807317e52e18f001f47,94be24830ed32b7a7a9b95826325999baca9549ba5e9abc8e80227129afb5a5d,b98f92993c4e7a2b618dc4a58a9ef5ba40da3e3dc28386cd8a5950cbfdccd36d,7c5254f5f0cc4499e3306d4f3760aa61d7851143f95e2829e975ed5a8b69310d,a603944da790c9b91d4bff7b100d8d0bb070d52ed27d967095f9f8c30ee98b98,66060e0ec0c589addb72cd1fec36a70200661693c6b7988a2a0e0fd6f4046b9e,7919b18782075a4fc23a71a6663eb8978933101461591f067024c8520f5612a9,a8443bf18ec4031365b7bd6e4141e23bb9e5639314bee95d39ea9aa41c0a8455,b5573c6588db0b504e2136e9a20ed2ee033496c2cd866a832922762b4082204a,3878c88397ecbdc7e4cc94f4c5182f1352a9139599a59242f596544abdd0a918
"32001001","1004110","1","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","0","0","3200101","32001","登頂1次特殊地下城","0"
"32001002","1004110","2","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","2nd Round Clear！","0","0","3200102","32001","登頂2次特殊地下城","0"
"32001003","1004110","3","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","3rd Round Clear！","0","0","3200103","32001","登頂3次特殊地下城","0"
"32001004","1004110","4","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","4th Round Clear！","0","0","3200104","32001","登頂4次特殊地下城","0"
"32001005","1004110","5","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","CONQUEST！","0","0","3200105","32001","登頂5次特殊地下城","0"
"32001001","1004110","1","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","0","0","3200201","32002","登頂1次特殊地下城","0"
"32001002","1004110","2","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","2nd Round Clear！","0","0","3200202","32002","登頂2次特殊地下城","0"
"32001003","1004110","3","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","3rd Round Clear！","0","0","3200203","32002","登頂3次特殊地下城","0"
"32001004","1004110","4","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","4th Round Clear！","0","0","3200204","32002","登頂4次特殊地下城","0"
"32001005","1004110","5","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","CONQUEST！","0","0","3200205","32002","登頂5次特殊地下城","0"
"32001001","1004110","1","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","0","0","3200301","32003","登頂1次特殊地下城","0"
"32001002","1004110","2","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","2nd Round Clear！","0","0","3200302","32003","登頂2次特殊地下城","0"
"32001003","1004110","3","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","3rd Round Clear！","0","0","3200303","32003","登頂3次特殊地下城","0"
"32001004","1004110","4","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","4th Round Clear！","0","0","3200304","32003","登頂4次特殊地下城","0"
"32001005","1004110","5","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","CONQUEST！","0","0","3200305","32003","登頂5次特殊地下城","0"
"32001001","1004110","1","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","0","0","3200401","32004","登頂1次特殊地下城","0"
"32001002","1004110","2","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","2nd Round Clear！","0","0","3200402","32004","登頂2次特殊地下城","0"
"32001003","1004110","3","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","3rd Round Clear！","0","0","3200403","32004","登頂3次特殊地下城","0"
"32001004","1004110","4","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","4th Round Clear！","0","0","3200404","32004","登頂4次特殊地下城","0"
"32001005","1004110","5","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","CONQUEST！","0","0","3200405","32004","登頂5次特殊地下城","0"
"32001001","1004110","1","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","0","0","3200501","32005","登頂1次特殊地下城","0"
"32001002","1004110","2","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","2nd Round Clear！","0","0","3200502","32005","登頂2次特殊地下城","0"
"32001003","1004110","3","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","3rd Round Clear！","0","0","3200503","32005","登頂3次特殊地下城","0"
"32001004","1004110","4","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","4th Round Clear！","0","0","3200504","32005","登頂4次特殊地下城","0"
"32001005","1004110","5","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","CONQUEST！","0","0","3200505","32005","登頂5次特殊地下城","0"
"32001001","1004110","1","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","0","0","3200601","32006","登頂1次特殊地下城","0"
"32001002","1004110","2","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","2nd Round Clear！","0","0","3200602","32006","登頂2次特殊地下城","0"
"32001003","1004110","3","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","3rd Round Clear！","0","0","3200603","32006","登頂3次特殊地下城","0"
"32001004","1004110","4","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","4th Round Clear！","0","0","3200604","32006","登頂4次特殊地下城","0"
"32001005","1004110","5","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","CONQUEST！","0","0","3200605","32006","登頂5次特殊地下城","0"
"32001001","1004110","1","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","0","0","3200701","32007","登頂1次特殊地下城","0"
"32001002","1004110","2","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","2nd Round Clear！","0","0","3200702","32007","登頂2次特殊地下城","0"
"32001003","1004110","3","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","3rd Round Clear！","0","0","3200703","32007","登頂3次特殊地下城","0"
"32001004","1004110","4","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","4th Round Clear！","0","0","3200704","32007","登頂4次特殊地下城","0"
"32001005","1004110","5","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","CONQUEST！","0","0","3200705","32007","登頂5次特殊地下城","0"
"32001001","1004110","1","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","0","0","3200801","32008","登頂1次特殊地下城","0"
"32001002","1004110","2","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","2nd Round Clear！","0","0","3200802","32008","登頂2次特殊地下城","0"
"32001003","1004110","3","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","3rd Round Clear！","0","0","3200803","32008","登頂3次特殊地下城","0"
"32001004","1004110","4","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","4th Round Clear！","0","0","3200804","32008","登頂4次特殊地下城","0"
"32001005","1004110","5","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","CONQUEST！","0","0","3200805","32008","登頂5次特殊地下城","0"
"32001001","1004110","1","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","0","0","3200901","32009","登頂1次特殊地下城","0"
"32001002","1004110","2","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","2nd Round Clear！","0","0","3200902","32009","登頂2次特殊地下城","0"
"32001003","1004110","3","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","3rd Round Clear！","0","0","3200903","32009","登頂3次特殊地下城","0"
"32001004","1004110","4","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","4th Round Clear！","0","0","3200904","32009","登頂4次特殊地下城","0"
"32001005","1004110","5","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","CONQUEST！","0","0","3200905","32009","登頂5次特殊地下城","0"
"32001001","1004110","1","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","0","0","3201001","32010","登頂1次特殊地下城","0"
"32001002","1004110","2","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","2nd Round Clear！","0","0","3201002","32010","登頂2次特殊地下城","0"
"32001003","1004110","3","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","3rd Round Clear！","0","0","3201003","32010","登頂3次特殊地下城","0"
"32001004","1004110","4","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","4th Round Clear！","0","0","3201004","32010","登頂4次特殊地下城","0"
"32001005","1004110","5","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","CONQUEST！","0","0","3201005","32010","登頂5次特殊地下城","0"
"32001001","1004110","1","80001","603","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","0","0","3201101","32011","登頂1次特殊地下城","0"
