dec970cf7ac09ebda2c6a8bfdd3ef5628b7ab8fc223b6858dd59cb5f805cb141,2f45526497eff8760cbbfd9aefb1424f88de5ae932dc85c49255a2ed9dcedc57,a644e5377be624761b7dad9ce12ec3c1547c07f00cd6d51f46ec058944dc90a0,e63942b578c7ec395287e829e45c1209c9764d8eb5743ff37ddeb3cfae65eb9e,1f07b47a3c887244f7cdbd94e21c5aea36f2ef176f9ef375b85c38767505309a,656e49af882cfcf926e68fb08a25b34e7e4515e856635585e22b5c15cdc70cd4,382651e6d8c48003af91caa6bce45d33ed6bba54c12cbdb4048abd49c59229a0,8f0a063eaa537d30bdb5984ac49b4a76ebb5b256ffc090d1bcd87c6afa61e328,eaee94e7a1cce0d26632054cbdaa463986278fb9391d505cce83e622bebfc7b6,932769c12b77c360d99cde6c6d226590c745dc88bf1aaaff7876d22e61922b0e,43633e9fbefdeb7ae57adebcf94289fa0cc969bfff46913a873dec5f0d17b27f,23810d51fdfe870dffb3c1c291d82d353b7cbd7def0f5d0d480ee95b25b1b5bd,94afe528e0edcf6fb0e91140dd53e80d46cb91a47ea41cc8bd0068e3233064a8,1eb7cda4f882a81a0d185a435c24be3d16e0926b6617d35b35053e91520b280c
"8004","0","72001001","20001101","完成活動任務1-1 (NORMAL)","2030/12/31 14:59:59","20001","0","72001001","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001002","20001102","完成活動任務1-2 (NORMAL)","2030/12/31 14:59:59","20001","0","72001002","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001003","20001103","完成活動任務1-3 (NORMAL)","2030/12/31 14:59:59","20001","0","72001003","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001004","20001104","完成活動任務1-4 (NORMAL)","2030/12/31 14:59:59","20001","0","72001004","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001005","20001105","完成活動任務1-5 (NORMAL)","2030/12/31 14:59:59","20001","0","72001005","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001006","20001106","完成活動任務1-6 (NORMAL)","2030/12/31 14:59:59","20001","0","72001006","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001007","20001107","完成活動任務1-7 (NORMAL)","2030/12/31 14:59:59","20001","0","72001007","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001008","20001108","完成活動任務1-8 (NORMAL)","2030/12/31 14:59:59","20001","0","72001008","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001009","20001109","完成活動任務1-9 (NORMAL)","2030/12/31 14:59:59","20001","0","72001009","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001010","20001110","完成活動任務1-10 (NORMAL)","2030/12/31 14:59:59","20001","0","72001010","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001011","20001111","完成活動任務1-11 (NORMAL)","2030/12/31 14:59:59","20001","0","72001011","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001012","20001112","完成活動任務1-12 (NORMAL)","2030/12/31 14:59:59","20001","0","72001012","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001013","20001113","完成活動任務1-13 (NORMAL)","2030/12/31 14:59:59","20001","0","72001013","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001014","20001114","完成活動任務1-14 (NORMAL)","2030/12/31 14:59:59","20001","0","72001014","1","2018/01/01 12:00:00","20001102","601","9003"
"8004","0","72001015","20001115","完成活動任務1-15 (NORMAL)","2030/12/31 14:59:59","20001","0","72001015","1","2018/01/01 12:00:00","20001102","601","9003"
"8005","0","72001016","20001201","完成活動任務1-1 (HARD)","2030/12/31 14:59:59","20001","0","72001016","1","2018/01/01 12:00:00","20001103","601","9003"
"8005","0","72001017","20001202","完成活動任務1-2 (HARD)","2030/12/31 14:59:59","20001","0","72001017","1","2018/01/01 12:00:00","20001103","601","9003"
"8005","0","72001018","20001203","完成活動任務1-3 (HARD)","2030/12/31 14:59:59","20001","0","72001018","1","2018/01/01 12:00:00","20001103","601","9003"
"8005","0","72001019","20001204","完成活動任務1-4 (HARD)","2030/12/31 14:59:59","20001","0","72001019","1","2018/01/01 12:00:00","20001103","601","9003"
"8005","0","72001020","20001205","完成活動任務1-5 (HARD)","2030/12/31 14:59:59","20001","0","72001020","1","2018/01/01 12:00:00","20001103","601","9003"
"8006","0","72001021","660001101","打倒 1 隻席茲（NORMAL限定）","2030/12/31 14:59:59","20001","0","72001021","1","2018/01/01 12:00:00","20001104","601","9001"
"8007","0","72001022","660001201","打倒 1 隻席茲（HARD限定）","2030/12/31 14:59:59","20001","0","72001022","1","2018/01/01 12:00:00","20001104","601","9001"
"8010","0","72001023","660001301","打倒 1 隻席茲（VERY HARD限定）","2030/12/31 14:59:59","20001","0","72001023","1","2018/01/01 12:00:00","20001104","601","9001"
"8004","0","72002001","20002101","完成活動任務1-1 (NORMAL)","2030/12/31 14:59:59","20002","0","72002001","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002002","20002102","完成活動任務1-2 (NORMAL)","2030/12/31 14:59:59","20002","0","72002002","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002003","20002103","完成活動任務1-3 (NORMAL)","2030/12/31 14:59:59","20002","0","72002003","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002004","20002104","完成活動任務1-4 (NORMAL)","2030/12/31 14:59:59","20002","0","72002004","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002005","20002105","完成活動任務1-5 (NORMAL)","2030/12/31 14:59:59","20002","0","72002005","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002006","20002106","完成活動任務1-6 (NORMAL)","2030/12/31 14:59:59","20002","0","72002006","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002007","20002107","完成活動任務1-7 (NORMAL)","2030/12/31 14:59:59","20002","0","72002007","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002008","20002108","完成活動任務1-8 (NORMAL)","2030/12/31 14:59:59","20002","0","72002008","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002009","20002109","完成活動任務1-9 (NORMAL)","2030/12/31 14:59:59","20002","0","72002009","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002010","20002110","完成活動任務1-10 (NORMAL)","2030/12/31 14:59:59","20002","0","72002010","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002011","20002111","完成活動任務1-11 (NORMAL)","2030/12/31 14:59:59","20002","0","72002011","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002012","20002112","完成活動任務1-12 (NORMAL)","2030/12/31 14:59:59","20002","0","72002012","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002013","20002113","完成活動任務1-13 (NORMAL)","2030/12/31 14:59:59","20002","0","72002013","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002014","20002114","完成活動任務1-14 (NORMAL)","2030/12/31 14:59:59","20002","0","72002014","1","2018/01/01 12:00:00","20002102","601","9003"
"8004","0","72002015","20002115","完成活動任務1-15 (NORMAL)","2030/12/31 14:59:59","20002","0","72002015","1","2018/01/01 12:00:00","20002102","601","9003"
