515278bf6488a8c87206e0189365a61ecbb61de809a584129137b3e3df735361,ecbae8467992e31f85a9acda0e71957e74b81edf704be3d9ffa12599829b54b2,33877b275aafefdd00e0a0c0aba4ad427b8a758a92bb81fdc8e8a9981405154c,a80692c2ce537992d08b808d31a83ecb738b6576cf9b31601fab19a981e6a482,358fe6670f5b2ec7316dd03c2092ba85644ee612d6228b1af16b49747cfb67fb,ad16638dd0149ca2391b97f2fb2e9892589b00a55d1b3832d1007ab7264de7ad,1726ac2066f99c0e27f754bea28ffb0393a6fc89aed0fa5ccc5842f29d2fe304,c5bb70b3826d659f53069fd0021b11044d2d6c117840002f4ff762c8918803d7,848b63fd0258564ab556539f0e722d347219525b7062a878a8591825503e7544,7a049348b4fdfd789d16df54e09c332f86ba56f25b23170d6ca5ae018fbb4b71,87af23368f32407e121feaff9c22193a3bbed1d4b9081a14aaeea99fd62f5b1a,1aaa03c26a60b7ecfc0fe68277458632925ad433d5c756e553de2187a5429b4b,11d7981fb1d0e97b667ca26f5392a1300e9610857662adcb09662d3d183726a6,b43d1950cda3507bd1002f986ea12aa6fc954c441be30e464232dd3f8f6a8d6d,1656439b6f69b3b02291e844297daef5b10c2b042153d3d0742e363bbe411bbc,a5a1071c569d70f2fa3e3fed7a1b31cf2034856c4f72c10ffd36379bae8d823c,914b9b5829f884ad85e873b10924199ca90f1361d10a56183077b5cdfad625c2,7ab01aab0ef6ef3145fc52ed0196aa2c2d7c9634ae0a9365a736f8d815c949d4,ae2858182fea0b2103b99a3007dfdafbf909ec4da1246e7e7720fc67bf832d7c,fe52be0c14f94b050e117629d1a5b311b19251f941d422073657d17a1cd8ecb4,2ab858ee46163c7c6bb60267343c62d917f8d0ded440ef3a26c1b8ef9755e7e7,0ef337667326c8ddc1ae8009c03b7550d7d6cf9758c6441c29f9f2043593963d,9ec926bb4250fdcfdc1772e8063a3a15f0988230a6d5f1484a2c962ee403206e,6a33686d44ed6f1f0a8ccb529bc182452ed09265860983001f5c7e6188b9babb,34ef231d14c1435e6ff622aabf2b73594f7d1cbcadcd587ff73e6fe7e3b79b38,7449a756f40e7ffb41290c1be259fc0eca8f20f11dd28c720644c1e3910c099d,709e41ffb0ef9a869351cb4fb58e1d355eeb133b4567e54794c000a1bf727da7,4d32ada105b271436ba97f317cd59baa2be1a4c140e30e145c8d4b5d51ee8596,54b022b05f4533b7b558ec9508e50ed2f927fbcb2323fcc5de2bc5071affebfa,afc3cb18b017fea61a1cc0a550e1fc857544a81b5bad2e3ce2843f7c6d0683da,4f588ae9c63b480bff0ec325edb85b9bcc79edcf79cf716bbda987e644d8bb17,37bd10557d61075216183e3d5e053e71ab4e7c1ef890273797c923a83ffd6933,a5d40a38d8031076162821f31ab04510d8fe577f26e5e5c874a69e787d94e0be,8b74b42c5c0eab706e6fac4e835f3d75362a28bc2a1fade7a9e9c3b6f282615f,04c4f2ebed06b4476cfedbcb4be9ed65090e70b6f5ba0d74c0c9a8857523bd17,36037a773e5c12c9f829ea47b6f31f78bcf35811f29aa17927a4734cb4ac1880
"2200001","5","91002","5","0","日和的解放冒險","90","100101","0","50","0.8","-1","0.8","0","0","222001001","151","-376","-188","20004","0","115556","188","102011","10","115106","0","0.8","bgm_M259","0","220011001","100","0.8","1","0.8","376"
"2200002","5","91002","5","0","優衣的解放冒險","90","100201","0","50","0.8","-1","0.8","0","0","222001002","151","-376","-188","20004","0","115586","188","102011","10","125256","0","0.8","bgm_M259","0","220021001","100","0.8","1","0.8","376"
"2200003","5","91002","5","0","怜的解放冒險","90","100301","0","50","0.8","-1","0.8","0","0","222001003","151","-376","-188","20004","0","115556","188","102011","10","125016","0","0.8","bgm_M259","0","220031001","100","0.8","1","0.8","376"
"2200004","5","91002","5","0","禊的解放冒險","90","100401","0","50","0.8","-1","0.8","0","0","222001004","187","-376","-188","20004","0","126103","188","102011","10","116133","0","0.8","bgm_M259","0","220041001","100","0.6","1","0.8","376"
"2200005","5","91002","5","0","茉莉的解放冒險","90","100501","0","50","0.8","-1","0.8","0","0","222001005","274","-376","-188","20004","0","129312","188","102011","10","119432","0","0.8","bgm_M259","0","220051001","100","0.8","1","0.6","376"
"2200006","5","91002","5","0","茜里的解放冒險","90","100601","0","50","0.6","-1","0.6","0","0","222001006","181","-376","-188","20004","0","116612","188","102011","10","116582","0","0.8","bgm_M259","0","220061001","100","0.8","1","0.8","376"
"2200007","5","91002","5","0","宮子的解放冒險","90","100701","0","50","0.8","-1","0.8","0","0","222001007","232","-376","-188","20004","0","128162","188","102011","10","118012","0","0.8","bgm_M259","0","220071001","100","0.8","1","0.6","376"
"2200008","5","91002","5","0","雪的解放冒險","90","100801","0","50","0.8","-1","0.8","0","0","222001008","268","-376","-188","20004","0","119252","188","102011","10","119012","0","0.8","bgm_M259","0","220081001","100","0.8","1","0.6","376"
"2200009","5","91002","5","0","杏奈的解放冒險","90","100901","0","50","0.6","-1","0.8","0","0","222001009","262","-376","-188","20004","0","119611","188","102011","10","119551","0","0.8","bgm_M259","0","220091001","100","0.8","1","0.8","376"
"2200010","5","91002","5","0","真步的解放冒險","90","101001","0","50","0.8","-1","0.8","0","0","222001010","148","-376","-188","20004","0","125256","188","102011","10","125463","0","0.8","bgm_M259","0","220101001","100","0.8","1","0.8","376"
"2200011","5","91002","5","0","璃乃的解放冒險","90","101101","0","50","0.8","-1","0.8","0","0","222001011","136","-376","-188","20004","0","115554","188","102011","10","125134","0","0.8","bgm_M259","0","220111001","100","0.8","1","0.8","376"
"2200012","5","91002","5","0","初音的解放冒險","90","101201","0","50","0.8","-1","0.8","0","0","222001012","154","-376","-188","20004","0","115616","188","102011","10","125226","0","0.8","bgm_M259","0","220121001","100","0.8","1","0.8","376"
"2200013","5","91002","5","0","七七香的解放冒險","90","101301","0","50","0.6","-1","0.8","0","0","222001013","208","-376","-188","20004","0","117612","188","102011","10","117552","0","0.8","bgm_M259","0","220131001","100","0.8","1","0.8","376"
"2200014","5","91002","5","0","霞的解放冒險","90","101401","0","50","0.8","-1","0.8","0","0","222001014","280","-376","-188","20004","0","119613","188","102011","10","119553","0","0.8","bgm_M259","0","220141001","100","0.8","1","0.8","376"
"2200015","5","91002","5","0","美里的解放冒險","90","101501","0","50","0.8","-1","0.8","0","0","222001015","235","-376","-188","20004","0","118582","188","102011","10","118552","0","0.8","bgm_M259","0","220151001","100","0.8","1","0.6","376"
"2200016","5","91002","5","0","鈴奈的解放冒險","90","101601","0","50","0.8","-1","0.8","0","0","222001016","178","-376","-188","20004","0","116042","188","102011","10","116072","0","0.8","bgm_M259","0","220161001","100","0.8","1","0.8","376"
"2200017","5","91002","5","0","香織的解放冒險","90","101701","0","50","0.8","-1","0.6","0","0","222001017","199","-376","-188","20004","0","117551","188","102011","10","117581","0","0.8","bgm_M259","0","220171001","100","0.8","1","0.8","376"
"2200018","5","91002","5","0","伊緒的解放冒險","90","101801","0","50","0.8","-1","0.8","0","0","222001018","142","-376","-188","20004","0","115615","188","102011","10","115225","0","0.8","bgm_M259","0","220181001","100","0.8","1","0.8","376"
"2200020","5","91002","5","0","美美的解放冒險","90","102001","0","50","0.8","-1","0.8","0","0","222001020","187","-376","-188","20004","0","126013","188","102011","10","116043","0","0.8","bgm_M259","0","220201001","100","0.8","1","0.8","376"
