dffde981521f153c9c99f288b2c02eef48739a0511dcc4493d0a83532fe5f863,4fe5c56ab9ea657f60ae007d95e53c1eb6619040f3c15fd9ddb32565618b5dff,136259267c10ba63e765e79614ddf21489b15ab0208c5e9955f254aa78567a4f,c9aa10b10c7a5737b4c76050081eb0eebe4072d9f368a24353112beff75710d9,37337c8b9eb9ce8a5b023c0e64c0c81541dab40e7c47576fdcf20d1daa64fe6b
"30","0","1","20","999"
"30","24","2","20","999"
"30","32","3","21","999"
"30","40","4","21","999"
"30","48","5","22","999"
"30","64","6","22","999"
"30","80","7","23","999"
"30","96","8","23","999"
"30","120","9","24","999"
"30","168","10","24","999"
"30","224","11","25","999"
"30","280","12","25","999"
"30","344","13","26","999"
"30","420","14","26","999"
"30","502","15","27","999"
"30","584","16","28","999"
"30","666","17","30","999"
"30","748","18","35","999"
"30","830","19","40","999"
"30","930","20","45","999"
"30","1040","21","50","999"
"30","1178","22","55","999"
"30","1316","23","60","999"
"30","1458","24","70","999"
"30","1604","25","80","999"
"30","1755","26","85","999"
"30","1910","27","85","999"
"30","2070","28","86","999"
"30","2235","29","87","999"
"30","2405","30","88","999"
"30","2579","31","89","999"
"30","2760","32","90","999"
"30","2945","33","91","999"
"30","3136","34","92","999"
"30","3333","35","93","999"
"30","3535","36","94","999"
"30","3744","37","95","999"
"30","3974","38","96","999"
"30","4226","39","97","999"
"30","4504","40","98","999"
"30","4810","41","99","999"
"30","5152","42","100","999"
"30","5535","43","101","999"
"30","5965","44","102","999"
"30","6446","45","103","999"
"30","7004","46","104","999"
"30","7651","47","105","999"
"30","8401","48","106","999"
"30","9272","49","107","999"
"30","10282","50","108","999"
"30","11454","51","109","999"
"30","12813","52","110","999"
"30","14389","53","111","999"
"30","16159","54","112","999"
"30","17929","55","113","999"
"30","19699","56","114","999"
"30","21469","57","115","999"
"30","23239","58","116","999"
"30","25009","59","117","999"
"30","26779","60","118","999"
"30","28549","61","119","999"
"30","30319","62","120","999"
"30","32089","63","121","999"
"30","33859","64","122","999"
"30","35629","65","123","999"
"30","38284","66","124","999"
"30","40939","67","125","999"
"30","43594","68","126","999"
"30","46249","69","127","999"
"30","48904","70","128","999"
"30","51559","71","129","999"
"30","54214","72","130","999"
"30","56869","73","131","999"
"30","59524","74","132","999"
"30","62179","75","133","999"
"30","64834","76","134","999"
"30","68374","77","135","999"
"30","71914","78","136","999"
"30","75454","79","137","999"
"30","78994","80","138","999"
"30","82534","81","139","999"
"30","86074","82","140","999"
"30","89614","83","141","999"
"30","93154","84","142","999"
"30","96694","85","143","999"
"30","100234","86","144","999"
"30","103774","87","145","999"
"30","107314","88","146","999"
"30","110854","89","147","999"
"30","114394","90","148","999"
"30","117934","91","149","999"
"30","121474","92","150","999"
"30","125014","93","151","999"
"30","128554","94","152","999"
"30","132094","95","153","999"
"30","135634","96","154","999"
"30","139174","97","155","999"
"30","142714","98","156","999"
"30","146254","99","157","999"
"30","149794","100","158","999"
"30","153334","101","159","999"
"30","157759","102","160","999"
"30","162184","103","161","999"
"30","166609","104","162","999"
"30","171034","105","163","999"
"30","175459","106","164","999"
"30","179884","107","165","999"
"30","184309","108","166","999"
"30","188734","109","167","999"
"30","193159","110","168","999"
"30","197584","111","169","999"
"30","202009","112","170","999"
"30","206434","113","171","999"
"30","210859","114","172","999"
"30","215284","115","173","999"
"30","219709","116","174","999"
"30","224134","117","175","999"
"30","228559","118","176","999"
"30","232984","119","177","999"
"30","237409","120","178","999"
"30","241834","121","179","999"
"30","246259","122","180","999"
"30","250684","123","181","999"
"30","255109","124","182","999"
"30","259534","125","183","999"
"30","263959","126","184","999"
"30","268384","127","185","999"
"30","272809","128","186","999"
"30","277234","129","187","999"
"30","281659","130","188","999"
"30","286084","131","189","999"
"30","290509","132","190","999"
"30","294934","133","191","999"
"30","299359","134","192","999"
"30","303784","135","193","999"
"30","308209","136","194","999"
"30","312634","137","195","999"
"30","317059","138","196","999"
"30","321484","139","197","999"
"30","325909","140","198","999"
"30","330334","141","199","999"
"30","334759","142","200","999"
"30","339184","143","201","999"
"30","343609","144","202","999"
"30","348034","145","203","999"
"30","352459","146","204","999"
"30","356884","147","205","999"
"30","361309","148","206","999"
"30","365734","149","207","999"
"30","370159","150","208","999"
"30","374584","151","209","999"
"30","379009","152","210","999"
"30","383434","153","211","999"
"30","387859","154","212","999"
"30","392284","155","213","999"
"30","396709","156","214","999"
"30","401134","157","215","999"
"30","405559","158","216","999"
"30","409984","159","217","999"
"30","414409","160","218","999"
"30","418834","161","219","999"
"30","423259","162","220","999"
"30","427684","163","221","999"
"30","432109","164","222","999"
"30","436534","165","223","999"
"30","440959","166","224","999"
"30","445384","167","225","999"
"30","449809","168","226","999"
"30","454234","169","227","999"
"30","458659","170","228","999"
"30","463084","171","229","999"
"30","467509","172","230","999"
"30","471934","173","231","999"
"30","476359","174","232","999"
"30","480784","175","233","999"
"30","485209","176","234","999"
"30","489634","177","235","999"
"30","494059","178","236","999"
"30","498484","179","237","999"
"30","502909","180","238","999"
"30","507334","181","239","999"
"30","511759","182","240","999"
"30","516184","183","241","999"
"30","520609","184","242","999"
"30","525034","185","243","999"
"30","529459","186","244","999"
"30","533884","187","245","999"
"30","538309","188","246","999"
"30","542734","189","247","999"
"30","547159","190","248","999"
"30","551584","191","249","999"
"30","556009","192","250","999"
"30","560434","193","251","999"
"30","564859","194","252","999"
"30","569284","195","253","999"
"30","573709","196","254","999"
"30","578134","197","255","999"
"30","582559","198","256","999"
"30","586984","199","257","999"
"30","591409","200","258","999"
"30","595834","201","259","999"
"30","600259","202","260","999"
"30","604684","203","261","999"
"30","609109","204","262","999"
"30","613534","205","263","999"
"30","617959","206","264","999"
"30","622384","207","265","999"
"30","626809","208","266","999"
"30","631234","209","267","999"
"30","635659","210","268","999"
"30","640084","211","269","999"
"30","644509","212","270","999"
"30","648934","213","271","999"
"30","653359","214","272","999"
"30","657784","215","273","999"
"30","662209","216","274","999"
"30","666634","217","275","999"
"30","671059","218","276","999"
"30","675484","219","277","999"
"30","679909","220","278","999"
"30","684334","221","279","999"
"30","688759","222","280","999"
"30","693184","223","281","999"
"30","697609","224","282","999"
"30","702034","225","283","999"
"30","706459","226","284","999"
"30","710884","227","285","999"
"30","715309","228","286","999"
"30","719734","229","287","999"
"30","724159","230","288","999"
"30","728584","231","289","999"
"30","733009","232","290","999"
"30","737434","233","291","999"
"30","741859","234","292","999"
"30","746284","235","293","999"
"30","750709","236","294","999"
"30","755134","237","295","999"
"30","759559","238","296","999"
"30","763984","239","297","999"
"30","768409","240","298","999"
"30","772834","241","299","999"
"30","777259","242","300","999"
"30","781684","243","301","999"
"30","786109","244","302","999"
"30","790534","245","303","999"
"30","794959","246","304","999"
"30","799384","247","305","999"
"30","803809","248","306","999"
"30","808234","249","307","999"
"30","812659","250","308","999"
"30","817084","251","309","999"
"30","821509","252","310","999"
"30","825934","253","311","999"
"30","830359","254","312","999"
"30","834784","255","313","999"
"30","839209","256","314","999"
"30","843634","257","315","999"
"30","848059","258","316","999"
"30","852484","259","317","999"
"30","856909","260","318","999"
"30","861334","261","319","999"
"30","865759","262","320","999"
"30","870184","263","321","999"
"30","874609","264","322","999"
"30","879034","265","323","999"
"30","883459","266","324","999"
"30","887884","267","325","999"
"30","892309","268","326","999"
"30","896734","269","327","999"
"30","901159","270","328","999"
"30","905584","271","329","999"
"30","910009","272","330","999"
"30","914434","273","331","999"
"30","918859","274","332","999"
"30","923284","275","333","999"
