36950c77cd13d9a120790ef4babce8df64c64e31203ea667d6e85c0bf3cdb289,7c318fb2a9fd2e4a60273bcc9c939283b431e1de70827662e6e262b9a69163da,6ba6ef5f83ff9a39fe4cd1d1f74394630491b8331a2e03ccf51f5a9a6acc36c7,5672e53d7de9d114a28cc2983a2ec2e46bc5d2c1250884087512f3fbdd26f9f7,55cb6b1e1a7ab9a58feb2d44fe1a2e551168343032d91a93641a990ce3ccc06c,2f9505bd2f5d475fade227ee8b1b1b40ff6fd297f358c024b3b9e75a7d3b02a7,4c395ba9dee9bf094c2dd74defc3ab2b7b6e94d9c6277a2397d8c2f2f56aea73,c4fe894a8de7a66b2ed0db9cbc54a3ac0ef4bad58b9cbb1ec5430f4b28fa9ffa,6e3e8764e69db9f697eaf0bd82805c7663eb3150c39cbdac2529652da71964be,4efe93ddf679d2c08ff96c9830c4c4fad8b7545a7f1ef3918dc462dc945a48b5,97be8da6d3fe728e6054789bf1313a8a74bde029c8dd342329bc48196ec06b2e,b9419799e562559b5fdcf2f2862a8bf6e95906da5c62fafc4641e68b9aa4d607,4017d4e99e7064695990d1fca81a6ba55afb4b6a37bdf43a8781d7957791daa1,437d93d1120169bac1d58b303c931a5bd89615d5c52d17d79c89d686c20b85ef,88b1e9ad9917f2158ee2a231fc2fa39ece16a3d04a9d6170c7e5fd8ffc871d57,c42a363555c006b812f6365cb6b6f1b5a83659859994412a25600f39a3e73de7,0b3b4f8aed30f0f647145dc0e49cbe04ab67369575dc221a14767882cd2ed956,92d5f1ddd2ded5c5a271daaeab1c0092791967681f87bd6069dfd8aeac3bbd2f,1281b4d0390d14ee1c83eb3309a83aeb29401ce4fa4e3aed3ab37a6703e1a5d6,37a3467f4d851bbc637c6e63a1e804c2180af808fc86f693b391a3cb26bf6d6c,0e15a37d6c8dd5a2a68bd7fb40e86037a0918e43ab12fd3c4a155f47bc143af9,e9e9ba7470c17d0dc475227a385d506a5676beb5f85c276e3ed503668811f437,77d129fcf45358a931993d8ab11b54e2c9a424546d05281687acbdaf71dad083,2bdc2a06924fd2a470fdb54ba2deb3410c5cb1eedffd1a90728385eeec83f18e,c5e8d03fe6eed52bb4745a750f626fe1a8bcf660d4bca0c87d8e76a1095ee98c,41b9c226a537ce444b4e90c52bb8cad0e6319b48e768dd09a9fbd22a34472802,20211824ad799ca480728cbc5a103f2b15efbc93eabf906a0be16f2e949e455d,f5b89c6e295a05a72a31ed4c5208fde0b570a24bdc82bddecd89f9cb0f29c10a,ba08309c5ce148f63509138719e61e0bce7dc826a96de01305c7c3919c1fea4a,414f31c679644317085f5bfee8f9341d8aa5d6c88f56bade7d5a3a0f5a20e249,72b94e8583e5af1c78a33bd00ac5f1d6a972ffa2074b28992eaff61b97db304e,471c9d846642f2c677c89ec243dba8600fb7f1a4aa734a4728ffb2b16a5e33c2
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130011","0","31001"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130021","0","31002"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130031","0","31003"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130041","0","31004"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130051","0","31005"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130061","0","31006"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130071","0","31007"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130081","0","31008"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130091","0","31009"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130101","0","31010"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130111","0","31011"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130121","0","31012"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130131","0","31013"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130141","0","31014"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130151","0","31015"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130161","0","31016"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130171","0","31017"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130181","0","31018"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130201","0","31020"
"50","0","0","2","3","0","0","0","0","0","0","0","0","140000","0","0","0","0","0","0","0","0","0","1000000","4","0","0","0","0","130211","0","31021"
