605849b79a362c1fe2a86676329627c5e3b091a1f16ebb064bda838c48acc7e4,2da7178bc56d583645d8a1065b92e1b8f0ab1989e64fea00aa5f1c355926fbf5,eff26ba6d4126ff6460e7ace4aa4407a3d79bd844a489a1d36aadf84181af778,d5a7d683879c3f6c541039f25533cff735eca907f288cd61d084fe40a20bc48f,932e5a2a21274d00c80368ee1dc9b93d8a1c9c520472bfa66c25ecb55c01f294,d6f24f5d6e05c27700c81551ea27d7506a631fd97e770eda5bf33bb13db4d53e,6d74a3f0f89414f0161f2e32eb8816565275dcadf0fb881102070d9bb075dc12,487af774278db8bb325afa09e252efbeb838f60913130b5d9dcf3f23ab386c59,0f4abd6db7c492610251d2b594d39fa4e41e25f072f5d6e3ac9ac3487ef56851,4a77dac2cdd85f3c63a392925f52e19a6878486ce6b9e8f1c52f0202bf42491d,4b1c5056f17f34d38e5ffaf0b59f54a835be780a8eb58a7bc9923f3136040c12,f2129c02f472e91f0597a2de36003967d54fb8d64ba0c0d4ef0d2edb2f7a4183,b492c3ca4e1e0f3b32a17239c4a2b086a2334c7b15d058b984bcc7dde86e4690,615a7a8051d29ff4b95bd81eb17fe0c9ffe74786e3e9198aa0ba3225a4faa641,510de0fb294f9c2a80108c8caace580a741d98bd8ee3629cd1faa8ba8039fa15
"0","打倒優衣、怜、日和的闇影","2019/06/21 15:59:59","0","6011","0","601","81010001","81010001","10010","103","9001","0","3","2019/06/03 16:00:00"
"0","消滅 36 個煩惱","2019/06/21 15:59:59","0","6011","0","601","81010002","81010002","10010","104","9014","0","36","2019/06/03 16:00:00"
"0","消滅 72 個煩惱","2019/06/21 15:59:59","0","6011","0","601","81010003","81010003","10010","105","9014","0","72","2019/06/03 16:00:00"
"0","消滅 108 個煩惱","2019/06/21 15:59:59","0","6011","0","601","81010004","81010004","10010","106","9014","0","108","2019/06/03 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 1080000","2019/06/21 15:59:59","0","6011","0","601","81010005","81010005","10010","111","9013","0","500000","2019/06/03 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 540000","2019/06/21 15:59:59","0","6011","0","601","81010006","81010006","10010","113","9013","0","1040000","2019/06/03 16:00:00"
"0","將特別戰鬥的 Boss 消滅","2019/06/21 15:59:59","0","6011","0","601","81010007","81010007","10010","115","9013","0","1580000","2019/06/03 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 5000000","2019/07/18 15:59:59","0","6011","0","601","81011001","81011001","10011","103","9013","0","500000","2019/07/01 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 4000000","2019/07/18 15:59:59","0","6011","0","601","81011002","81011002","10011","104","9013","0","1500000","2019/07/01 16:00:00"
"0","完成特別戰鬥的模式1","2019/07/18 15:59:59","0","6011","0","601","81011003","81011003","10011","105","9013","0","1650000","2019/07/01 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 2000000","2019/02/18 14:59:59","0","6011","0","601","81011004","81011004","10011","106","9013","0","3500000","2019/01/31 12:00:00"
"0","完成特別戰鬥的模式2","2019/02/18 14:59:59","0","6011","0","601","81011005","81011005","10011","111","9013","0","3300000","2019/01/31 12:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 900000","2019/07/18 15:59:59","0","6011","0","601","81011006","81011006","10011","113","9013","0","4600000","2019/07/01 16:00:00"
"0","將特別戰鬥的 Boss 消滅","2019/07/18 15:59:59","0","6011","0","601","81011007","81011007","10011","115","9013","0","5500000","2019/07/01 16:00:00"
"0","打倒香織、真琴、真步、霞的闇影","2019/08/03 15:59:59","0","6011","0","601","81012001","81012001","10012","103","9001","0","4","2019/07/17 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 2700000","2019/08/03 15:59:59","0","6011","0","601","81012002","81012002","10012","104","9013","0","450000","2019/07/17 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 2100000","2019/08/03 15:59:59","0","6011","0","601","81012003","81012003","10012","105","9013","0","1050000","2019/07/17 16:00:00"
"0","完成特別戰鬥的模式2","2019/08/03 15:59:59","0","6011","0","601","81012004","81012004","10012","106","9013","0","1543500","2019/07/17 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 1000000","2019/08/03 15:59:59","0","6011","0","601","81012005","81012005","10012","111","9013","0","2150000","2019/07/17 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 500000","2019/08/03 15:59:59","0","6011","0","601","81012006","81012006","10012","113","9013","0","2650000","2019/07/17 16:00:00"
"0","將特別戰鬥的 Boss 消滅","2019/08/03 15:59:59","0","6011","0","601","81012007","81012007","10012","115","9013","0","3150000","2019/07/17 16:00:00"
"0","打倒貪吃佩可、可可蘿、凱留的闇影","2019/08/19 15:59:59","0","6011","0","601","81013001","81013001","10013","103","9001","0","3","2019/08/01 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 2700000","2019/08/19 15:59:59","0","6011","0","601","81013002","81013002","10013","104","9013","0","300000","2019/08/01 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 2100000","2019/08/19 15:59:59","0","6011","0","601","81013003","81013003","10013","105","9013","0","900000","2019/08/01 16:00:00"
"0","完成特別戰鬥的模式2","2019/08/19 15:59:59","0","6011","0","601","81013004","81013004","10013","106","9013","0","1500000","2019/08/01 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 1000000","2019/08/19 15:59:59","0","6011","0","601","81013005","81013005","10013","111","9013","0","2000000","2019/08/01 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 500000","2019/08/19 15:59:59","0","6011","0","601","81013006","81013006","10013","113","9013","0","2500000","2019/08/01 16:00:00"
"0","將特別戰鬥的 Boss 消滅","2019/08/19 15:59:59","0","6011","0","601","81013007","81013007","10013","115","9013","0","3000000","2019/08/01 16:00:00"
"0","打倒莫妮卡、步未、雪的闇影","2019/09/18 15:59:59","0","6011","0","601","81015001","81015001","10015","103","9001","0","3","2019/09/03 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 1200000","2019/09/18 15:59:59","0","6011","0","601","81015002","81015002","10015","104","9013","0","300000","2019/09/03 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 1000000","2019/09/18 15:59:59","0","6011","0","601","81015003","81015003","10015","105","9013","0","500000","2019/09/03 16:00:00"
"0","完成特別戰鬥的模式2","2019/09/18 15:59:59","0","6011","0","601","81015004","81015004","10015","106","9013","0","750000","2019/09/03 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 400000","2019/09/18 15:59:59","0","6011","0","601","81015005","81015005","10015","111","9013","0","1100000","2019/09/03 16:00:00"
"0","將特別戰鬥的 Boss 的 HP 降低至 200000","2019/09/18 15:59:59","0","6011","0","601","81015006","81015006","10015","113","9013","0","1300000","2019/09/03 16:00:00"
"0","將特別戰鬥的 Boss 消滅","2019/09/18 15:59:59","0","6011","0","601","81015007","81015007","10015","115","9013","0","1500000","2019/09/03 16:00:00"
"0","打倒雷姆與拉姆的闇影","2019/10/18 15:59:59","0","6011","0","601","81017001","81017001","10017","103","9001","0","2","2019/10/01 16:00:00"
