3532a11c978f2d8bb3b31c4a585e684965672216fdbdef1b911b3ecb0a7a58b4,e68ab6c97a072c76e0e9561539b633597f451be167c1f5ddc33efa4cbf475dab,93550e49a28d7283f6b9663e3af952595abec2af2014cb8b53d2f585d8ef8e7f,8bb139a183887b8a24521f98c33e5408bb681e293dc5ea59db0d72504d70aba2,1750bdf9d06db0ffe26082970784e6ff3c061d09b4a2ab99d3a009127866987f,d551459b6ce28ae13bb8431c5d6e182e1a9d66414dde23667f84f871862240be,aa54d00a24395e75ee14facbc8de4e373e32d1764b548c36a39423c8340677fd,fc4e09f1a1d567309556c92642a20dfcdf4ac1e3736c304e1818c0c8ed60c936,b11223c69e90be9f067bb68c6e61ab3ad5e8beaa5a865088e684cf820039af03,eb61cb5d7b2952053c8bea3f1272c1c9526dd9c1717f6badb8def3799bced3af,4a02e888c6dcd858d73a9328bc99332205289e0707b8a90a13fd795f898ef62e,14bebf1542b16924aae4e619c4a5f5b1527a6633fd1cef71bdcb893ae9e04bdf,91dc0db1fb2628fc1937d4df6d1d304c0c4c2753c8f106a9e43db58fe3dfe4cb,10053e8d600625a062f3a15678ddaa9ab336d7aef92f53dbf187cf524b5afd69,3038d532de592e85520173d4b15c181b8524734eb131cb5bec8992c0689a8b68,ae628a1091333e2a98d0407cbdd2a3f3167bd8ff7be700f4d3d52ffd6e134d66,929264583299017cc780023d7dfcfb9392027acc18a0e69ff1bc19e039479cae,cecb6fe913a0385c75f28735fba7e0520acb6ade727d4d80753729a455beb494
"0","0","0","0","0","91002","0","0","0","0","0","1","0","500","10","8","1","0"
"0","0","0","0","0","91002","0","0","0","0","0","2","0","50","100","8","11","0"
"0","0","0","0","0","91002","0","0","0","0","0","3","0","30","200","8","101","0"
"0","0","0","0","0","91002","0","0","0","0","0","4","0","10","500","8","201","0"
"0","0","0","0","0","91002","0","0","0","0","0","5","0","5","1000","8","501","0"
"0","0","0","0","0","91002","0","0","0","0","0","6","0","3","2000","8","1001","0"
"0","0","0","0","0","91002","0","0","0","0","0","7","0","2","4000","8","2001","0"
"0","0","0","0","0","91002","0","0","0","0","0","8","0","1","7999","8","4001","0"
"0","0","0","0","0","91002","0","0","0","0","0","9","0","30","8000","8","8000","0"
"0","0","0","0","0","91002","0","0","0","0","0","10","0","30","8100","8","8100","0"
"0","0","0","0","0","91002","0","0","0","0","0","11","0","30","8200","8","8200","0"
"0","0","0","0","0","91002","0","0","0","0","0","12","0","30","8300","8","8300","0"
"0","0","0","0","0","91002","0","0","0","0","0","13","0","30","8400","8","8400","0"
"0","0","0","0","0","91002","0","0","0","0","0","14","0","30","8500","8","8500","0"
"0","0","0","0","0","91002","0","0","0","0","0","15","0","30","8600","8","8600","0"
"0","0","0","0","0","91002","0","0","0","0","0","16","0","30","8700","8","8700","0"
"0","0","0","0","0","91002","0","0","0","0","0","17","0","30","8800","8","8800","0"
"0","0","0","0","0","91002","0","0","0","0","0","18","0","30","8900","8","8900","0"
"0","0","0","0","0","91002","0","0","0","0","0","19","0","30","9000","8","9000","0"
"0","0","0","0","0","91002","0","0","0","0","0","20","0","30","9100","8","9100","0"
"0","0","0","0","0","91002","0","0","0","0","0","21","0","30","9200","8","9200","0"
"0","0","0","0","0","91002","0","0","0","0","0","22","0","30","9300","8","9300","0"
"0","0","0","0","0","91002","0","0","0","0","0","23","0","30","9400","8","9400","0"
"0","0","0","0","0","91002","0","0","0","0","0","24","0","30","9500","8","9500","0"
"0","0","0","0","0","91002","0","0","0","0","0","25","0","30","9600","8","9600","0"
"0","0","0","0","0","91002","0","0","0","0","0","26","0","30","9700","8","9700","0"
"0","0","0","0","0","91002","0","0","0","0","0","27","0","30","9800","8","9800","0"
"0","0","0","0","0","91002","0","0","0","0","0","28","0","30","9900","8","9900","0"
"0","0","0","0","0","91002","0","0","0","0","0","29","0","30","10000","8","10000","0"
"0","0","0","0","0","91002","0","0","0","0","0","30","0","30","10100","8","10100","0"
"0","0","0","0","0","91002","0","0","0","0","0","31","0","30","10200","8","10200","0"
"0","0","0","0","0","91002","0","0","0","0","0","32","0","30","10300","8","10300","0"
"0","0","0","0","0","91002","0","0","0","0","0","33","0","30","10400","8","10400","0"
"0","0","0","0","0","91002","0","0","0","0","0","34","0","30","10500","8","10500","0"
"0","0","0","0","0","91002","0","0","0","0","0","35","0","30","10600","8","10600","0"
"0","0","0","0","0","91002","0","0","0","0","0","36","0","30","10700","8","10700","0"
"0","0","0","0","0","91002","0","0","0","0","0","37","0","30","10800","8","10800","0"
"0","0","0","0","0","91002","0","0","0","0","0","38","0","30","10900","8","10900","0"
"0","0","0","0","0","91002","0","0","0","0","0","39","0","30","11000","8","11000","0"
"0","0","0","0","0","91002","0","0","0","0","0","40","0","30","11100","8","11100","0"
"0","0","0","0","0","91002","0","0","0","0","0","41","0","30","11200","8","11200","0"
"0","0","0","0","0","91002","0","0","0","0","0","42","0","30","11300","8","11300","0"
"0","0","0","0","0","91002","0","0","0","0","0","43","0","30","11400","8","11400","0"
"0","0","0","0","0","91002","0","0","0","0","0","44","0","30","11500","8","11500","0"
"0","0","0","0","0","91002","0","0","0","0","0","45","0","30","11600","8","11600","0"
"0","0","0","0","0","91002","0","0","0","0","0","46","0","30","11700","8","11700","0"
"0","0","0","0","0","91002","0","0","0","0","0","47","0","30","11800","8","11800","0"
"0","0","0","0","0","91002","0","0","0","0","0","48","0","30","11900","8","11900","0"
"0","0","0","0","0","91002","0","0","0","0","0","49","0","30","12000","8","12000","0"
"0","0","0","0","0","91002","0","0","0","0","0","50","0","30","12100","8","12100","0"
"0","0","0","0","0","91002","0","0","0","0","0","51","0","30","12200","8","12200","0"
"0","0","0","0","0","91002","0","0","0","0","0","52","0","30","12300","8","12300","0"
"0","0","0","0","0","91002","0","0","0","0","0","53","0","30","12400","8","12400","0"
"0","0","0","0","0","91002","0","0","0","0","0","54","0","30","12500","8","12500","0"
"0","0","0","0","0","91002","0","0","0","0","0","55","0","30","12600","8","12600","0"
"0","0","0","0","0","91002","0","0","0","0","0","56","0","30","12700","8","12700","0"
"0","0","0","0","0","91002","0","0","0","0","0","57","0","30","12800","8","12800","0"
"0","0","0","0","0","91002","0","0","0","0","0","58","0","30","12900","8","12900","0"
"0","0","0","0","0","91002","0","0","0","0","0","59","0","30","13000","8","13000","0"
"0","0","0","0","0","91002","0","0","0","0","0","60","0","30","13100","8","13100","0"
"0","0","0","0","0","91002","0","0","0","0","0","61","0","30","13200","8","13200","0"
"0","0","0","0","0","91002","0","0","0","0","0","62","0","30","13300","8","13300","0"
"0","0","0","0","0","91002","0","0","0","0","0","63","0","30","13400","8","13400","0"
"0","0","0","0","0","91002","0","0","0","0","0","64","0","30","13500","8","13500","0"
"0","0","0","0","0","91002","0","0","0","0","0","65","0","30","13600","8","13600","0"
"0","0","0","0","0","91002","0","0","0","0","0","66","0","30","13700","8","13700","0"
"0","0","0","0","0","91002","0","0","0","0","0","67","0","30","13800","8","13800","0"
"0","0","0","0","0","91002","0","0","0","0","0","68","0","30","13900","8","13900","0"
"0","0","0","0","0","91002","0","0","0","0","0","69","0","30","14000","8","14000","0"
