6f6c911167815694828bf92ea5633776c286bfce0cc74d9300979a9cede71613,732483192b49878a2105b732f34105c98b8c98f137c206e61992532dc278df2b,bf90a34813c4a096eaa59750111f03c5f13bc648e350681aad6dd2d058bdb85f,6d215922ed3f0fb3587a4a4cc47845b62ca80f5301f4e7b6507bfa43c4867085,a41b30a663b00267c9d79db402258c3702d5f1909cd02e7a754e992d20286811,5dad7df1502776013cd37f780e32304687cd5fb539f9bec91ff0ad83910d61a7,b29c351bf6df0a9a199dc150a6bb0d4c838951d6d653348c785b01f674005822,ed29f8fdd82b7ac94b2c3fde289ac94d02be2961a6d887d5407f8c25eb498b5a,8cef3512b75f33d23d34848ce9b8f0e22e1d0dd051feeeb058c678933de95d05
"0","610201101","1","0","1.6","1","0","50",""
"0","610201151","1","0","1.8","1","200","-75",""
"0","610201201","1","0","1.6","1","0","50",""
"0","610201202","1","0","1.6","1","0","50",""
"0","610201203","1","0","1.6","1","0","50",""
"0","610201251","1","0","1.65","1","200","-75",""
"0","610201252","1","0","1.8","1","200","-75",""
"0","610201253","1","0","1.8","1","200","-75",""
"0","610201301","1","0","1.6","1","0","50",""
"0","610201302","1","0","1.6","1","0","50",""
"0","610201303","1","0","1.6","1","0","50",""
"0","610201351","1","0","1.65","1","200","-75",""
"0","610201352","1","0","1.8","1","200","-75",""
"0","610201353","1","0","1.8","1","200","-75",""
"0","610201401","2","1","1","0","0","0",""
"0","610201402","3","1","1","0","0","0",""
"0","610201403","4","1","1","0","0","0",""
"-200","610201451","2","0","0.78","0","0","0",""
"-140","610201452","3","0","0.78","0","0","0",""
"-60","610201453","4","0","0.78","0","0","0",""
"0","610201501","2","1","1","0","0","0",""
"0","610201502","3","1","1","0","0","0",""
"0","610201503","4","1","1","0","0","0",""
"-200","610201551","2","0","0.78","0","0","0",""
"-140","610201552","3","0","0.78","0","0","0",""
"-60","610201553","4","0","0.78","0","0","0",""
"0","610202101","1","0","1.7","1","190","-45",""
"0","610202201","1","0","1.4","1","190","-55",""
"0","610202202","1","0","1.7","1","190","-45",""
"0","610202203","1","0","1.7","1","190","-45",""
"0","610202301","1","0","1.4","1","190","-55",""
"0","610202302","1","0","1.7","1","190","-45",""
"0","610202303","1","0","1.7","1","190","-45",""
"-200","610202401","2","0","1","0","0","0",""
"-140","610202402","3","0","1","0","0","0",""
"-60","610202403","4","0","1","0","0","0",""
"-60","610202404","5","0","1","0","0","0",""
"-200","610202501","2","0","1","0","0","0",""
"-140","610202502","3","0","1","0","0","0",""
"-60","610202503","4","0","1","0","0","0",""
"-60","610202504","5","0","1","0","0","0",""
"0","610203101","1","0","1.03","1","190","-80",""
"0","610203201","1","0","0.66","1","190","-42",""
"0","610203202","1","0","1.03","1","190","-80",""
"0","610203203","1","0","1.03","1","190","-80",""
"0","610203301","1","0","0.66","1","190","-42",""
"0","610203302","1","0","1.03","1","190","-80",""
"0","610203303","1","0","1.03","1","190","-80",""
"-200","610203401","2","0","0.78","0","0","0",""
"-140","610203402","3","0","0.78","0","0","0",""
"-60","610203403","4","0","0.78","0","0","0",""
"-30","610203404","5","0","0.78","0","0","0",""
"-200","610203501","2","0","0.78","0","0","0",""
"-140","610203502","3","0","0.78","0","0","0",""
"-60","610203503","4","0","0.78","0","0","0",""
"-30","610203504","5","0","0.78","0","0","0",""
"0","610204101","1","0","1.75","1","305","-65",""
"0","610204201","1","0","1.4","1","305","-55",""
"0","610204202","1","0","1.75","1","305","-65",""
"0","610204203","1","0","1.75","1","305","-65",""
"0","610204301","1","0","1.4","1","305","-55",""
"0","610204302","1","0","1.75","1","305","-65",""
"0","610204303","1","0","1.75","1","305","-65",""
"-200","610204401","2","0","0.85","0","0","0",""
"-140","610204402","3","0","0.85","0","0","0",""
"-60","610204403","4","0","1","0","0","0",""
"-60","610204404","5","0","1","0","0","0",""
"-200","610204501","2","0","0.85","0","0","0",""
"-140","610204502","3","0","0.85","0","0","0",""
"-60","610204503","4","0","1","0","0","0",""
"-60","610204504","5","0","1","0","0","0",""
"0","610205101","1","0","1.38","1","160","-60",""
"0","610205201","1","0","0.94","1","160","0",""
"0","610205202","1","0","1.38","1","160","-60",""
"0","610205203","1","0","1.38","1","160","-60",""
"0","610205301","1","0","0.94","1","160","0",""
"0","610205302","1","0","1.38","1","160","-60",""
"0","610205303","1","0","1.38","1","160","-60",""
"-200","610205401","2","0","0.9","0","0","0",""
"-140","610205402","3","0","0.9","0","0","0",""
"-60","610205403","4","0","0.9","0","0","0",""
"-60","610205404","5","0","0.9","0","0","0",""
"-200","610205501","2","0","0.9","0","0","0",""
"-140","610205502","3","0","0.9","0","0","0",""
"-60","610205503","4","0","0.9","0","0","0",""
"-60","610205504","5","0","0.9","0","0","0",""
"0","610206101","1","0","0.86","1","295","-80",""
"0","610206201","1","0","0.68","1","295","-50",""
"0","610206202","1","0","0.68","1","295","-50",""
"0","610206203","1","0","0.86","1","295","-80",""
"0","610206301","1","0","0.68","1","295","-50",""
