6400313a195bdc309ee482a2eef7669f66ace23219359952b3ecbb00267ff05a,7f73182533da179f95f76db9517e8350e8d31474548f55b2fd07a0ff7b9d0d23,1c51cc747f35d23ac3b056f688ecc9a057a02e4cb60f113b401138ae6b6e86fe,4f713657241eb44874601ac842e2785dd1b558d4296f8a41b4e7b71dea24e3fe,fd0b16a71c4de722af546bcddec2dbb0f76b347c8acfdeee58f738f848121ef7,714e5e3659bff0f0dc4d083ac298eebf4836c09655096123de47cec0db648bf8,1eccd0d5e61d4f0b51f2754a00131ded608472f39f454f4b0aeb2a9db8005d02,0145e11e12164a9af2400ed5fe3c5fd63eb1fb201334b5b5eff2ff43a4c34930,6deebc94776d55d03c0a2e59a6410282304f143b59fde999a9c6b48aa9e57819,d2c2b121b9088bdf6461ff5971b17c6e5b75fbd71e3cc95a155c4ce6a876e1d1,c31518bfc984a31093d731efbc3f6c704f1f0e2b6b55a9da287f42686fd8b623,c3208cdf33650cf9213e1c951e1a5e999e5662fc970aecbe4c1f1a84ec97e42c,cdce7dfe70510e3cc85458de2b7333896fed2bf10e5fc35da6e6243563b00992,5e57a628b7907b48d40e67119392b06b181368a3937e5ae7e5f8c56d6f39f0e0,abbc7b07023b5683278ffe4adac98166bfcadd5a5fd62fdd7fa8bd5a5d11c2cd,261e4a85d3a89a0aca13d9d20b9c4414c7ae0532bfd14d7150350bf968ec2a04,61f4049de02df5721f741b4a2fbc2d5cc8a26784063253bb78318f5b622a9c95,5c316c364c4bf30926ed79b4b457b752618bd12945f9ab1920ed466e80868851,9efa43d94f3e284a6ece43d4d20d3d1c0615fd63d78e0cf1f4834cefd46139b0
"0","0","1","0","0","100101","0","0","0","65","75","2","0","10","16","0","1","0","0"
"0","0","3","0","0","100101","0","0","0","185","125","3","0","30","68","0","2","0","0"
"0","0","7","0","0","100101","0","0","0","420","260","4","0","60","158","0","4","0","3"
"0","0","12","0","0","100101","0","0","0","810","420","5","0","100","293","0","7","0","7"
"0","0","17","3","0","100101","0","0","0","1340","630","6","0","130","486","0","11","0","11"
"0","0","26","6","0","100101","0","0","0","1660","1235","7","0","155","731","0","15","0","17"
"0","0","35","9","0","100101","0","0","0","2290","1795","8","9","180","1030","0","15","10","24"
"0","0","46","9","0","100101","0","5","0","2540","1795","9","23","205","1459","0","16","40","27"
"0","0","51","9","0","100101","0","10","10","2740","1795","10","37","205","1941","0","16","100","35"
"0","3","55","9","0","100101","0","15","20","3100","1795","11","37","205","2439","0","16","158","44"
"0","36","66","9","0","100101","0","15","20","3470","2045","12","37","205","2871","0","18","198","46"
"0","56","79","9","0","100101","0","15","20","3720","2045","13","37","230","3345","0","18","251","54"
"0","56","97","9","0","100101","0","15","20","3880","2045","14","37","255","3840","0","20","328","68"
"0","56","111","9","0","100101","0","15","20","3880","2045","15","37","255","4412","0","20","448","82"
"0","59","124","9","0","100101","0","15","20","3880","2045","16","37","255","5015","0","20","586","94"
"0","62","142","9","0","100101","0","15","20","3930","2045","17","37","255","5656","0","20","711","103"
"0","62","157","9","0","100101","0","15","20","3980","2045","18","37","255","6351","0","20","856","119"
"0","62","173","9","0","100101","0","15","20","4075","2045","19","37","255","7154","0","20","984","135"
"0","62","203","9","0","100101","0","15","20","4270","2045","20","37","255","8017","0","20","1065","147"
"0","62","232","9","0","100101","0","15","20","4580","2045","21","37","255","8971","0","20","1160","157"
"0","62","259","9","0","100101","0","15","20","4790","2045","22","37","255","10078","0","20","1262","176"
"0","62","287","9","0","100101","0","15","20","4880","2045","23","37","255","11352","0","20","1343","199"
"0","62","308","9","0","100101","0","15","20","4970","2045","24","37","255","12783","0","20","1416","221"
"0","62","331","9","0","100101","0","15","20","5230","2045","25","37","255","14334","0","20","1471","247"
"0","62","359","9","0","100101","0","15","20","6835","2045","26","37","255","15835","0","20","1495","280"
"0","62","387","9","0","100101","0","15","20","8440","2045","27","37","255","17449","0","20","1513","313"
"0","62","400","9","0","100101","0","15","20","9225","2045","28","37","255","19454","0","20","1538","326"
"0","62","415","9","0","100101","0","15","20","10010","2045","29","37","255","21599","0","20","1571","341"
"0","62","440","9","0","100101","0","15","20","10270","2045","30","37","255","23844","0","20","1614","366"
"0","62","450","9","0","100101","0","15","20","10795","2045","31","37","255","26318","0","20","1657","376"
"0","62","450","9","0","100101","0","15","20","11845","2045","32","37","255","28948","0","20","1690","376"
"0","62","461","9","0","100101","0","15","20","12370","2045","33","37","255","31669","0","20","1729","387"
"0","62","483","9","0","100101","0","15","20","12370","2045","34","37","255","34498","0","20","1775","409"
"0","62","505","9","0","100101","0","15","20","12370","2045","35","37","255","37455","0","20","1821","431"
"0","62","528","9","0","100101","0","15","20","12370","2045","36","37","255","40512","0","20","1867","454"
"0","62","552","9","0","100101","0","15","20","12370","2045","37","37","255","43669","0","20","1913","478"
"0","62","576","9","0","100101","0","15","20","12370","2045","38","37","255","46929","0","20","1959","502"
"0","62","600","9","0","100101","0","15","20","12370","2045","39","37","255","50287","0","20","2005","526"
"0","0","1","0","0","100201","0","0","0","55","75","2","0","0","0","23","0","0","2"
"0","0","1","0","0","100201","0","0","0","150","125","3","0","0","0","81","0","0","8"
"0","0","4","0","0","100201","0","0","10","325","175","4","0","5","0","172","0","0","17"
"0","0","4","0","0","100201","0","0","10","505","175","5","0","15","0","349","0","0","33"
"0","0","12","0","0","100201","0","0","25","1035","175","6","0","15","0","522","0","0","52"
"0","0","14","0","0","100201","0","0","30","1395","175","7","0","85","0","790","0","0","66"
"0","0","19","0","0","100201","0","0","75","1675","175","8","4","85","0","1089","0","0","88"
"6","0","25","0","0","100201","0","5","110","2130","175","9","9","100","0","1389","0","0","109"
"30","0","28","0","0","100201","0","10","115","2490","395","10","14","135","0","1758","0","0","126"
"53","0","35","0","0","100201","0","10","129","2910","735","11","14","151","0","2159","0","0","145"
"63","0","56","0","0","100201","0","12","138","3430","955","12","17","177","0","2471","0","0","171"
"63","0","94","0","0","100201","0","14","140","3810","1175","13","20","199","0","2705","0","0","209"
"71","0","133","0","0","100201","0","16","146","3990","1295","14","20","199","0","2982","0","0","251"
"81","0","168","0","0","100201","0","18","151","4130","1395","15","20","199","0","3310","0","0","293"
"81","0","208","0","0","100201","0","18","157","4330","1495","16","20","199","0","3658","0","0","336"
"81","0","250","0","0","100201","0","18","158","4510","1495","17","20","214","0","4008","3","0","384"
"81","0","295","0","0","100201","0","18","158","4915","1495","18","20","229","0","4353","6","0","441"
"81","0","349","0","0","100201","0","18","158","5560","1590","19","20","229","0","4719","6","0","506"
"93","0","406","0","0","100201","0","18","158","6145","1685","20","20","229","0","5176","6","0","568"
"93","0","472","0","0","100201","0","18","158","6765","1685","21","20","229","0","5618","6","0","646"
"93","0","541","0","0","100201","0","18","158","8080","1685","22","20","229","0","6142","6","0","725"
"93","0","619","0","0","100201","0","18","158","9855","1685","23","20","229","0","6707","6","0","810"
"93","0","704","0","0","100201","0","18","158","11380","1685","24","20","229","0","7347","6","0","901"
"103","0","784","0","0","100201","0","18","158","12675","1685","25","20","229","0","8212","6","0","987"
"118","0","853","0","0","100201","0","18","158","13965","1685","26","20","229","0","9328","6","0","1062"
"128","0","920","0","0","100201","0","18","158","15535","1685","27","20","229","0","10563","6","0","1132"
"138","0","990","0","0","100201","0","18","158","17300","1685","28","20","229","0","11885","6","0","1203"
"148","0","1066","0","0","100201","0","18","158","19295","1685","29","20","229","0","13290","6","0","1279"
"158","0","1147","0","0","100201","0","18","158","21525","1685","30","20","229","0","14765","6","0","1360"
