d7cd34938a9775f272bb7cd98bed54b05ae20f6368aa84c69c9eabef2b9c7320,dca7c2a78c35f2ae33eb17721ebe8d7961b512506b2db0e182181b494147f2ab,002519c2718e95544c11c8bf78c0b1e6a44f73e14ecef562f685778276195930,56b6c9b2896d308c8708d192dd666274658ac504003b072c30b89e5a353a1bbc,1f0ecf85c6e9ed500ac7df32532fc96eda87a1535d7002589c00af87a4ef58bd,5ebd70c1563b257dd041b679cb81b4f8694ec548ac0d44e410232a82f30f3674,49bd432f9415bf704efeaa36f0d31fef0e53c0faa1bc8a4ae5531da52234ff34,5d58e5be60892332eece8a946caabffb63118e7f6a5bac9c44df8204cffaa51a,5ee13b055d0b84d115999cb336cd43761c4b46c5800f2e451787237d9d48fe10,1d5cac9ad6c6957c6b3c57fb2d36c2cce48f866b1b97def55466b0cebf8a5179
"0","0","1","2018/01/01 15:00:00","10000","0","2018/02/28 14:59:59","302","0","0"
"0","0","1","2018/02/28 15:00:00","10001","0","2018/03/15 14:59:59","302","0","1"
"0","0","1","2018/03/15 15:00:00","10002","0","2018/03/31 14:59:59","302","0","1"
"0","0","1","2018/12/21 16:00:00","10003","0","2018/12/27 15:59:59","302","0","1"
"0","0","1","2018/04/16 15:00:00","10004","0","2018/04/30 11:59:59","302","0","1"
"0","0","1","2019/01/03 16:00:00","10005","0","2019/01/09 15:59:59","302","0","1"
"0","0","1","2018/10/09 16:00:00","10006","0","2018/10/22 15:59:59","302","0","1"
"0","0","1","2018/10/22 16:00:00","10007","0","2018/11/08 15:59:59","302","0","1"
"0","0","1","2018/11/08 16:00:00","10008","0","2018/11/15 15:59:59","302","0","1"
"0","0","1","2018/11/15 16:00:00","10009","0","2018/11/30 15:59:59","302","0","1"
"0","0","1","2018/11/30 16:00:00","10010","0","2018/12/13 15:59:59","302","0","1"
"0","0","1","2018/12/13 16:00:00","10011","0","2018/12/27 15:59:59","302","0","1"
"0","0","1","2018/12/27 16:00:00","10012","0","2019/01/09 15:59:59","302","0","1"
"0","0","1","2019/01/09 16:00:00","10013","0","2019/01/22 15:59:59","302","0","1"
"0","0","1","2019/01/22 16:00:00","10014","0","2019/02/01 11:59:59","302","0","1"
"0","0","1","2019/02/13 16:00:00","10015","0","2019/02/27 15:59:59","302","0","1"
"0","0","1","2019/02/27 16:00:00","10016","0","2019/03/13 15:59:59","302","0","1"
"0","0","1","2019/03/13 16:00:00","10017","0","2019/03/27 15:59:59","302","0","1"
"0","0","1","2019/03/27 16:00:00","10018","0","2019/04/03 15:59:59","302","0","1"
"0","0","1","2019/04/03 16:00:00","10019","0","2019/04/19 15:59:59","302","0","1"
"0","0","1","2019/04/19 16:00:00","10020","0","2019/05/07 15:59:59","302","0","1"
"0","0","1","2019/05/14 16:00:00","10021","0","2019/06/03 15:59:59","302","0","1"
"0","0","1","2019/06/03 16:00:00","10022","0","2019/06/17 15:59:59","302","0","1"
"0","0","1","2019/06/17 16:00:00","10023","0","2019/07/01 15:59:59","302","0","1"
"0","0","1","2019/07/15 16:00:00","10024","0","2019/07/26 15:59:59","302","0","1"
"0","0","1","2019/07/26 16:00:00","10025","0","2019/08/01 15:59:59","302","0","1"
"0","0","1","2019/08/28 16:00:00","10026","0","2019/09/02 15:59:59","302","0","1"
"0","0","1","2019/08/01 16:00:00","10027","0","2019/08/15 15:59:59","302","0","1"
"0","0","1","2019/08/15 16:00:00","10028","0","2019/08/28 15:59:59","302","0","1"
"0","0","1","2019/09/09 16:00:00","10029","0","2019/09/17 15:59:59","302","0","1"
"0","0","1","2019/09/17 16:00:00","10030","0","2019/09/20 15:59:59","302","0","1"
"0","0","1","2019/09/20 16:00:00","10031","0","2019/10/01 15:59:59","302","0","1"
"0","0","1","2019/10/01 16:00:00","10032","0","2019/10/15 15:59:59","302","0","1"
"0","0","1","2019/10/15 16:00:00","10033","0","2019/10/18 15:59:59","302","0","1"
"0","0","1","2019/10/18 16:00:00","10034","0","2019/11/01 15:59:59","302","0","1"
"0","0","1","2019/11/01 16:00:00","10035","0","2019/11/15 15:59:59","302","0","1"
"90001","0","1","2020/12/01 16:00:00","10036","0","2020/12/04 15:59:59","302","0","1"
"0","0","1","2019/11/19 16:00:00","10037","0","2019/12/02 15:59:59","302","0","1"
"0","0","1","2019/12/02 16:00:00","10038","0","2019/12/13 15:59:59","302","0","1"
"90002","0","1","2020/12/21 16:00:00","10039","0","2020/12/26 15:59:59","302","0","1"
"0","0","1","2019/12/16 16:00:00","10040","0","2019/12/30 15:59:59","302","0","1"
"0","0","1","2019/12/30 16:00:00","10041","0","2020/01/02 15:59:59","302","0","1"
"0","0","1","2020/01/02 16:00:00","10042","0","2020/01/10 15:59:59","302","0","1"
"90003","0","1","2020/01/28 16:00:00","10043","0","2020/02/04 15:59:59","302","0","1"
"0","0","1","2020/01/10 16:00:00","10044","0","2020/01/21 15:59:59","302","0","1"
"0","0","1","2020/02/04 16:00:00","10045","0","2020/02/14 15:59:59","302","0","1"
"90004","0","1","2020/02/14 16:00:00","10046","0","2020/02/19 15:59:59","302","0","1"
"0","0","1","2020/02/19 16:00:00","10047","0","2020/03/04 15:59:59","302","0","1"
"0","0","1","2020/03/04 16:00:00","10048","0","2020/03/13 15:59:59","302","0","1"
"0","0","1","2020/03/13 16:00:00","10049","0","2020/03/19 15:59:59","302","0","1"
"0","0","1","2020/03/19 16:00:00","10050","0","2020/04/01 15:59:59","302","0","1"
"0","0","1","2020/04/01 16:00:00","10051","0","2020/04/14 15:59:59","302","0","1"
"90005","0","1","2020/04/14 16:00:00","10052","0","2020/04/22 15:59:59","302","0","1"
"0","0","1","2020/04/22 16:00:00","10053","0","2020/05/05 15:59:59","302","0","1"
"0","0","1","2020/05/08 16:00:00","10054","0","2020/05/15 15:59:59","302","0","1"
"90006","0","1","2020/05/15 16:00:00","10055","0","2020/05/22 15:59:59","302","0","1"
"0","0","1","2020/05/22 16:00:00","10056","0","2020/06/03 15:59:59","302","0","1"
"0","0","1","2020/06/03 16:00:00","10057","0","2020/06/15 15:59:59","302","0","1"
"0","0","1","2020/06/15 16:00:00","10058","0","2020/06/22 15:59:59","302","0","1"
"90007","0","1","2020/08/03 16:00:00","10059","0","2020/08/06 15:59:59","302","0","1"
"0","0","1","2020/09/30 16:00:00","10060","0","2020/10/13 15:59:59","302","0","1"
"0","0","1","2020/10/13 16:00:00","10061","0","2020/10/26 15:59:59","302","0","1"
"90008","0","1","2020/11/13 16:00:00","10062","0","2020/11/18 15:59:59","302","0","1"
"0","0","1","2020/07/02 16:00:00","10063","0","2020/07/13 15:59:59","302","0","1"
"90009","0","1","2020/07/13 16:00:00","10064","0","2020/07/20 15:59:59","302","0","1"
"0","0","1","2020/07/20 16:00:00","10065","0","2020/07/30 15:59:59","302","0","1"
"0","0","1","2020/07/30 16:00:00","10066","0","2020/08/03 15:59:59","302","0","1"
"0","0","1","2020/08/06 16:00:00","10067","0","2020/08/17 15:59:59","302","0","1"
"90010","0","1","2020/09/11 16:00:00","10068","0","2020/09/16 15:59:59","302","0","1"
"0","0","1","2020/08/21 16:00:00","10069","0","2020/09/01 15:59:59","302","0","1"
"0","0","1","2020/09/04 16:00:00","10070","0","2020/09/11 15:59:59","302","0","1"
"90011","0","1","2020/10/26 16:00:00","10071","0","2020/11/02 15:59:59","302","0","1"
"0","0","1","2020/09/16 16:00:00","10072","0","2020/09/24 15:59:59","302","0","1"
"0","0","1","2020/09/24 16:00:00","10073","0","2020/09/30 15:59:59","302","0","1"
"0","0","1","2020/11/05 16:00:00","10074","0","2020/11/13 15:59:59","302","0","1"
"0","0","1","2020/11/18 16:00:00","10075","0","2020/11/26 15:59:59","302","0","1"
"90012","0","1","2020/11/26 16:00:00","10076","0","2020/12/01 15:59:59","302","0","1"
"0","0","1","2020/12/04 16:00:00","10077","0","2020/12/14 15:59:59","302","0","1"
"90013","0","1","2020/12/14 16:00:00","10078","0","2020/12/18 15:59:59","302","0","1"
"0","0","1","2020/12/26 16:00:00","10079","0","2021/01/06 15:59:59","302","0","1"
"0","0","1","2021/01/06 16:00:00","10080","0","2021/01/14 15:59:59","302","0","1"
"90014","0","1","2021/01/15 16:00:00","10081","0","2021/01/20 15:59:59","302","0","1"
"0","0","1","2021/01/20 16:00:00","10082","0","2021/02/01 15:59:59","302","0","1"
"0","0","1","2021/02/01 16:00:00","10083","0","2021/02/11 15:59:59","302","0","1"
"90015","0","1","2021/02/15 16:00:00","10084","0","2021/02/19 15:59:59","302","0","1"
"0","0","1","2021/02/19 16:00:00","10085","0","2021/03/02 15:59:59","302","0","1"
"90016","0","1","2021/03/12 16:00:00","10086","0","2021/03/17 15:59:59","302","0","1"
"0","0","1","2021/03/02 16:00:00","10087","0","2021/03/12 15:59:59","302","0","1"
"90017","0","1","2021/04/16 16:00:00","10088","0","2021/04/27 15:59:59","302","0","1"
"0","0","1","2021/03/28 16:00:00","10089","0","2021/04/06 15:59:59","302","0","1"
"0","0","1","2021/04/06 16:00:00","10090","0","2021/04/16 15:59:59","302","0","1"
"90018","0","1","2021/03/17 16:00:00","10091","0","2021/03/28 15:59:59","302","0","1"
"0","0","1","2021/04/27 16:00:00","10092","0","2021/05/07 15:59:59","302","0","1"
"0","0","1","2021/05/07 16:00:00","10093","0","2021/05/16 15:59:59","302","0","1"
"90019","0","1","2021/05/16 16:00:00","10094","0","2021/05/21 15:59:59","302","0","1"
"90020","0","1","2021/05/21 16:00:00","10095","0","2021/05/26 15:59:59","302","0","1"
