cc444ea61968683f43703ade46bc5180b35661b851d5fb8bfab9e1bb8ede33c6,abe4c4f5cc74dc0bfab3b35d657a80c7ebed63cdc9a2f0eabf86478831984c83,b8acb140af2cc30e4ad217ea8a1047630407485f10c654815e6bbbd841b41b49,285d2dee2793409384a82c9298785947974a67a5d5c989fa1e704fb31fe94b4f,0fd59a8fc1de3e3869da6b87e47242fb7a073b330c893dcaca11279a6c7c691d,d6171890d7616bb3b954b78e5d597e998d0be1c26793c0e8845f531378a594b9,78876c03f00f8cd21a72f5ab75a4a4acca60a5cb419219be7e2925cfd0c00447,b4768b5305a168714d37c646c7e07d43dde83eb6a290affad527110b9da033e4,b010c1cf802252a2793ad0e8859ccebcbd26c70c3eef2076db3e4e82bc74fdb4,43f11bfa7175b897b4bf5a37e557e4f6850d88fded7fa9c604f69ae531b24f64,8d947e6d70fe463637d6154a25c7d78e6019a02fba9b54fcd7d008b5c07399d8,469d710f4ce245d5257d553b8d02d4c3c7a07db0285b7b3b1b28e93ffac04f31,1ac50923eeff5b63be6b659d9c19ce127fb522d3b7f3f6d00dc2082b14c55cd5,d820abe08cb718650ac3b0b8eb0e2d0fb5f153c5af97defa698cbed724ff401e,83aa2de9a95784a1699dce5b55887da46be8e325ab2092242edcb4761d443c6d,f5f23f65a7de9b93c1c68598c614a7b64b4556e34edcf931b09830f04ddfc585,e168898f73a36fabad1657cdbe94d62d160bdcd63bf87d917e73d7a73d11342e
"11001001","0","2015/04/01 15:00:00","11001001","0","200","0","1","完成 10 次主線或活動冒險","10","2099/04/01 14:59:59","0","1","101","0","0","1008"
"11001002","0","2019/03/06 16:00:00","11001002","0","200","0","1","完成 20 次主線或活動冒險","20","2030/04/01 14:59:59","0","1","101","0","0","1008"
"11003001","0","2015/04/01 15:00:00","11003001","0","200","0","1","完成 3 次主線(HARD、VERY HARD)或活動冒險(HARD)","3","2099/04/01 14:59:59","0","2","102","0","0","1003"
"11004001","0","2015/04/01 15:00:00","11004001","0","202","0","1","完成４次探索冒險","4","2099/04/01 14:59:59","0","7","103","0","0","1004"
"11005001","0","2015/04/01 15:00:00","11005001","0","204","0","1","完成 1 次地下城的戰鬥","1","2099/04/01 14:59:59","0","9","104","0","0","1005"
"11005002","0","2024/11/10 05:00:00","11005002","0","603","0","1","挑戰1次地下城","1","2024/11/15 04:59:59","0","15","122","0","0","80000"
"11005003","0","2024/11/10 05:00:00","11005003","0","603","0","1","通關1次地下城的戰鬥","1","2024/11/15 04:59:59","0","16","122","0","0","80003"
"11006001","0","2018/08/14 16:00:00","11006001","0","203","0","1","完成 1 次共鬥","1","2019/03/06 15:59:00","0","8","105","0","0","1006"
"11101001","0","2024/12/10 16:00:00","11101001","0","208","0","1","挑戰1次露娜之塔的冒險","1","2024/12/15 15:59:59","0","14","108","0","0","1101"
"11701001","0","2024/11/15 16:00:00","11701001","0","1007","0","1","完成1次深淵討伐戰前哨冒險","1","2030/04/01 14:59:59","0","17","132","0","0","1701"
"13002001","0","2015/04/01 15:00:00","13002001","0","401","0","1","抽 10 次一般轉蛋","10","2099/04/01 14:59:59","0","3","301","0","0","3002"
"14001001","0","2015/04/01 15:00:00","14001001","0","205","0","1","在戰鬥競技場戰鬥 1 次","1","2099/04/01 14:59:59","0","11","401","0","0","4001"
"14003001","0","2015/04/01 15:00:00","14003001","0","205","0","1","在公主競技場戰鬥 1 次","1","2099/04/01 14:59:59","0","12","402","0","0","4003"
"15004001","0","2024/12/27 05:00:00","15004001","0","501","0","1","挑戰 1 次戰隊競賽","1","2024/12/31 23:59:59","0","10","107","0","0","5004"
"15005001","0","2015/04/01 15:00:00","15005001","0","501","0","1","對戰隊成員按「讚」","1","2099/04/01 14:59:59","0","13","701","0","0","5005"
"16006001","0","2015/04/01 15:00:00","16006001","0","301","0","1","強化 1 次角色技能","1","2024/06/14 15:59:59","0","5","503","0","0","6006"
"16007001","0","2015/04/01 15:00:00","16007001","0","304","0","1","使用裝備強化來提升裝備的 1 顆★","1","2024/06/14 15:59:59","0","6","506","0","0","6007"
"16008001","0","2024/06/14 16:00:00","16008001","0","302","0","1","選擇角色技能強化、將裝備的★增加1個的強化、公主騎士強化的其中一項進行1次","1","2030/04/01 14:59:59","0","5","503","0","0","6019"
"18001001","0","2018/09/10 16:00:00","18001001","0","106","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲","1","2019/01/30 04:59:59","45959","1","0","120000","0","8001"
"18001002","0","2018/09/10 16:00:00","18001002","0","106","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲","1","2019/01/30 04:59:59","45959","1","0","180000","0","8001"
"18001003","0","2019/01/30 05:00:00","18001003","0","106","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲","1","2019/02/14 04:59:59","45959","1","0","120000","0","8001"
"18001004","0","2019/01/30 05:00:00","18001004","0","106","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲","1","2019/02/14 04:59:59","45959","1","0","180000","0","8001"
"18001001","0","2019/02/14 05:00:00","18001005","0","106","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲","1","2019/07/01 04:59:59","45959","1","0","120000","0","8001"
"18001002","0","2019/02/14 05:00:00","18001006","0","106","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲","1","2019/07/01 04:59:59","45959","1","0","180000","0","8001"
"18001003","0","2019/07/01 05:00:00","18001007","0","106","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲","1","2019/07/15 04:59:59","45959","1","0","120000","0","8001"
"18001004","0","2019/07/01 05:00:00","18001008","0","106","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲","1","2019/07/15 04:59:59","45959","1","0","180000","0","8001"
"18001001","0","2019/07/15 05:00:00","18001009","0","106","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲","1","2019/08/01 04:59:59","45959","1","0","120000","0","8001"
"18001002","0","2019/07/15 05:00:00","18001010","0","106","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲","1","2019/08/01 04:59:59","45959","1","0","180000","0","8001"
"18001003","0","2019/08/01 05:00:00","18001011","0","106","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲","1","2019/08/15 04:59:59","45959","1","0","120000","0","8001"
"18001004","0","2019/08/01 05:00:00","18001012","0","106","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲","1","2019/08/15 04:59:59","45959","1","0","180000","0","8001"
"18001001","0","2019/08/15 05:00:00","18001013","0","106","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲","1","2020/01/21 04:59:59","45959","1","0","120000","0","8001"
"18001002","0","2019/08/15 05:00:00","18001014","0","106","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲","1","2020/01/21 04:59:59","45959","1","0","180000","0","8001"
"18001003","0","2020/01/21 05:00:00","18001015","0","106","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲","1","2020/02/10 04:59:59","45959","1","0","120000","0","8001"
"18001004","0","2020/01/21 05:00:00","18001016","0","106","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲","1","2020/02/10 04:59:59","45959","1","0","180000","0","8001"
"18001001","0","2020/02/10 05:00:00","18001017","0","106","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲","1","2020/06/22 04:59:59","45959","1","0","120000","0","8001"
