649cf31ffa54b458f3182c6bb4916966bfb02e7933018d54876476f99355c629,21ee11d2b08f312fca3c948a9967ae8db8832f64d68150bbab49ce2cb807c9e3,f5a859b828d5183cf3bf2ad2f404237470e3682fd191e294a11ce34cae2b4f5d,259b749438990a290ff8eba7048fe84c5718fa167dfecbb5d4e5f857a2a94b8d,1647cb030d696c91be547715223123fdaa2bc10151393e3e8735d90311fb6f8c,ecc6812758b34d3210cd7757be48e766bfebdacb131ff5b6f4f922e40eec6876,babcaa3163c34b17fa6f607796b3e4702879a0e5307bdf41d9b9ecdb54155932,47a6dc4701bf93c5c6f39f6e4e503da029f2bfab362f765d09711999b06ab169,857e8ee1c806dd91ab2a69583ab4547593aeed2e3fd3786e3cffe08685b02fd5,4c063902401c69b9540cd0f24450124b95f8b8e8e4e4ad056a66b8ec6bbd7d7d,0b614ab7d7d52b3324accb0212bd1bdc27d5588fd9a0fa9ccda5d7a45341bdde,b400c37eb7e9cdd2f1bff3fa92d86b6e11c87380153b80f6f863f454eb8f95bf
"107601","1","0","0","0","0","2018/12/01 16:00:00","107601","1004","10004","5004401","2018/12/20 15:59:59"
"107601","2","0","0","1","0","2018/12/01 16:00:00","1000403","1002","10004","5004402","2018/12/20 15:59:59"
"107701","3","0","0","0","0","2018/12/01 16:00:00","10","1001","10004","5004403","2018/12/20 15:59:59"
"107501","4","0","0","0","0","2018/12/01 16:00:00","20","1001","10004","5004404","2018/12/20 15:59:59"
"107601","5","0","0","0","0","2018/12/01 16:00:00","30","1001","10004","5004405","2018/12/20 15:59:59"
"107501","6","0","0","0","0","2018/12/01 16:00:00","2","1003","10004","5004406","2018/12/20 15:59:59"
"107601","7","0","0","0","0","2018/12/01 16:00:00","5","1003","10004","5004407","2018/12/20 15:59:59"
"107801","8","0","0","0","0","2018/12/01 16:00:00","8","1003","10004","5004408","2018/12/20 15:59:59"
"107701","9","0","0","0","0","2018/12/01 16:00:00","12","1003","10004","5004409","2018/12/20 15:59:59"
"107501","10","0","0","0","0","2018/12/01 16:00:00","16","1003","10004","5004410","2018/12/20 15:59:59"
"107601","11","0","0","0","0","2018/12/01 16:00:00","20","1003","10004","5004411","2018/12/20 15:59:59"
"108001","12","0","0","0","0","2019/01/03 16:00:00","108001","1004","10005","5005401","2019/01/22 15:59:59"
"107901","13","0","0","1","0","2019/01/03 16:00:00","1000503","1002","10005","5005402","2019/01/22 15:59:59"
"108001","14","0","0","0","0","2019/01/03 16:00:00","10","1001","10005","5005403","2019/01/22 15:59:59"
"107901","15","0","0","0","0","2019/01/03 16:00:00","20","1001","10005","5005404","2019/01/22 15:59:59"
"108001","16","0","0","0","0","2019/01/03 16:00:00","30","1001","10005","5005405","2019/01/22 15:59:59"
"107901","17","0","0","0","0","2019/01/03 16:00:00","2","1003","10005","5005406","2019/01/22 15:59:59"
"108001","18","0","0","0","0","2019/01/03 16:00:00","5","1003","10005","5005407","2019/01/22 15:59:59"
"107901","19","0","0","0","0","2019/01/03 16:00:00","8","1003","10005","5005408","2019/01/22 15:59:59"
"108001","20","0","0","0","0","2019/01/03 16:00:00","12","1003","10005","5005409","2019/01/22 15:59:59"
"107901","21","0","0","0","0","2019/01/03 16:00:00","16","1003","10005","5005410","2019/01/22 15:59:59"
"108001","22","0","0","0","0","2019/01/03 16:00:00","20","1003","10005","5005411","2019/01/22 15:59:59"
"103701","23","0","0","1","0","2019/02/01 12:00:00","1000603","1002","10006","5006402","2019/02/19 15:59:59"
"100501","24","0","0","0","0","2019/02/01 12:00:00","10","1001","10006","5006403","2019/02/19 15:59:59"
"103701","25","0","0","0","0","2019/02/01 12:00:00","20","1001","10006","5006404","2019/02/19 15:59:59"
"104701","26","0","0","0","0","2019/02/01 12:00:00","30","1001","10006","5006405","2019/02/19 15:59:59"
"100501","27","0","0","0","0","2019/02/01 12:00:00","2","1003","10006","5006406","2019/02/19 15:59:59"
"103701","28","0","0","0","0","2019/02/01 12:00:00","5","1003","10006","5006407","2019/02/19 15:59:59"
"104701","29","0","0","0","0","2019/02/01 12:00:00","8","1003","10006","5006408","2019/02/19 15:59:59"
"107101","30","0","0","0","0","2019/02/01 12:00:00","12","1003","10006","5006409","2019/02/19 15:59:59"
"100501","31","0","0","0","0","2019/02/01 12:00:00","16","1003","10006","5006410","2019/02/19 15:59:59"
"104701","32","0","0","0","0","2019/02/01 12:00:00","19","1003","10006","5006411","2019/02/19 15:59:59"
"108201","33","0","0","0","0","2019/03/06 16:00:00","108201","1004","10007","5007401","2019/03/25 15:59:59"
"108101","34","0","0","1","0","2019/03/06 16:00:00","1000703","1002","10007","5007402","2019/03/25 15:59:59"
"108101","35","0","0","0","0","2019/03/06 16:00:00","10","1001","10007","5007403","2019/03/25 15:59:59"
"108201","36","0","0","0","0","2019/03/06 16:00:00","20","1001","10007","5007404","2019/03/25 15:59:59"
"108101","37","0","0","0","0","2019/03/06 16:00:00","30","1001","10007","5007405","2019/03/25 15:59:59"
"108201","38","0","0","0","0","2019/03/06 16:00:00","2","1003","10007","5007406","2019/03/25 15:59:59"
"108101","39","0","0","0","0","2019/03/06 16:00:00","5","1003","10007","5007407","2019/03/25 15:59:59"
"108201","40","0","0","0","0","2019/03/06 16:00:00","8","1003","10007","5007408","2019/03/25 15:59:59"
"108101","41","0","0","0","0","2019/03/06 16:00:00","12","1003","10007","5007409","2019/03/25 15:59:59"
"108201","42","0","0","0","0","2019/03/06 16:00:00","16","1003","10007","5007410","2019/03/25 15:59:59"
"108101","43","0","0","0","0","2019/03/06 16:00:00","19","1003","10007","5007411","2019/03/25 15:59:59"
"105601","44","0","0","1","0","2019/04/03 16:00:00","1000803","1002","10008","5008402","2019/04/17 15:59:59"
"101301","45","0","0","0","0","2019/04/03 16:00:00","10","1001","10008","5008403","2019/04/17 15:59:59"
"100901","46","0","0","0","0","2019/04/03 16:00:00","20","1001","10008","5008404","2019/04/17 15:59:59"
"105601","47","0","0","0","0","2019/04/03 16:00:00","30","1001","10008","5008405","2019/04/17 15:59:59"
"105601","48","0","0","0","0","2019/04/03 16:00:00","2","1003","10008","5008406","2019/04/17 15:59:59"
"100901","49","0","0","0","0","2019/04/03 16:00:00","4","1003","10008","5008407","2019/04/17 15:59:59"
"101301","50","0","0","0","0","2019/04/03 16:00:00","7","1003","10008","5008408","2019/04/17 15:59:59"
"105101","51","0","0","0","0","2019/04/03 16:00:00","10","1003","10008","5008409","2019/04/17 15:59:59"
"102701","52","0","0","0","0","2019/04/03 16:00:00","13","1003","10008","5008410","2019/04/17 15:59:59"
"105601","53","0","0","0","0","2019/04/03 16:00:00","15","1003","10008","5008411","2019/04/17 15:59:59"
"108501","54","0","0","0","0","2019/05/02 16:00:00","108501","1004","10009","5009401","2019/05/16 15:59:59"
"108401","55","0","0","1","0","2019/05/02 16:00:00","1000903","1002","10009","5009402","2019/05/16 15:59:59"
"108601","56","0","0","0","0","2019/05/02 16:00:00","10","1001","10009","5009403","2019/05/16 15:59:59"
"108501","57","0","0","0","0","2019/05/02 16:00:00","20","1001","10009","5009404","2019/05/16 15:59:59"
"108401","58","0","0","0","0","2019/05/02 16:00:00","30","1001","10009","5009405","2019/05/16 15:59:59"
"108601","59","0","0","0","0","2019/05/02 16:00:00","2","1003","10009","5009406","2019/05/16 15:59:59"
"108601","60","0","0","0","0","2019/05/02 16:00:00","4","1003","10009","5009407","2019/05/16 15:59:59"
"108501","61","0","0","0","0","2019/05/02 16:00:00","7","1003","10009","5009408","2019/05/16 15:59:59"
"108501","62","0","0","0","0","2019/05/02 16:00:00","10","1003","10009","5009409","2019/05/16 15:59:59"
"108401","63","0","0","0","0","2019/05/02 16:00:00","13","1003","10009","5009410","2019/05/16 15:59:59"
"108401","64","0","0","0","0","2019/05/02 16:00:00","15","1003","10009","5009411","2019/05/16 15:59:59"
"108901","65","0","0","0","0","2019/06/03 16:00:00","108901","1004","10010","5010401","2019/06/17 15:59:59"
"108801","66","0","0","1","0","2019/06/03 16:00:00","1001003","1002","10010","5010402","2019/06/17 15:59:59"
"108901","67","0","0","0","0","2019/06/03 16:00:00","10","1001","10010","5010403","2019/06/17 15:59:59"
"108701","68","0","0","0","0","2019/06/03 16:00:00","20","1001","10010","5010404","2019/06/17 15:59:59"
"108801","69","0","0","0","0","2019/06/03 16:00:00","30","1001","10010","5010405","2019/06/17 15:59:59"
"108801","70","0","0","0","0","2019/06/03 16:00:00","2","1003","10010","5010406","2019/06/17 15:59:59"
"108901","71","0","0","0","0","2019/06/03 16:00:00","4","1003","10010","5010407","2019/06/17 15:59:59"
"108701","72","0","0","0","0","2019/06/03 16:00:00","7","1003","10010","5010408","2019/06/17 15:59:59"
"108901","73","0","0","0","0","2019/06/03 16:00:00","10","1003","10010","5010409","2019/06/17 15:59:59"
"108801","74","0","0","0","0","2019/06/03 16:00:00","13","1003","10010","5010410","2019/06/17 15:59:59"
"108701","75","0","0","0","0","2019/06/03 16:00:00","15","1003","10010","5010411","2019/06/17 15:59:59"
"109001","76","0","0","0","0","2019/07/01 16:00:00","109001","1004","10011","5011401","2019/07/15 15:59:59"
"101101","77","0","0","1","0","2019/07/01 16:00:00","1001103","1002","10011","5011402","2019/07/15 15:59:59"
"101101","78","0","0","0","0","2019/07/01 16:00:00","10","1001","10011","5011403","2019/07/15 15:59:59"
"109101","79","0","0","0","0","2019/07/01 16:00:00","20","1001","10011","5011404","2019/07/15 15:59:59"
"109001","80","0","0","0","0","2019/07/01 16:00:00","30","1001","10011","5011405","2019/07/15 15:59:59"
"109101","81","0","0","0","0","2019/07/01 16:00:00","2","1003","10011","5011406","2019/07/15 15:59:59"
"109001","82","0","0","0","0","2019/07/01 16:00:00","4","1003","10011","5011407","2019/07/15 15:59:59"
"109101","83","0","0","0","0","2019/07/01 16:00:00","7","1003","10011","5011408","2019/07/15 15:59:59"
"109001","84","0","0","0","0","2019/07/01 16:00:00","10","1003","10011","5011409","2019/07/15 15:59:59"
"101101","85","0","0","0","0","2019/07/01 16:00:00","13","1003","10011","5011410","2019/07/15 15:59:59"
"109101","86","0","0","0","0","2019/07/01 16:00:00","15","1003","10011","5011411","2019/07/15 15:59:59"
"101401","87","0","0","1","0","2019/07/17 16:00:00","1001203","1002","10012","5012402","2019/07/31 15:59:59"
"105501","88","0","0","0","0","2019/07/17 16:00:00","10","1001","10012","5012403","2019/07/31 15:59:59"
"101401","89","0","0","0","0","2019/07/17 16:00:00","20","1001","10012","5012404","2019/07/31 15:59:59"
"101401","90","0","0","0","0","2019/07/17 16:00:00","30","1001","10012","5012405","2019/07/31 15:59:59"
"101401","91","0","0","0","0","2019/07/17 16:00:00","2","1003","10012","5012406","2019/07/31 15:59:59"
"101401","92","0","0","0","0","2019/07/17 16:00:00","4","1003","10012","5012407","2019/07/31 15:59:59"
"101401","93","0","0","0","0","2019/07/17 16:00:00","7","1003","10012","5012408","2019/07/31 15:59:59"
"105501","94","0","0","0","0","2019/07/17 16:00:00","10","1003","10012","5012409","2019/07/31 15:59:59"
"105501","95","0","0","0","0","2019/07/17 16:00:00","13","1003","10012","5012410","2019/07/31 15:59:59"
"101401","96","0","0","0","0","2019/07/17 16:00:00","15","1003","10012","5012411","2019/07/31 15:59:59"
"109301","97","0","0","0","0","2019/08/01 16:00:00","109301","1004","10013","5013401","2019/08/15 15:59:59"
"109201","98","0","0","1","0","2019/08/01 16:00:00","1001303","1002","10013","5013402","2019/08/15 15:59:59"
"109301","99","0","0","0","0","2019/08/01 16:00:00","10","1001","10013","5013403","2019/08/15 15:59:59"
"109401","100","0","0","0","0","2019/08/01 16:00:00","20","1001","10013","5013404","2019/08/15 15:59:59"
"109201","101","0","0","0","0","2019/08/01 16:00:00","30","1001","10013","5013405","2019/08/15 15:59:59"
