d922d590a4dc7b37815a424d77e0375ecf454238dce50423f3d7726ef3a802d2,5cd486cfac21f6e6ccfe4fc7a952bedd7835a1ba57993b5f1ce9b93b7324e678,5b95406347ee823f06c2665b3b80aecb21e0374e4cfbb06f56761e82fa40e556,57b53d2024320751297ddc1df1da496ef4f4e107c34c59bc41f891813a74af2e,ca261c6b1a7d4ee1b75579c12385aa84f9d568142c649059bc47323b998002a3,8b7769f786ef7006a7e14d936f5e092c0fdf2209218ecb82ffdb5e42fadc3e16,865a4fc3d6973e021aad12cdd4c7bf9a96a46ecdabf716dfb3504cc25d056064,ece87126afe32d955533be6a5fe11ae745241403f1e81319efdbf176957d7f4c
"710000104","710000001","710000105","710000101","710100011","100","0","710000102"
"710000204","710000002","710000203","710000201","710100021","100","0","710000202"
"710000302","710000003","710000305","710000301","710100031","100","0","710000304"
"710000402","710000004","710000405","710000401","710100041","100","0","710000404"
"710000504","710000005","710000501","710000502","710100051","100","0","710000505"
"710000603","710000006","710000602","710000601","710100061","100","710000604","710000605"
"710000703","710000007","710000702","710000704","710100071","100","710000705","710000701"
"710000803","710000008","710000801","710000805","710100081","100","710000804","710000802"
"710000901","710000009","710000904","710000902","710100091","100","710000905","710000903"
"710001001","710000010","0","0","710100101","100","0","0"
"710001102","710000011","710001105","710001101","710100111","100","710001104","710001103"
"710001203","710000012","710001202","710001205","710100121","100","710001204","710001201"
"710001304","710000013","710001302","710001301","710100131","100","710001305","710001303"
"710001403","710000014","710001402","710001401","710100141","100","710001405","710001404"
"710001503","710000015","710001502","710001501","710100151","100","710001504","710001505"
"710001605","710000016","710001603","710001602","710100161","100","710001604","710001601"
"710001705","710000017","710001702","710001703","710100171","100","710001704","710001701"
"710001803","710000018","710001802","710001801","710100181","100","710001805","710001804"
"710001904","710000019","710001903","710001902","710100191","100","710001905","710001901"
"710002002","710000020","0","710002002","710100201","100","0","710002001"
"710002103","710000021","710002101","710002104","710100211","100","710002105","710002102"
"710002203","710000022","710002202","710002204","710100221","100","710002205","710002201"
"710002303","710000023","710002301","710002302","710100231","100","710002305","710002304"
"710002403","710000024","710002402","710002404","710100241","100","710002405","710002401"
"710002501","710000025","710002504","710002502","710100251","100","710002505","710002503"
"710002603","710000026","710002605","710002602","710100261","100","710002604","710002601"
"710002703","710000027","710002701","710002702","710100271","100","710002704","710002705"
"710002803","710000028","710002805","710002801","710100281","100","710002804","710002802"
"710002903","710000029","710002902","710002901","710100291","100","710002905","710002904"
"710003002","710000030","710003001","710003002","710100301","100","0","710003003"
"710003103","710000031","710003104","710003102","710100311","100","710003105","710003101"
"710003203","710000032","710003202","710003204","710100321","100","710003205","710003201"
"710003303","710000033","710003301","710003304","710100331","100","710003305","710003302"
"710003403","710000034","710003401","710003404","710100341","100","710003405","710003402"
"710003503","710000035","710003504","710003501","710100351","100","710003505","710003502"
"710003603","710000036","710003604","710003601","710100361","100","710003605","710003602"
"710003703","710000037","710003702","710003704","710100371","100","710003705","710003701"
"710003803","710000038","710003802","710003801","710100381","100","710003805","710003804"
"710003903","710000039","710003905","710003902","710100391","100","710003904","710003901"
"710004002","710000040","710004001","710004002","710100401","100","0","710004003"
"710004103","710000041","710004101","710004102","710100411","100","710004105","710004104"
"710004204","710000042","710004201","710004203","710100421","100","710004205","710004202"
"710004303","710000043","710004301","710004304","710100431","100","710004305","710004302"
"710004401","710000044","710004404","710004402","710100441","100","710004405","710004403"
"710004503","710000045","710004504","710004501","710100451","100","710004505","710004502"
"710004603","710000046","710004601","710004604","710100461","100","710004605","710004602"
"710004703","710000047","710004704","710004701","710100471","100","710004705","710004702"
"710004805","710000048","710004803","710004801","710100481","100","710004804","710004802"
"710004903","710000049","710004902","710004904","710100491","100","710004905","710004901"
"710005002","710000050","710005001","710005002","710100501","100","710005004","710005003"
"710005104","710000051","710005101","710005102","710100511","100","710005105","710005103"
"710005203","710000052","710005201","710005202","710100521","100","710005205","710005204"
"710005302","710000053","710005305","710005301","710100531","100","710005304","710005303"
"710005405","710000054","710005403","710005402","710100541","100","710005404","710005401"
"710005503","710000055","710005501","710005504","710100551","100","710005505","710005502"
"710005602","710000056","710005605","710005601","710100561","100","710005604","710005603"
"710005703","710000057","710005704","710005701","710100571","100","710005705","710005702"
"710005803","710000058","710005802","710005801","710100581","100","710005805","710005804"
"710005904","710000059","710005901","710005902","710100591","100","710005905","710005903"
"710006002","710000060","710006001","710006002","710100601","100","710006004","710006003"
"710006103","710000061","710006102","710006101","710100611","100","710006105","710006104"
"710006205","710000062","710006202","710006203","710100621","100","710006204","710006201"
"710006304","710000063","710006305","710006301","710100631","100","710006303","710006302"
"710006403","710000064","710006402","710006404","710100641","100","710006405","710006401"
"710006503","710000065","710006505","710006502","710100651","100","710006504","710006501"
"710006601","710000066","710006602","710006604","710100661","100","710006605","710006603"
"710006704","710000067","710006701","710006703","710100671","100","710006702","710006705"
"710006805","710000068","710006801","710006803","710100681","100","710006804","710006802"
"710006904","710000069","710006902","710006903","710100691","100","710006905","710006901"
"710007002","710000070","710007001","710007002","710100701","100","710007003","710007004"
"710007101","710000071","710007104","710007102","710200711","100","710007105","710007103"
"710007201","710000072","710007204","710007202","710200721","100","710007205","710007203"
"710007301","710000073","710007304","710007302","710200731","100","710007305","710007303"
"710007401","710000074","710007404","710007402","710200741","100","710007405","710007403"
"710007501","710000075","710007504","710007503","710200751","100","710007505","710007502"
"710007601","710000076","710007604","710007602","710200761","100","710007605","710007603"
"710007702","710000077","710007704","710007701","710200771","100","710007705","710007703"
"710007801","710000078","710007804","710007802","710200781","100","710007805","710007803"
"710007901","710000079","710007904","710007903","710200791","100","710007905","710007902"
"710008001","710000080","710008003","710008001","710200801","100","710008004","710008002"
"710008101","710000081","710008104","710008102","710200811","100","710008105","710008103"
"710008201","710000082","710008204","710008202","710200821","100","710008205","710008203"
"710008301","710000083","710008304","710008302","710200831","100","710008305","710008303"
"710008401","710000084","710008404","710008402","710200841","100","710008405","710008403"
"710008501","710000085","710008504","710008502","710200851","100","710008505","710008503"
"710008601","710000086","710008604","710008602","710200861","100","710008605","710008603"
"710008701","710000087","710008704","710008703","710200871","100","710008705","710008702"
"710008801","710000088","710008804","710008802","710200881","100","710008805","710008803"
"710008901","710000089","710008904","710008902","710200891","100","710008905","710008903"
"710009001","710000090","710009003","710009001","710200901","100","710009004","710009002"
"710009101","710000091","710009104","710009102","710200911","100","710009105","710009103"
"710009201","710000092","710009204","710009202","710200921","100","710009205","710009203"
"710009301","710000093","710009303","710009302","710200931","100","710009305","710009304"
"710009401","710000094","710009404","710009402","710200941","100","710009405","710009403"
"710009501","710000095","710009503","710009504","710200951","100","710009505","710009502"
"710009601","710000096","710009604","710009602","710200961","100","710009605","710009603"
"710009701","710000097","710009704","710009702","710200971","100","710009705","710009703"
"710009803","710000098","710009804","710009802","710200981","100","710009805","710009801"
"710009901","710000099","710009904","710009902","710200991","100","710009905","710009903"
"710010001","710000100","710010004","710010001","710201001","100","710010003","710010002"
"710010101","710000101","710010104","710010102","710201011","100","710010105","710010103"
"710010201","710000102","710010204","710010203","710201021","100","710010205","710010202"
"710010301","710000103","710010304","710010302","710201031","100","710010305","710010303"
"710010401","710000104","710010404","710010402","710201041","100","710010405","710010403"
"710010501","710000105","710010504","710010502","710201051","100","710010505","710010503"
"710010601","710000106","710010604","710010602","710201061","100","710010605","710010603"
"710010704","710000107","710010702","710010701","710201071","100","710010705","710010703"
"710010801","710000108","710010804","710010802","710201081","100","710010805","710010803"
"710010901","710000109","710010904","710010902","710201091","100","710010905","710010903"
"710011001","710000110","710011003","710011001","710201101","100","710011004","710011002"
"710011101","710000111","710011102","710011103","710301111","100","710011105","710011104"
"710011203","710000112","710011204","710011201","710301121","100","710011205","710011202"
"710011303","710000113","710011302","710011301","710301131","100","710011305","710011304"
"710011402","710000114","710011404","710011401","710301141","100","710011405","710011403"
"710011501","710000115","710011502","710011503","710301151","100","710011505","710011504"
"710011601","710000116","710011604","710011603","710301161","100","710011605","710011602"
"710011701","710000117","710011704","710011703","710301171","100","710011705","710011702"
"710011801","710000118","710011804","710011802","710301181","100","710011805","710011803"
"710011901","710000119","710011902","710011903","710301191","100","710011905","710011904"
"710012001","710000120","710012003","710012001","710301201","100","710012004","710012002"
"710012101","710000121","710012102","710012104","710301211","100","710012103","710012105"
"710012203","710000122","710012204","710012201","710301221","100","710012205","710012202"
"710012301","710000123","710012304","710012302","710301231","100","710012305","710012303"
"710012401","710000124","710012404","710012402","710301241","100","710012403","710012405"
"710012501","710000125","710012505","710012502","710301251","100","710012504","710012503"
"710012601","710000126","710012602","710012604","710301261","100","710012605","710012603"
"710012701","710000127","710012704","710012702","710301271","100","710012705","710012703"
"710012801","710000128","710012802","710012803","710301281","100","710012805","710012804"
"710012903","710000129","710012902","710012904","710301291","100","710012905","710012901"
"710013001","710000130","710013003","710013001","710301301","100","710013004","710013002"
"710013101","710000131","710013104","710013102","710401311","100","710013105","710013103"
"710013201","710000132","710013204","710013202","710401321","100","710013205","710013203"
"710013301","710000133","710013304","710013302","710401331","100","710013305","710013303"
"710013401","710000134","710013404","710013402","710401341","100","710013405","710013403"
"710013501","710000135","710013504","710013502","710401351","100","710013505","710013503"
"710013601","710000136","710013604","710013602","710401361","100","710013605","710013603"
"710013701","710000137","710013704","710013702","710401371","100","710013705","710013703"
"710013801","710000138","710013805","710013802","710401381","100","710013803","710013804"
"710013901","710000139","710013904","710013902","710401391","100","710013905","710013903"
"710014001","710000140","710014003","710014001","710401401","100","710014004","710014002"
"710014101","710000141","710014104","710014102","710401411","100","710014105","710014103"
"710014204","710000142","710014203","710014201","710401421","100","710014205","710014202"
"710014301","710000143","710014303","710014304","710401431","100","710014305","710014302"
"710014401","710000144","710014404","710014402","710401441","100","710014405","710014403"
"710014501","710000145","710014504","710014503","710401451","100","710014505","710014502"
"710014601","710000146","710014604","710014602","710401461","100","710014605","710014603"
"710014701","710000147","710014704","710014702","710401471","100","710014705","710014703"
"710014801","710000148","710014804","710014802","710401481","100","710014805","710014803"
"710014901","710000149","710014904","710014902","710401491","100","710014905","710014903"
"710015001","710000150","710015003","710015001","710401501","100","710015004","710015002"
"710015102","710000151","710015104","710015103","710501511","100","710015105","710015101"
"710015202","710000152","710015203","710015204","710501521","100","710015205","710015201"
"710015301","710000153","710015304","710015302","710501531","100","710015305","710015303"
"710015401","710000154","710015404","710015402","710501541","100","710015405","710015403"
"710015501","710000155","710015502","710015503","710501551","100","710015504","710015505"
"710015601","710000156","710015603","710015602","710501561","100","710015605","710015604"
"710015703","710000157","710015704","710015701","710501571","100","710015705","710015702"
"710015801","710000158","710015805","710015804","710501581","100","710015803","710015802"
"710015901","710000159","710015904","710015902","710501591","100","710015905","710015903"
"710016001","710000160","710016003","710016001","710501601","100","710016004","710016002"
"710016101","710000161","710016103","710016102","710501611","100","710016105","710016104"
"710016201","710000162","710016204","710016202","710501621","100","710016205","710016203"
"710016301","710000163","710016304","710016302","710501631","100","710016305","710016303"
"710016401","710000164","710016404","710016402","710501641","100","710016405","710016403"
"710016502","710000165","710016504","710016501","710501651","100","710016505","710016503"
"710016601","710000166","710016605","710016603","710501661","100","710016604","710016602"
"710016702","710000167","710016704","710016701","710501671","100","710016705","710016703"
"710016801","710000168","710016804","710016802","710501681","100","710016805","710016803"
"710016901","710000169","710016904","710016903","710501691","100","710016905","710016902"
"710017001","710000170","710017003","710017001","710501701","100","710017004","710017002"
"710017103","710000171","710017104","710017101","710601711","100","710017105","710017102"
"710017203","710000172","710017202","710017201","710601721","100","710017205","710017204"
"710017301","710000173","710017302","710017303","710601731","100","710017305","710017304"
"710017401","710000174","710017404","710017403","710601741","100","710017405","710017402"
"710017503","710000175","710017504","710017501","710601751","100","710017505","710017502"
"710017603","710000176","710017602","710017601","710601761","100","710017605","710017604"
"710017703","710000177","710017702","710017701","710601771","100","710017705","710017704"
"710017803","710000178","710017804","710017801","710601781","100","710017805","710017802"
"710017903","710000179","710017902","710017904","710601791","100","710017905","710017901"
"710018001","710000180","710018003","710018004","710601801","100","710018002","710018005"
"710018103","710000181","710018102","710018103","710601811","100","710018104","710018101"
