e64efe1bc468532ec9878698f31e90f62fbeb58879b5677ecec2499d92c3465a,5028c82e6aa545130e619c2b098f3263520acf52d9838b8d22842abebb2efa54,46a0f7bd19cdb74533fec03510ae675b0ebfe6ff88b7593f49b6e8d2300b1c68,52240952d3bf58cca716e3ac93984fc336afb57eb1c8972306a5ab391695db5e,62f95b52eaac1db8ca4da2df9d1ac4eff62cd44bda64683a8a255ce99d18faf3,a6b903a1d7743dbefb4a9d0bd604af207a69b9203929f32d84c027c5021b48a4,2764e697b5198dc6a08ed0f88b657c34265b4e05fc9a03ef291f8adcda7f6605,dd775da217f0e70737d5cd03145c441ecf8a6ed653472007ce671e1ae37c3e82,92b16dbe958c2d17608976b1d03f54cf632d21e5e9a932617ab4b8bfc991904f,79f620a36cea39d02e993108a4c4d51d69921782d96ad0d61f43c268e6d0fe73,6e6b81af9f4a6e97d8a57e1d70f1b0c24bda7005029a645e506886a2797c858b,34d1b2a75daebdf7f07bc673892382d84dbcd0138970a02a3be75e73ce3cce8f,a760bcb56858cc5b197dcbf45e4b3cb43b84bd972b83977f76cf7118d1e189a3,9efc8c1af2b1cbabaf9727707a10cb11093d84eff19fdf7275b098433500bc52,44b5679fe13c425f57c69b586502405d7ad2ab99c45f3c174fa2a71d128832f2,dc8781f319604e1c68b6d1684a9b4718c24bf8ff907a3e451c51a4e23eb6f22b,dd5434da6ab1903ccdd714f795af76c0754588ad3571e89ad9514bd16f6447cd,1552ae7ab10c57e3dd18b54d0fcfa36bd3e6fc4969a8ad14cd97e34ab0661263,5ace20dd6acbe5b6e5e899d4cc37e2c5843d1962660ae63db8a31bebabe1fecd,8fe5fed82bea1b1c3aac9e80e1d506a0bd964d8273667157c124f959b12a4a35,033fed2d9b030b87708f30010d9799a37b6e4d5481e7ad841e7f7a7653143e7a,a974c2bfb3b354c8c641fd09b3a53d46a4f1906db5afb553ec5a219cb94ff233,46d2666e1ccddf24d169baa7bff9f6aa32fc11cbe3509541f09a1c2ab662f00c,7939b0cf4f42b335542820b57e49cd773916a8dcb64a874c11dd390e6420f864,27488b1b238f678700a8b5ab0473c7a05c501628a5dd05eb2a41be13ceb67799,49afa756ef218c4669c68004d3df22a2bc666f14ffdcd4fee76a44aea11c76da,dee9e84f39e1bf042c2eadc8cbd7f2808c8a4010ae2820cb0caae2216225abfe,fc0ac0f026168f384738ad57d6a7c5e4f0abba9f7e1f5df8da441aca9e9c6e3a,107660916d286292dd06f4e8e029fbd1d7f7147e01888140751cd86e2531f959,92531d3bc94a3c32b45a764ce6f63cfb80eb5f97ef0e45faff2b8411470c751c,a4ed49487893cc11dffab45190864e812e1ddb7bb24485962617bb773535a126,ae8d6b8b3d25a604f36d3e7641e1a6aadb9435c512b66c27271aa17e1b2c7832,f540cc6255a3a71caeab7c5a5652e47791d68f60170ac10a6739c6242bb77c43,a39d0d973653120cc8a90b38af8d2308742c0fb84f411373973f8ab8637aa636
"0","1","650001011","796","90","81000105","0","770","1.5","1","81000105","200010","2000101","-40","0.6","BOSS戰(NORMAL)","-50","bgm_M47","340","1","0","20001101","20001","660001001","0","0","270","1","-76","0","0","bgm_M47","1","0"
"0","1","650001021","70","90","81000106","0","60","1.5","1","81000106","200010","2000102","-210","0.6","BOSS戰(HARD)","-50","bgm_M47","341","1","0","20001201","20001","660001002","0","0","270","2","-180","0","0","bgm_M47","1","0"
"0","1","650001031","520","90","81000106","0","470","1.5","1","81000106","200010","2000103","-40","0.6","Boss戰(VERYHARD)","-50","bgm_M47","344","1","0","20001201","20001","660001003","0","0","270","3","10","0","0","bgm_M47","1","0"
"0","1","650002011","850","90","81000205","0","750","1.3","1","81000205","510021","2000201","-30","0.6","BOSS戰(NORMAL)","0","bgm_M102","5002301","1","0","20002101","20002","660002001","0","0","40","1","20","0","0","bgm_M102","1","0"
"0","1","650002021","-250","90","81000207","0","140","1.3","1","81000207","510022","2000202","20","0.6","BOSS戰(HARD)","0","bgm_M102","5002302","1","0","20002201","20002","660002002","0","0","40","2","125","0","0","bgm_M102","1","0"
"0","1","650002031","500","90","81000207","0","450","1.3","1","81000207","510022","2000203","-40","0.6","Boss戰(VERYHARD)","0","bgm_M102","344","1","0","20002201","20002","660002003","345","0","40","3","10","0","0","bgm_M102","1","0"
"0","1","650003011","830","90","81000305","0","730","1.1","1","81000305","510031","2000301","-40","0.6","BOSS戰(NORMAL)","30","bgm_M109","5003302","1","0","20003101","20003","660003001","0","0","20","1","10","0","0","bgm_M109","1","0"
"0","1","650003021","210","90","81000306","0","180","1.1","1","81000306","510032","2000302","20","0.6","BOSS戰(HARD)","30","bgm_M109","5003301","1","0","20003201","20003","660003002","0","0","20","2","90","0","0","bgm_M109","1","0"
"0","1","650003031","500","90","81000306","0","450","1.1","1","81000306","510032","2000303","-40","0.6","BOSS戰(VERY HARD)","30","bgm_M109","344","1","0","20003201","20003","660003003","345","0","20","3","10","0","0","bgm_M109","1","0"
"0","1","650004011","870","90","81000405","0","770","1.1","1","81000405","510041","2000401","-40","0.6","BOSS戰(NORMAL)","30","bgm_M116","5004301","1","0","20004101","20004","660004001","0","0","20","1","10","0","0","bgm_M116","1","0"
"0","1","650004021","-30","90","81000406","0","450","1.1","1","81000406","510042","2000402","-40","0.6","BOSS戰(HARD)","30","bgm_M116","5004302","1","0","20004201","20004","660004002","0","0","20","2","10","0","0","bgm_M116","1","0"
"0","1","650004031","500","90","81000406","0","450","1.1","1","81000406","510042","2000403","-40","0.6","BOSS戰(VERY HARD)","30","bgm_M116","5004308","1","0","20004201","20004","660004003","0","0","20","3","-10","0","0","bgm_M116","1","0"
"0","1","650005011","870","90","81000505","0","770","1.3","1","81000505","510051","2000501","-40","0.6","BOSS戰(NORMAL)","90","bgm_M124","5005301","1","0","20005101","20005","660005001","0","0","90","1","10","0","0","bgm_M124","1","0"
"0","1","650005021","380","90","81000506","0","450","1.3","1","81000506","510052","2000502","-40","0.6","BOSS戰(HARD)","90","bgm_M124","5005302","1","0","20005201","20005","660005002","0","0","90","2","-100","0","0","bgm_M124","1","0"
"0","1","650005031","520","90","81000506","0","450","1.3","1","81000506","510052","2000503","-40","0.6","Boss戰(VERYHARD)","90","bgm_M124","5005308","1","0","20005201","20005","660005003","0","0","90","3","58","0","0","bgm_M124","1","0"
"0","0.8","650006011","888","90","81000605","0","770","1.5","1","81000605","510061","2000601","-40","0.6","BOSS戰(NORMAL)","0","bgm_M131","5006301","1","0","20006101","20006","660006001","0","0","120","1","14","0","0","bgm_M131","1","0"
"0","0.8","650006021","42","90","81000606","0","450","1.5","1","81000606","510062","2000602","-40","0.6","BOSS戰(HARD)","0","bgm_M131","5006302","1","0","20006201","20006","660006002","0","0","120","2","14","0","0","bgm_M131","1","0"
"0","0.8","650006031","500","90","81000606","0","450","1.5","1","81000606","510062","2000603","-40","0.6","BOSS戰(VERY HARD)","0","bgm_M131","5006308","1","0","20006201","20006","660006003","0","0","120","3","-60","0","0","bgm_M131","1","0"
"0","1","650007011","482","90","81000705","0","770","1.3","1","81000705","510071","2000701","-40","0.6","BOSS戰(NORMAL)","-50","bgm_M138","5007301","1","0","20007103","20007","660007001","0","0","140","1","10","0","0","bgm_M138","1","0"
"0","1","650007021","-373","90","81000706","0","450","1.3","1","81000706","510072","2000702","-40","0.6","BOSS戰(HARD)","-50","bgm_M138","5007302","1","0","20007201","20007","660007002","0","0","140","2","-186","0","0","bgm_M138","1.3","0"
