698a31379a392abce234b418d93e734c78255dcfaf336e00d79dd2789e3821f6,337d3dfbfaedf9ade7a72dc4dd198e2073259a50ed444e34f36f8bec9346ed5b,f04cec8e1ca54a62e751c26c287fcf0beb1942205c29640387c2882cfc9f749e,97962403d5e87a38c282df7a74365bb280598e4546ea6f97ec39249098f2ed45,82510943509bf8cc6633770208d8b07ccc15b1bf09f3f5644798d391b29cb722,b71c1edf548650a759dc08f697b50bdff0f92e9f934e23e5058a27bc4fb1a7d2,488c5739b6028c9d15388cb8ca41a2bee310f81f620ac37895c7ae967366856d,e8f08d71c3751b0afe62bbeefd4fb4eabad8248ff6eb8089036c06d35e6edbb3,e578f57b50f0682ee5c1ad92426d653cf167b3147360e722ed0ddb11242cbefd,8df4cbf4259d88bfd8da6659edc0f7a903646d71d89e9ae742d7f3bdb2943e17,20e49a0c3d7a79a334c801e4f8b9934386747bc977c5a994977698be8d95d453,756123cf6d95c128b0a0033df9175e267ea50af9a0be11a27833921d66d1267e,680d6e1b71107782e56882ad1c652e71f1423bf4de2c748db8807fb45bc3a515,1b1c0d9f7e15e3c2e199a69ecb32a2a54197a67c2f0358282394afaed6f8a736,11fc9a77f5bc1f84068254d9ba8bdf237f6372836b96905fc922c3d52f74d8ac
"0","0","0","春咲 日和","喔！\n發現那裡有正在傷腦筋的人！","2","1","0","1001","1","0","1","騎士先生\n我們過去幫忙吧～","1.4","我是日向♪\n今天也要精神十足的加油喔♪"
"0","0","0","草野 優衣","希望可以\n守護重要的人…","2","1","0","1002","1","0","1","哎呀，我、\n我在說些什麼呢\n啊哈哈…","1.4","跟大家一樣\n我也必須變強一點"
"0","0","0","士條 怜","你所需要的注意力與感受","2","1","0","1003","1","0","1","都可以藉稍微受到磨練喔。","1.4","要不要試試看擊劍呢？"
"0","0","0","穗高 禊","今天要玩些什麼呢？","2","1","0","1004","1","0","1","禊我啊，\n想要玩躲貓貓！","1.5","那個，哥哥！"
"0","0","0","風宮 茜里","那個…","2","1","0","1006","1","0","1","你要跟我…\n一起去嗎？","1.4","我是風宮 茜里"
"0","0","0","出雲 宮子","我想吃布丁ー","2","1","0","1007","1","0","1","我對於食物的怨念可是很恐怖的ー","1.5","我是出雲 宮子ー"
"0","0","0","虹村 雪","你也是因為我的美貌\n而吸引過來的吧。","2","1","0","1008","1","0","1","沒關係。\n被人看，也是我的命運…","1.4","我是虹村雪。"
"0","0","0","柊 杏奈","我真正的名字是\n安妮羅潔·馮·修特帕魯！","2","1","0","1009","1","0","1","人稱「疾風之冥姬」!!","1.4","哼…你聽到了可不要後悔！"
"0","0","0","姫宮 真步","兔子先生，\n你讓我遇到命運中的王子","2","1","0","1010","1","0","1","真的謝謝你了～♪","1.5","我是真步真步王國的公主，\n真步公主"
"0","0","0","衣之咲 璃乃","為了找尋我那離別的哥哥，\n經歷了許多世界！","2","1","0","1011","1","0","1","被我遇到了\n算你命大～！","1.4","我是衣之咲璃乃！"
"0","0","0","柏崎 初音","什、什麼超能力…\n那是什麼東西呢～？","2","1","0","1012","1","0","1","…拜託！\n不要跟任何人說啊～！","1.4","我是初音，\n我還蠻強的喔。\nYeah☆"
"0","0","0","美波 鈴奈","勉強算是女子高中生模特兒的時尚教主！","2","1","0","1016","1","0","1","秀才真的是\nGF（Ｇood feeling）～♪","1.4","你好！\n我是美波鈴奈呦～♪"
"0","0","0","喜屋武 香織","東京就像個遊樂園的地方啊ー","2","1","0","1017","1","0","1","可是，沖繩也是個好地方喔ー","1.4","你好啊。\n我是喜屋武香織ー。"
"0","0","0","支倉 伊緒","還是不太習慣\n被稱作為老師","2","1","0","1018","1","0","1","所以就叫我伊緒吧。","1.4","我是支倉伊緒。"
"0","0","0","茜 美美","啊！哥哥～\n等一下啊～","2","1","0","1020","1","0","1","不要放美美一個人啊～","1.5","什麼…？\n美美，\n不懂太複雜的事情…"
"0","0","0","栗林 胡桃","那個……\n咦……","2","1","0","1021","1","0","1","哇啊啊啊啊啊……","1.5","啊…那個…我是…\n栗…林… 胡桃…"
"0","0","0","風宮 依里","為了我，\n浪費那麼寶貴的時間，","2","1","0","1022","1","0","1","總之先謝謝你！","1.4","我是風宮依里。\n啊啊啊啊啊！"
"0","0","0","北條 綾音","哥哥要去哪裡呢？\n什麼？","2","1","0","1023","1","0","1","我想要去這裡ー\n快一點、快一點ー","1.5","我是綾音！\n我跟噗吉一起跟著你吧！"
"0","0","0","天野 鈴莓","雖然我還不夠成熟，\n接下來還請您多多…，","2","1","0","1025","1","0","1","不對，好像怪怪的…\n啊啊啊，對不起！","1.4","哇…哇…，\n我叫做天野鈴莓！"
"0","0","0","倉石 惠理子","你是我…命中注定的……\n另一半……","2","1","0","1027","1","0","1","我絕對不會………\n鬆開手的…!!","1.4","……呵呵…我是\n…倉石惠理子……"
"0","0","0","佐佐木 咲戀","如果能節省那些事情的話，\n應該可以過得更悠閒一點！","2","1","0","1028","1","0","1","…你不覺得嗎？？","1.4","我是佐佐木咲戀。\n你不覺得在這個世界上，\n無謂的事情太多了嗎？"
"0","0","0","櫻井 望","那個…\n你不認識我嗎?!","2","1","0","1029","1","0","1","哈哈哈，\n看來我還得努力呢～","1.4","我是櫻井望！\n請多指教"
"0","0","0","妮諾‧珠貝爾","初次見面，\n我叫做妮諾‧珠貝爾！","2","1","0","1030","1","0","1","將軍，\n跟著我一起統一天下吧！","1.4","鏘鏘！"
"0","0","0","上喜 忍","然後在我隔壁的，是……\n什麼，看不到嗎？","2","1","0","1031","1","0","1","真是奇怪呢……","1.4","我是上喜忍。\n手上拿的骷髏，是我的父親。"
"0","0","0","野戶 真陽","但是\n目前還缺少了點東西…","2","1","0","1033","1","0","1","沒錯，\n那就是會吐槽我的對象…！","1.5","我的目標\n是成為有名的搞笑藝人！"
"0","0","0","綾瀬 優花梨","因為有一點緊張…","2","1","0","1034","1","0","1","所以，\n先來去喝一杯了…！","1.4","那個…我是…綾瀬優花…\n那個…不好意思！"
"0","0","0","冰川 鏡華","因為不可以跟陌生人說話","2","1","0","1036","1","0","1","所以沒有辦法…\n在跟你說話了！","1.5","我…冰川 鏡華。"
"0","0","0","柏崎 栞","……啊，鬧鐘響了。","2","1","0","1038","1","0","1","因為我身體太虛弱了，\n所以每三十分鐘，\n就得要休息一次。","1.4","我是柏崎…栞。"
"0","0","0","雙葉 碧","我，從來都沒有交過朋友……","2","1","0","1040","1","0","1","只有花朵，\n是我唯一的說話對象。","1.4","我、我是雙葉碧。"
"0","0","0","三角 千歌","我一直都希望，\n能夠以我的歌聲帶給大家幸福…","2","1","0","1042","1","0","1","我衷心這麼期望著。","1.4","我是三角千歌。"
"0","0","0","安藝 真琴","什麼？\n你是那傢伙的同伴嗎？","2","1","0","1043","1","0","1","抱、抱歉，剛才懷疑了你…","1.4","我是安藝真琴。"
"0","0","0","伊莉亞‧奧恩斯坦","所有具有生命的東西啊！","2","1","0","1044","1","0","1","居服在妾身偉大的力量之下吧\n哈哈哈！","1.4","我就是夜晚的統治者！"
