8143f0cb13dd3410ad92e900e2498d0735630fb4f3105e67c722a19281b36dcf,1264e27c27dd4ff33ec67908e4b563f816c13c0a0825ad2ee4db882731ee92be,2e1f547cb04bd9c03f1eb3c38790f0280ca6398293cb44222fc0406d01c5f692,e0a905ad1cd8352832443dfcd9f5d4b412ef4ed0e1b638258278b0e2d9b38bc6,fb565a0f360a1ea3c03bc4c110f9724338225c3da0e0c1572e86693c9ae6ae05
"20","999","1","0","30"
"20","999","2","24","30"
"21","999","3","32","30"
"21","999","4","40","30"
"22","999","5","48","30"
"22","999","6","64","30"
"23","999","7","80","30"
"23","999","8","96","30"
"24","999","9","120","30"
"24","999","10","168","30"
"25","999","11","224","30"
"25","999","12","280","30"
"26","999","13","344","30"
"26","999","14","420","30"
"27","999","15","502","30"
"28","999","16","584","30"
"30","999","17","666","30"
"35","999","18","748","30"
"40","999","19","830","30"
"45","999","20","930","30"
"50","999","21","1040","30"
"55","999","22","1178","30"
"60","999","23","1316","30"
"70","999","24","1458","30"
"80","999","25","1604","30"
"85","999","26","1755","30"
"85","999","27","1910","30"
"86","999","28","2070","30"
"87","999","29","2235","30"
"88","999","30","2405","30"
"89","999","31","2579","30"
"90","999","32","2760","30"
"91","999","33","2945","30"
"92","999","34","3136","30"
"93","999","35","3333","30"
"94","999","36","3535","30"
"95","999","37","3744","30"
"96","999","38","3974","30"
"97","999","39","4226","30"
"98","999","40","4504","30"
"99","999","41","4810","30"
"100","999","42","5152","30"
"101","999","43","5535","30"
"102","999","44","5965","30"
"103","999","45","6446","30"
"104","999","46","7004","30"
"105","999","47","7651","30"
"106","999","48","8401","30"
"107","999","49","9272","30"
"108","999","50","10282","30"
"109","999","51","11454","30"
"110","999","52","12813","30"
"111","999","53","14389","30"
"112","999","54","16159","30"
"113","999","55","17929","30"
"114","999","56","19699","30"
"115","999","57","21469","30"
"116","999","58","23239","30"
"117","999","59","25009","30"
"118","999","60","26779","30"
"119","999","61","28549","30"
"120","999","62","30319","30"
"121","999","63","32089","30"
"122","999","64","33859","30"
"123","999","65","35629","30"
"124","999","66","38284","30"
"125","999","67","40939","30"
"126","999","68","43594","30"
"127","999","69","46249","30"
"128","999","70","48904","30"
"129","999","71","51559","30"
"130","999","72","54214","30"
"131","999","73","56869","30"
"132","999","74","59524","30"
"133","999","75","62179","30"
"134","999","76","64834","30"
"135","999","77","68374","30"
"136","999","78","71914","30"
"137","999","79","75454","30"
"138","999","80","78994","30"
"139","999","81","82534","30"
"140","999","82","86074","30"
"141","999","83","89614","30"
"142","999","84","93154","30"
"143","999","85","96694","30"
"144","999","86","100234","30"
"145","999","87","103774","30"
"146","999","88","107314","30"
"147","999","89","110854","30"
"148","999","90","114394","30"
"149","999","91","117934","30"
"150","999","92","121474","30"
"151","999","93","125014","30"
"152","999","94","128554","30"
"153","999","95","132094","30"
"154","999","96","135634","30"
"155","999","97","139174","30"
"156","999","98","142714","30"
"157","999","99","146254","30"
"158","999","100","149794","30"
"159","999","101","153334","30"
"160","999","102","157759","30"
"161","999","103","162184","30"
"162","999","104","166609","30"
"163","999","105","171034","30"
"164","999","106","175459","30"
"165","999","107","179884","30"
"166","999","108","184309","30"
"167","999","109","188734","30"
"168","999","110","193159","30"
"169","999","111","197584","30"
"170","999","112","202009","30"
"171","999","113","206434","30"
"172","999","114","210859","30"
"173","999","115","215284","30"
"174","999","116","219709","30"
"175","999","117","224134","30"
"176","999","118","228559","30"
"177","999","119","232984","30"
"178","999","120","237409","30"
"179","999","121","241834","30"
"180","999","122","246259","30"
"181","999","123","250684","30"
"182","999","124","255109","30"
"183","999","125","259534","30"
"184","999","126","263959","30"
"185","999","127","268384","30"
"186","999","128","272809","30"
"187","999","129","277234","30"
"188","999","130","281659","30"
"189","999","131","286084","30"
"190","999","132","290509","30"
"191","999","133","294934","30"
"192","999","134","299359","30"
"193","999","135","303784","30"
"194","999","136","308209","30"
"195","999","137","312634","30"
"196","999","138","317059","30"
"197","999","139","321484","30"
"198","999","140","325909","30"
"199","999","141","330334","30"
"200","999","142","334759","30"
"201","999","143","339184","30"
"202","999","144","343609","30"
"203","999","145","348034","30"
"204","999","146","352459","30"
"205","999","147","356884","30"
"206","999","148","361309","30"
"207","999","149","365734","30"
"208","999","150","370159","30"
"209","999","151","374584","30"
"210","999","152","379009","30"
"211","999","153","383434","30"
"212","999","154","387859","30"
"213","999","155","392284","30"
"214","999","156","396709","30"
"215","999","157","401134","30"
"216","999","158","405559","30"
"217","999","159","409984","30"
"218","999","160","414409","30"
"219","999","161","418834","30"
"220","999","162","423259","30"
"221","999","163","427684","30"
"222","999","164","432109","30"
"223","999","165","436534","30"
"224","999","166","440959","30"
"225","999","167","445384","30"
"226","999","168","449809","30"
"227","999","169","454234","30"
"228","999","170","458659","30"
"229","999","171","463084","30"
"230","999","172","467509","30"
"231","999","173","471934","30"
"232","999","174","476359","30"
"233","999","175","480784","30"
"234","999","176","485209","30"
"235","999","177","489634","30"
"236","999","178","494059","30"
"237","999","179","498484","30"
"238","999","180","502909","30"
"239","999","181","507334","30"
"240","999","182","511759","30"
"241","999","183","516184","30"
"242","999","184","520609","30"
"243","999","185","525034","30"
"244","999","186","529459","30"
"245","999","187","533884","30"
"246","999","188","538309","30"
"247","999","189","542734","30"
"248","999","190","547159","30"
"249","999","191","551584","30"
"250","999","192","556009","30"
"251","999","193","560434","30"
"252","999","194","564859","30"
"253","999","195","569284","30"
"254","999","196","573709","30"
"255","999","197","578134","30"
"256","999","198","582559","30"
"257","999","199","586984","30"
"258","999","200","591409","30"
"259","999","201","595834","30"
"260","999","202","600259","30"
"261","999","203","604684","30"
"262","999","204","609109","30"
"263","999","205","613534","30"
"264","999","206","617959","30"
"265","999","207","622384","30"
"266","999","208","626809","30"
"267","999","209","631234","30"
"268","999","210","635659","30"
"269","999","211","640084","30"
"270","999","212","644509","30"
"271","999","213","648934","30"
"272","999","214","653359","30"
"273","999","215","657784","30"
"274","999","216","662209","30"
"275","999","217","666634","30"
"276","999","218","671059","30"
"277","999","219","675484","30"
"278","999","220","679909","30"
"279","999","221","684334","30"
"280","999","222","688759","30"
"281","999","223","693184","30"
"282","999","224","697609","30"
"283","999","225","702034","30"
"284","999","226","706459","30"
"285","999","227","710884","30"
"286","999","228","715309","30"
"287","999","229","719734","30"
"288","999","230","724159","30"
"289","999","231","728584","30"
"290","999","232","733009","30"
"291","999","233","737434","30"
"292","999","234","741859","30"
"293","999","235","746284","30"
"294","999","236","750709","30"
"295","999","237","755134","30"
"296","999","238","759559","30"
"297","999","239","763984","30"
"298","999","240","768409","30"
"299","999","241","772834","30"
"300","999","242","777259","30"
"301","999","243","781684","30"
"302","999","244","786109","30"
"303","999","245","790534","30"
"304","999","246","794959","30"
"305","999","247","799384","30"
"306","999","248","803809","30"
"307","999","249","808234","30"
"308","999","250","812659","30"
"309","999","251","817084","30"
"310","999","252","821509","30"
"311","999","253","825934","30"
"312","999","254","830359","30"
"313","999","255","834784","30"
"314","999","256","839209","30"
"315","999","257","843634","30"
"316","999","258","848059","30"
"317","999","259","852484","30"
"318","999","260","856909","30"
"319","999","261","861334","30"
"320","999","262","865759","30"
"321","999","263","870184","30"
"322","999","264","874609","30"
"323","999","265","879034","30"
"324","999","266","883459","30"
"325","999","267","887884","30"
"326","999","268","892309","30"
"327","999","269","896734","30"
"328","999","270","901159","30"
"329","999","271","905584","30"
"330","999","272","910009","30"
"331","999","273","914434","30"
"332","999","274","918859","30"
"333","999","275","923284","30"
"334","999","276","927709","30"
"335","999","277","932134","30"
"336","999","278","936559","30"
"337","999","279","940984","30"
"338","999","280","945409","30"
"339","999","281","949834","30"
"340","999","282","954259","30"
"341","999","283","958684","30"
"342","999","284","963109","30"
"343","999","285","967534","30"
"344","999","286","971959","30"
"345","999","287","976384","30"
"346","999","288","980809","30"
"347","999","289","985234","30"
"348","999","290","989659","30"
"349","999","291","994084","30"
"350","999","292","998509","30"
"351","999","293","1002934","30"
"352","999","294","1007359","30"
"353","999","295","1011784","30"
"354","999","296","1016209","30"
"355","999","297","1020634","30"
"356","999","298","1025059","30"
"357","999","299","1029484","30"
"358","999","300","1033909","30"
"359","999","301","1038334","30"
"360","999","302","1042759","30"
"361","999","303","1047184","30"
"362","999","304","1051609","30"
"363","999","305","1056034","30"
"364","999","306","1060459","30"
"365","999","307","1064884","30"
"366","999","308","1069309","30"
"367","999","309","1073734","30"
"368","999","310","1078159","30"
"369","999","311","1082584","30"
"370","999","312","1087009","30"
"371","999","313","1091434","30"
"372","999","314","1095859","30"
"373","999","315","1100284","30"
"374","999","316","1104709","30"
"375","999","317","1109134","30"
"376","999","318","1113559","30"
"377","999","319","1117984","30"
"378","999","320","1122409","30"
"379","999","321","1126834","30"
"380","999","322","1131259","30"
"381","999","323","1135684","30"
"382","999","324","1140109","30"
"383","999","325","1144534","30"
"384","999","326","1148959","30"
"385","999","327","1153384","30"
"386","999","328","1157809","30"
"387","999","329","1162234","30"
"388","999","330","1166659","30"
"389","999","331","1171084","30"
"390","999","332","1175509","30"
"391","999","333","1179934","30"
"392","999","334","1184359","30"
"393","999","335","1188784","30"
"394","999","336","1193209","30"
"395","999","337","1197634","30"
"396","999","338","1202059","30"
"397","999","339","1206484","30"
"398","999","340","1210909","30"
"399","999","341","1215334","30"
"400","999","342","1219759","30"
"401","999","343","1224184","30"
"402","999","344","1228609","30"
"403","999","345","1233034","30"
"404","999","346","1237459","30"
"405","999","347","1241884","30"
