47fe10c32d22e5b1e9214e5731d7af216ce47cbe1978d0695dd62830e4894452,3be6a9a358a69ba8b1827609f9098c3e462a09e389fd8ae19dd27ed2bdbde278,58ebbc8559926c1de806b0607a41437a05c55addd40898a513e7b5ec6ceb6e6a,f90e2b70b3be68122599cf2b56c2b9cdf540028f92100f96493e452404b79f3b,d89235dae9a8cf158c9e0d11035bdad16f95663e665ca256cd9f42d870902772,d141a7dc5e1543544c75a195b6d065db37330b0be82fa5aec1143f83e025e91a,ba4b71baa78df8b752715173ede9639a8450ec40e4749e50ed008143e1ececa1,d6cc00c5f0d453aaabdaccf2e22762c55e72e651b784fa0cc0408ec42b49be9a,7284d3628815af3a9c01a2f4d9522d15d8a7068a59d00157797aa94bfe319218,0f57dec0289a040242f7a781a6e91abaa1f5efade5925e76a355bd7a326342ca,b2c1e300473eb5271570b329fed7e917f1b2d75d69751dc2049398f49013c8c9,df2d899e3c70069c985536f0cb40efdc943feb9979a9643eb576f8883f74f6cd,a4df3b02eaff56fbe410215352fe493bc91c0383c76f4477404e6b66c03f7a42
"2018/08/24 16:00:00","1","10001","380000","380000","0","bgm_M33","0","2030/03/26 14:59:00","0","1","0","bgm_M33"
"2018/10/01 16:00:00","2","10002","380000","380000","0","bgm_M99","0","2030/03/26 14:59:00","0","1","0","bgm_M99"
"2018/10/30 16:00:00","3","10003","380000","380000","0","bgm_M107","0","2030/03/26 14:59:00","0","1","0","bgm_M107"
"2018/11/29 16:00:00","4","10004","380000","380000","0","bgm_M113","0","2030/03/26 14:59:00","0","1","0","bgm_M113"
"2019/01/01 16:00:00","5","10005","380000","380000","0","bgm_M121","0","2030/03/26 14:59:00","0","1","0","bgm_M121"
"2019/01/30 16:00:00","6","10006","380000","380000","0","bgm_M128","0","2030/03/26 14:59:00","0","1","0","bgm_M128"
"2019/03/04 16:00:00","7","10007","380000","380000","0","bgm_M135","0","2030/03/26 14:59:00","0","1","0","bgm_M135"
"2019/04/01 16:00:00","8","10008","380000","380000","0","bgm_M162","0","2030/03/26 14:59:00","0","1","0","bgm_M162"
"2019/04/30 16:00:00","9","10009","380000","380000","0","bgm_M171","0","2030/03/26 14:59:00","0","1","0","bgm_M171"
"2019/05/31 16:00:00","10","10010","380000","380000","0","bgm_M182","0","2030/03/26 14:59:00","0","1","0","bgm_M182"
"2019/06/28 16:00:00","11","10011","380000","380000","0","bgm_M189","0","2030/03/26 14:59:00","0","1","0","bgm_M189"
"2019/07/15 16:00:00","12","10012","380000","380000","0","bgm_M206","0","2030/03/26 14:59:00","0","1","0","bgm_M206"
"2019/07/30 16:00:00","13","10013","380000","380000","0","bgm_M215","0","2030/03/26 14:59:00","0","1","0","bgm_M215"
"2019/08/15 16:00:00","14","10014","380000","380000","0","bgm_M33","0","2030/03/26 14:59:00","0","1","0","bgm_M33"
"2019/08/30 16:00:00","15","10015","380000","380000","0","bgm_M223","0","2030/03/26 14:59:00","0","1","0","bgm_M223"
"2019/09/15 16:00:00","16","10016","380000","380000","0","bgm_M99","0","2030/03/26 14:59:00","0","1","0","bgm_M99"
"2019/09/27 16:00:00","17","10017","380000","380000","0","","0","2030/03/26 14:59:00","0","1","0",""
"2019/10/15 16:00:00","18","10018","380000","380000","0","bgm_M107","0","2030/03/26 14:59:00","0","1","0","bgm_M107"
"2019/10/30 16:00:00","19","10019","380000","380000","0","bgm_M237","0","2030/03/26 14:59:00","0","1","0","bgm_M237"
"2019/11/15 16:00:00","20","10020","380000","380000","0","bgm_M113","0","2030/03/26 14:59:00","0","1","0","bgm_M113"
"2019/11/29 16:00:00","21","10021","380000","380000","0","bgm_M245","0","2030/03/26 14:59:00","0","1","0","bgm_M245"
"2019/12/15 16:00:00","22","10022","380000","380000","0","bgm_M121","0","2030/03/26 14:59:00","0","1","0","bgm_M121"
"2019/12/31 16:00:00","23","10023","380000","380000","0","bgm_M254","0","2030/03/26 14:59:00","0","1","0","bgm_M254"
"2020/01/14 16:00:00","24","10024","380000","380000","0","bgm_M128","0","2030/03/26 14:59:00","0","1","0","bgm_M128"
"2020/01/31 16:00:00","25","10025","380000","380000","0","bgm_M265_Top","0","2030/03/26 14:59:00","0","1","0","bgm_M265"
"2020/02/14 16:00:00","26","10026","380000","380000","0","bgm_M135","0","2030/03/26 14:59:00","0","1","0","bgm_M135"
"2020/02/27 16:00:00","27","10027","380000","380000","0","bgm_M273","0","2030/03/26 14:59:00","0","1","0","bgm_M273"
"2020/03/13 16:00:00","28","10028","380000","380000","0","bgm_M162","0","2030/03/26 14:59:00","0","1","0","bgm_M162"
"2020/03/30 16:00:00","29","10029","380000","380000","0","bgm_M281","0","2030/03/26 14:59:00","0","1","0","bgm_M281"
"2020/04/13 16:00:00","30","10030","380000","380000","0","bgm_M171","0","2030/03/26 14:59:00","0","1","0","bgm_M171"
