ef56e093360ac069e12f86ee06c4a86b14f8992c07623909869beae7e30cd17a,7089200ed20e17febbaabebe85325156fb25eb9e6bf0ff258e21d442a693f52f,4b6558495b49194166cd10048d12d616a6e0bebea9fbfa03c93b75273bbe0880,1e412aab77a14db8266f569144ec663ebf05826ff21688dea5521bc57302e5f4,7232b8e64562ff1d8fa90740663e0618af9240aec774b64622aa23d5f544f8fe,4ce8969ded12938440f7f655625700ae056b4a56c1f9eaeddb542897178819ad,281df4a0a0edae40625710f361dcda0a2fec10e8640d63d59fa1cff46c3437e6,a6d7e7f5522a50da755a7865058b55021290407be94dfd5b46afd9442037d4df,77d8da13334b3609cdffc018d2f8764ba28fc5e5b4176f9fc4b17a11150ed96f,6d5167576134be490732bb0f793cfa25aa536a265c3250437fef0ebd4c48a989,9d0444efc358efcbb562059c0a32adb62b78fb220623c8273c86e24852e40704,4f237162867e6ecea7e9614b57b2d721f76e844b0c42bea07c75d89e95371b90,968ee5b1b08459cf774a9fd43a7732dcbbf4a76eb9567d8508fcdb2becbdc211,90ed2e81570ab063c267fe7a6a2a9b9e67dcc98db81589e4b69b258cf32c29a5,f15c5eba75f95b1a61064d6c980d1a320fdf67f4b7820b10d7fba8c478ae2a8c,3b1827a85d523afd752a9f9dacdacb76625c9e01df1f8535e783754593342860,646125b36a04dc55942b12b23c127f4d5cbc913ccb13fbfc4eb48192e23d2a68,ecd1190b927010e9c5d664b3e4efe38d126fcc70a340c821ca230da039fa4545,5d2b16d7ec22e75e1dcae7ba0d637b9fb4e57964ab82e4576bd176d0f0694fdc,e7c1c862d2e38561d5d4466c902b42b772e9b23574b0544a3eef5cd7343f8081,8a2a5d8bc63a3c64190fb749e921ac274cd5a574a1591de8c89e65d87938e931,43201bb83af61577d3ebc7bec93d670123e332779e410cf30e9033b5f22f64b2,641a18fba06f390f20413cebe561b5a42c3de80ecbfcb1657a956a922503695b,6726860a0bb97918f3cd024577dc0b20abc7b8a386880f0cced79c6b9b57d792,8fb3533d8814083161084d0dfa6bd9f5b766c98adce78fff5499db1a167975fb,675add5d976d04808d2e498fe78eb4f2ebd3cd3238985ecc5e772a8b1606ea59,c2c6014044ac1dfba0b596068c817ca5057ce68a27046011166196f59ec382b1,222bc256cfb25f267f5a0a549bb9b53ebc1786ff313b28cc051b6de8a2caaaf6,810e56de2ce5a7234dfdc2b3103523277937ab3ea760fa3769b18ff393c0fb14,2827465c3c52b3fc26fa8a5b28a962bd08a7e5fb238a425831e1e76924f05224,fa27597d41d7ce099dde8454a4c12f317912a5d07d7c5f45fb711703d5e76a09,3b893f9ebaca748aa4bfe1b45b3241dcc8cf5661c98ea99a9bf5dfdde2ad612d,2aa9fb0cfd64be498b9f3b1382878b32e69ff9b601ff479ec251ed7ca2ba98fe,e31e7148a5d2d84825c18a787384aa670aa6244e63d857cb973c209cc75409d9,f41ecc80c591545e98282acdf1f77d5c243d2a1a9c1de8cda2d38b66cf293235,82ec962c4657b2ec227901c9b483b0b870177bfeeb6e78ba391e217d534cf571,8a4289aa7e56a1c8f4aaff678d04de05d092e14d66773735f398dfe05c1f02c6,d23fde350f667c2d440b1fdb8beeb7b5251e890fbcc0969a4f21f93a38343f11,7fbfbf56815665ed02185fa03364f7f30bca3ad31eb754935170eb8488c1ed32,c6fe37a6261c42b7af07ce932921fc6e137717d7b6ffe02002f86f6c45d6e1c0,f107e2070646316f3c6bc409e9a6233d536de693f062ba4c9c51f48fdc08ac31,7ed8195981d99bbc7211b0edb24d3b54dffe9467a5b1b6ab633cecd88a5d5eb7,b32dcfd572fd20171f1e360e5cba700130893aaa745686b5d004ee2c09e8f577,8b17df37899379626021051b40840a249b499f9ba5320303a17ed1c6a0096d64,5dd33b2d902b7b5c046f46446d957391655cecc366608d0f036f6b784e34fb68,54f3dedfa42c85a7fbab8256a6204acfa9396f9e0699c297b39a177bbb89f94a,7d44ea1c9fe02e0520a88f0a558a9e5761c023130bd6130bafefe08b26c5fa75,bbde1462bda1050c73ff34eefe8a28cece222c1c16394c7689ae54f3def64d84,69f5e6eca345b77a9068c454dd4f0d2ed1dc557cc6f1d28210b2a581c15c5373,6727040c902a7ea4dc06855d485b0d81ba077b43acdf81d42da2599d02c23360,33082c7e7024f52ce819e88308882d33f82c820008b5e496c01f3d7e637a3392,e4df2137d97fffb6d0b081fe904cc538ba12135c71dc63edb9c2b6afc57a5d3e,340ad63f62c36fc49711bfd031a508d9003b1e3cd81469fcb92da2133b7b9e1b
"0","0","bgm_M06","1","0","100022","100021","90","6","0","bgm_M06","朱諾平原 1-1","101010104","211001000","0","0","2015/12/17 15:00:00","0","110010012","0","0","100022","11001","bgm_M06","110010013","101010103","0","101281","bgm_M06","-500","0","8","11001001","0","100050","110010011","110010011","96","-20","0","bgm_M06","0","6","0","bgm_M06","0","101581","101010102","0","2030/12/31 14:59:59","101011","100023","0"
"0","0","bgm_M06","1","0","100062","100061","90","8","0","bgm_M06","朱諾平原 1-2","101010202","211001000","0","0","2015/12/17 15:00:00","0","110010022","0","0","100062","11001","bgm_M06","110010023","101010203","0","101521","bgm_M06","-330","0","8","11001002","0","100010","110010021","110010021","120","30","0","bgm_M06","101010202","8","0","bgm_M06","0","101551","101010203","0","2030/12/31 14:59:59","101251","100063","0"
"0","0","bgm_M06","1","0","100068","100067","90","8","0","bgm_M06","朱諾平原 1-3","101010304","211001000","0","0","2015/12/17 15:00:00","0","110010032","0","0","100068","11001","bgm_M06","110010033","101010303","0","101431","bgm_M06","-220","0","8","11001003","0","100010","110010031","110010031","120","-100","0","bgm_M06","0","8","0","bgm_M06","0","101611","101010303","0","2030/12/31 14:59:59","101161","100069","0"
"0","0","bgm_M06","1","0","100112","100111","90","8","0","bgm_M06","朱諾平原 1-4","101010404","211001000","0","0","2015/12/17 15:00:00","0","110010042","0","0","100112","11001","bgm_M06","110010043","101010403","0","101371","bgm_M06","-135","0","8","11001004","0","100050","110010041","110010041","120","30","0","bgm_M06","0","8","0","bgm_M06","0","101551","101010402","0","2030/12/31 14:59:59","101101","100113","0"
"0","0","bgm_M06","1","0","100073","100072","90","8","0","bgm_M06","朱諾平原 1-5","101010503","211001000","0","0","2015/12/17 15:00:00","0","110010052","0","0","100073","11001","bgm_M06","110010053","101010504","0","101521","bgm_M06","-43","0","8","11001005","0","100010","110010051","110010051","120","-75","0","bgm_M06","101010505","8","0","bgm_M06","0","101011","101010504","0","2030/12/31 14:59:59","101161","100074","0"
"0","0","bgm_M06","1","0","100112","100111","90","8","0","bgm_M06","朱諾平原 1-6","101010606","211001000","0","0","2015/12/17 15:00:00","0","110010062","0","0","100112","11001","bgm_M06","110010063","101010605","0","101431","bgm_M06","100","0","8","11001006","0","100050","110010061","110010061","120","-101","0","bgm_M06","0","8","0","bgm_M06","0","101401","101010601","0","2030/12/31 14:59:59","101071","100113","0"
"0","0","bgm_M06","1","0","100112","100111","90","8","0","bgm_M06","朱諾平原 1-7","101010706","211001000","0","0","2015/12/17 15:00:00","0","110010072","0","0","100112","11001","bgm_M06","110010073","101010705","0","101251","bgm_M06","227","0","8","11001007","0","100050","110010071","110010071","120","-48","0","bgm_M06","101010704","8","0","bgm_M06","0","101611","101010705","0","2030/12/31 14:59:59","101191","100113","0"
"0","0","bgm_M06","1","0","100078","100077","90","8","0","bgm_M06","朱諾平原 1-8","101010805","211001000","0","0","2015/12/17 15:00:00","0","110010082","0","0","100078","11001","bgm_M06","110010083","101010804","0","101281","bgm_M06","188","0","8","11001008","0","100010","110010081","110010081","120","70","0","bgm_M06","0","8","0","bgm_M06","0","122311","101010804","0","2030/12/31 14:59:59","101101","100079","0"
"0","0","bgm_M06","1","0","100015","100014","90","8","0","bgm_M06","朱諾平原 1-9","101010906","211001000","0","0","2015/12/17 15:00:00","0","110010092","0","0","100015","11001","bgm_M06","110010093","101010905","0","101551","bgm_M06","360","0","8","11001009","0","100020","110010091","110010091","120","25","0","bgm_M06","101010904","8","0","bgm_M06","0","122371","101010902","0","2030/12/31 14:59:59","101131","100016","0"
"0","0","bgm_M17","1","0","100358","100357","90","8","0","bgm_M63","朱諾平原 1-10","101011001","211001000","0","0","2015/12/17 15:00:00","9001106","110010102","0","0","100358","11001","bgm_M63","110010103","0","9001105","101401","bgm_M17_02","455","0","8","11001010","0","100020","110010101","110010101","120","-120","0","bgm_M17","0","8","0","bgm_M17_02","0","102611","0","0","2030/12/31 14:59:59","101011","100359","0"
"0","0","bgm_M06","1","0","100032","100031","90","8","0","bgm_M06","帕拉斯高原 2-1","101020105","211001000","0","0","2015/12/17 15:00:00","0","110020012","0","0","100032","11002","bgm_M06","110020013","101020101","0","101191","bgm_M06","-470","0","8","11002001","0","100010","110020011","110020011","130","-200","0","bgm_M06","0","8","0","bgm_M06","0","101011","101020106","0","2030/12/31 14:59:59","102011","100033","0"
"0","0","bgm_M06","1","0","100032","100031","90","8","0","bgm_M06","帕拉斯高原 2-2","101020202","211001000","0","0","2015/12/17 15:00:00","0","110020022","0","0","100032","11002","bgm_M06","110020023","101020205","0","101251","bgm_M06","-300","0","8","11002002","0","100010","110020021","110020021","130","-200","0","bgm_M06","0","8","0","bgm_M06","0","101371","101020206","0","2030/12/31 14:59:59","102251","100033","0"
"0","0","bgm_M06","1","0","100035","100034","90","8","0","bgm_M06","帕拉斯高原 2-3","101020305","211001000","0","0","2015/12/17 15:00:00","0","110020032","0","0","100035","11002","bgm_M06","110020033","101020304","0","101401","bgm_M06","-130","0","8","11002003","0","100010","110020031","110020031","130","-160","0","bgm_M06","101020303","8","0","bgm_M06","0","101551","101020304","0","2030/12/31 14:59:59","102162","100036","0"
"0","0","bgm_M06","1","0","100092","100091","90","8","0","bgm_M06","帕拉斯高原 2-4","101020404","211001000","0","0","2015/12/17 15:00:00","0","110020042","0","0","100092","11002","bgm_M06","110020043","101020404","0","101521","bgm_M06","-200","0","8","11002004","0","100030","110020041","110020041","130","-10","0","bgm_M06","0","8","0","bgm_M06","0","101581","101020405","0","2030/12/31 14:59:59","102221","100093","0"
"0","0","bgm_M06","1","0","100092","100091","90","8","0","bgm_M06","帕拉斯高原 2-5","101020506","211001000","0","0","2015/12/17 15:00:00","0","110020052","0","0","100092","11002","bgm_M06","110020053","101020502","0","101281","bgm_M06","-325","0","8","11002005","0","100030","110020051","110020051","130","75","0","bgm_M06","0","8","0","bgm_M06","0","101611","101020501","0","2030/12/31 14:59:59","102191","100093","0"
"0","0","bgm_M06","1","0","100092","100091","90","8","0","bgm_M06","帕拉斯高原 2-6","101020603","211001000","0","0","2015/12/17 15:00:00","0","110020062","0","0","100092","11002","bgm_M06","110020063","101020604","0","101251","bgm_M06","-170","0","8","11002006","0","100030","110020061","110020061","130","130","0","bgm_M06","101020606","8","0","bgm_M06","0","101581","101020604","0","2030/12/31 14:59:59","102071","100093","0"
"0","0","bgm_M06","1","0","100092","100091","90","8","0","bgm_M06","帕拉斯高原 2-7","101020705","211001000","0","0","2015/12/17 15:00:00","0","110020072","0","0","100092","11002","bgm_M06","110020073","101020704","0","101071","bgm_M06","-35","0","8","11002007","0","100030","110020071","110020071","130","40","0","bgm_M06","0","8","0","bgm_M06","0","101431","101020706","0","2030/12/31 14:59:59","122311","100093","0"
"0","0","bgm_M06","1","0","100037","100036","90","8","0","bgm_M06","帕拉斯高原 2-8","101020805","211001000","0","0","2015/12/17 15:00:00","0","110020082","0","0","100037","11002","bgm_M06","110020083","101020806","0","101131","bgm_M06","30","0","8","11002008","0","100050","110020081","110020081","130","-75","25011","bgm_M06","101020807","8","0","bgm_M06","0","101611","101020807","0","2030/12/31 14:59:59","102281","100038","0"
"0","0","bgm_M06","1","0","100102","100101","90","8","0","bgm_M06","帕拉斯高原 2-9","101020901","211001000","0","-70","2015/12/17 15:00:00","0","110020092","0","0","100102","11002","bgm_M06","110020093","101020902","0","122371","bgm_M06","160","0","8","11002009","0","100030","110020091","110020091","130","-150","25012","bgm_M06","101020905","8","0","bgm_M06","0","102611","101020904","0","2030/12/31 14:59:59","122431","100103","0"
"0","0","bgm_M06","1","0","100042","100041","90","8","0","bgm_M06","帕拉斯高原 2-10","101021007","211001000","0","0","2015/12/17 15:00:00","0","110020102","0","0","100042","11002","bgm_M06","110020103","101021003","0","102581","bgm_M06","320","0","8","11002010","0","100040","110020101","110020101","130","-125","25013","bgm_M06","101021005","8","0","bgm_M06","0","102011","101021002","0","2030/12/31 14:59:59","122341","100043","0"
"0","0","bgm_M06","1","0","100042","100041","90","8","0","bgm_M06","帕拉斯高原 2-11","101021101","211001000","0","0","2015/12/17 15:00:00","0","110020112","0","0","100042","11002","bgm_M06","110020113","101021102","0","102551","bgm_M06","485","0","8","11002011","0","100040","110020111","110020111","130","-105","25014","bgm_M06","101021104","8","0","bgm_M06","0","102461","101021103","0","2030/12/31 14:59:59","122493","100043","0"
"0","0","bgm_M17","1","0","100372","100371","90","8","0","bgm_M63","帕拉斯高原 2-12","101021206","211001000","0","0","2015/12/17 15:00:00","9002126","110020122","0","0","100372","11002","bgm_M63","110020123","0","9002125","102612","bgm_M17_02","450","0","8","11002012","0","100030","110020121","110020121","130","40","25015","bgm_M17","0","8","0","bgm_M17_02","0","102221","0","0","2030/12/31 14:59:59","122491","100373","0"
"0","0","bgm_M06","1","0","100152","100151","90","8","0","bgm_M06","赫柏丘陵 3-1","101030102","211001000","0","70","2015/12/17 15:00:00","0","110030012","0","0","100152","11003","bgm_M06","110030013","101030104","0","102551","bgm_M06","-455","0","8","11003001","0","100120","110030011","110030011","140","100","0","bgm_M06","101030105","8","0","bgm_M06","0","102071","101030103","0","2030/12/31 14:59:59","122493","100153","0"
"0","0","bgm_M06","1","0","100062","100061","90","8","0","bgm_M06","赫柏丘陵 3-2","101030201","211001000","0","0","2015/12/17 15:00:00","0","110030022","0","0","100062","11003","bgm_M06","110030023","101030203","0","102612","bgm_M06","-380","0","8","11003002","0","100010","110030021","110030021","140","-65","0","bgm_M06","101030204","8","0","bgm_M06","0","102251","101030205","0","2030/12/31 14:59:59","122491","100063","0"
"0","0","bgm_M06","1","0","100065","100064","90","8","0","bgm_M06","赫柏丘陵 3-3","101030306","211001000","0","0","2015/12/17 15:00:00","0","110030032","0","0","100065","11003","bgm_M06","110030033","101030307","0","102252","bgm_M06","-255","0","8","11003003","0","100010","110030031","110030031","140","40","0","bgm_M06","101030305","8","0","bgm_M06","0","102011","101030308","0","2030/12/31 14:59:59","102163","100066","0"
"0","0","bgm_M06","1","0","100112","100111","90","8","0","bgm_M06","赫柏丘陵 3-4","101030402","211001000","0","0","2015/12/17 15:00:00","0","110030042","0","0","100112","11003","bgm_M06","110030043","101030404","0","102192","bgm_M06","-90","0","8","11003004","0","100050","110030041","110030041","140","38","0","bgm_M06","101030405","8","0","bgm_M06","0","102191","101030401","0","2030/12/31 14:59:59","102222","100113","0"
"0","0","bgm_M06","1","0","100112","100111","90","8","0","bgm_M06","赫柏丘陵 3-5","101030508","211001000","0","0","2015/12/17 15:00:00","0","110030052","0","0","100112","11003","bgm_M06","110030053","101030501","0","102131","bgm_M06","-130","0","8","11003005","0","100050","110030051","110030051","140","-105","0","bgm_M06","101030507","8","0","bgm_M06","0","102221","101030502","0","2030/12/31 14:59:59","102013","100113","0"
"0","0","bgm_M06","1","0","100242","100241","90","8","0","bgm_M06","赫柏丘陵 3-6","101030605","211001000","0","0","2015/12/17 15:00:00","0","110030062","0","0","100242","11003","bgm_M06","110030063","101030601","0","102101","bgm_M06","15","0","8","11003006","0","100020","110030061","110030061","140","-205","0","bgm_M06","101030606","8","0","bgm_M06","0","122311","101030601","0","2030/12/31 14:59:59","102014","100243","0"
"0","0","bgm_M06","1","0","100242","100241","90","8","0","bgm_M06","赫柏丘陵 3-7","101030701","211001000","0","0","2015/12/17 15:00:00","0","110030072","0","0","100242","11003","bgm_M06","110030073","101030706","0","122282","bgm_M06","75","0","8","11003007","0","100020","110030071","110030071","140","-40","0","bgm_M06","101030705","8","0","bgm_M06","0","102162","101030706","0","2030/12/31 14:59:59","102041","100243","0"
"0","0","bgm_M06","1","0","100035","100034","90","8","0","bgm_M06","赫柏丘陵 3-8","101030807","211001000","0","0","2015/12/17 15:00:00","0","110030082","0","0","100035","11003","bgm_M06","110030083","101030808","0","122342","bgm_M06","185","0","8","11003008","0","100050","110030081","110030081","140","90","25011","bgm_M06","101030810","8","0","bgm_M06","0","122341","101030809","0","2030/12/31 14:59:59","122312","100036","0"
"0","0","bgm_M06","1","0","100038","100037","90","8","0","bgm_M06","赫柏丘陵 3-9","101030905","211001000","0","0","2015/12/17 15:00:00","0","110030092","0","0","100038","11003","bgm_M06","110030093","101030906","0","122401","bgm_M06","340","0","8","11003009","0","100050","110030091","110030091","140","15","25012","bgm_M06","0","8","0","bgm_M06","0","122371","101030906","0","2030/12/31 14:59:59","122372","100039","0"
"0","0","bgm_M06","1","0","100022","100021","90","8","0","bgm_M06","赫柏丘陵 3-10","101031007","211001000","0","0","2015/12/17 15:00:00","0","110030102","0","0","100022","11003","bgm_M06","110030103","101031004","0","122521","bgm_M06","260","101031002","8","11003010","0","100020","110030101","110030101","140","-120","25013","bgm_M06","101031005","8","0","bgm_M06","0","102281","101031006","0","2030/12/31 14:59:59","122432","100023","0"
"0","0","bgm_M06","1","0","100392","100391","90","8","0","bgm_M06","赫柏丘陵 3-11","101031106","211001000","0","0","2015/12/17 15:00:00","0","110030112","0","0","100392","11003","bgm_M06","110030113","101031107","0","102582","bgm_M06","460","101031104","8","11003011","0","100080","110030111","110030111","140","-110","25014","bgm_M06","101031108","8","0","bgm_M06","0","122431","101031101","0","2030/12/31 14:59:59","102552","100393","0"
