bfad6b31a6f5e843354fbca5ec50d9b7c5ccdcfe266922b996bade6370d265ed,f9624caeac8df79491a53f9e1e94f5c4fe10a6614fc1389ae39c05caa2109070,5c4218396ce95cbcb21ddfb1dc8de85fe7eeb03ed0b6e547aa301bfe5b398b23,e71eace5a0ee4c30f40dab08da394f16009c7e767a0c806e3a1cc4350f18fd8c,247a6bb8abed54e78cbf3483b6ac78c702d1089660dc265ed816f0258d628a12,ef1e9aa6b5450221db13d89929602c2572633d17235c9bcb4dff70fdc76f11de,3b6c0863ed6ac10f2a462437a431c4c5da1bc0b14d930ffc6667845b95b919b3,72a83b5610c35ed71f43145e38156ab810f3b209bc5df7fba261121a48af2288,6348665eefd19eb4e9b9e6a62ccb77497fdfb4bf4efd6bb566a73887e0da2e1d,feb9ee42b915674132bda24d69bdad480755caee62334426af887e5726ebe3ea,4621690d551aec4de6a3f7fc70e9e65536058703087e6be264108db7f0bc672b,0f163363ae2fdd9d9136f3d6196c4866baeee6a1ce27e1db96d41a53ca3134c0,36a09b0a7dbabc9cc4918312f95b4ac2f716a0ef149f1099f0e496aa3a9afdca,b963e6cda2465d484189e29261c59966b58433709f0780aca6f3bb334c63f493,7644a934f715f2e13299309e8683712ce9e09c9eeeb63882a0adeeacd6bd0867,1a42cffe45c8ea1a06718f12d82ab57ccaff8cab218a30c25f8d29d601755123,5cbac8ec78fbacdd281712f09ec631532b6d5dfdaeb757c38d8d03cb6b241c15,c965a321c45d8a314c5b46917ebfd2a0b79b665bf004d1d1eb9dde7dc573abc7
"1","0","2000","每日寶石禮包第{1}天的獎勵","1","30","104","3","9","17001001","9401","2","2","403","每日寶石禮包未領取的獎勵","1","1","0"
"0","0","0","每日瑪那禮包第{1}天的獎勵","101","30","0","3","12","17001101","99401","1","2","403","每日瑪那禮包未領取的獎勵","1","1","0"
"0","0","0","","102","1","0","0","13","17001102","99402","0","2","403","","1","1","0"
"0","0","0","","103","7","0","1","14","17001103","99403","0","2","403","","1","1","0"
"0","0","0","","104","30","0","3","15","17001104","99404","0","2","403","","1","1","0"
"0","0","0","每日體力禮包第{1}天的獎勵","105","30","0","3","32","17001105","99445","1","0","403","每日體力未領取的獎勵","1","1","0"
"0","0","0","每日秘石禮包第{1}天的獎勵","106","30","0","3","41","17001106","99456","1","2","403","每日秘石未領取的獎勵","1","1","0"
"0","0","0","每日瑪那禮包第{1}天的獎勵","107","30","0","3","42","17001107","99401","1","2","403","每日瑪那禮包未領取的獎勵","1","1","0"
"0","0","0","每日寶石禮包第{1}天的獎勵","2","90","104","3","75","17001109","9401","1","2","403","每日寶石禮包未領取的獎勵","1","1","0"
"3","1","1000","","0","7","103","3","90","0","9402","0","1","0","","0","0","1"
"0","0","0","公主之心碎片每日禮包第{1}天的獎勵","108","30","0","3","91","17001108","99517","1","2","403","公主之心碎片每日禮包未領取的獎勵","1","1","0"
"3","1","1000","","0","30","103","3","139","0","9402","0","1","0","","0","0","1"
"1","0","0","體力應援包第{1}天的獎勵","3","7","103","0","211","17001110","99559","1","3","405","","0","2","0"
"0","0","0","","4","0","0","0","212","0","9403","0","4","0","","34","2","0"
"0","0","0","","5","0","0","0","213","0","9404","0","4","0","","31","4","0"
"0","0","0","","6","0","0","0","214","0","9405","0","4","0","","37","6","0"
"0","0","0","","7","0","0","0","215","0","9406","0","4","0","","38","8","0"
"0","0","0","","8","0","0","0","517","0","9411","0","4","0","","38","31","0"
"0","0","0","","9","0","0","0","518","0","9412","0","4","0","","38","33","0"
"0","0","0","","109","30","908","0","519","0","9319","0","5","0","","0","1","0"
"0","0","0","","4","0","0","0","520","0","9407","0","4","0","","34","23","0"
"0","0","0","","5","0","0","0","521","0","9408","0","4","0","","31","25","0"
"0","0","0","","6","0","0","0","522","0","9409","0","4","0","","37","27","0"
"0","0","0","","7","0","0","0","523","0","9410","0","4","0","","38","29","0"
"0","0","0","","4","0","0","0","536","0","9413","0","4","0","","34","24","0"
"0","0","0","","5","0","0","0","537","0","9414","0","4","0","","31","26","0"
"0","0","0","","6","0","0","0","538","0","9415","0","4","0","","37","28","0"
"0","0","0","","7","0","0","0","539","0","9416","0","4","0","","38","30","0"
"0","0","0","","8","0","0","0","540","0","9417","0","4","0","","38","32","0"
"0","0","0","","9","0","0","0","541","0","9418","0","4","0","","38","34","0"
"0","0","0","","10","0","0","0","542","0","9419","0","4","0","","37","35","0"
"0","0","0","","11","0","0","0","543","0","9420","0","4","0","","37","36","0"
"0","0","0","","110","30","908","0","550","0","9319","0","5","0","","0","1","0"
"0","0","0","","4","0","0","0","561","0","9421","0","4","0","","34","37","0"
"0","0","0","","5","0","0","0","562","0","9422","0","4","0","","31","38","0"
"0","0","0","","6","0","0","0","563","0","9423","0","4","0","","37","39","0"
"0","0","0","","7","0","0","0","564","0","9424","0","4","0","","38","40","0"
"0","0","0","","8","0","0","0","565","0","9425","0","4","0","","37","41","0"
"0","0","0","","9","0","0","0","566","0","9426","0","4","0","","37","42","0"
"0","0","0","","10","0","0","0","567","0","9427","0","4","0","","37","43","0"
"0","0","0","","11","0","0","0","568","0","9428","0","4","0","","37","44","0"
"0","0","0","","12","0","0","0","569","0","9429","0","4","0","","37","45","0"
"0","0","0","","13","0","0","0","570","0","9430","0","4","0","","37","46","0"
"0","0","0","","111","30","908","0","571","0","9319","0","5","0","","0","1","0"
"0","0","0","","112","30","908","0","572","0","9319","0","5","0","","0","1","0"
"0","0","0","","113","30","908","0","575","0","9319","0","5","0","","0","1","0"
"0","0","0","","114","30","908","0","609","0","9319","0","5","0","","0","1","0"
"0","0","0","","124","30","908","0","616","0","9319","0","5","0","","0","1","0"
"0","0","0","","115","0","0","0","617","0","99634","0","0","0","","0","27","0"
"0","0","0","","116","0","0","0","618","0","99635","0","0","0","","0","28","0"
"0","0","0","","117","0","0","0","619","0","99636","0","0","0","","0","29","0"
"0","0","0","","118","0","0","0","620","0","99638","0","0","0","","0","30","0"
"0","0","0","","119","0","0","0","621","0","99639","0","4","0","","0","11","0"
"0","0","0","","120","0","0","0","622","0","99640","0","4","0","","0","12","0"
"0","0","0","","121","0","0","0","623","0","99641","0","4","0","","0","13","0"
"0","0","0","","122","0","0","0","624","0","99642","0","4","0","","0","14","0"
"0","0","0","","123","0","0","0","625","0","99643","0","4","0","","0","15","0"
"0","0","0","","125","30","908","0","626","0","9319","0","5","0","","0","1","0"
"0","0","0","","126","0","0","0","627","0","9431","0","6","0","","0","1","0"
"0","0","0","","127","0","0","0","628","0","9431","0","6","0","","0","1","0"
"0","0","0","","128","0","0","0","629","0","99650","0","0","0","","0","31","0"
"0","0","0","","129","0","0","0","630","0","99651","0","0","0","","0","32","0"
"0","0","0","","117","0","0","0","631","0","99652","0","0","0","","0","33","0"
"0","0","0","","130","30","908","0","632","0","9319","0","5","0","","0","1","0"
"0","0","0","","131","0","0","0","633","0","9319","0","7","0","","0","1","0"
"0","0","0","","132","0","0","0","634","0","9432","0","6","0","","0","2","0"
"0","0","0","","133","0","0","0","635","0","9432","0","6","0","","0","2","0"
"0","0","0","","117","0","0","0","637","0","99658","0","0","0","","0","34","0"
"0","0","0","","134","0","0","0","638","0","99659","0","0","0","","0","35","0"
"0","0","0","","135","0","0","0","639","0","99660","0","0","0","","0","36","0"
"0","0","0","","136","0","0","0","640","0","99661","0","0","0","","0","37","0"
"0","0","0","","137","30","908","0","641","0","9319","0","5","0","","0","1","0"
"0","0","0","","138","0","0","0","642","0","9433","0","6","0","","0","3","0"
"0","0","0","","117","0","0","0","643","0","99669","0","0","0","","0","34","0"
"0","0","0","","134","0","0","0","644","0","99670","0","0","0","","0","35","0"
"0","0","0","","135","0","0","0","645","0","99671","0","0","0","","0","36","0"
"0","0","0","","136","0","0","0","646","0","99672","0","0","0","","0","37","0"
"0","0","0","","139","0","0","0","648","0","99674","0","6","0","","0","2","0"
"0","0","0","","140","30","908","0","649","0","9319","0","5","0","","0","1","0"
"0","0","0","","141","0","0","0","650","0","99677","0","6","0","","0","5","0"
