fd828480c903f67823d3cc08dc9033234df33f9af61b71673f73c416a8f717bd,ee8d29bb44427cd0801914df11553d368d1be64c6deb896ddc9554f0bcab7e68,0ff7841e4b40cd47b00df59401e34a138e344ef02985753a027c82e756bb63cc,df0cb3a9f12c8afef25e8180d88bcede9a2d10342ea77a79e6aeb9c0891b0297,2399c75799601501f42769298ec616fdd657adcbf9286063906db3ea5299df0d,c3b852fe6490fb937b8faa08fce5c4051f311d765982db5880d0830a3782be39,53ceceaabee86c8fa75113abc7df4ef4f92ab84189375f7b28cc4a40a931d062,10c024da7a72ece561a6dd4067780ff882e8336fa2b1d5e2c47e2f9be3fe5544,b8b327a59f4cf45f0ed69a2043532493c272755f177b40c4c5905239ba66f782,4abd298952c98d67cee3e1ea724a66bac0d3528e5dffaf40a0a7572c5705d0a9,1431b6a8b08d076c771cbef3f3769056ee853953371b80b421683dc3dcf94515,25c31606de29e796aa63772531c66efc72d706c7fd2b0a930dd16cbf7329f802,54d0af42faed559eb2f9ba7da55540791f87363bb610496f1933e1856bc1649a,6460a89122a8e9b1503071ab80a9afaf8613311ce030173ef2adbc5772da7d82,ed94e181bdd5f3a6c1f93d28d30036c230c02e1b95e4a23d99e6d643f96f902d
"1","1001","0","1","0","0","騎士先生\n我們過去幫忙吧～","1","0","我是日向♪\n今天也要精神十足的加油喔♪","喔！\n發現那裡有正在傷腦筋的人！","春咲 日和","0","2","1.4"
"1","1002","0","1","0","0","哎呀，我、\n我在說些什麼呢\n啊哈哈…","1","0","跟大家一樣\n我也必須變強一點","希望可以\n守護重要的人…","草野 優衣","0","2","1.4"
"1","1003","0","1","0","0","都可以藉稍微受到磨練喔。","1","0","要不要試試看擊劍呢？","你所需要的注意力與感受","士條 怜","0","2","1.4"
"1","1004","0","1","0","0","禊我啊，\n想要玩躲貓貓！","1","0","那個，哥哥！","今天要玩些什麼呢？","穗高 禊","0","2","1.5"
"1","1006","0","1","0","0","你要跟我…\n一起去嗎？","1","0","我是風宮 茜里","那個…","風宮 茜里","0","2","1.4"
"1","1007","0","1","0","0","我對於食物的怨念可是很恐怖的ー","1","0","我是出雲 宮子ー","我想吃布丁ー","出雲 宮子","0","2","1.5"
"1","1008","0","1","0","0","沒關係。\n被人看，也是我的命運…","1","0","我是虹村雪。","你也是因為我的美貌\n而吸引過來的吧。","虹村 雪","0","2","1.4"
"1","1009","0","1","0","0","人稱「疾風之冥姬」!!","1","0","哼…你聽到了可不要後悔！","我真正的名字是\n安妮羅潔·馮·修特帕魯！","柊 杏奈","0","2","1.4"
"1","1010","0","1","0","0","真的謝謝你了～♪","1","0","我是真步真步王國的公主，\n真步公主","兔子先生，\n你讓我遇到命運中的王子","姫宮 真步","0","2","1.5"
"1","1011","0","1","0","0","被我遇到了\n算你命大～！","1","0","我是衣之咲璃乃！","為了找尋我那離別的哥哥，\n經歷了許多世界！","衣之咲 璃乃","0","2","1.4"
"1","1012","0","1","0","0","…拜託！\n不要跟任何人說啊～！","1","0","我是初音，\n我還蠻強的喔。\nYeah☆","什、什麼超能力…\n那是什麼東西呢～？","柏崎 初音","0","2","1.4"
"1","1016","0","1","0","0","秀才真的是\nGF（Ｇood feeling）～♪","1","0","你好！\n我是美波鈴奈呦～♪","勉強算是女子高中生模特兒的時尚教主！","美波 鈴奈","0","2","1.4"
"1","1017","0","1","0","0","可是，沖繩也是個好地方喔ー","1","0","你好啊。\n我是喜屋武香織ー。","東京就像個遊樂園的地方啊ー","喜屋武 香織","0","2","1.4"
"1","1018","0","1","0","0","所以就叫我伊緒吧。","1","0","我是支倉伊緒。","還是不太習慣\n被稱作為老師","支倉 伊緒","0","2","1.4"
"1","1020","0","1","0","0","不要放美美一個人啊～","1","0","什麼…？\n美美，\n不懂太複雜的事情…","啊！哥哥～\n等一下啊～","茜 美美","0","2","1.5"
"1","1021","0","1","0","0","哇啊啊啊啊啊……","1","0","啊…那個…我是…\n栗…林… 胡桃…","那個……\n咦……","栗林 胡桃","0","2","1.5"
"1","1022","0","1","0","0","總之先謝謝你！","1","0","我是風宮依里。\n啊啊啊啊啊！","為了我，\n浪費那麼寶貴的時間，","風宮 依里","0","2","1.4"
"1","1023","0","1","0","0","我想要去這裡ー\n快一點、快一點ー","1","0","我是綾音！\n我跟噗吉一起跟著你吧！","哥哥要去哪裡呢？\n什麼？","北條 綾音","0","2","1.5"
"1","1025","0","1","0","0","不對，好像怪怪的…\n啊啊啊，對不起！","1","0","哇…哇…，\n我叫做天野鈴莓！","雖然我還不夠成熟，\n接下來還請您多多…，","天野 鈴莓","0","2","1.4"
