346b064d06ada5a4316016263bd217c357061c7f66bc17e3c68372d124c05edc,d41a3c060d8ee005a70d160ce6c4866e836037802dfda896a83b50d4fe92a93b,39957f16918821f5c35c843d4795afb938be6a504f7874a7b3f5751a45668071,847420040b12e1cdb0c719a2d0ee248fc1158db2d716bec79b7d130d1fe3a743,1c073ab731e624c842f1f37e8b915c0042bfa146cf07e4dfc2d79e6cc24218d6,b1bbc489f90f4c4b34c0dcf1f3e5010487b9c54ddfd207f50f262cce38bd69e5,3e0e398efae86b11cad7bc712466949bc013143a870a16d35d28f1b218839b13,3cc62bd48ec4a7af41a0d5b8e90984c10e01db3a2c078c99abda1be0058c4af8,48cdbeaa1ed968313efc67fbf71bd0daedb5d1db1d198254b27915b5fb033574,29e9dae579ff3af23495edd10cdb20a982d206a08c1e88e835414e5ada1be847,9b3f6f94bd15eba22cf462a0624c0ca351f70ebbd3823a43addcecbf88cc08a9,171f70dfa2949c5439b576e8da5c642597b637a9c9da8550266592cc395f10ac,0b46018bdbab77e58c7b0959f7cb445ad5533227fb5d962f0d96ad069f743151,c41953bdd6e90cce1b5ba18015651fa0f6a81bb4783c44d314d89c227774c3c2,608a05162bc2bf30ee31657035aa923ea19fae01418a1cb0da1b2c56a2942e63,27b50b82f0933ce15d5331d2425d903214148e611c3a172442ea9faa70659fe6,21feaad41efa7e68fea02c42802a1eba75a89be08e1af826439d1e14e6b4de92,4a92f3bc02a07895f9c03503930b12ccabc2976f22bb406721c5b9235d71fa76,99ef90f17ee91c1281090d1bd1ff839d182459e4df6f40f0189d7b4adce23c1e,b988ddb15a9e5cf115a3c57479bca0239c24b9f811679405e7db1ffe50f75028,b2cdf63c3740d358b7e3008ef808d32bf27a32ab67871199fe665bc25efd9965
"1","15063001","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2201101","0","0","8","黑社會公會，前往背面世界","2015/04/01 15:00:00","2201008","分支劇情Ⅰ","20"
"1","15063002","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2201102","0","0","8","鍛鍊吧！　幻變少女","2015/04/01 15:00:00","2201008","分支劇情Ⅱ","20"
"1","15063003","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2201103","0","0","8","到奇怪的國家校外教學","2015/04/01 15:00:00","2201008","分支劇情Ⅲ","20"
"1","15063005","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2202101","0","0","8","擠公主遊戲！","2015/04/01 15:00:00","2202003","分支劇情Ⅳ","20"
"1","15063006","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2202102","0","0","8","布丁幽靈與甜點城堡","2015/04/01 15:00:00","2202003","分支劇情Ⅴ","20"
"1","15064001","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2202103","0","0","8","女僕‧In‧龍","2015/04/01 15:00:00","2202006","分支劇情Ⅵ","20"
"1","15064002","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2202104","0","0","8","看招！鯛魚燒","2015/04/01 15:00:00","2202006","分支劇情Ⅶ","20"
"1","15064004","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2203101","0","0","8","機械人族與騎士先生","2015/04/01 15:00:00","2203003","分支劇情Ⅷ","20"
"1","15064005","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2203102","0","0","8","FUN FUN野餐♪","2015/04/01 15:00:00","2203003","分支劇情Ⅸ","20"
"1","15065001","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2203103","0","0","8","突發狀況！？妹妹大戰","2015/04/01 15:00:00","2203006","分支劇情Ⅹ","20"
"1","15065002","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2203104","0","0","8","軟綿綿的戀愛之路是草莓口味的","2015/04/01 15:00:00","2203006","分支劇情ⅩⅠ","20"
"1","15065004","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2204101","0","0","8","魔法少女與蘑菇之亂","2015/04/01 15:00:00","2204001","分支劇情ⅩⅡ","20"
"1","15065005","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2204102","0","0","8","「背面」的金槍鮪漁獲","2015/04/01 15:00:00","2204002","分支劇情ⅩⅢ","20"
"1","15066001","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2204103","0","0","8","閃耀的石頭與商人精神","2015/04/01 15:00:00","2204005","分支劇情ⅩⅣ","20"
"1","15066002","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2204104","0","0","8","公主的沐浴時間","2015/04/01 15:00:00","2204005","分支劇情ⅩⅤ","20"
"1","15066004","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2204105","0","0","8","瘋狂改造！防範魔物教學會","2015/04/01 15:00:00","2204098","分支劇情ⅩⅥ","20"
"1","15066005","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2204106","0","0","8","在背面世界尋找樂譜","2015/04/01 15:00:00","2204098","分支劇情ⅩⅦ","20"
"1","15066006","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2204107","0","0","8","龍族雙胞胎服侍下的約會","2015/04/01 15:00:00","2204098","分支劇情ⅩⅧ","20"
"1","15067001","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2205101","0","0","8","吉歐‧提格尼亞的美容法","2015/04/01 15:00:00","2205003","分支劇情ⅩⅨ","20"
"1","15067002","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2205102","0","0","8","被虐狂與臭小鬼","2015/04/01 15:00:00","2205003","分支劇情ⅩⅩ","20"
"1","15067004","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2205103","0","0","8","在吉歐‧格黑納的媽媽對決","2015/04/01 15:00:00","2205099","分支劇情ⅩⅩⅠ","20"
"1","15067005","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2205104","0","0","8","公主協奏曲","2015/04/01 15:00:00","2205099","分支劇情ⅩⅩⅡ","20"
"1","15068001","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2206101","0","0","8","靈光一閃！傻包偵探","2015/04/01 15:00:00","2206003","分支劇情ⅩⅩⅢ","20"
"1","15068002","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2206102","0","0","8","安涅默涅觀察實驗","2015/04/01 15:00:00","2206003","分支劇情ⅩⅩⅣ","20"
"1","15068004","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2206103","0","0","8","一起泡溫泉的權利！","2015/04/01 15:00:00","2206099","分支劇情ⅩⅩⅤ","20"
"1","15068005","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2206104","0","0","8","吉歐‧格黑納的決鬥蹦","2015/04/01 15:00:00","2206099","分支劇情ⅩⅩⅥ","20"
"1","15069001","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2207101","0","0","8","與皇女她們的扮家家酒","2015/04/01 15:00:00","2207003","分支劇情ⅩⅩⅦ","20"
"1","15069002","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2207102","0","0","8","安魔學式青春課外活動","2015/04/01 15:00:00","2207003","分支劇情ⅩⅩⅧ","20"
"1","15069004","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2207103","0","0","8","目標是成為忍者大師！","2015/04/01 15:00:00","2207099","分支劇情ⅩⅩⅨ","20"
"1","15069005","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2207104","0","0","8","背面世界「魔卡」戰鬥","2015/04/01 15:00:00","2207099","分支劇情ⅩⅩⅩ","20"
"1","15070001","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2208101","0","0","8","在吉歐‧格黑納的朋友？","2015/04/01 15:00:00","2208003","分支劇情ⅩⅩⅩⅠ","20"
"1","15070002","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2208102","0","0","8","龍與龍‧聯手作戰","2015/04/01 15:00:00","2208003","分支劇情ⅩⅩⅩⅡ","20"
"1","15070004","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2208103","0","0","8","冥風戰記外典‧獄炎之章","2015/04/01 15:00:00","2208099","分支劇情ⅩⅩⅩⅢ","20"
"1","15070005","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2208104","0","0","8","Lady‧Sexy‧Go！","2015/04/01 15:00:00","2208099","分支劇情ⅩⅩⅩⅣ","20"
"1","15071001","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2209101","0","0","8","吉歐‧提格尼亞的陷阱！？","2015/04/01 15:00:00","2209003","分支劇情ⅩⅩⅩⅤ","20"
"1","15071002","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2209102","0","0","8","公主殿下，「傲慢」的時間到了","2015/04/01 15:00:00","2209003","分支劇情ⅩⅩⅩⅥ","20"
"1","15071004","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2209103","0","0","8","激戰？被操縱的夥伴","2015/04/01 15:00:00","2209006","分支劇情ⅩⅩⅩⅦ","20"
"1","15071005","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2209104","0","0","8","恐怖！悄悄逼近之物","2015/04/01 15:00:00","2209006","分支劇情ⅩⅩⅩⅧ","20"
"1","15072001","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2209105","0","0","8","窮途末路的雪菲","2015/04/01 15:00:00","2209098","分支劇情ⅩⅩⅩⅨ","20"
"1","15072002","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2209106","0","0","8","在密林中見到不明怪鳥！","2015/04/01 15:00:00","2209098","分支劇情ⅩＬ","20"
"1","15072004","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2209107","0","0","8","依里vs美空～Round2～","2015/04/01 15:00:00","2209099","分支劇情ⅩＬⅠ","20"
"1","15072005","0","8","0","0","0","2030/12/17 14:59:59","0","5","91002","0","2209108","0","0","8","第一次跑腿in背面世界","2015/04/01 15:00:00","2209099","分支劇情ⅩＬⅡ","20"
