0930757e66a2df9ac0053d5a859a7045a55931c8b9ad65089c87c11e2487ebfe,5188fd7c35f83d463ca19923093afb3c6bce18970740295789dadf2b8abd97da,11be206f1d860343a35fecc493a41099c76b922e3e98416dda76fa648354c269,b7b25e64d297abf4bec6b906f6353c4a511bcd76fbc9084eba297c9b16d65da2,e31525ccb9502cff67afaf81cd1c372dde6b35134839b7577b76d21e727265e8,596041f42048200002fcf52a3b34358a778a961b14d7746fc143bdcef34f75de,4f18fe7e858b2fd2723d79afbe3b165a48816e9e211e3b095ece7076785aaef1,ebedbb0be4a030cd5fc547904f595ca93bf9c4592a6f8ac6696781496780350e,059f80f22feebdfdd1c4d1a87e262293d31f526cb90b8f50d93ca79edb377075,6b7dad3978fc572683727777aee2aff1de319d9e08c24a8fbd1c9191762349cd,185e9954d01418286b001115fa7b889a39f56a4fb222e228b8c5f2a9dc9e2e12,05ae162be19ad4e05dfa9968b94a21aba7f35f30cc72a9e88c5c33ebb6d2ce6f,44b658ce2d3360dca3b6f3a347d32f2fef81c8921a24e26dfad054972a9ccd1e,83a520e73998cce57aad72082c1b9da5ca27b04a306b67e7b6796c840cb6463a,0db05ea0b3019736949dcc1d46b00295d8e96c6aa97cd536c6215105efb5e9e3,abcc441d2df5c4fd44023054f04bf6f9aea72259272bd218c64e1be6c81472da,b03042eb30c5f857aa3423e87a1a0898bcbafbf8707fb296dbca3f5f85c68368,df86c103119f327268e0ed274207eba51c77f1d4bdc53e4a6c9cb945c97551c2,20d0858b80471693a23691893992924786890e2bd5f7935dd62badcc816c3548,b6f83a5e5eb477a91a35ede176ae74fc7ace66364642436b8fceb5698b8f13cd,7950b1587dea1ead3c18715dc752d3a31a3972ce8b8790ce02e44b1f75afc9cc,16c5cb3ce470efcc971588e24222176acfd828960c4b63df2804d78270a77d85,8077aa79349e41a9dea8215f84431ad4650cdf135474a33edba59ac45c3b04bd,e8fdd039826d776b7185d03a008a75086f00992f57ee4ffa11260aa73e486c8a,542a6808f4cf57e64f45461c0d3d5c9e63407fc0605cb84d1370ccc3be21aa7e,767779cd96e7fdae79e850c9c49de1373f765175da3c130f3b79510aaa780edd,31258c62664cdacf499d3ef1850e23a0da8706ada6c9f2fea6d0e1a6bc5e9d0d,baf03c9d7cc142cfe8e15d1ae7e8df6dfa30da4d10df5cb3af1bec95b2953de7,f50baa30474db864b048dbec624c7a7ebebdd07abbc509cbf8b074a4008662e1,b6252979379d0f807c0130e7ad9d6da0d9d1431a8799c137910103afba7d90e7,151360f797842cdec7938237b0a6736c6a64b4cf80b9d4c99574420e831622c4,ba475380d31f3a4e62b90f0cf4505a45893435160491e95aedcce8fc7beb28cd,1a60763fe84ebec7737f294ce36b067ec15b15da868414e7794d3f453380204b,247a2bf02dc33dd90e339f5c578520541b34b6d428f2307558f5a7c22029e60c
"0","1279","1059","0","1805","1","1155","1272","1118","1804","0","1058","0","美食殿堂","1806","1058","1120","0","0","1076","1211","1253","1060","1119","1210","0","為了能夠進入特別的餐廳用餐，貪吃佩可組成了這個公會。主要的目的是邊走邊吃。","1075","1078","0","0","0","0","0"
"0","0","1002","0","1156","2","1224","1287","1803","1140","0","1001","0","破曉之星","1225","1001","1802","0","0","1089","1288","1289","1003","1801","1226","0","公會長是日和，並以助人為中心活動著的公會。但真正的目的是，實現夢見相同夢境的３人所許下的「到達索爾之塔頂端」心願","1088","1087","0","0","0","0","0"
"0","0","1049","0","1811","3","0","0","0","1200","0","1068","0","拉比林斯","0","1068","1193","0","0","1129","0","0","1011","1212","0","0","由謎樣人物・拉比林斯達所一手建立，探究世界謎團的公會。經營著可麗餅店，對外偽裝成平凡的公會。也就是俗稱的祕密結社。","1091","1171","0","0","0","0","0"
"0","0","1042","0","1248","4","0","0","0","1173","0","1029","0","慈樂之音","0","1029","1172","0","0","1116","0","0","1054","1174","0","0","由單人偶像的望所組成，以歌舞（來與日常中產生的悲傷心情）戰鬥的偶像公會。以Live的演出為主要活動內容。","1084","1139","0","0","0","0","0"
"0","0","1004","0","1227","5","0","0","1307","1229","0","1020","0","小小甜心","0","1020","1808","0","0","1112","0","0","1036","1228","0","0","由感情良好的３人組所創立，實際上是非公認的公會。演著公會戲碼，實際目的只是想到處玩。","1111","1113","0","0","0","0","0"
"0","0","1012","0","1246","6","0","0","1284","1221","0","1015","0","森林守衛","0","1015","1167","0","0","1134","0","0","1040","1807","0","0","由精靈族來管理、守護森林，歷史悠久的公會。管理著只有精靈之森才採得到藥草，並守衛著森林。","1107","1135","0","0","0","0","0"
"0","0","1022","0","1138","7","1209","1271","1199","1137","0","1044","0","惡魔偽王國軍","1220","1044","1082","0","0","1007","1240","1262","1006","1117","1241","0","伊莉亞與魔族少女們所組成的公會。其名與伊莉亞當年所統領、和眾神為敵並且展開戰鬥的魔族最強軍團的名字相同。","1031","1081","0","0","0","0","0"
"0","0","1071","0","1238","8","1242","0","1239","1236","0","1047","0","王宮騎士團（NIGHTMARE）","0","1047","1141","0","0","1115","0","0","1037","1143","0","0","身為蘭德索爾的國軍，其活動目的為保護「王宮」及皇族，以及完成所接受到的聖令。另一身為守護街上治安的警察組織的身分也十分強悍。","1005","1136","0","0","0","0","0"
"0","0","1025","0","1145","9","1809","0","1213","1121","0","1028","0","咲戀育幼院","1232","1028","1085","0","0","1077","1308","0","1023","1103","1275","0","雖然是孤兒院，但買賣的範圍也做得相當廣。身為王宮護衛時的每一天，自覺找不出其價值的咲戀，為了想幫助他人，於是帶著這樣的心情組成了公會。","1021","1086","0","0","0","0","0"
"0","0","1043","0","1159","10","1177","0","1160","1157","0","1010","0","哞哞自衛隊","1231","1010","1106","0","0","1105","1298","1310","1014","1122","1285","0","保護同為【動物苑】的夥伴免於魔物們的威脅的武鬥派公會。同時也從事著「闇影」異變的調查及解決。與【王宮騎士團】的關係水火不容。","1017","1104","0","0","0","0","0"
"0","0","1052","0","1192","11","1254","0","1235","1807","0","1033","0","伊麗莎白牧場","0","1033","1128","0","0","1123","0","0","1038","1158","0","0","位在山上的牧場公會。活動內容講白了就是牧場，飼育著牛及馬等等的動物。同時也是獸人們度過休假的野餐地及病人的靜養之地。","1026","1127","0","0","0","0","0"
"0","0","1048","0","1169","12","1222","0","1809","1168","0","1032","0","墨丘利財團","1251","1032","1146","0","0","1080","1268","0","1034","1144","1267","0","手邊有著龐大的資金，對各式各樣的事業進行融資及買賣的公會。懲治使用惡劣手段賺取金錢的生意人，是其背地裡的活動目的。","1046","1079","0","0","0","0","0"
"0","0","1051","0","1170","13","1208","1299","1175","1133","0","1056","0","暮光流星群","1219","1056","1132","0","0","1009","1247","1276","1027","1131","1237","0","基於某個目的而組成，無論什麼危險的委託都會承攬下來的萬事屋公會。幾乎每個成員都擁有稱號，也傳聞是蘭德索爾最危險的公會。","1013","1090","0","0","0","0","0"
