201b5c4fd0722450f846966862d613d82a22406717ad3e374c7bad467fb7373b,d1952b9d6a3d3d547c1bcb2f799adf876bce63748fdf2ddea8ce61750298e6f1,67b4877b5bdcacc36b2a27da817882beffb73d9584bd7bb28a7175ce40c4cf0d,09f4d1099e863238ce1f9bcd8de09df3db8dab5e33611ece07891d4437c8f612,da35eb14be2876cde6db072a676147062636687824a160e3b68b7edfb9a20a90,08d2561e24e1fe6d8d3cfccd6e31ed0ccb5bca0e64c211bb90cadcc1b2ea7271,80e7aeafcb73c357701679c413da986e2f373cb9a776084be6dd5f25ba961b1b,4cf94141a3743adc8855b21d3f3e7355571ae2079204b4036afbec4fb6f1527a,4c814a70f61cec7fc2f8b30a4f5bb2189a6c0f11e2024c73344e7f82f1837b92,b518257bc17e013f0784aa84eda4db39c6d79a94abd79aa2f7be25e7c5c9bbb3,e04e5d9246aa09d65e70b1610963a00383319f849ed93a00ed5877d1f61cea0c,a82eec8f4ccde4dd45034019c5b20d8d87da67dd3448a94afe84ef3cb1124591,732c8af274a46b33858741a63d56ce021cf7e905fcadcbe4be9cc500343cf7b5
"0","10001","0","31012","60001","0","0","0","0","0","31038","60002","0"
"0","10002","0","31020","60011","0","0","0","0","0","31004","60012","0"
"0","10003","0","31010","60021","0","0","0","0","0","31017","60022","0"
"0","10004","0","31076","60031","0","0","0","0","0","31028","60032","0"
"0","10005","0","31080","60041","0","0","0","0","0","31032","60042","0"
"0","10006","0","31047","60051","0","0","0","0","0","31034","60052","0"
"0","10007","0","31082","60061","0","0","0","0","0","31022","60062","0"
"0","10008","0","31009","60071","0","0","0","0","0","31051","60072","0"
"0","10009","0","31085","60081","0","0","0","0","0","31029","60082","0"
"0","10010","0","31089","60091","0","0","0","0","0","31002","60092","0"
"0","10011","0","31090","60101","0","0","0","0","0","31011","60102","0"
"0","10012","0","31043","60111","0","0","0","0","0","31008","60112","0"
"0","10013","0","31093","60121","0","0","0","0","0","31018","60122","0"
"0","10014","0","31012","60131","0","0","0","0","0","31038","60132","0"
"0","10015","0","31053","60141","0","0","0","0","0","31045","60142","0"
"0","10016","0","31020","60151","0","0","0","0","0","31004","60152","0"
"0","10017","0","31098","60161","0","0","0","0","0","31025","60162","0"
"0","10018","0","31010","60171","0","0","0","0","0","31017","60172","0"
"0","10019","0","31101","60181","0","0","0","0","0","31050","60182","0"
"0","10020","0","31076","60191","0","0","0","0","0","31028","60192","0"
"0","10021","0","31105","60201","0","0","0","0","0","31014","60202","0"
"0","10022","0","31080","60211","0","0","0","0","0","31032","60212","0"
"0","10023","0","31056","60221","0","0","0","0","0","31040","60222","0"
"0","10024","0","31047","60231","0","0","0","0","0","31034","60232","0"
"0","10025","0","31112","60241","0","0","0","0","0","31036","60242","0"
"0","10026","0","31082","60251","0","0","0","0","0","31022","60252","0"
"0","10027","0","31037","60261","0","0","0","0","0","31005","60262","0"
"0","10028","0","31009","60271","0","0","0","0","0","31051","60272","0"
"0","10029","0","31116","60281","0","0","0","0","0","31044","60282","0"
"0","10030","0","31085","60291","0","0","0","0","0","31029","60292","0"
"0","10031","0","31121","60301","0","0","0","0","0","31021","60302","0"
"0","10032","0","31089","60311","0","0","0","0","0","31002","60312","0"
"0","10033","0","31123","60321","0","0","0","0","0","31049","60322","0"
"0","10034","0","31090","60331","0","0","0","0","0","31011","60332","0"
"0","10035","0","31126","60341","0","0","0","0","0","31042","60342","0"
"0","10036","0","31126","60341","0","0","0","0","0","31042","60342","0"
"0","10037","0","31043","60361","0","0","0","0","0","31008","60362","0"
"0","10038","0","31107","60371","0","0","0","0","0","31046","60372","0"
"0","10039","0","31093","60381","0","0","0","0","0","31018","60382","0"
"0","10040","0","31028","60391","0","0","0","0","0","31033","60392","0"
"0","10041","0","31053","60401","0","0","0","0","0","31045","60402","0"
"0","10042","0","31130","60411","0","0","0","0","0","31065","60412","0"
