576c7eb843b308b0343b989147a1418a4ed3a349a32161644543209a9577d3e4,c461703033c629344666be80a4a336d8da568a8ef00a0981bed3cab15b348a19,74b2433d9e661de20c64092be74af851896c8682d847b27df43c77891a8fd9cd,50243abb3c9f1527a96189f3a35236b84256d5dc8cc9a8dcab3f2efd52085bf4,c976e771bac80d7a12158a5242fa9673877ea78f5c4fefbe5057663a206e5259,be9b37c1153ed08f68ccabd237d3e0504e033d3da38314436f45fbf4c276346c,9fe8f55db37142f8f3904e9cb920fbb83b6753af3e108159646b5d917d8c6983,d74f1371bd1fc1bb74e11d9de3adfb5d77ebbeb34ee7f165687fb05681717268,ef65ed8d4a2ad9a60a964b59e5d9083fe5f8af9f5e660060f2547a9ee6e69323,6564c0b6a5a9c71b35a87a03e1742732329bb0db5e4d1ca022150a990af28af3,3ffc907ec2328d007322d22ad3260286148cfca7eb48c80668dab74dbef5f337,738edc4b57953e260de07515cfd6add1613e5aff64cfcb97e553113f78834393,3d1c019a486770aa4ed17e7034a43d6fd67327c668d09ab10661db075cb57bdd,c348828bb213786ee65cb2fbb4a9d4a126609867c93e47d618a5ebb52fefdf3b,02680372e300a8d1bae4bdc4233021b73ec8faf158b5aa7cde3eec66e7ba6e36,f1ab54638becbe7052877a1f60258f944f21151f4326f6d9082e864228b730fd,8013d6d85b75315b6099fb11deaf504dda119fb7742a558406fdf50eb9291c61,555ba863791fbb12f52c3536b07a55aa7584600d5f6959abd14236b5a80ae3e2,f0e01afbfca9765a4c51a9d7a130258c89de4bf3867653d74f985a2bce7777b1,3d96096fdd62d2a8b17f6ecc8f65a48db54e64aa6278dadeccedb3be2879019f,710be0156e8f6c47131aeefa31281f2b99abbf32b8d1f32c75220346e2b415c8,4e6e296b8683ead66183b2915f513ddf82d80dc778f164347ce5485b6bad8fab,2680bd7483cedf7c3b1ea9c95643cf0fb79f26d967f33e1218a76cd1ef356c63,d81d204ecbb863ef6d88f856091d874b3c5d725ac7c1853c752475567f7bc982,c2a7190aee7100490e3507183d89d634889ea9477ebb28562ebef058509ef16a,08c9308aa6cb451ecfcf20b1f7952cd6491320bffcb53dc0b457a5d522d430ca,51b13aca06b69dbad9d53807081df8202e6a7bb6b54b520289efe6a27ad00369,30a0ad2267648af10465d0e4e76cc5bd5ef7374ae5ab5c93428f1603dced99d8,388d9865b6f2fc3dee9931be398a1073fd9be329062a63608e889b20420ca69c,30db15ec4e40799a0547135ddd86c0345a2e05d6dd1ded55e5fd48f02370628a,2df42a1838494408bf86b4310cdd9a8c2b8107f6d4d98f8b15f18babca6bd013
"60","1","0","1","15","鐵劍","0","四處都可買到，價格低廉的劍。\n對大多數習劍之人來說，這是他們\n第一次獲得的，很重要的一把劍。","0","0","101011","6","0","0","101011","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"60","1","0","1","0","殺手筆劍","0","外觀宛如一隻筆的短劍。\n攻擊力雖低，\n但十分方便攜帶。","0","0","101071","6","0","0","101071","1","0","0","0","0","0","0","7","25","0","0","1","0","0","0","0"
"60","1","0","1","0","木製拳套","0","能夠強化拳頭威力的木製武器。\n雖然做工簡樸，但比起徒手攻擊，\n可減輕對拳頭帶來的負擔","0","0","101101","4","0","0","101101","1","0","0","5","0","0","0","10","0","0","0","1","0","0","0","0"
"60","1","0","1","0","獵人弓","0","標準的木製弓。\n主要受到獵人們的喜愛，\n無論是射程或威力，\n都十分適合用來狩獵動物。","0","0","101131","3","0","0","101131","1","0","1","0","0","0","0","13","0","0","0","1","0","0","0","0"
"60","1","1","1","0","鋼之戟","0","士兵經常使用的戟。\n攻擊距離較長，且易於使用，\n所以經常被使用於戰鬥之中。","0","0","101161","4","0","0","101161","1","0","0","0","0","0","0","16","0","0","0","1","0","0","0","0"
"60","1","0","1","0","單手斧","0","小型單手斧。\n本來是要做為擲斧用的，\n但由於使用上非常方便，\n因此也被拿來當成近戰攻擊使用。","0","0","101191","8","0","0","101191","1","0","0","0","0","0","0","19","0","0","0","1","0","0","0","0"
"60","1","0","1","0","檀香之杖","0","以生長在神秘森林裡，\n名叫阿斯特賴亞檜木的檀木\n所削製而成的法杖。\n其散發的香氣能緩和傷者的心情。","0","0","101251","0","0","0","101251","1","0","0","0","0","0","0","25","0","0","0","1","8","0","0","0"
"60","2","0","1","50","皮革工作服","0","原本是工匠在穿的圍裙。\n上面的大口袋保留了原本的特徵。\n新人冒險者身上得攜帶的物品較多，\n所以這些口袋對他們來說非常重要。","0","0","101281","2","0","0","101281","1","0","0","0","0","0","0","28","0","0","0","2","0","0","0","0"
"60","2","0","1","55","旅行長袍","0","冒險者在最初時選擇的一套裝備。\n道具名稱蘊含了祝福冒險者\n踏出第一步的意思，\n因此名稱也成為賣點之一。","0","0","101371","0","0","0","101371","1","0","0","0","0","0","0","37","0","0","0","2","1","0","0","0"
"60","2","1","1","15","木製盾","0","以名為阿斯特賴亞雪松的針葉樹，\n所製作而成的盾。\n因為方便加工而且便宜，\n所以經常用在學生的模擬戰。","0","0","101401","2","0","0","101401","1","0","0","0","0","0","0","40","0","0","0","2","0","0","0","0"
