4477a3a05760f4230f5170e6a47c8a0a506a0f4feebe2aa680cd40044974868a,f06a3203d7826ab8077ce599cf5c5d61256a92995fc9e57537da3ef4683bfac8,d7f861cb81a03d6f92e4dfb7dc38fd660668e53bcfd1056980ff5ccb5fa42e88,64b28806e0d92cdc5ca17e43c46e721dd001803a5910cd9ea3b3bb29ceaef22a,02f08856aab9911b9ecd85f89d31f72294abd72cf13e97983ddff42fcd70c376,00595c25dc755ae86f4d0da8e18bb532d04768b5873400c535d93d28777063d9,013cce0eb49bef0c8dff2cc33d3e30f9610797fae41b625fc178a425858173f9,4ddcb97e8fd7f5645c691f90e19193425ddcd1b5875dbc626ff1d2eb349c75dd,142feb089d924235d6425a06737cb1adf05a3d5e6fd37c603975a582691aabd9,a92f856b087de1d4708acd2e6b7a7765fda795d34e5f314efd89c90349d492ab,1021abadd3b71c5833ef19f6c041bf92975ab827286880e6b5fa70a0b01b703f,6fc05e03519d64d6e0af23e455c1160fa27d35982dadb41b85504234b9aa2bbf,1a27eb8d62c2bc09a25bbeb77f44efd170426822f68f98dced12859ad3e287b9
"0","豬","狗","0","3110001","1","0","狼","0","0","豹","1","0"
"0","三","二","0","3110002","1","0","一","0","0","四","1","0"
"0","鰆","鱘","0","3110003","0","0","鱷","1","0","鮑","1","0"
"0","亭","要","0","3110004","1","0","花","0","0","也","1","0"
"1","椒","松","0","3110006","1","0","杉","0","0","椰","1","0"
"0","牢固地","禁食","0","3110007","1","0","快","1","0","容易","1","0"
"1","改正","收集","0","3110009","1","0","正確","1","0","得體","0","0"
"0","然後","不過","0","3110010","1","0","但是","0","0","因此","1","0"
"0","測量身高","步步身高","0","3110011","1","0","氣球往上身高","0","0","身高長高","1","0"
"0","好球","打擊","0","3110012","1","0","罷工","1","0","衝鋒","1","0"
"0","要","畚","0","3110013","1","0","必","0","0","奘","1","0"
"0","一","五","0","3110015","1","0","六","0","0","二","1","0"
"0","刀刃","突襲","0","3111001","1","0","公主","0","0","皇后","1","0"
"0","進攻","全體","0","3111002","1","0","治癒","0","0","炸裂","1","0"
"1","H","G","0","3120001","1","0","F","0","0","J","0","0"
"0","黑髮美女","白皮膚","0","3120002","1","0","金髮","0","0","藍色的","1","0"
"0","批准","制裁","0","3120006","0","0","反對","1","0","討伐","1","0"
"0","Dam","Sea","0","3120007","1","0","Salt Water","0","0","Distilled Water","1","0"
"0","豪華的","美味多汁的","0","3120008","1","0","性感的","0","0","悠閒的","1","0"
"0","提神物","精力恢復","0","3120010","1","0","茶點","1","0","重新再來","1","0"
"0","古怪的","古樸的","0","3120011","0","0","大量的","1","0","熟悉的","1","0"
"0","見異思遷","見獵心喜","0","3120012","1","0","三心二意","1","0","七上八下","0","0"
"1","滄海桑田","滴水穿石","0","3120013","1","0","百折不撓","0","0","精衛填海","1","0"
"0","灰身滅智","眉頭不伸","0","3120014","1","0","愁山悶海","0","0","豆重榆瞑","1","0"
"0","心花怒放","樂嗟苦咄","0","3120015","1","0","大喜若狂","1","0","幸災樂禍","0","0"
"1","孜孜不倦","席不暇暖","0","3120016","1","0","宵衣旰食","1","0","夙興夜寐","0","0"
"0","混帳精靈族","垃圾貓","0","3121001","1","0","羅莉老太婆","0","0","該死眼鏡女","1","0"
"0","鏡子","創造","0","3121002","1","0","物件","0","0","阿瓦隆","1","0"
"0","沈腰潘鬢","仙姿玉色","0","3130001","1","0","秀色可餐","0","0","龐眉皓髮","1","0"
"0","袖手旁觀","視如敝屣","0","3130002","1","0","視若無睹","1","0","視如草芥","0","0"
"0","五里夢中","四面受敵","0","3130004","1","0","前所未聞","0","0","嫌妻良母","1","0"
"0","自炊自擂","光明正大","0","3130005","1","0","專心一意","0","0","一期一繪","1","0"
"0","千鈞一髮","山明水秀","0","3130006","1","0","眉開眼笑","1","0","單刀直人","1","0"
"0","垂頭喪氣","三位一體","0","3130007","1","0","三人成虎","1","0","惺味盎然","1","0"
"1","如箭在弦","間不容髮","0","3130010","1","0","一髮千鈞","0","0","當風秉燭","1","0"
"1","下坂走丸","如魚得水","0","3130011","0","0","順水推舟","1","0","洪爐燎髮","1","0"
"1","漏泄春光","山盟海誓","0","3130013","1","0","連枝比翼","0","0","伉儷情深","0","0"
"1","老馬識途","見多識廣","0","3130014","0","0","事不師古","1","0","身經百戰","1","0"
"1","水火不容","白眉赤眼","0","3130016","1","0","針鋒相對","1","0","龍爭虎鬥","0","0"
"0","戰記","血盟","0","3131001","1","0","煉獄","0","0","真空","1","0"
"0","旅行","銷魂","0","3131002","1","0","絕頂","0","0","妄想","1","0"
"0","黃瓜","茄子","0","3210001","1","0","番茄","1","0","白蘿蔔","1","0"
"0","肝臟","腎臟","0","3210002","1","0","肺","0","0","心臟","1","0"
"0","循環系統","消化系統","0","3210003","1","0","呼吸系統","1","0","排泄系統","1","0"
"0","海參","章魚","0","3210005","1","0","烏賊","0","0","海葵","1","0"
"0","山豬","無尾熊","0","3210006","1","0","袋鼠","0","0","樹懶","1","0"
"0","臭蟲","丹鳥","0","3210008","1","0","火金姑","0","0","月娘","1","0"
"0","斑緣點藍蝶","白粉蝶","0","3210009","1","0","斑緣點粉蝶","0","0","斑緣點赤蝶","1","0"
"0","食指","中指","0","3210010","1","0","小指","0","0","拇指","1","0"
"0","C型","B型","0","3210011","1","0","A型","0","0","D型","1","0"
"0","寄居蟹","蛤蜊","0","3210013","1","0","蜆","0","0","蝦子","1","0"
"0","獅子","馬","0","3210014","1","0","兔子","0","0","狼","1","0"
"0","熊","鹿","0","3210015","1","0","犀牛","0","0","無尾熊","1","0"
"0","禊","初音","0","3211001","1","0","鈴奈","0","0","咲戀","1","0"
"0","祈梨","嘉夜","0","3211002","1","0","帆稀","1","0","美冬","1","0"
"0","螞蟻","蜘蛛","0","3220001","1","0","蜈蚣","0","0","水黽","1","0"
"0","青蛙","蚯蚓","0","3220002","1","0","蝗蟲","0","0","人類","1","0"
"0","飛魚","岩魚","0","3220003","1","0","鹿角魚","0","0","鮟鱇魚","1","0"
"0","金魚","鬥魚","0","3220006","1","0","孔雀魚","0","0","青鱂魚","1","0"
"0","向日葵","風信子","0","3220007","1","0","鬱金香","0","0","蒲公英","1","0"
"0","藍鯨","抹香鯨","0","3220009","1","0","露脊鯨","1","0","鯨鯊","1","0"
"0","日本松雀鷹","穿山甲","0","3220011","1","0","台灣黑熊","1","0","亞洲錦蛙","1","0"
"0","草莓","哈密瓜","0","3220012","1","0","西瓜","1","0","香蕉","1","0"
"0","二氧化碳","光照","0","3220013","1","0","水","1","0","氧氣","1","0"
"0","團藻","蚤狀溞","0","3220014","1","0","水綿","1","0","寬翅紡織娘","1","0"
"0","西施","巴哥","0","3220015","1","0","吉娃娃","1","0","索馬利","1","0"
"0","海蟑螂","毛毛蟲","0","3220016","1","0","綠介殼蟲","0","0","眼蟲","1","0"
"0","優花梨","美美","0","3221001","1","0","莫妮卡","0","0","鏡華","1","0"
"0","莫妮卡","栞","0","3221002","1","0","智","1","0","初音","1","0"
"0","老鼠","羊","0","3230001","1","0","牛","0","0","獅子","1","0"
