5852ec46449443abb61ae4344b2f218f950ffe0d0e9f31d5ae5ce1d59e6241fb,07ad5c48314a593b7b95f4d16a352f0144027b80177f5e7fa0c4b152b0ae9be6,f3e3b3160aa6588c2b7f8af09e75d9e320ec607d3443eb0fcc34ae6669da613a,260f9ce586a98ba6e7d806f4a81e43515dfd1c4183ef95a413e6d39dc5bffb6e,fadb07fccb4dacb683074f13e4dd3b73af555332d09ca69446aa2b1ff7b5614d,594de8cbcdb12f3b2482ad667f8892dec28e8d035c7cc64079fca669fb05606c,d6e8338bb9ccf645ba9a88029db5cc824e9e02baba39afd314cbf7ab6e5eab97,8aeb557e6437c3507807b0c65d4ba845f4f865f4c32b45b69571e53a1897fd75,7b24788be66b2a02cb5dfa39f8ab285e852551e9c81ddba6427cb53b01434f30,5817b26b27c2a752a783f2e228050dfe021c2958d26d786f469f1120172f67f9,d7a6e2bf459a2e3d21b33fa4a172505671b0089fe4145ba8c145a75db84c0059,8fd6703d9c4f37e93f692efd6e841542b489d1284410afc5fc99b1484d4480ce,fad8eecac9b5c9640ea6605759c16b6abc935d9392997776e91aafe0d03d0ae9,59dc76db0ab2504f968d19f416469ad995c98096146f50179c82777f6dcee7ec,5683f9b53553b4e3c0947746b069816fa7571d4ecde7f48f172de1930db6899a,d1533a8829e5d86bb28a03a41856e1e95bdaf2fdc35f9b9697aae7df8cb8368c,5db6b65bd287eb60103c7c88bf8dbf477b68fd4be6b19c07c0a4e67fa18576c2,902c0056a9072f492bd569d7f2ee9b9766d0f8d782a9d2e81731e593dc3b34ed,d27905dd806130a982c5c936df2437834c267703905d83e731178392d0bcd9f6,83f21010741770406ea2bd24f1c93da6e716dbc9de335da65b2406a97edeed38,238d8a0df6cfe4f33173bb19a04082c1534516b5fa541e667344d05637ae2880
"600","EnemyD","NONE","1000","0","NONE","0","AccelBoardA","NONE","0","NONE","SpeedTerritoryA","2500","JumpOverTrap","0","1800","1000","NONE","0","3100","EnemyA"
"500","SpeedTerritoryA","NONE","1001","0","NONE","0","AccelBoardA","NONE","0","NONE","WholeCake","2000","AccelBoardA","0","1300","800","NONE","0","3000","EnemyC"
"400","SpeedTerritoryA_NoColl","NONE","1002","0","NONE","0","EnemyA_NoColl","NONE","0","NONE","EnemyB_NoColl","1600","TrapA_NoCall","0","1300","1000","NONE","0","2000","Balloon"
"700","EnemyB","NONE","1003","0","NONE","0","AccelBoardA","NONE","0","NONE","JumpOverTrap","3000","AccelBoardA","0","2300","1500","NONE","0","3300","JumpOverTrap"
"800","JumpOverTrap","NONE","1004","0","NONE","0","EnemyA","NONE","0","NONE","SpeedTerritoryA","2700","NONE","0","1900","1300","NONE","0","0","JumpOverTrap"
"300","SpeedTerritoryA","NONE","1005","0","NONE","0","JumpOverEnemyC","NONE","0","NONE","AccelBoardA","2600","EnemyC","0","2000","1500","NONE","0","3300","JumpBoard"
"700","TrapA","NONE","1006","0","NONE","0","TrapA","NONE","0","TrapA","JumpOverTrap","2500","AccelBoardA","3700","1800","1300","NONE","0","3000","EnemyA"
"500","JumpOverTrap","NONE","1007","0","NONE","0","EnemyC","NONE","0","NONE","EnemyC","2400","JumpOverTrap","0","1800","1300","NONE","0","3100","AccelBoardA"
"500","EnemyC","NONE","1008","0","NONE","0","JumpBoard","NONE","0","EnemyC","AccelBoardA","2700","JumpOverTrap","3700","2300","1100","NONE","0","3400","AccelBoardA"
"400","EnemyA_NoColl","NONE","1009","0","NONE","0","TrapA_NoCall","NONE","0","SpeedTerritoryA","JumpOverTrap","2900","JumpOverTrap","3700","2000","1000","NONE","0","3300","Balloon"
"400","JumpOverTrap","NONE","1010","0","NONE","0","SpeedTerritoryA","NONE","0","NONE","EnemyB","3000","JumpOverTrap","0","2200","1400","NONE","0","3500","JumpOverTrap"
"400","JumpBoard","NONE","1011","0","NONE","0","SpeedTerritoryA","NONE","0","AccelBoardA","JumpOverTrap","2400","EnemyA","3300","1500","900","NONE","0","2800","EnemyH"
"300","SpeedTerritoryA_NoColl","NONE","1012","0","NONE","0","SpeedTerritoryA_NoColl","NONE","0","NONE","JumpBoard","2850","EnemyB","0","2200","1200","NONE","0","3750","Balloon"
"900","TrapA","NONE","1013","0","NONE","0","AccelBoardA","NONE","0","NONE","EnemyH","2600","TrapA","0","2100","1400","NONE","0","3300","SpeedTerritoryA"
"400","TrapA","NONE","1014","0","JumpOverEnemyB","0","SpeedTerritoryA","NONE","3500","AccelBoardA","JumpOverEnemyB","2200","JumpOverTrap","3000","1800","1400","NONE","0","2600","WholeCake"
"600","SpeedTerritoryA_NoColl","NONE","1015","0","NONE","0","EnemyA_NoColl","NONE","0","NONE","TrapA_NoCall","2500","EnemyC","0","1900","1100","NONE","0","3700","Balloon"
"600","AccelBoardA","NONE","1016","0","NONE","0","EnemyB","NONE","0","NONE","TrapA","3300","NONE","0","2300","1400","NONE","0","0","AccelBoardA"
"400","WholeCake","NONE","1017","0","NONE","0","EnemyB","NONE","0","NONE","AccelBoardA","2500","TrapA","0","1600","1200","NONE","0","3300","AccelBoardA"
"600","Balloon","NONE","1018","0","NONE","0","TrapA","NONE","0","EnemyB_NoColl","EnemyB_NoColl","1900","EnemyA_NoColl","2900","1100","900","NONE","0","2400","TrapA"
"500","TrapA","NONE","1019","0","NONE","0","TrapA","NONE","0","TrapA","EnemyA","2500","AccelBoardA","3800","2000","1200","NONE","0","3000","TrapA"
"400","TrapA","NONE","1020","0","EnemyH","0","JumpBoard","NONE","3700","EnemyH","TrapA","2300","TrapA","3100","1900","900","NONE","0","2700","AccelBoardA"
"400","EnemyA_NoColl","NONE","1021","0","NONE","0","Balloon","NONE","0","NONE","TrapA_NoColl","2400","AccelBoardA","0","1550","700","NONE","0","3400","EnemyB"
"800","TrapA","NONE","1022","0","NONE","0","TrapA","NONE","0","NONE","AccelBoardA","2500","SpeedTerritoryA","0","1800","1200","NONE","0","3400","EnemyC"
"500","JumpOverEnemyC","NONE","1023","0","NONE","0","TrapA","NONE","0","TrapA","WholeCake","2000","TrapA","3500","1500","1000","NONE","0","3000","EnemyD"
"400","EnemyA_NoColl","NONE","1024","0","JumpOverEnemyC","0","Balloon","NONE","3700","TrapA","SpeedTerritoryA_NoColl","1800","EnemyB_NoColl","3200","1300","600","NONE","0","2300","EnemyC"
"900","AccelBoardA","NONE","1025","0","NONE","0","AccelBoardA","NONE","0","NONE","AccelBoardA","2700","AccelBoardA","0","2000","1300","NONE","0","3400","EnemyB"
"400","WholeCake","NONE","1026","0","NONE","0","AccelBoardA","NONE","0","NONE","JumpBoard","2500","NONE","0","1500","800","NONE","0","0","EnemyB"
"400","Balloon","NONE","1027","0","NONE","0","TrapA","NONE","0","JumpBoard","EnemyB_NoColl","1700","EnemyA_NoColl","3100","700","630","NONE","0","2600","SpeedTerritoryA"
"600","EnemyH","NONE","1028","0","NONE","0","AccelBoardA","NONE","0","NONE","TrapA","2700","AccelBoardA","0","2300","1400","NONE","0","3200","SpeedTerritoryA"
"500","SpeedTerritoryA","NONE","1029","0","NONE","0","TrapA","NONE","0","NONE","WarpGateA","2500","NONE","0","1700","1000","NONE","0","0","EnemyD"
"500","AccelBoardA","NONE","1030","0","NONE","0","AccelBoardA","NONE","0","SpeedTerritoryA","TrapA","2500","TrapA","3500","2000","1500","NONE","0","2800","WholeCake"
"350","SpeedTerritoryA_NoColl","NONE","1031","0","NONE","0","SpeedTerritoryA_NoColl","NONE","0","AccelBoardA","TrapA","2900","EnemyH","3500","2200","1200","NONE","0","3200","Balloon"
"700","EnemyA","NONE","1032","0","NONE","0","EnemyA","NONE","0","NONE","NONE","0","NONE","0","3000","1500","NONE","0","0","AccelBoardA"
"700","EnemyA","NONE","1033","0","NONE","0","AccelBoardA","NONE","0","NONE","SpeedTerritoryA","3100","NONE","0","2200","1400","NONE","0","0","TrapA"
"500","JumpOverEnemyC","NONE","1034","0","NONE","0","JumpOverTrap","NONE","0","SpeedTerritoryB","JumpOverEnemyD","2500","JumpOverEnemyA","3500","2000","1000","NONE","0","3000","TrapA"
"400","TrapA","NONE","1035","0","EnemyB_NoColl","0","EnemyD","NONE","3100","TrapA_NoCall","Balloon","1500","EnemyB_NoColl","2700","1200","800","NONE","0","2300","JumpOverTrap"
"500","TrapA","NONE","1036","0","NONE","0","SpeedTerritoryA","NONE","0","NONE","NONE","0","NONE","0","2700","1200","NONE","0","0","AccelBoardA"
"500","TrapA","NONE","1037","0","NONE","0","AccelBoardA","NONE","0","NONE","AccelBoardA","3000","NONE","0","2000","1000","NONE","0","0","EnemyH"
"500","AccelBoardA","NONE","1038","0","NONE","0","WholeCake","NONE","0","AccelBoardA","EnemyB","2700","AccelBoardA","3500","2200","1000","NONE","0","3000","SpeedTerritoryB"
"800","WarpGateA","NONE","1039","0","NONE","0","TrapA","NONE","0","NONE","NONE","2400","NONE","0","2500","1700","NONE","0","3100","SpeedTerritoryA"
"500","JumpOverEnemyA","NONE","1040","0","NONE","0","EnemyD","NONE","0","NONE","JumpOverEnemyA","1800","WarpGateA","0","1400","1000","NONE","0","2500","EnemyB"
"1000","AccelBoardA","NONE","1041","0","NONE","0","TrapA","NONE","0","NONE","EnemyD","2800","AccelBoardA","0","2000","1500","NONE","0","3300","TrapA"
"500","AccelBoardA","NONE","1042","0","NONE","0","TrapA","NONE","0","AccelBoardA","WholeCake","1800","JumpOverEnemyA","3300","1300","900","NONE","0","2700","TrapA"
"500","AccelBoardA","NONE","1043","0","NONE","0","EnemyC","NONE","0","NONE","EnemyD","2200","TrapA","0","1500","1100","NONE","0","2700","AccelBoardA"
"500","JumpBoard","NONE","1044","0","NONE","0","EnemyC","NONE","0","NONE","SpeedTerritoryB","3300","NONE","0","2300","1400","NONE","0","0","AccelBoardA"
"1280","AccelBoardA","NONE","1045","0","NONE","0","AccelBoardA","NONE","0","NONE","AccelBoardA","2700","NONE","0","2300","1900","NONE","0","0","EnemyB"
"400","AccelBoardA","NONE","1046","0","NONE","0","AccelBoardA","NONE","0","NONE","EnemyB","2000","JumpBoard","0","1300","900","NONE","0","2500","AccelBoardA"
"700","WarpGateA","NONE","1047","0","NONE","0","AccelBoardA","NONE","0","NONE","NONE","0","NONE","0","2400","1500","NONE","0","0","SpeedTerritoryB"
"550","TrapA","NONE","1048","0","NONE","0","AccelBoardA","NONE","0","NONE","TrapA","3100","NONE","0","2500","1600","NONE","0","0","EnemyH"
"500","AccelBoardA","NONE","1049","0","NONE","0","WholeCake","NONE","0","TrapA","JumpOverTrap","2500","TrapA","3500","2000","1000","NONE","0","3000","SpeedTerritoryB"
"600","JumpOverTrap","NONE","1050","0","NONE","0","JumpOverTrap","NONE","0","JumpOverTrap","JumpOverTrap","2400","JumpOverTrap","3600","1800","1200","NONE","0","3000","JumpOverTrap"
