d5c3a526196fbee83f562ed65aa5362162fad1f2089d8007d827b0fd1285a2e6,43acae5b45341a92e170134b4991d569ccd93f58f372b490ca7e86e90cf2add3,67fc41aa7c2d77b0b976ecb2ca1581e51b0ce54684b0b022e4044386c263f25b,82970d28409cd39975c794257be1e1888b141170ff0dab346a9d517cf584e5cf,9342219a9c6d8037e9ed20a332b4ec4bbe8114f24f7afee50e4c78eb9587d71a,11c42ba8e34920dcd4b1bc19ad9a7099707848500e73ac080c55c9d9be5e4438,a84af554da806b4978ccbb62fda6da12e22e772bf9bd785ab5b679c8b7e4f0b1,cda6dbda66062f7305152a0a6651454a4ff7ebc14e198926f08d1cdc100b0a8b,558a1e67063f8c17762ced7dce5d8892a9acae5bb32fa54d407b5a684ac34ee2,fed9a3f10a0bdb0ec5e8e48f2a40694c8d22087dd4e9f17b6863d5bfc24ff516
"5000000","0","0","101","25101","111","0","3","2","0"
"5000000","0","0","201","25101","211","0","3","2","0"
"5500000","0","0","301","25101","311","0","2","2","0"
"5500000","0","0","401","25101","411","0","2","2","0"
"6000000","0","0","501","25101","511","0","3","2","0"
"6000000","0","0","601","25101","611","0","2","2","0"
"6500000","0","0","701","25101","711","0","2","2","0"
"6500000","0","0","801","25101","811","0","2","2","0"
"7000000","0","0","901","25101","911","0","3","2","0"
"7000000","0","0","1001","25101","1011","0","2","2","0"
"7500000","0","1112","1101","25101","1111","0","2","2","0"
"7500000","0","1212","1201","25101","1211","0","2","2","0"
"8000000","0","0","1301","25101","1311","0","3","2","0"
"8000000","0","0","1401","25101","1411","0","2","2","0"
"8500000","0","0","1501","25101","1511","0","2","2","0"
"8500000","0","0","1601","25101","1611","0","2","2","0"
"9000000","0","0","1701","25101","1711","0","3","2","0"
"9000000","0","1812","1801","25101","1811","0","2","2","0"
"9500000","0","0","1901","25101","1911","0","2","2","0"
"9500000","0","0","2001","25101","2011","0","2","2","0"
"10000000","0","0","2101","25101","2111","0","3","2","0"
"10000000","0","0","2201","25101","2211","0","2","2","0"
"10500000","0","0","2301","25101","2311","0","2","2","0"
"10500000","0","0","2401","25101","2411","0","2","2","0"
"11000000","0","0","2501","25101","2511","0","3","2","0"
"11000000","0","2612","2601","25101","2611","0","2","2","0"
"11500000","0","2712","2701","25101","2711","0","2","2","0"
"11500000","0","2812","2801","25101","2811","0","2","2","0"
"12000000","0","0","2901","25101","2911","0","3","2","0"
"12000000","0","3012","3001","25101","3011","0","2","2","0"
"12500000","0","0","3101","25101","3111","0","2","2","0"
"12500000","0","0","3201","25101","3211","0","2","2","0"
"13000000","0","0","3301","25101","3311","0","3","2","0"
"13000000","0","0","3401","25101","3411","0","3","2","0"
"13500000","0","0","3501","25101","3511","0","3","2","0"
"13500000","0","0","3601","25101","3611","0","3","2","0"
"13500000","0","0","3701","25101","3711","0","3","2","0"
"14000000","0","3812","3801","25101","3811","0","3","2","0"
"14000000","0","0","3901","25101","3911","0","3","2","0"
"14000000","0","0","4001","25101","4011","0","3","2","0"
"14500000","0","0","4101","25101","4111","0","3","2","0"
"14500000","0","4212","4201","25101","4211","0","3","2","0"
