98d45d57dacaf923d01a058120b5d53e4e6a250a0be943e1e39c11cd7b2fc28e,75d869b218244a550c6c2c35e74eee1ec62c385a290291a66c6388709dcc3a64,b122c987dbfffccfe68bb989872c3f2a857b8019f328b9c1fa208087515f0bbc,1c283570b25e7b8d22dc96d2c5de5e39c374bce573810f4192ad32989255698f,d891e5b61e2131e766455ec965c93ea74c2ce7152b9de942b1217abe3d0de4e7,a33210277aefb4325fd80ac8c4b2dc6690fd2628cdd7cadcdcf70c681041e4da,0d8b539de2ae4803ae5d75ae5dcc0eb9d0af4e88283d3ef6026192d6faff20f8,14ddc015be4fccbe1ce6791813c9dd209d7e43a14458e249c9dab56e965fe39c,9854abf047825175b3837fab28059c388f617d4e946fd1b8de137df5c3a97fd5,76845269b83a7f731cd5dce357d27b94f828cd8ac2a8eb740df379c40f49a0d0,e20816a9cd654c1e6b9d1cab10a7ea0e6773a72641e1aa3a3f337dae3177bfef,fe894c443990db1408f3c0f719d5e6c2fce6bcc1fdf164b2d1bd4d7e79625354,34eecda1223f65f704e02af31d7023fc10a62f0ef41117ee54c464396b2a6640,df7bbf4b6a2db78ba73ec3a0ba7adbc3e1df4c20b76249b4d1832b8f886fdeb2
"2018/09/19 15:59:59","0","601","10001","1","0","挑戰席茲1次（NORMAL、HARD共通）","0","61001001","61001001","101","9012","2018/08/28 16:00:00","6008"
"2018/09/19 15:59:59","0","601","10001","10","0","完成10次活動冒險","0","61001002","61001002","102","9004","2018/08/28 16:00:00","6004"
"2018/10/28 15:59:59","0","601","10002","1","0","挑戰阿爾瑪1次（NORMAL、HARD共通）","0","61002001","61002001","101","9012","2018/10/03 16:00:00","6008"
"2018/10/28 15:59:59","0","601","10002","10","0","完成10次活動冒險","0","61002002","61002002","102","9004","2018/10/03 16:00:00","6004"
"2018/11/25 15:59:59","0","601","10003","1","0","挑戰食屍巨狼1次（NORMAL、HARD共通） ","0","61003001","61003001","101","9012","2018/11/01 15:59:59","6008"
"2018/11/25 15:59:59","0","601","10003","10","0","完成10次活動冒險","0","61003002","61003002","102","9004","2018/11/01 15:59:59","6004"
"2018/12/24 15:59:59","0","601","10004","1","0","挑戰1次天塔帕斯（全難度共通）","0","61004001","61004001","101","9012","2018/12/01 16:00:00","6008"
"2018/12/24 15:59:59","0","601","10004","10","0","完成10次活動冒險","0","61004002","61004002","102","9004","2018/12/01 16:00:00","6004"
"2019/01/25 15:59:59","0","601","10005","1","0","挑戰1次島鯨（全難度共通）","0","61005001","61005001","101","9012","2019/01/03 16:00:00","6008"
"2019/01/25 15:59:59","0","601","10005","10","0","完成10次活動冒險","0","61005002","61005002","102","9004","2019/01/03 16:00:00","6004"
