9e58b9dc32f4b7b4c2d9f7673a1e825079f921ff9d7740577278c8a5c86d9af5,8f519b6f4a3b04181d642266ee28d2d5c42d3b8d745905142bb404ffdea3ead6,8bbdc12b8210b0da25ecb8ef153997431558f9d2408ccaf8fc7687e99eaf1319,8629d333abd94c6cebad6716ca5088c3bad6de29193d2c0d8e688ed661c837c0,d0f3c6ad61dacb36de2c6a500ad26eb6bf8ccc2628e6efb4189db2f90307ca7b,be22d0f52cc09aa57f280836ec292ac5bb2b25ce7c4287cb8c3223a8fe3a84ae,769b910f1ae7dd77245b03a1c9881f304f6c27789f40f30129b5f59e5419e02b,2031f6f948e1c6eabd9fc56e33d5a5eb450f61a9e40fae91852e3246d90c7f4c,6c65ee70185b35ba969c5aac57b0148d533498931ee07a26e86d264ee6616106,9b9c2e7d1e91d9d88457767eb528a5eb018a284f83d2b11739ae86092ff73e54,40eb2e3756689512ff2cf018906468163ffddef57d5b1d6751316ba8f07db692
"380000","0","380000","2018/08/08 15:59:59","0","1","0","0","2015/04/01 15:00:00","30001","1"
"380000","0","380000","2018/08/20 15:59:59","0","1","0","0","2018/08/08 16:00:00","30002","2"
"380000","0","380000","2018/08/31 15:59:59","0","1","0","0","2018/08/20 16:00:00","30003","3"
"380000","0","380000","2018/09/14 15:59:59","0","1","0","0","2018/08/31 16:00:00","30004","4"
"380000","0","380000","2018/09/21 15:59:59","0","1","0","0","2018/09/14 16:00:00","30005","5"
"380000","0","380000","2018/10/09 15:59:59","0","1","0","0","2018/09/21 16:00:00","30006","6"
"380000","0","380000","2018/10/22 15:59:59","0","1","0","0","2018/10/09 16:00:00","30007","7"
"380000","0","380000","2018/11/08 15:59:59","0","1","0","0","2018/10/22 16:00:00","30008","8"
"380000","0","380000","2018/11/15 15:59:59","0","1","0","0","2018/11/08 16:00:00","30009","9"
"380000","0","380000","2018/11/30 15:59:59","0","1","0","0","2018/11/15 16:00:00","30010","10"
"380000","0","380000","2018/12/13 15:59:59","0","1","0","0","2018/11/30 16:00:00","30011","11"
"380000","0","380000","2018/12/27 15:59:59","0","1","0","0","2018/12/13 16:00:00","30012","12"
"380000","0","380000","2019/01/22 15:59:59","0","1","0","0","2019/01/09 16:00:00","30014","14"
"380000","0","380000","2019/02/01 11:59:59","0","1","0","0","2019/01/22 16:00:00","30015","15"
"0","0","380000","2019/02/04 23:59:59","380000","2","0","380000","2019/02/01 12:00:00","50018","16"
"380000","0","380000","2019/02/27 15:59:59","0","1","0","0","2019/02/13 16:00:00","30016","17"
"380000","0","380000","2019/03/13 15:59:59","0","1","0","0","2019/02/27 16:00:00","30017","18"
"380000","0","380000","2019/03/27 15:59:59","0","1","0","0","2019/03/13 16:00:00","30019","20"
"380000","0","380000","2019/04/03 15:59:59","0","1","0","0","2019/03/27 16:00:00","30020","21"
"380000","0","380000","2019/04/19 15:59:59","0","1","0","0","2019/04/03 16:00:00","30021","22"
"380000","0","380000","2019/05/07 15:59:59","0","1","0","0","2019/04/19 16:00:00","30022","23"
"0","0","380000","2019/05/14 15:59:59","380000","2","0","380000","2019/05/07 16:00:00","50023","24"
"380000","0","380000","2019/06/17 15:59:59","0","1","0","0","2019/06/03 16:00:00","30025","25"
"380000","0","380000","2019/07/01 15:59:59","0","1","0","0","2019/06/17 16:00:00","30026","26"
"0","0","380000","2019/07/15 15:59:59","380000","2","0","380000","2019/07/01 16:00:00","50027","27"
"380000","0","380000","2019/07/26 15:59:59","0","1","0","0","2019/07/15 16:00:00","30028","28"
"380000","0","380000","2019/08/01 15:59:59","0","1","0","0","2019/07/26 16:00:00","30029","29"
"380000","0","380000","2019/08/15 15:59:59","0","1","0","0","2019/08/01 16:00:00","30031","30"
"380000","0","380000","2019/08/28 15:59:59","0","1","0","0","2019/08/15 16:00:00","30032","31"
"0","0","380000","2019/09/09 15:59:59","380000","2","0","380000","2019/09/02 16:00:00","50033","33"
"380000","0","380000","2019/09/20 15:59:59","0","1","0","0","2019/09/17 16:00:00","30035","34"
"380000","0","380000","2019/10/01 15:59:59","0","1","0","0","2019/09/20 16:00:00","30036","35"
"380000","0","380000","2019/10/15 15:59:59","0","1","0","0","2019/10/01 16:00:00","30037","36"
"380000","0","380000","2019/10/18 15:59:59","0","1","0","0","2019/10/15 16:00:00","30038","37"
"380000","0","380000","2019/11/01 15:59:59","0","1","0","0","2019/10/18 16:00:00","30039","38"
"380000","0","380000","2019/11/15 15:59:59","0","1","0","0","2019/11/01 16:00:00","30040","39"
"380000","0","380000","2019/11/19 15:59:59","0","1","0","0","2019/11/15 16:00:00","30041","40"
"380000","0","380000","2019/12/02 15:59:59","0","1","0","0","2019/11/19 16:00:00","30042","41"
"380000","0","380000","2019/12/13 15:59:59","0","1","0","0","2019/12/02 16:00:00","30043","42"
"380000","0","380000","2019/12/16 15:59:59","0","1","0","0","2019/12/13 16:00:00","30044","43"
"380000","0","380000","2020/01/02 15:59:59","0","1","0","0","2019/12/30 16:00:00","30046","45"
"380000","0","380000","2020/01/10 15:59:59","0","1","0","0","2020/01/02 16:00:00","30047","46"
