469c2e887f7bfa26802e82284258205ad8c0dabeefcc33e964f805353bbca504,93c13daff9baa9562e91bb84e2268fa5f21734d4e04d9e0dba9102ba03b21f13,c158f4989309b72c020bcc0650499f18d5d3cce16036e3d21e6569e795bdc5d6,09e7604dde053ab90960d45f06f887041e3a616d5804b3c00b6d1172e2e81d81,a2d7dfcd83c59bf8889c286e46d5a610ad4ba698fa87bc1aeb9eac04720179ee
"10153102","1","6017101","信賴度","10153"
"10168102","1","6144101","信賴度","10168"
"0","1","0","信賴度","20015"
"0","1","0","信賴度","20017"
"0","1","0","信賴度","20018"
"0","1","0","信賴度","20019"
"0","1","0","信賴度","20020"
"0","1","0","信賴度","20022"
"0","1","0","信賴度","20023"
"0","1","0","信賴度","20024"
"0","1","0","信賴度","20025"
"0","1","0","信賴度","20026"
"0","1","0","信賴度","20028"
"0","1","0","信賴度","20029"
"0","1","0","信賴度","20030"
"0","1","0","信賴度","20031"
"0","1","0","信賴度","20032"
"0","1","0","信賴度","20035"
"0","1","0","信賴度","20037"
"0","1","0","信賴度","20038"
"0","1","0","信賴度","20042"
"0","1","0","信賴度","20043"
"0","1","0","信賴度","20048"
"0","1","0","信賴度","20049"
"0","1","0","信賴度","20051"
"0","1","0","信賴度","20054"
"0","1","0","信賴度","20055"
"0","1","0","信賴度","20056"
"0","1","0","信賴度","20061"
"0","1","0","信賴度","20066"
