e5198c30eaba5e79e2d915b57670c16442bfa4b2e2d10f61d77e4a07b12f8918,24a39cea4e134fbf3f141fb2ddd913195d1d49b3628c11b510536853ff68c4cd,9e64a4c42cd8a57d8411ea2793ad9d7607bfd20cafd3b60f491d255c1ebbcc9f,baab47c5469fd075ff2069a84a1226e2f1a11e25cdf5226c789cb6e891bf0929,6d16621bf65c123061e7818c207e3e71a81146eba02630eb70f59f78c2178d59,79dea3b7bc2d0bdb5813e6ca673fc97ccf864de8f2c9fbc9d2bcf03dc09c475c,0c6bf7bf2214a3b5d4b65d2674f86e75ffd7cd111a00dcd25aaec842f51bd645,d014077a411380b38df0a81029b155616ccfa794b2fa22ad1938320ee93a43c7,d1026508ffd3e41553dd6a43cbbb1c8dfef629404c322504695471e90ae97993,0b36faa94dc26d2ac02dba28602d72183d9b7832d83e7920d648c916820f64ee,a72d477f4bf14ed8da05e245b92be5ebb8aad5ee1266199cdfeab1fea5ef8ded,79a6088d65929b657a49dacc5d8b6b4889a876b37a5f3581ddd85a9f3024d536,58aefabd083d553edfbeb90dabd31a4a725648f51f33ae8c6ac66b34b5fdc6f0,0aef5c9b7ad1c84815a60480fc8dadc5fe5ae18457827c99b20f7659a5e71602,178d0b9c623122ec66892738bf7b8a24d5841d117a2877671533d8b6b2140e5b,f014c9fc9c10f635126523f16e24df3729969efde7f28a2498066f17c4bb0026
"0","4","0","1","101281","0","101011","0","0","0","1","4","110010011","0","0","0"
"0","4","0","1","101521","0","101251","0","0","0","1","4","110010021","0","0","0"
"0","4","0","1","101431","0","101161","0","0","0","1","4","110010031","0","0","0"
"0","4","0","1","101551","0","101371","0","0","0","1","4","110010041","0","0","0"
"0","4","0","1","101611","0","101161","0","0","0","1","4","110010051","0","0","0"
"0","4","0","1","101401","0","101071","0","0","0","1","4","110010061","0","0","0"
"0","4","0","1","101581","0","101251","0","0","0","1","4","110010071","0","0","0"
"0","4","0","1","101611","0","101281","0","0","0","1","4","110010081","0","0","0"
"0","4","0","1","101551","0","101131","0","0","0","1","4","110010091","0","0","0"
"0","4","0","1","101611","0","101011","0","0","0","1","4","110010101","0","0","0"
"0","4","0","1","101011","0","101191","0","0","0","1","4","110020011","0","0","0"
"0","4","0","1","101371","0","101251","0","0","0","1","4","110020021","0","0","0"
"0","4","0","1","101551","0","101401","0","0","0","1","4","110020031","0","0","0"
"0","4","0","1","101611","0","101521","0","0","0","1","4","110020041","0","0","0"
"0","4","0","1","101581","0","101281","0","0","0","1","4","110020051","0","0","0"
"0","4","0","1","101611","0","101251","0","0","0","1","4","110020061","0","0","0"
"0","4","0","1","101431","0","101071","0","0","0","1","4","110020071","0","0","0"
"0","4","0","1","101581","0","101131","0","0","0","1","4","110020081","0","0","0"
"0","4","0","1","122371","0","102163","0","0","0","1","4","110020091","0","0","0"
"0","4","0","1","102581","0","102013","0","0","0","1","4","110020101","0","0","0"
"0","4","0","1","102551","0","102252","0","0","0","1","4","110020111","0","0","0"
"0","4","0","1","102612","0","102222","0","0","0","1","4","110020121","0","0","0"
"0","4","0","1","102551","0","122493","0","0","0","1","4","110030011","0","0","0"
"0","4","0","1","102612","0","122491","0","0","0","1","4","110030021","0","0","0"
"0","4","0","1","102252","0","102163","0","0","0","1","4","110030031","0","0","0"
"0","4","0","1","102192","0","102222","0","0","0","1","4","110030041","0","0","0"
"0","4","0","1","102131","0","102013","0","0","0","1","4","110030051","0","0","0"
"0","4","0","1","102101","0","102014","0","0","0","1","4","110030061","0","0","0"
"0","4","0","1","122282","0","102041","0","0","0","1","4","110030071","0","0","0"
"0","4","0","1","122342","0","122312","0","0","0","1","4","110030081","0","0","0"
"0","4","0","1","122401","0","122372","0","0","0","1","4","110030091","0","0","0"
"0","4","0","1","122521","0","122432","0","0","0","1","4","110030101","0","0","0"
"0","4","0","1","102582","0","102552","0","0","0","1","4","110030111","0","0","0"
