e699a7ac980ccb8ec4caaeffeab6fbe39897a602d71217d37ddef74495c42210,512a400cc30c9775b9bc07cb7e49bad8000ca29aa64905d355893c17f6cdbfd4,3d7965060b0cba28d36e9e2237cbbe23d4b1fe4af54153e0e459d6b4caba4654,8901a5702dd85e19b5b27a1356c259f5872350ab9f5ab48a1c3b43a5587c5c60,9d6f79f12421c0b9d4cd2949c0043b08549dc15f3c55e2ea308c9d788aba6fae,0df0cf9a035f9b4824ca4a09f43b6f1859b6c6b6e0236a31525453bd296d4f11,9da36f11734a89bb852cd778fc797ad3e39ab921fdb405a79561a4b0f01127d8,73f71011f30f34a881958775081dbf8005725deeb0a36acc253504aded684fb2,eef35b5b469ad5a08d43fdeebb7b7473fcce4bd7b6e4b62a2d5fc97fe6796554,3c4fa797242f9f60d2931316fd98a1146026d3fbc7b43547107e5671258fcb79,491dd73d456f5c78b50478bfedc6a96c51d8e6eadd456059d30d835564cec8ca,3f390393bfe917865c5b81b30757359345cd969ac509b72a2953f6d1d49fca31,4a69a6d370962ef13679e538a066b329894ce23e163014c66a8ce2ed6d34649c,55c0f18f0e694e7c284cebc6198d530e89779445ea6bd31bb45a99ce7eac2819,f2cd4da0210533e14692f204edbbbc25190cda19eeb68b73c87bfec578a2356f,e92b7cadc4d13ca92eb36e930ff94a92d44f259ff049461a09199d5a833d212c,4b0cea51eef50fd3a5b0552c606a06c2468a589de2d1b67ce6085d390aa5907d,53244168f7e330ff98fb41e714e014e8aec986886c86b97abea66af797582639
"2","104","9401","17001001","1","每日寶石禮包第{1}天的獎勵","0","9","1","1","30","每日寶石禮包未領取的獎勵","2000","3","403","2","1","0"
"1","0","99401","17001101","1","每日瑪那禮包第{1}天的獎勵","0","12","101","1","30","每日瑪那禮包未領取的獎勵","0","3","403","2","0","0"
"0","0","99402","17001102","1","","0","13","102","1","1","","0","0","403","2","0","0"
"0","0","99403","17001103","1","","0","14","103","1","7","","0","1","403","2","0","0"
"0","0","99404","17001104","1","","0","15","104","1","30","","0","3","403","2","0","0"
"1","0","99445","17001105","1","每日體力禮包第{1}天的獎勵","0","32","105","1","30","每日體力未領取的獎勵","0","3","403","0","0","0"
"1","0","99456","17001106","1","每日秘石禮包第{1}天的獎勵","0","41","106","1","30","每日秘石未領取的獎勵","0","3","403","2","0","0"
"1","0","99401","17001107","1","每日瑪那禮包第{1}天的獎勵","0","42","107","1","30","每日瑪那禮包未領取的獎勵","0","3","403","2","0","0"
"1","104","9401","17001109","1","每日寶石禮包第{1}天的獎勵","0","75","2","1","90","每日寶石禮包未領取的獎勵","0","3","403","2","0","0"
"0","103","9402","0","0","","1","90","0","0","7","","1000","3","0","1","3","1"
"1","0","99517","17001108","1","公主之心碎片每日禮包第{1}天的獎勵","0","91","108","1","30","公主之心碎片每日禮包未領取的獎勵","0","3","403","2","0","0"
"0","103","9402","0","0","","1","139","0","0","30","","1000","3","0","1","3","1"
"1","103","99559","17001110","0","體力應援包第{1}天的獎勵","0","211","3","2","7","","0","0","405","3","1","0"
"0","0","9403","0","34","","0","212","4","2","0","","0","0","0","4","0","0"
"0","0","9404","0","31","","0","213","5","4","0","","0","0","0","4","0","0"
"0","0","9405","0","37","","0","214","6","6","0","","0","0","0","4","0","0"
"0","0","9406","0","38","","0","215","7","8","0","","0","0","0","4","0","0"
"0","0","9411","0","38","","0","517","8","31","0","","0","0","0","4","0","0"
"0","0","9412","0","38","","0","518","9","33","0","","0","0","0","4","0","0"
"0","908","9319","0","0","","0","519","109","1","30","","0","0","0","5","0","0"
"0","0","9407","0","34","","0","520","4","23","0","","0","0","0","4","0","0"
"0","0","9408","0","31","","0","521","5","25","0","","0","0","0","4","0","0"
"0","0","9409","0","37","","0","522","6","27","0","","0","0","0","4","0","0"
"0","0","9410","0","38","","0","523","7","29","0","","0","0","0","4","0","0"
"0","0","9413","0","34","","0","536","4","24","0","","0","0","0","4","0","0"
"0","0","9414","0","31","","0","537","5","26","0","","0","0","0","4","0","0"
"0","0","9415","0","37","","0","538","6","28","0","","0","0","0","4","0","0"
"0","0","9416","0","38","","0","539","7","30","0","","0","0","0","4","0","0"
"0","0","9417","0","38","","0","540","8","32","0","","0","0","0","4","0","0"
"0","0","9418","0","38","","0","541","9","34","0","","0","0","0","4","0","0"
"0","0","9419","0","37","","0","542","10","35","0","","0","0","0","4","0","0"
"0","0","9420","0","37","","0","543","11","36","0","","0","0","0","4","0","0"
"0","908","9319","0","0","","0","550","110","1","30","","0","0","0","5","0","0"
"0","0","9421","0","34","","0","561","4","37","0","","0","0","0","4","0","0"
"0","0","9422","0","31","","0","562","5","38","0","","0","0","0","4","0","0"
"0","0","9423","0","37","","0","563","6","39","0","","0","0","0","4","0","0"
"0","0","9424","0","38","","0","564","7","40","0","","0","0","0","4","0","0"
"0","0","9425","0","37","","0","565","8","41","0","","0","0","0","4","0","0"
"0","0","9426","0","37","","0","566","9","42","0","","0","0","0","4","0","0"
"0","0","9427","0","37","","0","567","10","43","0","","0","0","0","4","0","0"
"0","0","9428","0","37","","0","568","11","44","0","","0","0","0","4","0","0"
"0","0","9429","0","37","","0","569","12","45","0","","0","0","0","4","0","0"
"0","0","9430","0","37","","0","570","13","46","0","","0","0","0","4","0","0"
"0","908","9319","0","0","","0","571","111","1","30","","0","0","0","5","0","0"
"0","908","9319","0","0","","0","572","112","1","30","","0","0","0","5","0","0"
"0","908","9319","0","0","","0","575","113","1","30","","0","0","0","5","0","0"
"0","908","9319","0","0","","0","609","114","1","30","","0","0","0","5","0","0"
"0","908","9319","0","0","","0","616","124","1","30","","0","0","0","5","0","0"
"0","0","99634","0","0","","0","617","115","27","0","","0","0","0","0","0","0"
"0","0","99635","0","0","","0","618","116","28","0","","0","0","0","0","0","0"
"0","0","99636","0","0","","0","619","117","29","0","","0","0","0","0","0","0"
"0","0","99638","0","0","","0","620","118","30","0","","0","0","0","0","0","0"
"0","0","99639","0","0","","0","621","119","11","0","","0","0","0","4","0","0"
"0","0","99640","0","0","","0","622","120","12","0","","0","0","0","4","0","0"
"0","0","99641","0","0","","0","623","121","13","0","","0","0","0","4","0","0"
"0","0","99642","0","0","","0","624","122","14","0","","0","0","0","4","0","0"
"0","0","99643","0","0","","0","625","123","15","0","","0","0","0","4","0","0"
"0","908","9319","0","0","","0","626","125","1","30","","0","0","0","5","0","0"
"0","0","9431","0","0","","0","627","126","1","0","","0","0","0","6","0","0"
"0","0","9431","0","0","","0","628","127","1","0","","0","0","0","6","0","0"
"0","0","99650","0","0","","0","629","128","31","0","","0","0","0","0","0","0"
"0","0","99651","0","0","","0","630","129","32","0","","0","0","0","0","0","0"
"0","0","99652","0","0","","0","631","117","33","0","","0","0","0","0","0","0"
"0","908","9319","0","0","","0","632","130","1","30","","0","0","0","5","0","0"
"0","0","9319","0","0","","0","633","131","1","0","","0","0","0","7","0","0"
"0","0","9432","0","0","","0","634","132","2","0","","0","0","0","6","0","0"
"0","0","9432","0","0","","0","635","133","2","0","","0","0","0","6","0","0"
"0","0","99658","0","0","","0","637","117","34","0","","0","0","0","0","0","0"
"0","0","99659","0","0","","0","638","134","35","0","","0","0","0","0","0","0"
"0","0","99660","0","0","","0","639","135","36","0","","0","0","0","0","0","0"
"0","0","99661","0","0","","0","640","136","37","0","","0","0","0","0","0","0"
"0","908","9319","0","0","","0","641","137","1","30","","0","0","0","5","0","0"
"0","0","9433","0","0","","0","642","138","3","0","","0","0","0","6","0","0"
"0","0","99669","0","0","","0","643","117","34","0","","0","0","0","0","0","0"
"0","0","99670","0","0","","0","644","134","35","0","","0","0","0","0","0","0"
"0","0","99671","0","0","","0","645","135","36","0","","0","0","0","0","0","0"
"0","0","99672","0","0","","0","646","136","37","0","","0","0","0","0","0","0"
"0","0","99674","0","0","","0","648","139","2","0","","0","0","0","6","0","0"
"0","908","9319","0","0","","0","649","140","1","30","","0","0","0","5","0","0"
"0","0","99677","0","0","","0","650","141","5","0","","0","0","0","6","0","0"
"0","0","9435","0","0","","0","651","142","6","0","","0","0","0","6","0","0"
"0","0","9435","0","0","","0","652","143","7","0","","0","0","0","6","0","0"
"0","0","9435","0","0","","0","653","144","8","0","","0","0","0","6","0","0"
"0","0","9435","0","0","","0","654","145","9","0","","0","0","0","6","0","0"
"0","0","9435","0","0","","0","655","146","10","0","","0","0","0","6","0","0"
"0","908","9319","0","0","","0","656","147","1","30","","0","0","0","5","0","0"
"0","0","9434","0","0","","0","657","148","4","0","","0","0","0","6","0","0"
