id,quest_id,level_from,max_to,wave_group_id_1,wave_group_id_2,wave_group_id_3
"1","18001001","1","59","180010111","180010112","180010113"
"2","18001001","60","99","180010211","180010212","180010213"
"3","18001001","100","119","180010311","180010312","180010313"
"4","18001001","120","139","180010411","180010412","180010413"
"5","18001001","140","149","180010511","180010512","180010513"
"6","18001001","150","159","180010611","180010612","180010613"
"7","18001001","160","169","180010711","180010712","180010713"
"8","18001001","170","-1","180010811","180010812","180010813"
"9","18001002","1","59","180010121","180010122","180010123"
"10","18001002","60","99","180010221","180010222","180010223"
"11","18001002","100","119","180010321","180010322","180010323"
"12","18001002","120","139","180010421","180010422","180010423"
"13","18001002","140","149","180010521","180010522","180010523"
"14","18001002","150","159","180010621","180010622","180010623"
"15","18001002","160","169","180010721","180010722","180010723"
"16","18001002","170","-1","180010821","180010822","180010823"
"17","18001003","1","59","180010131","180010132","180010133"
"18","18001003","60","99","180010231","180010232","180010233"
"19","18001003","100","119","180010331","180010332","180010333"
"20","18001003","120","139","180010431","180010432","180010433"
"21","18001003","140","149","180010531","180010532","180010533"
"22","18001003","150","159","180010631","180010632","180010633"
"23","18001003","160","169","180010731","180010732","180010733"
"24","18001003","170","-1","180010831","180010832","180010833"
"25","18001004","1","59","180010141","180010142","180010143"
"26","18001004","60","99","180010241","180010242","180010243"
"27","18001004","100","119","180010341","180010342","180010343"
"28","18001004","120","139","180010441","180010442","180010443"
"29","18001004","140","149","180010541","180010542","180010543"
"30","18001004","150","159","180010641","180010642","180010643"
"31","18001004","160","169","180010741","180010742","180010743"
"32","18001004","170","179","180010841","180010842","180010843"
"33","18001004","180","189","180010941","180010942","180010943"
"34","18001004","190","199","180011041","180011042","180011043"
"35","18001004","200","-1","180011141","180011142","180011143"
"36","18001005","1","59","180010151","180010152","180010153"
"37","18001005","60","99","180010251","180010252","180010253"
"38","18001005","100","119","180010351","180010352","180010353"
"39","18001005","120","139","180010451","180010452","180010453"
"40","18001005","140","149","180010551","180010552","180010553"
"41","18001005","150","159","180010651","180010652","180010653"
"42","18001005","160","169","180010751","180010752","180010753"
"43","18001005","170","179","180010851","180010852","180010853"
"44","18001005","180","189","180010951","180010952","180010953"
"45","18001005","190","199","180011051","180011052","180011053"
"46","18001005","200","209","180011151","180011152","180011153"
"47","18001005","210","219","180011251","180011252","180011253"
"48","18001005","220","229","180011351","180011352","180011353"
"49","18001005","230","239","180011451","180011452","180011453"
"50","18001005","240","-1","180011551","180011552","180011553"
"1001","19001001","1","59","190010111","190010112","190010113"
"1002","19001001","60","99","190010211","190010212","190010213"
"1003","19001001","100","119","190010311","190010312","190010313"
"1004","19001001","120","139","190010411","190010412","190010413"
"1005","19001001","140","149","190010511","190010512","190010513"
"1006","19001001","150","159","190010611","190010612","190010613"
"1007","19001001","160","169","190010711","190010712","190010713"
"1008","19001001","170","-1","190010811","190010812","190010813"
"1009","19001002","1","59","190010121","190010122","190010123"
"1010","19001002","60","99","190010221","190010222","190010223"
"1011","19001002","100","119","190010321","190010322","190010323"
"1012","19001002","120","139","190010421","190010422","190010423"
"1013","19001002","140","149","190010521","190010522","190010523"
"1014","19001002","150","159","190010621","190010622","190010623"
"1015","19001002","160","169","190010721","190010722","190010723"
"1016","19001002","170","-1","190010821","190010822","190010823"
