c79145e4dce16060bd29945485024cfa22e282d52bbffa704af24a141531f3db,6ba89fb6cd916c9dbdedd36dfe682820a4acc1eea2df984650a14674f7c5c47a,c4e825c05a5ab02b315ba5101c6ed06e8a4573d98b0fa479cf0c31263df58c97,ed5fc85caf8e87e678980e0240807eb04de5ac5a0c1a0b63e4b6cadca5eb463a,1c7b7a9ad9174eb941e87a1567babe88f4f90d5c4c77981398fbb36550f680d9,e985e678deab9943816bfdda00ff4d27483999a4c157d889633a2296612912ea,c75014d3f9c70b769b1d11abe2df921c9b7563d6acb9d7f8cbe0eaa91f606ea7,147424c33f14d93d420beae58c1b8945283790969e6e8490d1386967524a45a5,e413c6d62e88c623cbc96d7406070a91019c5c369a33d442253f7251c1143bd6,f7cc31b4b479782f8691c26226073850ab661869cd6fc9f01082e76cf6225762,3eba5b1701c0ab62e72e986d686d76ec6b4d281d7a6da06981ae9c7c4edabf7b,ed927f08d7839ee0d3ff90509eba3b284fae9fba21945de2ae6313c7bb506892,70ec620bba3cb0734ee65e4a2f15021ba2a0b8a1126a99748d1cc455c99cb7a4,696fdc43762b61dee40de7c0655a2fe7dae0c7124c4f9a26da441ab82348bc73,e730d5c5a6f074923b3f65c907f6d6173d0afd7974747d22d3106f429cb1bf9a,3c445f051058bdf2c592d58f08e2b1116f34efdb09c662e8a578a3da9e41dd6d,0bde0592d3865e7c618e8caeb996f26d517882e775b1a07cdc7531c436cbb8cd,0d5e87dbcf3e5e9cc618ec9b47963e1f9dfbbe523ebdf46e4197a465db1000a2,e4ce3da538f6c607f1d647319b03cc09307542eccfde73844c292889adaab7f1,e9002fc115a1e16873b8cf3223e0655f3471df1931828ca42ca3ce73ed4671a7
"10053","0","0","0","讓信賴度達到100吧","0","100","94002","0","0","0","0","10000","1","12","0","0","0","0","1"
"10053","0","0","0","讓信賴度達到200吧","0","200","94002","0","0","0","0","25000","1","12","0","0","0","0","2"
"10053","0","0","0","讓信賴度達到500吧","0","500","91002","0","0","0","0","50","1","8","0","0","0","0","3"
"10053","0","0","0","讓信賴度達到800吧","0","800","94002","0","0","0","0","50000","1","12","0","0","0","0","4"
"10053","0","0","0","讓信賴度達到MAX吧","0","1000","91002","0","0","0","0","100","1","8","0","0","0","0","5"
"10053","0","0","0","讓信賴度達到100吧","0","100","94002","0","0","0","0","10000","2","12","0","0","0","0","6"
"10053","0","0","0","讓信賴度達到200吧","0","200","94002","0","0","0","0","25000","2","12","0","0","0","0","7"
"10053","0","0","0","讓信賴度達到500吧","0","500","91002","0","0","0","0","50","2","8","0","0","0","0","8"
"10053","0","0","0","讓信賴度達到800吧","0","800","94002","0","0","0","0","50000","2","12","0","0","0","0","9"
"10053","0","0","0","讓信賴度達到MAX吧","0","1000","91002","0","0","0","0","100","2","8","0","0","0","0","10"
"10053","0","0","0","讓信賴度達到100吧","0","100","94002","0","0","0","0","10000","3","12","0","0","0","0","11"
"10053","0","0","0","讓信賴度達到200吧","0","200","94002","0","0","0","0","25000","3","12","0","0","0","0","12"
"10053","0","0","0","讓信賴度達到500吧","0","500","91002","0","0","0","0","50","3","8","0","0","0","0","13"
"10053","0","0","0","讓信賴度達到800吧","0","800","94002","0","0","0","0","50000","3","12","0","0","0","0","14"
"10053","0","0","0","讓信賴度達到MAX吧","0","1000","91002","0","0","0","0","100","3","8","0","0","0","0","15"
"20015","0","0","0","讓信賴度達到100吧","0","100","94002","0","0","0","0","15000","1","12","0","0","0","0","1001901"
"20015","0","0","0","讓信賴度達到200吧","0","200","94002","0","0","0","0","37500","1","12","0","0","0","0","1001902"
"20015","0","0","0","讓信賴度達到500吧","0","500","91002","0","0","0","0","75","1","8","0","0","0","0","1001903"
"20015","0","0","0","讓信賴度達到800吧","0","800","94002","0","0","0","0","75000","1","12","0","0","0","0","1001904"
"20015","0","0","0","讓信賴度達到MAX吧","0","1000","91002","0","0","0","0","150","1","8","0","0","0","0","1001905"
"20015","0","0","0","讓信賴度達到100吧","0","100","94002","0","0","0","0","15000","2","12","0","0","0","0","1001906"
"20015","0","0","0","讓信賴度達到200吧","0","200","94002","0","0","0","0","37500","2","12","0","0","0","0","1001907"
"20015","0","0","0","讓信賴度達到500吧","0","500","91002","0","0","0","0","75","2","8","0","0","0","0","1001908"
"20015","0","0","0","讓信賴度達到800吧","0","800","94002","0","0","0","0","75000","2","12","0","0","0","0","1001909"
"20015","0","0","0","讓信賴度達到MAX吧","0","1000","91002","0","0","0","0","150","2","8","0","0","0","0","1001910"
"20017","0","0","0","讓信賴度達到100吧","0","100","94002","0","0","0","0","10000","1","12","0","0","0","0","1002301"
"20017","0","0","0","讓信賴度達到200吧","0","200","94002","0","0","0","0","25000","1","12","0","0","0","0","1002302"
"20017","0","0","0","讓信賴度達到500吧","0","500","91002","0","0","0","0","50","1","8","0","0","0","0","1002303"
"20017","0","0","0","讓信賴度達到800吧","0","800","94002","0","0","0","0","50000","1","12","0","0","0","0","1002304"
"20017","0","0","0","讓信賴度達到MAX吧","0","1000","91002","0","0","0","0","100","1","8","0","0","0","0","1002305"
"20017","0","0","0","讓信賴度達到100吧","0","100","94002","0","0","0","0","10000","2","12","0","0","0","0","1002306"
"20017","0","0","0","讓信賴度達到200吧","0","200","94002","0","0","0","0","25000","2","12","0","0","0","0","1002307"
"20017","0","0","0","讓信賴度達到500吧","0","500","91002","0","0","0","0","50","2","8","0","0","0","0","1002308"
"20017","0","0","0","讓信賴度達到800吧","0","800","94002","0","0","0","0","50000","2","12","0","0","0","0","1002309"
"20017","0","0","0","讓信賴度達到MAX吧","0","1000","91002","0","0","0","0","100","2","8","0","0","0","0","1002310"
"20017","0","0","0","讓信賴度達到100吧","0","100","94002","0","0","0","0","10000","3","12","0","0","0","0","1002311"
"20017","0","0","0","讓信賴度達到200吧","0","200","94002","0","0","0","0","25000","3","12","0","0","0","0","1002312"
"20017","0","0","0","讓信賴度達到500吧","0","500","91002","0","0","0","0","50","3","8","0","0","0","0","1002313"
"20017","0","0","0","讓信賴度達到800吧","0","800","94002","0","0","0","0","50000","3","12","0","0","0","0","1002314"
"20017","0","0","0","讓信賴度達到MAX吧","0","1000","91002","0","0","0","0","100","3","8","0","0","0","0","1002315"
"20018","0","0","0","讓信賴度達到100吧","0","100","94002","0","0","0","0","10000","1","12","0","0","0","0","1002501"
"20018","0","0","0","讓信賴度達到200吧","0","200","94002","0","0","0","0","25000","1","12","0","0","0","0","1002502"
"20018","0","0","0","讓信賴度達到500吧","0","500","91002","0","0","0","0","50","1","8","0","0","0","0","1002503"
"20018","0","0","0","讓信賴度達到800吧","0","800","94002","0","0","0","0","50000","1","12","0","0","0","0","1002504"
"20018","0","0","0","讓信賴度達到MAX吧","0","1000","91002","0","0","0","0","100","1","8","0","0","0","0","1002505"
"20018","0","0","0","讓信賴度達到100吧","0","100","94002","0","0","0","0","10000","2","12","0","0","0","0","1002506"
"20018","0","0","0","讓信賴度達到200吧","0","200","94002","0","0","0","0","25000","2","12","0","0","0","0","1002507"
"20018","0","0","0","讓信賴度達到500吧","0","500","91002","0","0","0","0","50","2","8","0","0","0","0","1002508"
"20018","0","0","0","讓信賴度達到800吧","0","800","94002","0","0","0","0","50000","2","12","0","0","0","0","1002509"
"20018","0","0","0","讓信賴度達到MAX吧","0","1000","91002","0","0","0","0","100","2","8","0","0","0","0","1002510"
