68b9a391ea540cb87f811d603c9bb6b7cc913a289cbb1642e28e22f1947566bc,5a2c59706d76f6d8b67def6d29816d9d4d90e20539a346257296069ca48cb8b0,55bf196cf8532bb9987ca7a826ac3116e7b53d09034b7bf32716a2dc4a8c09d7,25ea985587e4620a8409d9afc6251458060fa72094f01186fdd555efa6b8c47c,969918ef0132b10ca7e84ee5248a9ec9961e981b0fb3e1b9bcd03cd02e9ab88c,9e4e6289bd3a556d36635ebfe74c6574c97a7bc88e9f7109b599a34c15f8370c,9b0a59a8b858af5241e385f27759ea02fa6b588591de6bef7ca4b24984f7d912
"10101","1","2","300","0","0","0"
"10101","1","2","360","0","1","0"
"10101","1","2","420","0","2","0"
"10101","1","2","480","0","3","0"
"10101","1","2","540","0","4","0"
"10101","1","2","600","0","5","0"
"10101","2","2","900","0","0","0"
"10101","2","2","960","0","1","0"
"10101","2","2","1020","0","2","0"
"10101","2","2","1080","0","3","0"
"10101","2","2","1140","0","4","0"
"10101","2","2","1200","0","5","0"
"10101","3","2","1500","0","0","0"
"10101","3","2","1560","0","1","0"
"10101","3","2","1620","0","2","0"
"10101","3","2","1680","0","3","0"
"10101","3","2","1740","0","4","0"
"10101","3","2","1800","0","5","0"
"10101","4","2","2100","0","0","0"
"10101","4","2","2160","0","1","0"
"10101","4","2","2220","0","2","0"
"10101","4","2","2280","0","3","0"
"10101","4","2","2340","0","4","0"
"10101","4","2","2400","0","5","0"
"10101","5","2","2700","0","0","0"
"10101","5","2","2760","0","1","0"
"10101","5","2","2820","0","2","0"
"10101","5","2","2880","0","3","0"
"10101","5","2","2940","0","4","0"
"10101","5","2","3000","0","5","0"
"10101","6","2","3150","0","0","0"
"10101","6","2","3180","0","1","0"
"10101","6","2","3210","0","2","0"
"10101","6","2","3240","0","3","0"
"10101","6","2","3270","0","4","0"
"10101","6","2","3300","0","5","0"
"10101","7","2","3450","0","0","0"
"10101","7","2","3480","0","1","0"
"10101","7","2","3510","0","2","0"
"10101","7","2","3540","0","3","0"
"10101","7","2","3570","0","4","0"
"10101","7","2","3600","0","5","0"
"10101","8","2","3750","0","0","0"
"10101","8","2","3780","0","1","0"
"10101","8","2","3810","0","2","0"
"10101","8","2","3840","0","3","0"
"10101","8","2","3870","0","4","0"
"10101","8","2","3900","0","5","0"
