e619ea387d7d45d44aae08e357de022905094e2f3e1a0f946a5f5645d45f5166,7f9845967baf4a156563729eb26e549ed440aafa3508f215e9c56ac7cf2fda5d,6e66dfda4bcdc8b3b8de1158852c415c1a9d756a5e69ddbaf93daa6ea9bae059,c4ee5aa5d32464d9ac1a46effd4d69db8b38240d6d8414ce20a2c44074316bfc,4979c62cca9c8f07aeeadb52901d0d0d67f62433dd4d0b6e118039db3e057266,43be317bd55c0d40ceac8d834dbbe8140185e400c358c92dbbc18f21c6608349,a96cbd463251dc8933aa6d98ad5eb262a71cf05152717619dfeadf9665d2bbc1,56a8d2e38e40a1945eb16652c43dc3b073fa5f3d5a1cecdb5aef128c02978530,5c9e1b26fa6389eadf49ec1aedb64450bad04b8a7d80f586b3a7d65c10ad340c
"1","1","1","獨一無二的","3","1","2","1","0"
"1","1","1","完美無缺的","3","2","2","1","0"
"1","1","1","蘭德索爾最快的","3","3","2","1","1"
"1","1","1","明鏡止水的","3","4","2","1","0"
"1","1","1","史上最快的","3","5","2","1","0"
"1","1","1","最強最快的","3","6","2","1","0"
"1","1","1","極限的","3","7","2","1","2"
"1","1","1","一百分滿分","3","8","2","1","0"
"1","1","1","最優秀的","3","9","2","1","0"
"1","1","1","橫掃千軍的","3","10","2","1","0"
"1","1","1","獨一無二的","3","11","2","1","0"
"1","1","1","天下無雙的","3","12","2","1","0"
"0","1","1","泰然自若的","3","13","2","1","0"
"0","1","1","極度的","3","14","2","1","0"
"0","1","1","Light Speed","3","15","2","1","0"
"0","1","1","稀世的","3","16","2","1","0"
"0","1","1","極限的","3","17","2","1","0"
"0","1","1","至高的","3","18","2","1","0"
"0","1","1","閃耀的","3","19","2","1","0"
"0","1","1","千錘百鍊的","3","20","2","1","0"
"0","1","1","疾風迅雷的","3","21","2","1","0"
"0","1","1","電光石火的","3","22","2","1","0"
"1","0","1","變化自如的","3","23","2","1","0"
"1","0","1","空前絕後的","3","24","2","1","0"
"1","0","1","代表性的","3","25","2","1","0"
"1","0","1","音速的","3","26","2","1","0"
"1","0","1","超乎常理的","3","27","2","1","0"
"1","0","1","勇猛奮鬥的","3","28","2","1","0"
"1","0","1","勇猛果敢的","3","29","2","1","2"
"1","0","1","威風凜凜的","3","30","2","1","2"
"1","0","1","欲速則不達的","3","31","2","1","0"
"1","0","1","心態良好的","3","32","2","1","0"
"0","0","1","夢想的","3","33","2","1","0"
"0","0","1","佳的","3","34","2","1","0"
"0","0","1","一般般的","3","35","2","1","0"
"0","0","1","新手標記的","3","36","2","1","2"
"0","0","1","有未來的","3","37","2","1","0"
"0","0","1","新手的","3","38","2","1","0"
"0","0","1","初出茅廬的","3","39","2","1","0"
"0","0","1","慢慢的","3","40","2","1","0"
"0","0","1","新銳的","3","41","2","1","0"
"0","0","1","不屈不撓的","3","42","2","1","0"
"0","0","1","百折不撓的","3","43","2","1","0"
"0","0","1","努力的","3","44","2","1","0"
"1","1","2","被選中的","3","45","2","1","0"
"1","1","2","極限的","3","46","2","1","2"
"1","1","2","海藍色的","3","47","2","1","1"
"1","1","2","受海所愛的","3","48","2","1","2"
"1","1","2","統御大海的","3","49","2","1","2"
"1","1","2","傳說的","3","50","2","1","0"
"1","1","2","震撼世界的","3","51","2","1","2"
"1","1","2","超級狂野的","3","52","2","1","1"
"1","1","2","奇蹟般的","3","53","2","1","0"
"1","1","2","一馬當先的","3","54","2","1","2"
"0","1","2","無人能擋的","3","55","2","1","1"
"0","1","2","熱血沸騰的","3","56","2","1","2"
"0","1","2","百萬的","3","57","2","1","0"
"0","1","2","與生俱來的","3","58","2","1","1"
"0","1","2","大海的","3","59","2","1","0"
"0","1","2","腎上腺素全開的","3","60","2","1","1"
"0","1","2","大間產的","3","61","2","1","0"
"0","1","2","熟練的","3","62","2","1","0"
"0","1","2","身經百戰的","3","63","2","1","0"
"0","1","2","如魚得水的","3","64","2","1","0"
"0","1","2","巨大的","3","65","2","1","0"
"1","0","2","不簡單的","3","66","2","1","2"
"1","0","2","勇猛的","3","67","2","1","0"
"1","0","2","拚命奔跑的","3","68","2","1","0"
"1","0","2","一閃而過的","3","69","2","1","2"
"1","0","2","驚濤駭浪的","3","70","2","1","0"
"1","0","2","憤怒的","3","71","2","1","0"
"1","0","2","不服輸的","3","72","2","1","2"
"1","0","2","成長中的","3","73","2","1","0"
"1","0","2","打破常規的","3","74","2","1","0"
"1","0","2","胡鬧的","3","75","2","1","0"
"1","0","2","狂暴的","3","76","2","1","0"
"0","0","2","傳聞中的","3","77","2","1","0"
"0","0","2","海邊的","3","78","2","1","2"
"0","0","2","朝氣蓬勃的","3","79","2","1","2"
"0","0","2","飛奔於常夏的","3","80","2","1","2"
"0","0","2","肌肉的","3","81","2","1","0"
"0","0","2","波光粼粼的","3","82","2","1","0"
"0","0","2","天生的","3","83","2","1","2"
"0","0","2","轟動的","3","84","2","1","0"
"0","0","2","未知數的","3","85","2","1","0"
"0","0","2","超不妙的","3","86","2","1","0"
"0","0","2","不能輸的","3","87","2","1","0"
"1","1","3","Light Speed","3","88","2","1","2"
"1","1","3","專業的","3","89","2","1","1"
"1","1","3","頂尖的","3","90","2","1","0"
"1","1","3","金牌","3","91","2","1","2"
"1","1","3","極限的","3","92","2","1","2"
"1","1","3","最佳的","3","93","2","1","0"
"1","1","3","完美的","3","94","2","1","2"
"1","1","3","百年僅有一人的","3","95","2","1","1"
"1","1","3","傳說中的","3","96","2","1","2"
"1","1","3","超一流的","3","97","2","1","0"
"1","1","3","世界的","3","98","2","1","0"
"1","1","3","被選中的","3","99","2","1","0"
"0","1","3","運動家","3","100","2","1","2"
"0","1","3","偉大的","3","101","2","1","0"
"0","1","3","超級音速的","3","102","2","1","1"
"0","1","3","終極的","3","103","2","1","0"
"0","1","3","MVP的","3","104","2","1","0"
"0","1","3","全面的","3","105","2","1","0"
"0","1","3","全回合的","3","106","2","1","2"
"0","1","3","銀牌","3","107","2","1","2"
"0","1","3","神聖的","3","108","2","1","0"
"0","1","3","出色的","3","109","2","1","2"
"0","1","3","一流的","3","110","2","1","0"
"0","1","3","絕妙的","3","111","2","1","0"
"1","0","3","超級的","3","112","2","1","0"
"1","0","3","助跑起步的","3","113","2","1","0"
"1","0","3","很棒的","3","114","2","1","0"
"1","0","3","勢如破竹的","3","115","2","1","1"
"1","0","3","超凡魅力的","3","116","2","1","0"
"1","0","3","萬能的","3","117","2","1","0"
"1","0","3","新世代的","3","118","2","1","0"
"1","0","3","光榮的","3","119","2","1","0"
"1","0","3","大放異彩的","3","120","2","1","0"
"1","0","3","深藏不漏的","3","121","2","1","0"
"1","0","3","天下的","3","122","2","1","0"
"0","0","3","Let's Go","3","123","2","1","0"
"0","0","3","好的","3","124","2","1","0"
"0","0","3","小跳步的","3","125","2","1","1"
"0","0","3","有成長空間的","3","126","2","1","2"
"0","0","3","銅牌","3","127","2","1","2"
"0","0","3","期待的","3","128","2","1","0"
"0","0","3","跳躍的","3","129","2","1","2"
"0","0","3","新時代的","3","130","2","1","0"
"0","0","3","內行人才知道的","3","131","2","1","2"
