6cd8ad3460e5780f5b2029ade5c9a807b30665f052152187130beaae45db788d,5495559720b57304a4ad73a6b9da13c7e2ecd1a87abd90f2ab4de7658852c44a,9a34ddec3ff6915fd19d4abbf24c55bcc82dd4fc481849f88477740cdd830c6c,ca3907f93693c089264ab0ae132951f6c0a33460f8e8b48285c49d3cf54b00bf,06754c6b343a061f95322254e0cdbe778a50af1df78eaf7f26cfb111533f70ea,443749817ef708f9a3602c7f68e1f9de832a3d9bc36b8957af871e7c20428aa4,86e52713733b7782baf0c5ae4127fc6703f7008c17710b40ca0dedc48080b9a0,eb1f17172f19d5af1f6e9bdd393e30bb9a1a971ae1299639450d6f110f7f2830,c70b2e33d29883b7e5c2acdef70118208ca2f0b6e772cd9d3ea4906ee817cc78,adee4efc12c512f548cdbe1cb05dc2dac28eb03352abc586969d0fdc0c9c062e,83f1df50e6451c18ec125248bc8ee9f66cb89f33d900b75bef4777580ec7e9ee,9d31b84371ab6f55ae9f5ddba9a379f4248e776793e16a649e7473001970ccdf,d224becaca0381c0c71994676917a36fb4454ae3e1f9a7dc887cbdf718358ab2,d8e22641ee1ba8b149978bc4e7cdd04e8d9b64d6a9401fcb5fdd45eae4840a95,137398ceac31e289c865ac5c24459f51f410d2184b1a85fa2595e811dcf00cd3,6d69a7826db091ad0e47753a167e08492c805210ededf78f7151923deef769d1,b7ea85e8ab5510c867f7ae1bbd1b7af0a9c1bd8eda28a98432fba28c5bdd1343,1dfc4b85e67358c6eb263d93061c3fdee299be6239491db9d1e1bf78d4939ccb
"0","0","91002","0","8","0","0","0","1","0","0","0","0","0","0","50","10","1"
"0","0","91002","0","8","0","0","0","11","0","0","0","0","0","0","10","100","2"
"0","0","91002","0","8","0","0","0","101","0","0","0","0","0","0","5","200","3"
"0","0","91002","0","8","0","0","0","201","0","0","0","0","0","0","3","500","4"
"0","0","91002","0","8","0","0","0","501","0","0","0","0","0","0","2","1000","5"
"0","0","91002","0","8","0","0","0","1001","0","0","0","0","0","0","2","2000","6"
"0","0","91002","0","8","0","0","0","2001","0","0","0","0","0","0","1","3999","7"
"0","0","91002","0","8","0","0","0","4000","0","0","0","0","0","0","50","4000","8"
"0","0","91002","0","8","0","0","0","4100","0","0","0","0","0","0","50","4100","9"
"0","0","91002","0","8","0","0","0","4200","0","0","0","0","0","0","50","4200","10"
"0","0","91002","0","8","0","0","0","4300","0","0","0","0","0","0","50","4300","11"
"0","0","91002","0","8","0","0","0","4400","0","0","0","0","0","0","50","4400","12"
"0","0","91002","0","8","0","0","0","4500","0","0","0","0","0","0","50","4500","13"
"0","0","91002","0","8","0","0","0","4600","0","0","0","0","0","0","50","4600","14"
"0","0","91002","0","8","0","0","0","4700","0","0","0","0","0","0","50","4700","15"
"0","0","91002","0","8","0","0","0","4800","0","0","0","0","0","0","50","4800","16"
"0","0","91002","0","8","0","0","0","4900","0","0","0","0","0","0","50","4900","17"
"0","0","91002","0","8","0","0","0","5000","0","0","0","0","0","0","50","5000","18"
"0","0","91002","0","8","0","0","0","5100","0","0","0","0","0","0","50","5100","19"
"0","0","91002","0","8","0","0","0","5200","0","0","0","0","0","0","50","5200","20"
"0","0","91002","0","8","0","0","0","5300","0","0","0","0","0","0","50","5300","21"
"0","0","91002","0","8","0","0","0","5400","0","0","0","0","0","0","50","5400","22"
