c7760d2bbe087e0dede3511d16969ce6b880611e2933561a586b80630c0d0ac2,cc01feceebaebf1bf54bc750de8a07cfb9c1d92f94469384ec86d5cb19d77586,e35cc04611667903afa3a55a928e0d8e97f1e74b918d85c71e842043804d2cf9,5b9876d7c02ab764badae99ec33ae2c29585858e13da45ba15a722f546eea610,631633386d7d868101c81545951c83e8a90bbfc200b3b12d16ac4b583750202c,549b00de9a19745b86e2955d1dd19cd54b2d76832190afda617ab94c79dbe17c,bf2543e9490c670390eddaca920ebc2ca37c722230e5db703ab5ddbba61c8dc1,ed288555b3376e8b52a08ff0094d42d2042823b2f9acf0c659b3366d4618a6da,96cbdbeab531ac224a62675d0304bb283d03c3a1cb08b85a51dfb630f2c73c62,bb4d936fc805c60957b0638b726aefb0fa355e02ce82102888a40b1d6b0470cc,e975355ee726bccf652fd1218f2da17bdea018c29cbfb7eb31f2f22fcf8f8737,d046fa24d16cdee2ca1a71549085514c6d82cfa792c9e6803368ebc58bfdd628
"0","0","0","0","0","10017","0","0","0","10019","10016","266000"
"0","0","0","0","0","10019","0","0","0","0","10008","261000"
"0","0","0","0","0","10019","0","0","0","0","10008","261001"
"0","0","0","0","0","0","0","0","0","0","10019","262000"
"0","0","0","0","0","10019","0","0","0","0","10018","263000"
"0","0","0","0","0","10019","0","0","0","0","10017","264000"
"0","0","0","0","0","10019","0","0","0","0","10007","265000"
"0","0","0","0","0","10013","0","0","0","0","10001","301206"
"0","0","0","0","0","10009","0","0","0","10010","10001","303306"
"0","0","0","0","0","10009","0","0","0","10010","10001","312505"
"0","0","0","0","0","10004","0","0","0","10012","10001","304809"
"0","0","0","0","0","10013","0","0","0","0","10001","312307"
"0","0","0","0","0","10004","0","0","0","0","10001","310308"
"0","0","0","0","0","0","0","0","0","0","10002","303609"
"0","0","0","0","0","10006","0","0","0","0","10005","304404"
"0","0","0","0","0","10008","0","0","0","0","10007","319604"
"0","0","0","0","0","10018","0","0","0","0","10007","313709"
"0","0","0","0","0","0","0","0","0","0","10008","310707"
"0","0","0","0","0","10017","0","0","0","0","10016","306604"
"0","0","0","0","0","0","0","0","0","0","10019","322702"
"0","0","0","0","0","10004","0","0","0","10012","10003","302501"
"0","0","0","0","0","10006","0","0","0","10015","10005","319401"
"0","0","0","0","0","0","0","0","0","0","10007","310103"
"0","0","0","0","0","0","0","0","0","0","10011","315004"
"0","0","0","0","0","10017","0","0","0","0","10016","301701"
