6c11c56ecf526022c376526fbdee5e91a430ca2cae082d4902f34767fead60f8,037cf033016bbf2c42ede388734c1b1bd922da6984af0e2a74688af1dbef2e68,2db143f1f545d293df8361c202e77c04338e53246fb690d07887287bb8a8f7ea,87d67ed84500a894c1669d7da9300005a0b23863e187824706fc1564e684c163,0aee539f3cf6c0dcd1b4933eb9dceefef9aa3dcbab96e06149a2c707117cf426,883bc501163e52d5ceb115f73088b9770d28655870a5cb69de30d7e5666248a8,0500fffa22c73c2116c8a1095d7f792c451d8b034ec405028c2e136bded6c80f,d649b27bf62ab16583d403c6a923f9d210a210394c16307aa6636af1755abf22,c570a3adabf1a159a5db2a31c632943f09abe100052f5edccd7d628373394d6d,2f1c48391878e087b9a456209e1f69015c54b1a53afe79b38cae4a87b4c3b4d1,4626ddce7d653e27ce284dc03d6abac2cc0866d304b62a261fc94b602cabb812,3034dea8ef011e28c3b5254842d2058c146c6428cac288060a2401541f43e949,514692bfa4930b970e6bd5a5741c66acf74689a89f933d98517cea3a3a580394,e196a0ebae12d373107dc2e88902b874a28ef46d122ecba95f10c401af1bd508,1be4e480cd0add373f57569c6eca103ecbaf01d5304e5bc421d6676e135f9411,33906f5bee9d6cfaf87c7fa2fd58c1e8d213a73a7a8391fb7f6f2b96a0a21bfa,0e71576f6bb5065f45e3b5bca68bc0eee9840bd15f38100a2fecacee6750a7ca,623e0274024d4769e1227557295eb99162b645757737de0eb949a0783a369db1
"bgm_M220","4004101","1","1","100584","250000000001","1001001","0","480","1","0","1001","500000000000","王都滅亡前倒數　～04/01 23:59","2020/04/01 07:59:59","2020/04/01","bgm_M220","機械莉瑪來襲！"
"bgm_M220","4004102","2","2","100584","150000000001","1001002","0","300","1","0","1001","250000000000","王都滅亡前倒數　～04/01 23:59","2020/04/01 12:59:59","2020/04/01 08:00:00","bgm_M220","機械莉瑪來襲！"
"bgm_M220","4004103","3","3","100584","50000000001","1001003","0","300","1","0","1001","150000000000","王都滅亡前倒數　～04/01 23:59","2020/04/01 17:59:59","2020/04/01 13:00:00","bgm_M220","機械莉瑪來襲！"
"bgm_M220","4004104","1","4","100584","25000000001","1001001","0","120","1","0","1001","50000000000","王都滅亡前倒數　～04/01 23:59","2020/04/01 19:59:59","2020/04/01 18:00:00","bgm_M220","機械莉瑪來襲！"
"bgm_M220","0","2","5","100584","0","1001002","0","240","1","0","1001","25000000000","王都滅亡前倒數　～04/01 23:59","2020/04/01 23:59:59","2020/04/01 20:00:00","bgm_M220","機械莉瑪來襲！"
"bgm_M220","4004109","1","8","100584","0","1001004","0","480","1","0","1001","0","王都滅亡前倒數　～04/01 23:59","2020/04/01 07:59:59","2020/04/01","bgm_M220","機械莉瑪來襲！"
"bgm_M220","0","2","9","100584","0","1001005","0","300","1","0","1001","0","王都滅亡前倒數　～04/01 23:59","2020/04/01 12:59:59","2020/04/01 08:00:00","bgm_M220","機械莉瑪來襲！"
"bgm_M220","0","3","10","100584","0","1001006","0","300","1","0","1001","0","王都滅亡前倒數　～04/01 23:59","2020/04/01 17:59:59","2020/04/01 13:00:00","bgm_M220","機械莉瑪來襲！"
"bgm_M220","0","1","11","100584","0","1001004","0","180","1","0","1001","0","王都滅亡前倒數　～04/01 23:59","2020/04/01 20:59:59","2020/04/01 18:00:00","bgm_M220","機械莉瑪來襲！"
"bgm_M220","0","2","12","100584","0","1001005","0","180","1","0","1001","0","王都滅亡前倒數　～04/01 23:59","2020/04/01 23:59:59","2020/04/01 21:00:00","bgm_M220","機械莉瑪來襲！"
"bgm_M220","4004101","1","15","100584","1250000000001","1002001","0","480","1","0","1002","2500000000000","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 07:59:59","2023/04/01","bgm_M220","巨影復活"
"bgm_M220","4004102","2","16","100584","750000000001","1002002","0","300","1","0","1002","1250000000000","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 12:59:59","2023/04/01 08:00:00","bgm_M220","巨影復活"
"bgm_M220","4004103","3","17","100584","250000000001","1002003","0","300","1","0","1002","750000000000","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 17:59:59","2023/04/01 13:00:00","bgm_M220","巨影復活"
"bgm_M220","4004104","1","18","100584","125000000001","1002001","0","120","1","0","1002","250000000000","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 19:59:59","2023/04/01 18:00:00","bgm_M220","巨影復活"
"bgm_M220","0","2","19","100584","0","1002002","0","240","1","0","1002","125000000000","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 23:59:59","2023/04/01 20:00:00","bgm_M220","巨影復活"
"bgm_M220","4004109","1","22","100584","0","1002004","0","480","1","0","1002","0","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 07:59:59","2023/04/01","bgm_M220","巨影復活"
"bgm_M220","0","2","23","100584","0","1002005","0","300","1","0","1002","0","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 12:59:59","2023/04/01 08:00:00","bgm_M220","巨影復活"
"bgm_M220","0","3","24","100584","0","1002006","0","300","1","0","1002","0","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 17:59:59","2023/04/01 13:00:00","bgm_M220","巨影復活"
"bgm_M220","0","1","25","100584","0","1002004","0","180","1","0","1002","0","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 20:59:59","2023/04/01 18:00:00","bgm_M220","巨影復活"
"bgm_M220","0","2","26","100584","0","1002005","0","60","1","0","1002","0","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 21:59:59","2023/04/01 21:00:00","bgm_M220","巨影復活"
"bgm_M220","0","3","27","100584","0","1002006","0","60","1","0","1002","0","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 22:59:59","2023/04/01 22:00:00","bgm_M220","巨影復活"
"bgm_M220","0","1","28","100584","0","1002004","0","60","1","0","1002","0","蘭德索爾之戰 巨影復活　～04/01 23：59","2023/04/01 23:59:59","2023/04/01 23:00:00","bgm_M220","巨影復活"
