ba9f18658758c8597c3e87a7c096878c525f761305e992eaa7c50313bdde3d42,f40edc48598550f6fedd38067180ce7d62c0d04ea9e65e511533636d920484ce,6cb5f276ded073b51a384872c43ca485e3092ce9e65ee67858656b86b2037189,4005726e089688b34bebdbaea9dc5b01280d7e305fa31c1f46d561f8db693d03,8f56e0b0ba3718a1033dfb28e00af181f0acd207a2a07cccf03aaf5ee1dd7181,692e27c4171db3b2638f1d78498897062a4996bcbeacb88cc7ee5222e390d30c,1a4cd97e51d138a341d7f8048a62fe18258d87dca0f217c094a2df36b6d2d245,bd7c51d70b436fb54a07c1d1d8dff37863c3fbc182961431413a04479bf61edb,d66cece6c3e0e1d3194f18af1951bb3de0a521e1179445169af6cbc9ae9d0d3d,ddc1943ce738145545aaddb89166aa155d0f614e29b9d85d777b2ec74fd0ef0c,afa4d3086d6c868d403ddb47a35d1b97c6bf9251e30558475f31c4d81e75ed3e,4e27b94ad37e5faefe26498d1824f8b937bff3aa600fdc181edb1705201b2275,a4b27578f845bb7e7f9fa31081133720f06929557eada76ab3b41c9995aa44a4,f9e9b0c282fb52946dc3aa2af202322703a9b8631d64f9fb06a7f1da2db87d6e,e4736738f1f4851e45ea9c591a2ad987beb8c2f2f134a8de5108fb8096dbc2ba,b02c0bc7bdef2bc31c101115f2b1b3d596a3637a5dbf3066ab574a6b13adb420,db23e6f56edef8dd81d31161bc6155190bef3b207026aa7f958e86fb07bcaeba,8f1173dc534bb56dd9450da90f15b6033dd12e1d3338fd2f361423a0a33403a8,6e2fcd2b51fb3db8b910c681e5cff60ddc8e1e6006c07228264354faf2bd5b42
"0","1","1","0","5.5","289","0","-60","0","10132","12","","610132501","3","5","3","1","610132007","0"
"0","1","2","0","1.5","289","0","-60","0","10132","0","","610132502","1","5","0","1","610132008","70"
"0","1","3","0","1.5","289","0","-60","0","10132","0","","0","1","5","0","1","610132009","0"
"0","1","1","0","5.5","292","0","-50","0","10134","0","","0","1","5","3","1.85","610134007","55"
"0","1","2","0","1.5","292","0","-50","0","10134","30","","610134502","3","5","0","1.85","610134008","0"
"0","1","3","0","1.5","292","0","-50","0","10134","0","","0","1","5","0","1.85","610134009","0"
"0","1","1","0","5.5","295","600","0","0","10136","0","","610136501","2","5","3","1.1","610136007","0"
"0","1","2","0","1.5","295","0","-50","0","10136","0","","0","1","5","0","1.5","610136008","84"
"0","1","3","0","1.5","295","0","-50","0","10136","0","","0","1","5","0","1.5","610136009","0"
"0","1","1","0","5.5","295","0","0","0","10137","0","","0","1","5","0","0.85","610137007","75"
"0","1","2","0","1.5","295","0","0","0","10137","0","","0","1","5","0","0.85","610137008","50"
"0","1","3","0","1.5","295","0","0","0","10137","0","","0","1","5","0","0.85","610137009","0"
"0","1","1","0","5.5","298","0","0","0","10140","0","","0","1","5","3","1.4","610140007","77"
"0","1","2","0","1.5","298","0","0","0","10140","0","","0","1","5","0","1.4","610140008","52"
"0","1","3","0","1.5","298","0","0","0","10140","0","","0","1","5","0","1.4","610140009","0"
"0","1","1","0","5.5","301","0","-33","0","10142","0","","0","1","5","3","1.45","610142007","76"
"0","1","2","0","1.5","301","600","-40","0","10142","0","","610142502","2","5","3","1.23","610142008","0"
"0","1","3","0","1.5","301","0","-33","0","10142","0","","0","1","5","0","1.45","610142009","0"
"0","1","1","0","5.5","304","0","-33","0","10144","0","","0","1","5","3","1","610144007","65"
"0","1","2","0","1.5","304","600","-40","0","10144","0","","610144502","2","5","3","0.85","610144008","0"
"0","1","3","0","1.5","304","0","-33","0","10144","0","","0","1","5","0","1","610144009","0"
"0","1","1","0","5.5","307","600","-45","0","10146","0","","610146501","2","5","3","0.87","610146007","0"
"0","1","2","0","1.5","307","0","-45","0","10146","0","","0","1","5","0","1.18","610146008","58"
"0","1","3","0","1.5","307","0","-45","0","10146","0","","0","1","5","0","1.18","610146009","0"
"0","1","1","0","5.5","310","600","-50","0","10148","0","","610148501","2","5","3","1.4","610148007","0"
"0","1","2","0","1.5","310","0","-50","0","10148","0","","0","1","5","0","1.7","610148008","68"
"0","1","3","0","1.5","310","0","-50","0","10148","0","","0","1","5","0","1.7","610148009","0"
"0","1","1","0","5.5","313","0","-33","0","10150","0","","0","1","5","3","1.35","610150007","71"
"0","1","2","0","1.5","313","0","-33","0","10150","0","","0","1","5","3","1.35","610150008","50"
"0","1","3","0","1.5","313","0","-33","0","10150","0","","0","1","5","0","1.35","610150009","0"
"0","1","1","0","5.5","316","600","20","0","10152","0","","610152501","2","5","4.8","0.7","610152007","0"
"0","1","2","0","1.5","316","0","30","0","10152","0","","0","1","5","0","0.96","610152008","81"
"0","1","3","0","1.5","316","0","30","0","10152","0","","0","1","5","0","0.96","610152009","0"
"0","1","1","0","5.5","319","0","-33","0","10154","0","","0","1","5","3","1.25","610154007","68"
"0","1","2","0","1.5","319","600","-10","0","10154","0","","610154502","2","5","3","1","610154008","0"
"0","1","3","0","1.5","319","0","-33","0","10154","0","","0","1","5","0","1.25","610154009","0"
"0","1","1","0","5.5","322","600","5","0","10156","0","","610156501","2","5","3","0.85","610156007","0"
"0","1","2","0","1.5","322","600","-10","0","10156","0","","0","1","5","3","1.11","610156008","75"
"0","1","3","0","1.5","322","0","-10","0","10156","0","","0","1","5","0","1.11","610156009","0"
"0","1","1","0","5.5","325","600","-40","0","10158","0","","610158501","2","5","3","1.5","610158007","0"
"0","1","2","0","1.5","325","0","-33","0","10158","0","","0","1","5","0","1.75","610158008","65"
"0","1","3","0","1.5","325","0","-33","0","10158","0","","0","1","5","0","1.75","610158009","0"
"0","1","1","0","5.5","328","600","-35","0","10160","20","","610160501","3","5","4.8","1.4","610160007","0"
"0","1","2","0","1.5","328","0","-35","0","10160","0","","0","1","5","0","1.4","610160008","70"
"0","1","3","0","1.5","328","0","-35","0","10160","0","","0","1","5","0","1.4","610160009","0"
