bedd33d020edc6a938c5e43b6840f97942a26b853953815216fc071c9368cf49,27432d89eacaca3c07e0e11c825d4d593c3a09c511ad318eeb21686c18001a65,7ddd771660ef17a0ae5a3c53185e162564b16649db4ae913b0f66294c34fe46e,2e13fc2f2512a755af4520311eee48536b499d6718eb2cd6fc61d9317cbc638b,ad0c034582e4f40e9b2872f8da778c4a94ecba5de12589561928a625ae696a1d,d576ec07713796225a8fbf433848132fce20b2772625889260e0fea9dd343688,5d06469494fec4e3a48b14faa5b920aad508b56f1c136316f1ece290db874e9d,931ed35b0c730009b18729195933af4d46a905c30fa8de11e9eabe0da3d2a72d,e4e07e99ec8a67207329a3d58b6b5fbf77160305445e17cfe8359cf8502bb0bb,5d2dca8b5436f43c046e863d75e6909911120b50b63d8475960660446d7f04e0,1b569d71002f679d858a09d1640cdd7a1f7fc5b230297620175e5c4218b05861,167b1b915610b91ec5aa9601d660ee37552a296f076fe686021c9af5c820b13a,8cf64cf5ca60823da43428994a880384d7a66a4f0ecc424df4bfcfe52db907fc,79cded6f4d3f74fdc70700a101646658c0e0e69047c6eb3cce28541d5f6af098
"102","6004","0","2018/09/19 15:59:59","71001001","2018/08/28 16:00:00","0","9003","10001101","1","71001001","601","10001","完成活動任務1-1 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001002","2018/08/28 16:00:00","0","9003","10001102","1","71001002","601","10001","完成活動任務1-2 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001003","2018/08/28 16:00:00","0","9003","10001103","1","71001003","601","10001","完成活動任務1-3 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001004","2018/08/28 16:00:00","0","9003","10001104","1","71001004","601","10001","完成活動任務1-4 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001005","2018/08/28 16:00:00","0","9003","10001105","1","71001005","601","10001","完成活動任務1-5 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001006","2018/08/28 16:00:00","0","9003","10001106","1","71001006","601","10001","完成活動任務1-6 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001007","2018/08/28 16:00:00","0","9003","10001107","1","71001007","601","10001","完成活動任務1-7 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001008","2018/08/28 16:00:00","0","9003","10001108","1","71001008","601","10001","完成活動任務1-8 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001009","2018/08/28 16:00:00","0","9003","10001109","1","71001009","601","10001","完成活動任務1-9 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001010","2018/08/28 16:00:00","0","9003","10001110","1","71001010","601","10001","完成活動任務1-10 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001011","2018/08/28 16:00:00","0","9003","10001111","1","71001011","601","10001","完成活動任務1-11 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001012","2018/08/28 16:00:00","0","9003","10001112","1","71001012","601","10001","完成活動任務1-12 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001013","2018/08/28 16:00:00","0","9003","10001113","1","71001013","601","10001","完成活動任務1-13 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001014","2018/08/28 16:00:00","0","9003","10001114","1","71001014","601","10001","完成活動任務1-14 (NORMAL)"
"102","6004","0","2018/09/19 15:59:59","71001015","2018/08/28 16:00:00","0","9003","10001115","1","71001015","601","10001","完成活動任務1-15 (NORMAL)"
"103","6005","0","2018/09/19 15:59:59","71001016","2018/08/28 16:00:00","0","9003","10001201","1","71001016","601","10001","完成活動任務1-1 (HARD)"
"103","6005","0","2018/09/19 15:59:59","71001017","2018/08/28 16:00:00","0","9003","10001202","1","71001017","601","10001","完成活動任務1-2 (HARD)"
"103","6005","0","2018/09/19 15:59:59","71001018","2018/08/28 16:00:00","0","9003","10001203","1","71001018","601","10001","完成活動任務1-3 (HARD)"
"103","6005","0","2018/09/19 15:59:59","71001019","2018/08/28 16:00:00","0","9003","10001204","1","71001019","601","10001","完成活動任務1-4 (HARD)"
"103","6005","0","2018/09/19 15:59:59","71001020","2018/08/28 16:00:00","0","9003","10001205","1","71001020","601","10001","完成活動任務1-5 (HARD)"
"104","6002","0","2018/09/19 15:59:59","71001021","2018/08/28 16:00:00","0","9006","0","1","71001021","601","10001","將討伐證交換的獎賞一覽重置1次"
"104","6002","0","2018/09/19 15:59:59","71001022","2018/08/28 16:00:00","0","9006","0","2","71001022","601","10001","將討伐證交換的獎賞一覽重置2次"
"104","6002","0","2018/09/19 15:59:59","71001023","2018/08/28 16:00:00","0","9006","0","3","71001023","601","10001","將討伐證交換的獎賞一覽重置3次"
"104","6002","0","2018/09/19 15:59:59","71001024","2018/08/28 16:00:00","0","9006","0","4","71001024","601","10001","將討伐證交換的獎賞一覽重置4次"
"105","6008","0","2018/09/19 15:59:59","71001025","2018/08/28 16:00:00","0","9011","0","5","71001025","601","10001","打倒5隻席茲（NORMAL、HARD共通）"
"105","6008","0","2018/09/19 15:59:59","71001026","2018/08/28 16:00:00","0","9011","0","10","71001026","601","10001","打倒10隻席茲（NORMAL、HARD共通）"
"105","6008","0","2018/09/19 15:59:59","71001027","2018/08/28 16:00:00","0","9011","0","15","71001027","601","10001","打倒15隻席茲（NORMAL、HARD共通）"
"105","6008","0","2018/09/19 15:59:59","71001028","2018/08/28 16:00:00","0","9011","0","20","71001028","601","10001","打倒20隻席茲（NORMAL、HARD共通）"
"105","6008","0","2018/09/19 15:59:59","71001029","2018/08/28 16:00:00","0","9011","0","25","71001029","601","10001","打倒25隻席茲（NORMAL、HARD共通）"
"105","6008","0","2018/09/19 15:59:59","71001030","2018/08/28 16:00:00","0","9011","0","30","71001030","601","10001","打倒30隻席茲（NORMAL、HARD共通）"
"102","6004","0","2018/10/28 15:59:59","71002001","2018/10/03 16:00:00","0","9003","10002101","1","71002001","601","10002","完成活動任務1-1 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002002","2018/10/03 16:00:00","0","9003","10002102","1","71002002","601","10002","完成活動任務1-2 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002003","2018/10/03 16:00:00","0","9003","10002103","1","71002003","601","10002","完成活動任務1-3 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002004","2018/10/03 16:00:00","0","9003","10002104","1","71002004","601","10002","完成活動任務1-4 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002005","2018/10/03 16:00:00","0","9003","10002105","1","71002005","601","10002","完成活動任務1-5 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002006","2018/10/03 16:00:00","0","9003","10002106","1","71002006","601","10002","完成活動任務1-6 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002007","2018/10/03 16:00:00","0","9003","10002107","1","71002007","601","10002","完成活動任務1-7 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002008","2018/10/03 16:00:00","0","9003","10002108","1","71002008","601","10002","完成活動任務1-8 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002009","2018/10/03 16:00:00","0","9003","10002109","1","71002009","601","10002","完成活動任務1-9 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002010","2018/10/03 16:00:00","0","9003","10002110","1","71002010","601","10002","完成活動任務1-10 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002011","2018/10/03 16:00:00","0","9003","10002111","1","71002011","601","10002","完成活動任務1-11 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002012","2018/10/03 16:00:00","0","9003","10002112","1","71002012","601","10002","完成活動任務1-12 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002013","2018/10/03 16:00:00","0","9003","10002113","1","71002013","601","10002","完成活動任務1-13 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002014","2018/10/03 16:00:00","0","9003","10002114","1","71002014","601","10002","完成活動任務1-14 (NORMAL)"
"102","6004","0","2018/10/28 15:59:59","71002015","2018/10/03 16:00:00","0","9003","10002115","1","71002015","601","10002","完成活動任務1-15 (NORMAL)"
"103","6005","0","2018/10/28 15:59:59","71002016","2018/10/03 16:00:00","0","9003","10002201","1","71002016","601","10002","完成活動任務1-1 (HARD)"
"103","6005","0","2018/10/28 15:59:59","71002017","2018/10/03 16:00:00","0","9003","10002202","1","71002017","601","10002","完成活動任務1-2 (HARD)"
"103","6005","0","2018/10/28 15:59:59","71002018","2018/10/03 16:00:00","0","9003","10002203","1","71002018","601","10002","完成活動任務1-3 (HARD)"
"103","6005","0","2018/10/28 15:59:59","71002019","2018/10/03 16:00:00","0","9003","10002204","1","71002019","601","10002","完成活動任務1-4 (HARD)"
"103","6005","0","2018/10/28 15:59:59","71002020","2018/10/03 16:00:00","0","9003","10002205","1","71002020","601","10002","完成活動任務1-5 (HARD)"
"104","6002","0","2018/10/28 15:59:59","71002021","2018/10/03 16:00:00","0","9006","0","1","71002021","601","10002","將討伐證交換的獎賞一覽重置1次"
"104","6002","0","2018/10/28 15:59:59","71002022","2018/10/03 16:00:00","0","9006","0","2","71002022","601","10002","將討伐證交換的獎賞一覽重置2次"
"104","6002","0","2018/10/28 15:59:59","71002023","2018/10/03 16:00:00","0","9006","0","3","71002023","601","10002","將討伐證交換的獎賞一覽重置3次"
"104","6002","0","2018/10/28 15:59:59","71002024","2018/10/03 16:00:00","0","9006","0","4","71002024","601","10002","將討伐證交換的獎賞一覽重置4次"
"105","6008","0","2018/10/28 15:59:59","71002025","2018/10/03 16:00:00","0","9011","0","5","71002025","601","10002","打倒5隻阿爾瑪（NORMAL、HARD共通）"
"105","6008","0","2018/10/28 15:59:59","71002026","2018/10/03 16:00:00","0","9011","0","10","71002026","601","10002","打倒10隻阿爾瑪（NORMAL、HARD共通）"
"105","6008","0","2018/10/28 15:59:59","71002027","2018/10/03 16:00:00","0","9011","0","15","71002027","601","10002","打倒15隻阿爾瑪（NORMAL、HARD共通）"
