b8ab95ab950a3e0c560a37a33463bb49e00250d72aa1b222cff814bccce0aa24,a31c54332c1a55c2b2735bc6b6ab10e3d17b442e7c5e0cdd92b43acb72bdeffb,789e66badd385942a3e7ec9b27d7a7a7dc3baee6b58824145f01de9964ba505a,3222b11f6013a0fb8e356be602ab5569d395b2ffdae9320d9332dc777bce744a,b9e50b087fb72659b453272e850d89bdf93cabe04814d7139f22b98dc58ca9de,82b6a30f0bc07ed2bc11ed5075a67924993dd86cda1e5b4156d7cbe7fd24c34f,793a26158a9dd4a480ee8b5b971f343e1fd3c38d91d160489b77e69a8991e625,cb418d212cf934fc565c9dacaa2b9e7f5902c8334b45936d14ee46caaa551910,673af5ec6dcc34f71ed74458620f0974c87ecd48d157c8631ba0c92b2db20514,a26ef34b9179ce2d9073a9d1a8ec19e2c0b1fd7b2ea7fd99f89ac497d9aabdfa,e7562742f88cf50e1e453e4547614b4f951805990a72820c94171dacd40e6d54,e9931ee5d252e2209e773a31f39af8a1b0a87d2d6d6bfb8b384ae552f8ca5f18,f447dafe85ec5ea26026c21ba806c92a1838a493f71495ddef37afe2612e4fdf,1d70def06a110f76a30d34b9d9923dacf2a160e112993ed5e3a514e05bd1615b,a6052a6f534d3d7cd4214997b390baff652afbecef5cb8865d15b700fb858d2b,f7bdae37db480934414700d3929fc384ecb28f7f07ecf803d9c2a72ffea22d77,5cb67d64c307dae45a513cb19f4ecccff7acc7459ee5d9ab41682ee9f55c97df,dd9daa029d40c41413e6fc0825ddb754642c446befc01913b412f5b38cf0816f
"0","0","1","8","0","10","0","0","0","1","0","0","0","50","0","0","91002","0"
"0","0","2","8","0","100","0","0","0","11","0","0","0","10","0","0","91002","0"
"0","0","3","8","0","200","0","0","0","101","0","0","0","5","0","0","91002","0"
"0","0","4","8","0","500","0","0","0","201","0","0","0","3","0","0","91002","0"
"0","0","5","8","0","1000","0","0","0","501","0","0","0","2","0","0","91002","0"
"0","0","6","8","0","2000","0","0","0","1001","0","0","0","2","0","0","91002","0"
"0","0","7","8","0","3999","0","0","0","2001","0","0","0","1","0","0","91002","0"
"0","0","8","8","0","4000","0","0","0","4000","0","0","0","50","0","0","91002","0"
"0","0","9","8","0","4100","0","0","0","4100","0","0","0","50","0","0","91002","0"
"0","0","10","8","0","4200","0","0","0","4200","0","0","0","50","0","0","91002","0"
"0","0","11","8","0","4300","0","0","0","4300","0","0","0","50","0","0","91002","0"
"0","0","12","8","0","4400","0","0","0","4400","0","0","0","50","0","0","91002","0"
"0","0","13","8","0","4500","0","0","0","4500","0","0","0","50","0","0","91002","0"
"0","0","14","8","0","4600","0","0","0","4600","0","0","0","50","0","0","91002","0"
"0","0","15","8","0","4700","0","0","0","4700","0","0","0","50","0","0","91002","0"
"0","0","16","8","0","4800","0","0","0","4800","0","0","0","50","0","0","91002","0"
"0","0","17","8","0","4900","0","0","0","4900","0","0","0","50","0","0","91002","0"
"0","0","18","8","0","5000","0","0","0","5000","0","0","0","50","0","0","91002","0"
"0","0","19","8","0","5100","0","0","0","5100","0","0","0","50","0","0","91002","0"
