efdbb80afe9e4c15cc68aaa36b9ca69feaa728af622de38a39adf4f3359850c5,908660425bb11e7c9a351bdc76f7c1c4cff20e1c8e6c631268cb582b70914ac2,10f10bfb1c0a2c8b68f1c4db4c2857faca83bf0a6ece9f67f42bc52e8498dbb6,d38d2b595a75bb517d89f0bb77145fa7ca705cb1cc8d5afe4198215383439b68,ed6b473fd0c12547502f605dd99d1f5360bcf16132682c4dd8f6218abd04d2ac,6a5a78e1cea51d0565420fba9679372ec09a31f55b511a43ac1acf9f009689c9,6da212faed4b81f3e03fae259395864d5e6b870b4c76afebcc0d36f755699305,d1a6b03908afb70086ce41664f2a35ae14bb0b570e27dbc6457ae91371bf1a91,ba6aa78b87704166cc65eeb816da1b6851deb7acbc26d0366e6315cc6bdaf0c9,d8a21e4d7c5e90fd911b2cf8fd5bd35ca69f826374af24f7ca7cf1fe65a2074a,61a646a4b6075c990f92e4d54f235cccd8a3889967e251f31ec6ea933387975b,a77fde4c190f90b1a83e42ba260b916861a7d8f310915d1012dd184f2b026b07,0e91ffa6b4d91b84903b2b63245760518990c22e967d4bd000f81acf4be70721,5bee6b91ed945ee26f42d124cbe69ae3b550928178b83003d3a905f5415a2227
"2030/01/01 14:59:59","3.414","0","花凜","1","0","190801","-416.5","53003","2","1","53","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2018/01/31 12:00:00"
"2030/01/01 14:59:59","3.099","0","花凜","1","0","190801","-416.5","53004","2","2","53","將任務完成，\n並獲得獎勵吧！","2018/01/31 12:00:00"
"2030/01/01 14:59:59","2.801","0","花凜","1","0","190801","-416.5","54003","2","3","54","似乎有能夠\n領取的獎勵了。\n請確認看看","2018/01/31 12:00:00"
"2030/01/01 14:59:59","0","0","花凜","2","0","190801","-416.5","54004","2","4","54","能夠領取獎勵了！\n請檢查看看","2018/01/31 12:00:00"
"2030/01/01 14:59:59","5.506","0","花凜","1","0","190801","-363","55003","2","1","55","這裡是公會管理協會！\n如果您持有討伐證的話，\n就能夠交換獎勵哦","2018/01/31 12:00:00"
"2030/01/01 14:59:59","1.216","0","花凜","2","0","190801","-363","55004","1","2","55","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2018/01/31 12:00:00"
"2030/01/01 14:59:59","1.539","0","花凜","2","0","190801","-363","56003","1","3","56","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2018/01/31 12:00:00"
"2030/01/01 14:59:59","1.875","0","花凜","2","0","190801","-363","56004","1","4","56","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2018/01/31 12:00:00"
"2030/01/01 14:59:59","0","0","花凜","1","0","190801","-416.5","57003","1","5","57","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2018/01/31 12:00:00"
"2020/10/28 15:59:59","3.414","0","花凜","1","10043","190801","-416.5","10043001","2","1","53","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2020/10/19 16:00:00"
