07465c5f9c129fcc7263c8e980777d9817b73625c069f06d16503a2d3944f2ca,b242d37dee454bce25a8d1a115149eca623e5c7a8dd222fde7186897de4022f6,f3b80b358d3eec55c0150196f4d0e4637e24e795b2ef64cc0ed3d14282c65ff7,707f0decae526a4e99449eef586a6cf88e8bb0649304000649b7154ef4c101dd,404d266756f76eb4cc1eb94aa866065ec0af7874bad099efa9b878541f2f51c3,91e196ee64dadede43e66095541381aad0bf0d47e180c8b37447813392ac759b,cf8c9377b47f720f58db6df69104ad599e75d10fce557e2ccb391b177517a983,4204dc40f7eee302186b3af2e18c9a20450407138d87d011398b05c97f0b8fdc,caae3c8aa57e26adc7626b79ebe96b6fc6f488cf3af3176130285b8d307e986f,e549b80c804662532d394bddbf8c2fab092c05dc1bc68042edde6ffe05179a72,71ef84f4a770ec4164a0a1dc9d4bce37976c48682e25f0c680f8c76c3bcb70cd,8fdb2caabab1e0c928028c6c6b49100ca5edd1d7155ff41f453b996783f06ada,c6ecf1633e5745fc496c6c84cfc56e64715d845f1766da6ae8c97b3b2f52c482,1ef373770af8d01cbf71647707234ab04aced995fa682cc8805d5f643b435548,8be73503044603ae078358fb95fc5ca493a5883441a56dbe8e774f8dad7a281c,509c971182e88034dc98695f28764b28dcd49ff7374b3d2ae1a68c67e1c5778b
"0","2","0","40","0","91002","8","22002","0","2","1001101","90006","0","40","0","1"
"0","2","0","60","0","91002","8","22002","0","2","1001102","90006","0","50","0","2"
"0","2","0","80","0","91002","8","22002","0","2","1001103","90006","0","60","0","3"
"0","2","0","100","0","91002","8","22002","0","2","1001104","90006","0","80","0","4"
"0","2","0","200","0","91002","8","22003","0","2","1001105","90006","0","150","0","2"
"0","0","0","20","0","90006","2","0","0","2","1001106","22002","0","1","0","0"
"0","0","0","20","0","90006","2","0","0","2","1001107","22002","0","1","0","0"
"0","0","0","20","0","90006","2","0","0","2","1001108","22002","0","1","0","0"
"0","0","0","20","0","90006","2","0","0","2","1001109","22002","0","1","0","0"
"0","0","0","20","0","90006","2","0","0","2","1001110","22003","0","1","0","0"
"0","2","0","40","0","91002","8","22002","0","2","1002101","90006","0","40","0","1"
"0","2","0","60","0","91002","8","22002","0","2","1002102","90006","0","50","0","2"
"0","2","0","80","0","91002","8","22002","0","2","1002103","90006","0","60","0","3"
"0","2","0","100","0","91002","8","22002","0","2","1002104","90006","0","80","0","4"
"0","2","0","200","0","91002","8","22003","0","2","1002105","90006","0","150","0","2"
"0","0","0","40","0","90006","2","0","0","2","1002106","22002","0","1","0","0"
"0","0","0","40","0","90006","2","0","0","2","1002107","22002","0","1","0","0"
"0","0","0","40","0","90006","2","0","0","2","1002108","22002","0","1","0","0"
"0","0","0","40","0","90006","2","0","0","2","1002109","22002","0","1","0","0"
"0","0","0","40","0","90006","2","0","0","2","1002110","22003","0","1","0","0"
"0","2","0","40","0","91002","8","22002","0","2","1003101","90006","0","40","0","1"
"0","2","0","60","0","91002","8","22002","0","2","1003102","90006","0","50","0","2"
"0","2","0","80","0","91002","8","22002","0","2","1003103","90006","0","60","0","3"
"0","2","0","100","0","91002","8","22002","0","2","1003104","90006","0","80","0","4"
"0","2","0","200","0","91002","8","22003","0","2","1003105","90006","0","150","0","2"
"0","0","0","40","0","90006","2","0","0","2","1003106","22002","0","1","0","0"
"0","0","0","40","0","90006","2","0","0","2","1003107","22002","0","1","0","0"
"0","0","0","40","0","90006","2","0","0","2","1003108","22002","0","1","0","0"
"0","0","0","40","0","90006","2","0","0","2","1003109","22002","0","1","0","0"
"0","0","0","40","0","90006","2","0","0","2","1003110","22003","0","1","0","0"
"0","2","0","40","0","91002","8","0","0","2","1004101","90006","0","20","0","0"
"0","2","0","50","0","91002","8","0","0","2","1004102","90006","0","30","0","0"
"0","2","0","75","0","91002","8","0","0","2","1004103","90006","0","40","0","0"
"0","2","0","100","0","91002","8","0","0","2","1004104","90006","0","50","0","0"
"0","2","0","150","0","91002","8","31018","0","2","1004105","90006","0","100","0","2"
"0","2","0","20","0","91002","8","0","0","2","1004106","90006","0","20","0","0"
"0","2","0","25","0","91002","8","0","0","2","1004107","90006","0","30","0","0"
"0","2","0","30","0","91002","8","0","0","2","1004108","90006","0","40","0","0"
"0","2","0","40","0","91002","8","0","0","2","1004109","90006","0","50","0","0"
"0","2","0","80","0","91002","8","31018","0","2","1004110","90006","0","100","0","1"
"0","2","0","20","0","91002","8","0","0","2","1004111","90006","0","30","0","0"
"0","2","0","25","0","91002","8","0","0","2","1004112","90006","0","40","0","0"
"0","2","0","30","0","91002","8","0","0","2","1004113","90006","0","50","0","0"
"0","2","0","40","0","91002","8","0","0","2","1004114","90006","0","60","0","0"
"0","2","0","80","0","91002","8","31018","0","2","1004115","90006","0","100","0","1"
"0","0","0","25000","0","94002","12","0","0","0","1004116","0","0","0","0","0"
"0","2","0","40","0","91002","8","0","0","2","1005101","90006","0","20","0","0"
"0","2","0","50","0","91002","8","0","0","2","1005102","90006","0","30","0","0"
"0","2","0","75","0","91002","8","0","0","2","1005103","90006","0","40","0","0"
"0","2","0","100","0","91002","8","0","0","2","1005104","90006","0","50","0","0"
"0","2","0","150","0","91002","8","31042","0","2","1005105","90006","0","100","0","2"
"0","2","0","20","0","91002","8","0","0","2","1005106","90006","0","20","0","0"
"0","2","0","25","0","91002","8","0","0","2","1005107","90006","0","30","0","0"
"0","2","0","30","0","91002","8","0","0","2","1005108","90006","0","40","0","0"
"0","2","0","40","0","91002","8","0","0","2","1005109","90006","0","50","0","0"
"0","2","0","80","0","91002","8","31042","0","2","1005110","90006","0","100","0","1"
"0","2","0","20","0","91002","8","0","0","2","1005111","90006","0","30","0","0"
"0","2","0","25","0","91002","8","0","0","2","1005112","90006","0","40","0","0"
"0","2","0","30","0","91002","8","0","0","2","1005113","90006","0","50","0","0"
"0","2","0","40","0","91002","8","0","0","2","1005114","90006","0","60","0","0"
"0","2","0","80","0","91002","8","31042","0","2","1005115","90006","0","100","0","1"
"0","0","0","25000","0","94002","12","0","0","0","1005116","0","0","0","0","0"
"0","2","0","40","0","91002","8","0","0","2","1006101","90006","0","20","0","0"
"0","2","0","50","0","91002","8","0","0","2","1006102","90006","0","30","0","0"
