8bb435c680b8d4f09a64f177150ca19919862d7c512aaefb9a016ad3436020b9,b4958ceea83cc4356a52b8e048dece6a641e6550bb358f4f7f91e7ff73a520bb,11e48c7e1324d4da4801cf334cb2c7cc4767dcf493765ba7e7728176896824d3,c29fc0ef70b60529bc2fefa7d7bd79729927b31970be2def13363d2a3ec7a1de,bf37fe279f20120db0821cd85a73d896841a74d967cfe9f117cdae34efad0636,d77850f634af8f1843ad8985e98c2dd1d0373e82984ce916742cc2961aae2ede,24ff4cd40513e9b5b1a6d37d90b229239122f32034c13cb9c6a5946a220cf79d,b912b452662ef303badeeca5e96f491f374b2a1d8fcec069f4810dfa1f86ce7a,d1a3af9969a0a136359877a4f5f4288b545c8b18fc8ce94ab6c162236f215092,7c4b0f514d7f9763e757f3d87e30c003c592647715cd9e3155241af3e3f938ac,8b6887aa351dc5763551706466cdca2b961131dcf9a9ec3ff299b9238c2acab4,c642f9683b03be60bbb56539fe5709794dc976a406b7237b6f8d3a1c497284a6,f784ddac77660b415d2fff9b4ee8cb88ec5d3bb26549640d5ab00fe745a25b5c,2399f02fb3d327ab8676513bba025503c1ba9062a600579930c339338621e452,0e02a36bbf2db4f694267a984e39bdb9d5e756cf1b432e368223169ba05e803c,0c8642232ca00f3ac7ff4c76c2cc269196b3ba1531d4c4b29aec3fc1cb32eb7b,03c53961f6f4d5f00e3d7364bcdc11e7a9e4312ffe98986f8ec15679a110b05e,0ec1cd348c6770b757e80e64f9407286581b5d93bc6e7e660b1a2c1a6a56b0f1
"0","0","1","91002","0","0","0","0","0","0","0","0","1","10","50","0","8","0"
"0","0","11","91002","0","0","0","0","0","0","0","0","2","100","10","0","8","0"
"0","0","101","91002","0","0","0","0","0","0","0","0","3","200","5","0","8","0"
"0","0","201","91002","0","0","0","0","0","0","0","0","4","500","3","0","8","0"
"0","0","501","91002","0","0","0","0","0","0","0","0","5","1000","2","0","8","0"
"0","0","1001","91002","0","0","0","0","0","0","0","0","6","2000","2","0","8","0"
"0","0","2001","91002","0","0","0","0","0","0","0","0","7","3999","1","0","8","0"
"0","0","4000","91002","0","0","0","0","0","0","0","0","8","4000","50","0","8","0"
"0","0","4100","91002","0","0","0","0","0","0","0","0","9","4100","50","0","8","0"
"0","0","4200","91002","0","0","0","0","0","0","0","0","10","4200","50","0","8","0"
"0","0","4300","91002","0","0","0","0","0","0","0","0","11","4300","50","0","8","0"
"0","0","4400","91002","0","0","0","0","0","0","0","0","12","4400","50","0","8","0"
"0","0","4500","91002","0","0","0","0","0","0","0","0","13","4500","50","0","8","0"
"0","0","4600","91002","0","0","0","0","0","0","0","0","14","4600","50","0","8","0"
"0","0","4700","91002","0","0","0","0","0","0","0","0","15","4700","50","0","8","0"
"0","0","4800","91002","0","0","0","0","0","0","0","0","16","4800","50","0","8","0"
"0","0","4900","91002","0","0","0","0","0","0","0","0","17","4900","50","0","8","0"
"0","0","5000","91002","0","0","0","0","0","0","0","0","18","5000","50","0","8","0"
"0","0","5100","91002","0","0","0","0","0","0","0","0","19","5100","50","0","8","0"
"0","0","5200","91002","0","0","0","0","0","0","0","0","20","5200","50","0","8","0"
"0","0","5300","91002","0","0","0","0","0","0","0","0","21","5300","50","0","8","0"
"0","0","5400","91002","0","0","0","0","0","0","0","0","22","5400","50","0","8","0"
"0","0","5500","91002","0","0","0","0","0","0","0","0","23","5500","50","0","8","0"
"0","0","5600","91002","0","0","0","0","0","0","0","0","24","5600","50","0","8","0"
"0","0","5700","91002","0","0","0","0","0","0","0","0","25","5700","50","0","8","0"
"0","0","5800","91002","0","0","0","0","0","0","0","0","26","5800","50","0","8","0"
"0","0","5900","91002","0","0","0","0","0","0","0","0","27","5900","50","0","8","0"
"0","0","6000","91002","0","0","0","0","0","0","0","0","28","6000","50","0","8","0"
"0","0","6100","91002","0","0","0","0","0","0","0","0","29","6100","50","0","8","0"
"0","0","6200","91002","0","0","0","0","0","0","0","0","30","6200","50","0","8","0"
"0","0","6300","91002","0","0","0","0","0","0","0","0","31","6300","50","0","8","0"
"0","0","6400","91002","0","0","0","0","0","0","0","0","32","6400","50","0","8","0"
"0","0","6500","91002","0","0","0","0","0","0","0","0","33","6500","50","0","8","0"
"0","0","6600","91002","0","0","0","0","0","0","0","0","34","6600","50","0","8","0"
"0","0","6700","91002","0","0","0","0","0","0","0","0","35","6700","50","0","8","0"
"0","0","6800","91002","0","0","0","0","0","0","0","0","36","6800","50","0","8","0"
"0","0","6900","91002","0","0","0","0","0","0","0","0","37","6900","50","0","8","0"
"0","0","7000","91002","0","0","0","0","0","0","0","0","38","7000","50","0","8","0"
"0","0","7100","91002","0","0","0","0","0","0","0","0","39","7100","50","0","8","0"
"0","0","7200","91002","0","0","0","0","0","0","0","0","40","7200","50","0","8","0"
"0","0","7300","91002","0","0","0","0","0","0","0","0","41","7300","50","0","8","0"
"0","0","7400","91002","0","0","0","0","0","0","0","0","42","7400","50","0","8","0"
"0","0","7500","91002","0","0","0","0","0","0","0","0","43","7500","50","0","8","0"
"0","0","7600","91002","0","0","0","0","0","0","0","0","44","7600","50","0","8","0"
"0","0","7700","91002","0","0","0","0","0","0","0","0","45","7700","50","0","8","0"
"0","0","7800","91002","0","0","0","0","0","0","0","0","46","7800","50","0","8","0"
"0","0","7900","91002","0","0","0","0","0","0","0","0","47","7900","50","0","8","0"
"0","0","8000","91002","0","0","0","0","0","0","0","0","48","8000","50","0","8","0"
"0","0","8100","91002","0","0","0","0","0","0","0","0","49","8100","15","0","8","0"
"0","0","8200","91002","0","0","0","0","0","0","0","0","50","8200","15","0","8","0"
