f0d5497e0951ccc29a723ab9ba6cef8ba2a381ba651338413e38dfa302749086,7b8f443a156cda71b03dc16b085de70c77fcd5e50a4d4158bf199f52ce4b3981,f1a731790814b4983a0d8dd9506dab508efb96589b5145bcaf47a20e90a8bfb5,bdecaaa4b15f9ea52eb94279ac6a509355c05ba65d1913607f8778333d4b2483,5e7a30c9d773613fbba61db35a44fcfc91cd5c5b7102e5ce8ebd851d46aaf495,6623c48fb8d7106db4e076eb8998515d838255fd192c0fe8caf73e9e2083731f,7ede0a42d21d8182dd71ca5196bc13d3eeb1c550ae615fbed66f0827778f47bd,4c58a4b6f540d0bf8950a5b3d10fff45e594296bf15bd29090cb902a64c9a5f3,d4eec4778c856856c42588678106558ba1f2f57f91c1f9672277ac3a5f6c44c6,86591d7fcecf5cf96c3140bf1707827c7f8419e9800202c3f608d568032b309d,cedb22a1f0d88a5763d31e3cb8a6ecb2bbbf0a8f6f249389686d7d80cd140142,84597c5ec60d0d38946859d83207ebcdb3dd0f2f59f722e4a863805dd5dcee0c,36e23b57b17e1925ac080f347fc8cf38c8d06cc76ebde2e55e7ed2ec003efbc9,7fa1bf7605ccf3d23acae716f561322c16631dbe063b98d5ad187244c02b386c,6a988989a3693549cfbdb2fa810ed10162be97df10892dac0299eeeb9b33a618,4964318b937a021bf826442c035cd09e71e060005cf1c8b24437006fcc75804b,28229f22a09726c2b488eb7c8c0d429c62682ce13d29372edaba651fbd2305ba
"60","0","10001","1060","2018/09/12 15:59:59","2018/08/28 16:00:00","bgm_M32","0","2018/09/17 15:59:59","0","bgm_M32","500213","0","2018/09/19 15:59:59","1768","50","2018/08/24 16:00:00"
"60","0","10002","1060","2018/10/19 15:59:59","2018/10/03 16:00:00","bgm_M98","0","2018/10/24 15:59:59","103601","bgm_M98","500193","0","2018/10/28 15:59:59","1768","50","2018/10/01 16:00:00"
"60","0","10003","1060","2018/11/15 15:59:59","2018/11/01 15:59:59","bgm_M106","0","2018/11/20 15:59:59","104401","bgm_M106","500263","0","2018/11/25 15:59:59","1768","50","2018/10/30 16:00:00"
"60","0","10004","1060","2018/12/15 15:59:59","2018/12/01 16:00:00","bgm_M112","0","2018/12/20 15:59:59","107601","bgm_M112","500164","0","2018/12/24 15:59:59","1768","50","2018/11/29 16:00:00"
"60","0","10005","1060","2019/01/17 15:59:59","2019/01/03 16:00:00","bgm_M121","0","2019/01/22 15:59:59","907901","bgm_M121","500284","0","2019/01/25 15:59:59","1768","50","2019/01/01 16:00:00"
"60","0","10006","1060","2019/02/16 15:59:59","2019/02/01 12:00:00","bgm_M128","0","2019/02/19 15:59:59","104701","bgm_M128","500096","0","2019/02/22 15:59:59","1768","50","2019/01/30 16:00:00"
"60","0","10007","1060","2019/03/22 15:59:59","2019/03/06 16:00:00","bgm_M135","0","2019/03/25 15:59:59","108201","bgm_M135","500264","0","2019/03/28 15:59:59","1768","50","2019/03/04 16:00:00"
"60","0","10008","1060","2019/04/14 15:59:59","2019/04/03 16:00:00","bgm_M162","0","2019/04/17 15:59:59","100901","bgm_M162","500143","0","2019/04/21 15:59:59","1768","50","2019/04/01 16:00:00"
"60","0","10009","1060","2019/05/13 15:59:59","2019/05/02 16:00:00","bgm_M171","0","2019/05/16 15:59:59","108501","bgm_M171","500114","0","2019/05/19 15:59:59","1768","50","2019/04/30 16:00:00"
"60","0","10010","1060","2019/06/14 15:59:59","2019/06/03 16:00:00","bgm_M182","0","2019/06/17 15:59:59","108901","bgm_M182","500553","0","2019/06/21 15:59:59","1768","50","2019/05/31 16:00:00"
"60","0","10011","1060","2019/07/12 15:59:59","2019/07/01 16:00:00","bgm_M189","0","2019/07/15 15:59:59","109001","bgm_M189","500600","0","2019/07/18 15:59:59","1768","50","2019/06/28 16:00:00"
"60","0","10012","1060","2019/07/28 15:59:59","2019/07/17 16:00:00","bgm_M206","0","2019/07/31 15:59:59","101401","bgm_M206","500013","0","2019/08/03 15:59:59","1768","50","2019/07/15 16:00:00"
"60","0","10013","1060","2019/08/12 15:59:59","2019/08/01 16:00:00","bgm_M215","0","2019/08/15 15:59:59","109301","bgm_M215","500133","0","2019/08/19 15:59:59","1768","50","2019/07/30 16:00:00"
