75a3352c9b4bdb49964b8e8931660eebdabbd0ec3987292694c50fb0a3b9f8d8,bfb0ff3aab7abcd23ea4eb4ffe61f77dacf744fde44af47c9d24b77672900754,f3d149310c9b257064332de0bcf2cb538fea7d2a29e6938b6ad78e83d933a4a2,5a34587e73d48b3a1f859afa54cf69aa65ac2c7939080fc198322ee2314cc54c,5de6be5a59ccf93ae584b23524c8b2ca99034b1b30dde0c5bcb96a4ae3a523d1,601631470d10275552c647d7d318ec381cd92c22e0a6dbfb3c6e046f94ad3f7e,9aaf2f1635c18e4ccf2de1d00a9475cd461acb81060ff7b15b1dc2ef32441f63,58712cd8a230130b76a4fd058f6d91d1cd7542645da2518ca437106112670598,8d707c55109111d3aebc18336546b2889a77308f880815877a3d5e340a0217e1,facf2e97dbec3f2fea9c37dafc150ec26067e0d5cdf072fdeae671be70d96845,c4932c82e74544dcf9aad0176a58ed2899fbc03a6382d9b2ed40294454eb8730,967eb9aabd4fa8cdda54e7ac98dfa383ff9940399df15152d91af0c0bd1fbaf4,d00ca65cdd2650d6779f0791d4a547acb48fee446d5401fe0a93d2e2557067e4,d04799a157c4149828152c2cbcd33e8385fe655d2bf0940aa5ee5c430795679d,3a01aa5963b80ee60b1b6a8c910d76c13e57761123c8af94d22b88f55fd8efbc,1b136ba0ec0e44238dbf9f2f1b94d7b340c60d49f8a4d334429f736b9bc69f4b,b58899b8f2c4903b9ea39e348bc344b46e361e949d564dc99286ac4dbb12eae7,8ae221a2c0b5a9c6ddd1b04019d69ed1f3a51b5cb96d019777b80c9093894009
"91002","0","0","0","0","0","8","0","0","0","0","10","1","0","1","500","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","100","11","0","2","50","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","200","101","0","3","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","500","201","0","4","10","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","1000","501","0","5","5","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","2000","1001","0","6","3","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","4000","2001","0","7","2","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","7999","4001","0","8","1","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","8000","8000","0","9","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","8100","8100","0","10","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","8200","8200","0","11","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","8300","8300","0","12","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","8400","8400","0","13","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","8500","8500","0","14","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","8600","8600","0","15","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","8700","8700","0","16","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","8800","8800","0","17","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","8900","8900","0","18","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","9000","9000","0","19","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","9100","9100","0","20","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","9200","9200","0","21","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","9300","9300","0","22","30","0","0"
"91002","0","0","0","0","0","8","0","0","0","0","9400","9400","0","23","30","0","0"
