2a4191afe52db3fc7238dafed1b811c34bb42a3c24832db669aff9199b4dc84c,3d83b1a51379fd74add4fc65cc0e927a347a3af434c0db349bf1e41686ec00b1,a17a4d513ee429757ec75b01a4b0180dbe00a79d43c8d3322867e6b725e0f6ed,d70d0c333e893be4f8666f8a7ba5577450213f98700d834dcc69c69a3b4dd638,98407e90075362dea6e92240e453dcd3034fe4902305ffe3f97326402d51af33,ae3d2f95dc987c762fdff16c5c46f0ac4886f68f7e91e503350e8832bd1f7594,6f965a6737ec77356b1c9ba62a8d0221704c48b4e3870d6d4e7db4c703eb08f8,f8ad7b9dd4d7a0b57652a1ae674386a29473444310ba302e9646f0846f4f3f4f,1be0a9432a92f51ccfb41b1d45aaf375d36c31ac09ddb0b8990ee9841ad263cf,02fb9a4eb5e0670b8460a0de597e53cafd0c091fecec2c5a1202f8138a387ecd,2e4ae164101f34dbe0677d660ab666b1e5328364d50b674e90290b1e9eff2d77,0efadb3822eb74b86cc309e8c46999258fa2b7fa3ead70aff22a0afbc1073466,c0564d458ed4e93aeb1e44fe03f4f3258befe7065b42879930983a0f81df6d6e,d3ecd8112cb8c79566c5c974fd710f55856242182b498a4e61bbb5702e2ee2a0,20c9e050583e032eaea6d214b1cec01b2442141ca4c52de6386c1f15b9960ad9,72bc0049984fbf1b812bdf1f216d1d9125da1780dd595d4d38fe78816b1b063a,4643c8fa26d6c90dc64457064ce12b5889a2b4a54e18e9fde64cc2cb7faa74ca,b4424a1ff24c05b586dc0f56dbd53810946850fb29c266b04f21eb9654424d4b,fe66c5c8278dbe426799e6d142891f18b73edb36c15d911910c8b95ea73c1e39,641f430d1946faff09835c7d67f3bd69603e2dc069a85d3177d9a46df15b3899,1c278ce345adef9d960fdba89245b10a6913328c8867ba130aea80e86b0fc845,f462b1f9b37bce4921e539345f72a684ed7e5fb243100feffb3dcfc15532baeb,c078b01bdde1e2b272c2398f66498f2655e46a76b0c8bc3ec9996a7cc7815112,5d7b515290cd60a9e416e3756b3b14164cfe948beb2f8ea471b334bec3c31161,93a83fdfee48eeebc6765091476d15d49b0dd5e8d0e031deeca20701c603381a,4cb6260c7c725f673829853c8fedd2930023ca017ce9a865cd1189ae78709fbf,908974d54ca9a14feadcf1e009f6910f0e737ff2d2c1e70a592a48020f18a23b,1cdb58e49b6b8fd4560d48cc012b4d409e01fce284fa82ad390a0347c76d4611,0b02381d33c408a2ac42247ea71bb97ee0349f3a054f4d2d0d5346207c0b4360,2b58e18ace1234d0434be3c0d8d6f46a1c8b8621be9c166c963e9b595a9e15db,d1423693978c99ac74f8e5da67f0a62ff6903d48655dbd785ec6d0d8d4be015b,938a4dc94266ad51ca10b7994127790c03ba19b665cb833520fe7d8f42acba7a,c795f52ab12327f7bd19ac1ebdc93ece906f8076e3915e8698478f853e088af2,dd672cb605ee7188ee88eef26a7fad76468a1d3d186e344bcb1c17666d7632b2,a22e254303cbcf0e8b252efc41feb52fb403e9a2c284873205a723183b394e5a,21fb9f92074eabdc0ec43771351a8a33d7f5ae8faaa9cd30a432363463f6518b,c889f2c482669d29ef8cf9b7e22ab6d63a9ad66f9c28bb810f9970a409be7e63,7e7f2c1a3d0c91bf658adbde82c1e2275a93cd3f8e1eb5fc2afbeb3dfaff5f14,38150faf545f6d399ab72ec45d867c23235c351cdc60f4918605db34051a2706,a6e6c1f2acf7896d716493720bf66430f106de080ebaac56b25fb932ce938043,24099c933215a1e4ccc8ec3ba219820fa8204bf41fa5dfaad2370784989073bd,8093bf15fa351ae946655846d4c0fbfc54c5f73e83e97b7d7a5ccaf0ebc68a67,018d3aa3ef8257bfb0373435d8298296b7505b1033e6d5ca1d677dc14af7a3ff,525374a22d00e39faaa0dca04bf9ef324bac1e7c1b4dd6251e7f96032dae0af8
"1","0","710011","1","0","10010105","401010021","1","1","1.2","1.1","0","0","1001102","1001103","0.03","100000","0","1","401010041","10010103","401010011","0","0","10010102","401010051","0","1001","401010031","0","1001101","1","1","1","10010101","0","0","1.1","10010104","0","1001105","1001104","1","0"
"-1","0","710011","1","0","10010105","401010021","2","2","2","1.5","0","0","1001107","1001108","0.06","100000","0","1.2","401010041","10010103","401010011","0","0","10010102","401010051","0","1001","401010031","0","1001106","1.2","2","1","10010101","0","0","1.7","10010104","0","1001110","1001109","1","0"
"1","0","710021","1","0","10020105","401020021","1","3","1.2","1.1","0","0","1002102","1002103","0.03","100000","0","1","401020041","10020103","401020011","0","0","10020102","401020051","0","1002","401020031","0","1002101","1","1","1","10020101","0","0","1.1","10020104","0","1002105","1002104","1","0"
"-1","0","710021","1","0","10020105","401020071","2","4","2","1.5","0","0","1002107","1002108","0.06","100000","0","1.2","401020091","10020103","401020061","0","0","10020102","401020101","0","1002","401020081","0","1002106","1.2","2","1","10020101","0","0","1.7","10020104","0","1002110","1002109","1","0"
"1","0","710031","1","0","10030105","401030021","1","5","1.2","1.1","0","0","1003102","1003103","0.03","100000","0","1","401030041","10030103","401030011","0","0","10030102","401030051","0","1003","401030031","0","1003101","1","1","1","10030101","0","0","1.1","10030104","0","1003105","1003104","1","0"
"-1","0","710031","1","0","10030105","401030071","2","6","2","1.5","0","0","1003107","1003108","0.06","100000","0","1.2","401030091","10030103","401030061","0","0","10030102","401030101","0","1003","401030081","0","1003106","1.2","2","1","10030101","0","0","1.7","10030104","0","1003110","1003109","1","0"
"1","0","710041","1","0","10040105","401040021","1","7","1.2","1.1","0","0","1004102","1004103","0.03","100000","0","1","401040041","10040103","401040011","0","0","10040102","401040051","0","1004","401040031","0","1004101","1","1","1","10040101","0","0","1.1","10040104","0","1004105","1004104","1","0"
"-1","0","710041","1","0","10040105","401040071","2","8","2","1.5","0","0","1004107","1004108","0.06","100000","0","1.2","401040091","10040103","401040061","0","0","10040102","401040101","0","1004","401040081","0","1004106","1.2","2","1","10040101","0","0","1.7","10040104","0","1004110","1004109","1","0"
"1","0","710051","1","0","10050105","401040121","1","9","1.2","1.1","0","0","1004102","1004103","0.03","100000","0","1","401040141","10050103","401040111","0","0","10050102","401040151","0","1005","401040131","0","1004101","1","1","1","10050101","0","0","1.1","10050104","0","1004105","1004104","1","0"
"-1","0","710051","1","0","10050105","401040171","2","10","2","1.5","0","0","1004107","1004108","0.06","100000","0","1.2","401040191","10050103","401040161","0","0","10050102","401040201","0","1005","401040181","0","1004106","1.2","2","1","10050101","0","0","1.7","10050104","0","1004110","1004109","1","0"
"1","0","710061","1","0","10060105","401040221","1","11","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401040241","10060103","401040211","0","0","10060102","401040251","0","1006","401040231","0","1004101","1","1","1","10060101","0","0","1.3","10060104","0","1004105","1004104","1","0"
"-1","0","710061","1","0","10060105","401040271","2","12","2","1.8","0","0","1004107","1004108","0.06","100000","0","1.3","401040291","10060103","401040261","0","0","10060102","401040301","0","1006","401040281","0","1004106","1.3","2","1","10060101","0","0","1.8","10060104","0","1004110","1004109","1","0"
"1","0","710071","1","0","10070105","401040321","1","13","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401040341","10070103","401040311","0","0","10070102","401040351","0","1007","401040331","0","1004101","1","1","1","10070101","0","0","1.3","10070104","0","1004105","1004104","1","0"
"-1","0","710071","1","0","10070105","401040371","2","14","2","1.8","0","0","1004107","1004108","0.06","100000","0","1.3","401040391","10070103","401040361","0","0","10070102","401040401","0","1007","401040381","0","1004106","1.3","2","1","10070101","0","0","1.8","10070104","0","1004110","1004109","1","0"
"1","0","710081","1","0","10080105","401040421","1","15","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401040441","10080103","401040411","0","0","10080102","401040451","0","1008","401040431","0","1004101","1","1","1","10080101","0","0","1.3","10080104","0","1004105","1004104","1","0"
"-1","0","710081","1","0","10080105","401040471","2","16","2","1.8","0","0","1004107","1004108","0.06","100000","0","1.3","401040491","10080103","401040461","0","0","10080102","401040501","0","1008","401040481","0","1004106","1.3","2","1","10080101","0","0","1.8","10080104","0","1004110","1004109","1","0"
"1","0","710091","1","0","10090105","401040521","1","17","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401040541","10090103","401040511","0","0","10090102","401040551","0","1009","401040531","0","1004101","1","1","1","10090101","0","0","1.3","10090104","0","1004105","1004104","1","0"
"5","0","710091","1","0","10090105","401040571","2","18","2","1.8","0","0","1004107","1004108","0.06","100000","0","1.4","401040591","10090103","401040561","0","0","10090102","401040601","0","1009","401040581","0","1004106","1.4","2","1","10090101","0","0","1.8","10090104","0","1004110","1004109","1","0"
"-1","0","710091","1","0","10090105","401040621","2","19","3","2.5","0","0","1004102","1004103","0.06","100000","0","2","401040641","10090103","401040611","0","0","10090102","401040651","0","1009","401040631","0","1004101","2","6","1","10090101","0","0","2.5","10090104","0","1004105","1004104","1","0"
"3","0","710101","1","0","10100105","401011002","1","20","1.5","1.3","0","0","1004107","1004108","0.03","100000","0","1","401011004","10100103","401011001","0","0","10100102","401011005","0","1010","401011003","0","1004106","1","1","1","10100101","0","0","1.3","10100104","0","1004110","1004109","1","0"
"10","0","710101","1","0","10100105","401021002","2","21","2","1.8","0","0","1004102","1004103","0.06","100000","0","1.4","401021004","10100103","401021001","0","0","10100102","401021005","0","1010","401021003","0","1004101","1.4","4","1","10100101","0","0","1.8","10100104","0","1004105","1004104","1","0"
"-1","0","710101","1","0","10100105","401031002","2","22","3","2.5","0","0","1004107","1004108","0.06","100000","0","2","401031004","10100103","401031001","0","0","10100102","401031005","0","1010","401031003","0","1004106","2","11","1","10100101","0","0","2.5","10100104","0","1004110","1004109","1","0"
"1","0","710111","1","0","10110105","401040671","1","23","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401040691","10110103","401040661","0","0","10110102","401040701","0","1011","401040681","0","1004101","1","1","1","10110101","0","0","1.3","10110104","0","1004105","1004104","2","0"
"3","0","710111","1","0","10110105","401040671","1","24","1.5","1.3","0","0","1004107","1004108","0.03","100000","0","1","401040691","10110103","401040661","0","0","10110102","401040701","0","1011","401040681","0","1004106","1","2","1","10110101","0","0","1.3","10110104","0","1004110","1004109","2","0"
"10","0","710111","1","0","10110105","401040721","2","25","2","1.8","0","0","1004102","1004103","0.06","100000","0","1.4","401040741","10110103","401040711","0","0","10110102","401040751","0","1011","401040731","0","1004101","1.4","4","2","10110101","0","0","1.8","10110104","0","1004105","1004104","5","0"
"-1","0","710111","1","0","10110105","401040771","2","26","3","2.5","0","0","1004107","1004108","0.06","100000","0","2","401040791","10110103","401040761","0","0","10110102","401040801","0","1011","401040781","0","1004106","2","11","3","10110101","0","0","2.5","10110104","0","1004110","1004109","12","0"
"1","0","710121","1","0","10120105","401040821","1","27","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401040841","10120103","401040811","0","0","10120102","401040851","0","1012","401040831","0","1004101","1","1","1","10120101","0","0","1.3","10120104","0","1004105","1004104","2","0"
"3","0","710121","1","0","10120105","401040821","1","28","1.5","1.3","0","0","1004107","1004108","0.03","100000","0","1","401040841","10120103","401040811","0","0","10120102","401040851","0","1012","401040831","0","1004106","1","2","1","10120101","0","0","1.3","10120104","0","1004110","1004109","2","0"
"10","0","710121","1","0","10120105","401040871","2","29","2","1.8","0","0","1004102","1004103","0.06","100000","0","1.4","401040891","10120103","401040861","0","0","10120102","401040901","0","1012","401040881","0","1004101","1.4","4","2","10120101","0","0","1.8","10120104","0","1004105","1004104","5","0"
"-1","0","710121","1","0","10120105","401040921","2","30","3","2.5","0","0","1004107","1004108","0.06","100000","0","2","401040941","10120103","401040911","0","0","10120102","401040951","0","1012","401040931","0","1004106","2","11","3","10120101","0","0","2.5","10120104","0","1004110","1004109","12","0"
"1","0","710011","1","0","10130105","401040971","1","31","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401040991","10130103","401040961","0","0","10130102","401041001","0","1013","401040981","0","1004101","1","1","1","10130101","0","0","1.3","10130104","0","1004105","1004104","2","0"
"3","0","710011","1","0","10130105","401040971","1","32","1.5","1.3","0","0","1004107","1004108","0.03","100000","0","1","401040991","10130103","401040961","0","0","10130102","401041001","0","1013","401040981","0","1004106","1","2","1","10130101","0","0","1.3","10130104","0","1004110","1004109","2","0"
"10","0","710011","1","0","10130105","401041021","2","33","2","1.8","0","0","1004102","1004103","0.06","100000","0","1.4","401041041","10130103","401041011","0","0","10130102","401041051","0","1013","401041031","0","1004101","1.4","4","2","10130101","0","0","1.8","10130104","0","1004105","1004104","5","0"
"-1","0","710011","1","0","10130105","401041071","2","34","3","2.5","0","0","1004107","1004108","0.06","100000","0","2","401041091","10130103","401041061","0","0","10130102","401041101","0","1013","401041081","0","1004106","2","11","3","10130101","0","0","2.5","10130104","0","1004110","1004109","12","0"
"1","0","710021","1","0","10140105","401041071","1","35","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401041091","10140103","401041061","0","0","10140102","401041101","0","1014","401041081","0","1004101","1","1","1","10140101","0","0","1.3","10140104","0","1004105","1004104","2","0"
"3","0","710021","1","0","10140105","401041121","1","36","1.5","1.3","0","0","1004107","1004108","0.03","100000","0","1","401041141","10140103","401041111","0","0","10140102","401041151","0","1014","401041131","0","1004106","1","2","1","10140101","0","0","1.3","10140104","0","1004110","1004109","2","0"
"10","0","710021","1","0","10140105","401041171","2","37","2","1.8","0","0","1004102","1004103","0.06","100000","0","1.4","401041191","10140103","401041161","0","0","10140102","401041201","0","1014","401041181","0","1004101","1.4","4","2","10140101","0","0","1.8","10140104","0","1004105","1004104","5","0"
