e48b52efd81fd2d91e83260d8a566f30327316cb8145f0547e25d290797743cc,f958929d01a6234fba85508243823353026903459ff0fb5276403d26df23f25c,e309d3dd6a29460b0d4c69a57704468c40b7e5bf9c540c3873571254bb7a0363
"1","130011","100101"
"1","130021","100201"
"1","130031","100301"
"1","130041","100401"
"1","130051","100501"
"1","130061","100601"
"1","130071","100701"
"1","130081","100801"
"1","130091","100901"
"1","130101","101001"
"1","130111","101101"
"1","130121","101201"
"1","130131","101301"
"1","130141","101401"
"1","130151","101501"
"1","130161","101601"
"1","130171","101701"
"1","130181","101801"
"1","130201","102001"
"1","130211","102101"
"1","130221","102201"
"1","130231","102301"
"1","130251","102501"
"1","130261","102601"
"1","130271","102701"
"1","130281","102801"
"1","130291","102901"
"1","130301","103001"
"1","130311","103101"
"1","130321","103201"
"1","130331","103301"
"1","130341","103401"
"1","130361","103601"
"1","130371","103701"
"1","130381","103801"
"1","130401","104001"
"1","130421","104201"
"1","130431","104301"
"1","130441","104401"
"1","130451","104501"
"1","130461","104601"
"1","130471","104701"
"1","130481","104801"
"1","130491","104901"
"1","130501","105001"
"1","130511","105101"
"1","130521","105201"
"1","130531","105301"
"1","130541","105401"
"1","130551","105501"
"1","130561","105601"
"1","130571","105701"
"1","130581","105801"
"1","130591","105901"
"1","130601","106001"
"1","130611","106101"
"1","130631","106301"
"1","130651","106501"
"1","130661","106601"
"1","130701","107001"
"1","130711","107101"
"1","130751","107501"
"1","130761","107601"
"1","130771","107701"
"1","130781","107801"
"1","130791","107901"
"1","130801","108001"
"1","130811","108101"
"1","130821","108201"
"1","130831","108301"
"1","130841","108401"
"1","130851","108501"
"1","130861","108601"
"1","130871","108701"
"1","130881","108801"
"1","130891","108901"
"1","130901","109001"
"1","130911","109101"
"1","130921","109201"
"1","130931","109301"
"1","130941","109401"
"1","130951","109501"
"1","130961","109601"
"1","130971","109701"
"1","130981","109801"
"1","130991","109901"
"1","131001","110001"
"1","131011","110101"
"1","131031","110301"
"1","131041","110401"
"1","131051","110501"
"1","131061","110601"
"1","131071","110701"
"1","131081","110801"
"1","131091","110901"
"1","131101","111001"
"1","131111","111101"
"1","131121","111201"
"1","131131","111301"
"1","131141","111401"
"1","131151","111501"
"1","131161","111601"
"1","131171","111701"
"1","131191","111901"
"1","131201","112001"
"1","131211","112101"
"1","131221","112201"
"1","131231","112301"
"1","131241","112401"
"1","131251","112501"
"1","131261","112601"
"1","131271","112701"
"1","131281","112801"
"1","131291","112901"
"1","131301","113001"
"1","131311","113101"
"1","131321","113201"
"1","131331","113301"
"1","131341","113401"
"1","131351","113501"
"1","131361","113601"
"1","131371","113701"
"1","131381","113801"
"1","131391","113901"
"1","131401","114001"
"1","131411","114101"
"1","131421","114201"
"1","131431","114301"
"1","131441","114401"
"1","131451","114501"
"1","131461","114601"
"1","131471","114701"
"1","131181","111801"
"1","131501","115001"
"1","131551","115501"
"1","131561","115601"
"1","131571","115701"
"1","130641","106401"
"1","131581","115801"
"1","131591","115901"
"1","131601","116001"
"1","138021","180201"
"1","138041","180401"
"1","131621","116201"
"1","131631","116301"
"1","131651","116501"
"1","131661","116601"
"1","131671","116701"
"1","131681","116801"
"1","131691","116901"
"1","131701","117001"
"1","131711","117101"
"1","131721","117201"
"1","131731","117301"
"1","131741","117401"
"1","131751","117501"
"1","131761","117601"
"1","131801","118001"
"1","131771","117701"
"1","131781","117801"
"1","131791","117901"
"1","131901","119001"
"1","131911","119101"
"1","138011","180101"
"1","138061","180601"
"1","131921","119201"
"1","131931","119301"
"1","131991","119901"
"1","132071","120701"
"1","132081","120801"
"1","132091","120901"
"1","132101","121001"
"1","132111","121101"
"1","132121","121201"
"1","131641","116401"
"1","130681","106801"
"1","132131","121301"
"1","132141","121401"
"1","132151","121501"
"1","132161","121601"
"1","132191","121901"
"1","132201","122001"
"1","138031","180301"
"1","132211","122101"
"1","132221","122201"
"1","132231","122301"
"1","132241","122401"
"1","132251","122501"
"1","132261","122601"
"1","132271","122701"
"1","132281","122801"
"1","132291","122901"
"1","132311","123101"
"1","132321","123201"
"1","132331","123301"
"1","132351","123501"
"1","132361","123601"
"1","132371","123701"
"1","132381","123801"
"1","132391","123901"
"1","138051","180501"
"1","132401","124001"
"1","132411","124101"
"1","132421","124201"
"1","138071","180701"
"1","132451","124501"
"1","132461","124601"
"1","132471","124701"
"1","132481","124801"
"1","132491","124901"
"1","132501","125001"
"1","132001","120001"
"1","132511","125101"
"1","132521","125201"
"1","132531","125301"
"1","132541","125401"
"1","132581","125801"
"1","132551","125501"
"1","132561","125601"
"1","132571","125701"
"1","132621","126201"
"1","132631","126301"
"1","132661","126601"
"1","132671","126701"
"1","132681","126801"
"1","132691","126901"
"1","132701","127001"
"1","132711","127101"
"1","132721","127201"
"1","132731","127301"
"1","138081","180801"
"1","132761","127601"
"1","132751","127501"
"1","132601","126001"
"1","132611","126101"
"1","132791","127901"
"1","132801","128001"
"1","138091","180901"
"1","132831","128301"
"1","132841","128401"
"1","132851","128501"
"1","132871","128701"
"1","132881","128801"
"1","132891","128901"
"1","132931","129301"
"1","132941","129401"
"1","132981","129801"
"1","132991","129901"
"1","131811","118101"
"1","133071","130701"
"1","133081","130801"
"1","133091","130901"
"1","133101","131001"
"1","131821","118201"
"1","133111","131101"
"1","133121","131201"
"1","133161","131601"
"1","133171","131701"
"1","133181","131801"
"1","133191","131901"
"1","133201","132001"
"1","133211","132101"
"1","133221","132201"
"1","132771","127701"
"1","132781","127801"
"1","133001","130001"
"1","133011","130101"
"1","133021","130201"
"1","132951","129501"
"1","133281","132801"
"1","133291","132901"
"1","138101","181001"
"1","133321","133201"
"1","133351","133501"
"1","133361","133601"
"1","133371","133701"
"1","133381","133801"
"1","133391","133901"
"2","130772","107701"
"2","130792","107901"
"2","130802","108001"
"2","130162","101601"
"2","130602","106001"
"2","130812","108101"
"2","130822","108201"
"2","130832","108301"
"2","130332","103301"
"2","130582","105801"
"2","130842","108401"
"2","130852","108501"
"2","130862","108601"
"2","130902","109001"
"2","130912","109101"
"2","130492","104901"
"2","130112","101101"
"2","130952","109501"
"2","130962","109601"
"2","130132","101301"
"2","131072","110701"
"2","131002","110001"
"2","131012","110101"
"2","131032","110301"
"2","131042","110401"
"2","131052","110501"
"2","131062","110601"
"2","130252","102501"
"2","131112","111101"
"2","131122","111201"
"2","131132","111301"
"2","130592","105901"
"2","131222","112201"
"2","131232","112301"
"2","130032","100301"
"2","131212","112101"
"2","131152","111501"
"2","131162","111601"
"2","131172","111701"
"2","130752","107501"
"2","131312","113101"
"2","131332","113301"
"2","131702","117001"
"2","131712","117101"
"2","131342","113401"
"2","131362","113601"
"2","131392","113901"
"2","131372","113701"
"2","131382","113801"
"2","131242","112401"
"2","131252","112501"
"2","131262","112601"
"2","131442","114401"
"2","131452","114501"
