0d610bc51794a488132622402dcfcf7435d186a788b24d35af5e4d2674408f16,e8248ef9bf43007693d96190e81da5ba8ca5bf9cdec7ab1b84f418293845e03d,380a9f6b6e1d332f36d5a272a7d14ff513a56f1781789cabb864a90fff1e0a45,a1055aaaafeb6c46ff97c35f9fa4a346d0863f990d1b6626a41fe65c92ef457c,fd67763f4681e8046b85b5899dfebbad23f4b3216ae3c1d60cce59d5c8dac053,9268757bf3f784d87bb65baea88aeec7b98f026ad8e7d78f18242c652ccbb2c7,8fa1d317290d99055733da517251c6f67c04bd6c12c6bcc4d4cf8e44bdb23597,e46c5da08ccbd8407b8c2c6c9f145065ef3b40c8fcbcd410c90b00bb04c6d9aa,f8072e683827f7874709e1bb1b4352d49adf7b0801b72eb574ce218f180d1532,0430bae8dda905fc102a3c2db5b52c9ee76f9db7e3ce6f03162e9afc7fec55c0,a1000eb2d44811784dde20a35431bdb31483f0576270c6ff4e5a9bf4acf6c1a3,5b4ae169064ea5550eca90d22b1149cc2795856e024e46a0665f5c36fad3e1f3,21594b301710219c1f7d46db374c0b16fa247befd1ef8281cf040230c1191ce0,45a72c62d727ca4f07dd1929e6038e455591d9aaea988bcc13d78640b8d61f58,a6a595b23d4c9bfe7e2eb68b5622266e3b5f0be82e09d2442b8945fd0366fa5c,418e908ffcc4c997e38d3fd3e36f5f62cfaa32ba447d0e2945c196785e18c21a,873df063edb8f98985bd2b0206a01218e1f4ec08d8d7f909db6657f9f8b4b31d,182351c9ba013695534bb238b92b7c885481c0dad3f86a1c59c07e473d8569f0
"0","0","0","0","8","91002","0","0","1","10000","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","2","10000","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","3","10000","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","4","10000","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","5","10001","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","6","10001","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","7","10001","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","8","10001","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","9","10002","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","10","10002","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","11","10002","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","12","10002","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","13","10003","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","14","10003","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","15","10003","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","16","10003","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","17","10004","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","18","10004","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","19","10004","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","20","10004","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","21","10005","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","22","10005","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","23","10005","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","24","10005","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","25","10006","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","26","10006","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","27","10006","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","28","10006","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","29","10007","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","30","10007","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","31","10007","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","32","10007","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","33","10008","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","34","10008","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","35","10008","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","36","10008","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","37","10009","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","38","10009","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","39","10009","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","40","10009","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","41","10010","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","42","10010","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","43","10010","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","44","10010","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","45","10011","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","46","10011","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","47","10011","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","48","10011","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","49","10012","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","50","10012","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","51","10012","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","52","10012","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","53","10013","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","54","10013","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","55","10013","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","56","10013","4","0","0","0","0","250","0","0"
"0","0","0","0","8","91002","0","0","57","10014","1","0","0","0","0","500","0","0"
"0","0","0","0","8","91002","0","0","58","10014","2","0","0","0","0","400","0","0"
"0","0","0","0","8","91002","0","0","59","10014","3","0","0","0","0","300","0","0"
"0","0","0","0","8","91002","0","0","60","10014","4","0","0","0","0","250","0","0"
