d2e0b365a52b9ca2b2c18af3c3a89e91871927e2c74f392f4fdfb2857e02d1c5,0398dcb844f5e16691400954e4d152a8e4371553ebd16a01874afc1fca34a538,7ea41c31ae0096a68aed641695bdbefaaa51280cf03159b7d252924b711b8be0,5c87b88b51c42c1a7cb8b0e3c8eb1dacdff2bd449505b70103ccca6a35c642f8,5e430331f8e01c583289d84e009b4e9260ff4dd72f83faa3496d13d6a61794fc,532fd511ac8396dfe19b0260dbb6b373570b48e5f3159067309d2a2264518810,b1aacf987055c91159ac67dd45c11868ec6857a2a62b8761445404ddc8d26f13,e4582b7633380909a677bc1c3c698135c2a3b8d840cff7b87e582b1dd7d6c958,b8e28a8b3fcf8ea7016f3ae083ae3e7579e866966da14ea3d1f78993ccd9eeb9,c8734760ad7a80ab40ce6845181b2b17d5a9b0466cab6b4ed74fbb96403f8518,6e57fce14dc4e26914be930d546a118d7c76e5547998fa55499531d6c484e3d3,7b64879553c440c4ee0ee64e175c76a0699c9fb95a4e759a46c791db916d2294,858c55beda64b0a8504d0d6a1dc2796685e7d854d3b65d5fece4461c7b256eec,c65d4ef04fd4175513a53fd528dfee0a2a99d48b2aaeb92809400c5079bcd13f,e6030f9f7b1d01bb2e4918b4f7ec0495136a86b5ac2bfd6ab7ad4644bc7162ed,303b46d269fb82da9db8fb2837a7861ccf67dee6e6f84d0e334a8be9e8f94ab9,828c5fd26651f2298bb4ac497b0cc94d33a691b263c9cea84b3cd3cd02f39954,f912ae47341a7c3973474ed250425729900ad43530bc53fd55bfa6b10a68042e,0036c1bcd0e005ecdc9639195719566fb288d5b034b50a00c57fc128b598f8b1,208bb7049e2976d0d9531ce3a1a09933ce285c0fe7b604fe2657438c39902563,c75ef26e65a1ed622acd804bda601de255c13f99039d75bd90f60fda491bdd7d,7733ae8a2f21c61f7bbfd0842498a8fa8c76e8231696d9d433c0d5e9072e5f62
"0","0","0","122282","0","2000","1","102281","1","0","0","0","0","0","0","0","0","0","102282","0","0","0"
"0","0","0","122311","0","1500","1","101281","1","0","0","0","0","0","0","0","0","0","102311","0","0","0"
"0","0","0","122312","0","2000","1","102311","1","0","0","0","0","0","0","0","0","0","102312","0","0","0"
"0","0","0","122341","0","1500","1","101581","1","0","0","0","0","0","0","0","0","0","102341","0","0","0"
"0","0","0","122342","0","2000","1","102341","1","0","0","0","0","0","0","0","0","0","102342","0","0","0"
"0","0","0","122371","0","1500","1","101371","1","0","0","0","0","0","0","0","0","0","102371","0","0","0"
"0","0","0","122372","0","2000","1","102371","1","0","0","0","0","0","0","0","0","0","102372","0","0","0"
"0","0","0","122401","0","2000","1","101401","1","0","0","0","0","0","0","0","0","0","102401","0","0","0"
"0","0","0","122431","0","1500","1","101431","1","0","0","0","0","0","0","0","0","0","102431","0","0","0"
"0","0","0","122432","0","2000","1","102431","1","0","0","0","0","0","0","0","0","0","102432","0","0","0"
"0","0","0","122491","0","1500","1","101521","1","0","0","0","0","0","0","0","0","0","102491","0","0","0"
"0","0","0","122493","0","1500","1","102311","1","0","0","0","0","0","0","0","0","0","102493","0","0","0"
"0","0","0","122521","0","2000","1","102251","1","0","0","0","0","0","0","0","0","0","102521","0","0","0"
"0","0","0","122613","0","2000","1","101611","1","0","0","0","0","0","0","0","0","0","102613","0","0","0"
"0","0","0","122614","0","2000","1","102612","1","0","0","0","0","0","0","0","0","0","102614","0","0","0"
"0","0","0","113011","0","5000","2","0","0","0","0","0","0","0","0","0","0","0","103011","0","0","0"
"0","0","0","113012","0","7000","2","0","0","0","0","0","0","0","0","0","0","0","103012","0","0","0"
"0","0","0","113013","0","10000","2","0","0","0","0","0","0","0","0","0","0","0","103013","0","0","0"
"0","0","0","123041","0","7000","3","103071","1","0","0","0","0","0","0","0","0","0","103041","0","0","0"
"0","0","0","123042","0","10000","3","103012","1","0","0","0","0","0","0","0","0","0","103042","0","0","0"
"0","0","0","113071","0","5000","2","0","0","0","0","0","0","0","0","0","0","0","103071","0","0","0"
"0","0","0","123072","0","10000","3","103552","1","0","0","0","0","0","0","0","0","0","103072","0","0","0"
"0","0","0","113101","0","7000","2","0","0","0","0","0","0","0","0","0","0","0","103101","0","0","0"
"0","0","0","113131","0","7000","2","0","0","0","0","0","0","0","0","0","0","0","103131","0","0","0"
"0","0","0","123132","0","10000","3","103131","1","0","0","0","0","0","0","0","0","0","103132","0","0","0"
"0","0","0","123161","0","5000","3","102162","1","0","0","0","0","0","0","0","0","0","103161","0","0","0"
"0","0","0","113162","0","7000","2","0","0","0","0","0","0","0","0","0","0","0","103162","0","0","0"
"0","0","0","113191","0","5000","2","0","0","0","0","0","0","0","0","0","0","0","103191","0","0","0"
"0","0","0","123192","1","7000","3","103191","1","0","0","0","0","0","102013","0","0","0","103192","0","0","0"
"0","0","0","123193","0","10000","3","103192","1","0","0","0","0","0","0","0","0","0","103193","0","0","0"
"0","0","0","113221","0","5000","2","0","0","0","0","0","0","0","0","0","0","0","103221","0","0","0"
"0","0","0","113222","0","10000","2","0","0","0","0","0","0","0","0","0","0","0","103222","0","0","0"
"0","0","0","123251","0","5000","3","102251","1","0","0","0","0","0","0","0","0","0","103251","0","0","0"
"0","0","0","113252","0","7000","2","0","0","0","0","0","0","0","0","0","0","0","103252","0","0","0"
"0","0","0","123281","0","5000","3","102282","1","0","0","0","0","0","0","0","0","0","103281","0","0","0"
"0","0","0","123282","1","7000","3","102282","1","0","0","0","0","0","102312","0","0","0","103282","0","0","0"
"0","0","0","113283","0","10000","2","0","0","0","0","0","0","0","0","0","0","0","103283","0","0","0"
"0","0","0","123311","0","5000","3","102312","1","0","0","0","0","0","0","0","0","0","103311","0","0","0"
"0","0","0","123341","0","5000","3","102342","1","0","0","0","0","0","0","0","0","0","103341","0","0","0"
"0","0","0","113342","0","7000","2","0","0","0","0","0","0","0","0","0","0","0","103342","0","0","0"
"0","0","0","123343","1","10000","3","103341","1","0","0","0","0","0","103611","0","0","0","103343","0","0","0"
"0","0","0","123371","0","7000","3","102372","1","0","0","0","0","0","0","0","0","0","103371","0","0","0"
"0","0","0","113372","0","10000","2","0","0","0","0","0","0","0","0","0","0","0","103372","0","0","0"
"0","0","0","113401","0","7000","2","0","0","0","0","0","0","0","0","0","0","0","103401","0","0","0"
"0","0","0","113431","0","5000","2","0","0","0","0","0","0","0","0","0","0","0","103431","0","0","0"
"0","0","0","123432","0","7000","3","103431","1","0","0","0","0","0","0","0","0","0","103432","0","0","0"
"0","0","0","123461","1","7000","3","102614","1","0","0","0","0","0","102432","0","0","0","103461","0","0","0"
"0","0","0","123491","1","7000","3","102312","1","0","0","0","0","0","102493","0","0","0","103491","0","0","0"
"0","0","0","113521","0","5000","2","0","0","0","0","0","0","0","0","0","0","0","103521","0","0","0"
"0","0","0","113522","0","7000","2","0","0","0","0","0","0","0","0","0","0","0","103522","0","0","0"
"0","0","0","113551","0","5000","2","0","0","0","0","0","0","0","0","0","0","0","103551","0","0","0"
"0","0","0","113552","0","7000","2","0","0","0","0","0","0","0","0","0","0","0","103552","0","0","0"
"0","0","0","113553","0","10000","2","0","0","0","0","0","0","0","0","0","0","0","103553","0","0","0"
"0","0","0","113581","0","5000","2","0","0","0","0","0","0","0","0","0","0","0","103581","0","0","0"
"0","0","0","123582","0","7000","3","102582","1","0","0","0","0","0","0","0","0","0","103582","0","0","0"
"0","0","0","123583","0","10000","3","103581","1","0","0","0","0","0","0","0","0","0","103583","0","0","0"
"0","0","0","113611","0","5000","2","0","0","0","0","0","0","0","0","0","0","0","103611","0","0","0"
"0","0","0","123612","0","5000","3","102614","1","0","0","0","0","0","0","0","0","0","103612","0","0","0"
"0","0","0","103611","0","7000","1","102614","1","0","0","0","0","0","0","0","0","0","103613","0","0","0"
"0","0","0","113614","0","10000","2","0","0","0","0","0","0","0","0","0","0","0","103614","0","0","0"
"0","0","0","114011","0","20000","3","0","0","0","0","0","0","0","0","0","0","0","104011","0","0","0"
"0","0","0","114012","0","25000","3","0","0","0","0","0","0","0","0","0","0","0","104012","0","0","0"
"0","0","0","114013","0","30000","7","0","0","0","0","0","0","0","0","0","0","0","104013","0","0","0"
"0","0","0","114014","0","35000","10","0","1","0","0","0","0","0","0","0","0","0","104014","0","0","0"
"0","0","0","114041","0","20000","3","0","0","0","0","0","0","0","0","0","0","0","104041","0","0","0"
"0","0","0","124042","0","25000","3","103013","1","0","0","0","0","0","0","0","0","0","104042","0","0","0"
"0","0","0","114043","0","30000","7","0","0","0","0","0","0","0","0","0","0","0","104043","0","0","0"
"0","0","0","124044","0","35000","5","104041","1","0","0","0","0","0","0","0","0","0","104044","0","0","0"
"0","0","0","124071","0","20000","3","103013","1","0","0","0","0","0","0","0","0","0","104071","0","0","0"
"0","0","0","114072","0","25000","3","0","0","0","0","0","0","0","0","0","0","0","104072","0","0","0"
"0","0","0","114073","0","30000","7","0","0","0","0","0","0","0","0","0","0","0","104073","0","0","0"
"0","0","0","124074","0","35000","5","104072","1","0","0","0","0","0","0","0","0","0","104074","0","0","0"
"0","0","0","124101","1","20000","3","103101","1","0","0","0","0","0","103552","0","0","0","104101","0","0","0"
"0","0","0","114102","0","25000","3","0","0","0","0","0","0","0","0","0","0","0","104102","0","0","0"
"0","0","0","124103","1","30000","5","104101","1","0","0","0","0","0","103611","0","0","0","104103","0","0","0"
"0","0","0","114104","0","35000","10","0","1","0","0","0","0","0","0","0","0","0","104104","0","0","0"
"0","0","0","124131","1","20000","3","103611","1","0","0","0","0","0","103132","0","0","0","104131","0","0","0"
"0","0","0","114132","0","25000","3","0","0","0","0","0","0","0","0","0","0","0","104132","0","0","0"
"0","0","0","114133","0","30000","7","0","0","0","0","0","0","0","0","0","0","0","104133","0","0","0"
"0","0","0","114134","1","35000","10","0","1","0","0","0","0","0","0","0","0","0","104134","0","0","0"
"0","0","0","124161","1","20000","3","103162","1","0","0","0","0","0","103551","0","0","0","104161","0","0","0"
"0","0","0","114162","0","25000","3","0","0","0","0","0","0","0","0","0","0","0","104162","0","0","0"
"0","0","0","124163","0","30000","5","104161","1","0","0","0","0","0","0","0","0","0","104163","0","0","0"
"0","0","0","114164","1","35000","10","0","1","0","1","0","0","0","0","0","0","0","104164","0","0","0"
"0","0","0","114191","0","20000","3","0","0","0","0","0","0","0","0","0","0","0","104191","0","0","0"
"0","0","0","124192","0","25000","3","103553","1","0","0","0","0","0","0","0","0","0","104192","0","0","0"
"0","0","0","114193","0","30000","7","0","0","0","0","0","0","0","0","0","0","0","104193","0","0","0"
"0","0","0","114194","0","35000","10","0","0","0","0","0","0","0","0","0","0","0","104194","0","0","0"
"0","0","0","114221","0","20000","3","0","0","0","0","0","0","0","0","0","0","0","104221","0","0","0"
"0","0","0","114222","0","25000","3","0","0","0","0","0","0","0","0","0","0","0","104222","0","0","0"
"0","0","0","114223","0","30000","7","0","0","0","0","0","0","0","0","0","0","0","104223","0","0","0"
"0","0","0","124224","1","35000","5","104221","1","0","0","0","0","0","104611","0","0","0","104224","0","0","0"
"0","0","0","124251","0","20000","3","103222","1","0","0","0","0","0","0","0","0","0","104251","0","0","0"
"0","0","0","114252","0","25000","3","0","0","0","0","0","0","0","0","0","0","0","104252","0","0","0"
"0","0","0","124253","1","30000","5","104251","1","103553","1","0","0","0","103614","0","0","0","104253","0","0","0"
"0","0","0","114254","0","35000","10","0","0","0","0","0","0","0","0","0","0","0","104254","0","0","0"
"0","0","0","114281","0","20000","3","0","0","0","0","0","0","0","0","0","0","0","104281","0","0","0"
"0","0","0","124282","1","25000","3","103282","1","103552","1","0","0","0","103401","0","0","0","104282","0","0","0"
"0","0","0","124283","0","30000","5","104281","1","0","0","0","0","0","0","0","0","0","104283","0","0","0"
"0","0","0","124284","1","35000","5","104281","1","0","0","0","0","0","104551","0","0","0","104284","0","0","0"
"0","0","0","124311","1","20000","3","103583","1","0","0","0","0","0","103311","0","0","0","104311","0","0","0"
"0","0","0","124312","1","25000","3","103283","1","0","0","0","0","0","103162","0","0","0","104312","0","0","0"
"0","0","0","124313","0","30000","5","104282","1","0","0","0","0","0","0","0","0","0","104313","0","0","0"
"0","0","0","124314","1","35000","5","104312","1","0","0","0","0","0","104161","0","0","0","104314","0","0","0"
"0","0","0","114341","0","20000","3","0","0","0","0","0","0","0","0","0","0","0","104341","0","0","0"
"0","0","0","124342","1","25000","3","103072","1","0","0","0","0","0","103551","0","0","0","104342","0","0","0"
"0","0","0","124343","0","30000","5","104341","1","0","0","0","0","0","0","0","0","0","104343","0","0","0"
"0","0","0","124344","1","35000","5","104342","1","0","0","0","0","0","104191","0","0","0","104344","0","0","0"
"0","0","0","114371","0","20000","3","0","0","0","0","0","0","0","0","0","0","0","104371","0","0","0"
"0","0","0","124372","1","25000","3","103614","1","0","0","0","0","0","103612","0","0","0","104372","0","0","0"
"0","0","0","124373","1","35000","5","104372","1","0","0","0","0","0","104251","0","0","0","104373","0","0","0"
"0","0","0","124401","1","20000","3","103583","1","0","0","0","0","0","103613","0","0","0","104401","0","0","0"
"0","0","0","124402","0","30000","5","104401","1","0","0","0","0","0","0","0","0","0","104402","0","0","0"
"0","0","0","124431","1","20000","3","103431","1","103581","1","0","0","0","103551","0","0","0","104431","0","0","0"
"0","0","0","124432","1","25000","3","103582","1","0","0","0","0","0","103013","0","0","0","104432","0","0","0"
"0","0","0","124433","1","35000","5","104432","1","103583","1","0","0","0","103614","0","0","0","104433","0","0","0"
"0","0","0","114461","0","20000","3","0","0","0","0","0","0","0","0","0","0","0","104461","0","0","0"
"0","0","0","124462","1","30000","5","104461","1","0","0","0","0","0","103222","0","0","0","104462","0","0","0"
"0","0","0","124463","1","35000","5","104461","1","0","0","0","0","0","104581","0","0","0","104463","0","0","0"
"0","0","0","124491","1","20000","3","103583","1","0","0","0","0","0","102493","0","0","0","104491","0","0","0"
"0","0","0","124521","0","20000","3","103614","1","0","0","0","0","0","0","0","0","0","104521","0","0","0"
"0","0","0","124522","1","25000","3","103583","1","103371","1","0","0","0","103522","0","0","0","104522","0","0","0"
"0","0","0","124523","1","30000","5","104521","1","103612","1","0","0","0","103614","0","0","0","104523","0","0","0"
"0","0","0","114551","0","25000","3","0","0","0","0","0","0","0","0","0","0","0","104551","0","0","0"
"0","0","0","114552","0","30000","7","0","0","0","0","0","0","0","0","0","0","0","104552","0","0","0"
"0","0","0","114553","0","35000","10","0","0","0","0","0","0","0","0","0","0","0","104553","0","0","0"
"0","0","0","114554","0","35000","10","0","0","0","0","0","0","0","0","0","0","0","104554","0","0","0"
"0","0","0","114581","0","25000","3","0","0","0","0","0","0","0","0","0","0","0","104581","0","0","0"
"0","0","0","114582","0","30000","7","0","0","0","0","0","0","0","0","0","0","0","104582","0","0","0"
"0","0","0","114583","0","35000","10","0","0","0","0","0","0","0","0","0","0","0","104583","0","0","0"
"0","0","0","114611","0","25000","3","0","0","0","0","0","0","0","0","0","0","0","104611","0","0","0"
"0","0","0","114612","0","30000","7","0","0","0","0","0","0","0","0","0","0","0","104612","0","0","0"
