bdb5b57859ee123f18a3162993b5596116cd8b5c730b07b2fb9af9bf0d6e185a,4baf4a405305df48edb91089601794ab01099ee328c78767731331c1750f04f0,c0fb094be8678c3e008e5e313daf561ed1010637936727d03cdb3d7d50a9c45f,ee7cc6ee397bdadc335206ff821a85f09f8b6a8da156541101938ad58ba02521,229f8e8c21ff6ffbf79f57f4ffc910802230cfc12731250a516f1ffd592ee40f,bc4209b220ffe145cb3bf0e83c8d2e26f3c34b4b42cf7b430dfeb28c9621beeb,36e5b3dff56a77a6028e4d993f0a50d226c26372a9da0e36e7f5b0beee327562,2695c03cbf27c446c3bd18e4ae708bfa38450cb73608cb81fb1486e762a19156,806301fa82ae0ad87f094ba5c064c0f3cd4cb33541e9358bc5ff8362286533f2,0ba752c94a408fbeeaba2608e25ba2eff64145b61a5cf085784b63bf2a65529f,5c9e3939913092d8f810e28f64295a08da5c051b47753ea8cc5a14023601d5aa,a4704bbe56feda7380f3668eff71b3dbf29b24b6c57997fd092ef76e4576d531,28c4d182e3278e0b53b63f0fcf76481bedda704e152c7148885b3f6793a3cf4e,cb0ed1fd6b58244eb38ffb97c4a57a394360136e7a1a083bafd561acfc86d1ca,098947de1582e46017d240ac2adbb6d7e892e99c0574de9141119d0b28535a0a,9306550a31cf3486e3bc448eed517e5f6197ddb98e2216cf99ab15c8374f2566,0358b79571d1d09decf80d88af81b24f868952ad74c71be2fb51f7ffaeb8fcf8,ef865070f2f7c292e0418cd911689736c004d6c86411f286991ce86f62cfda39
"0","0","0","0","94002","1","0","累積獲得分數2000點","0","2000","0","20000","12","0","0","0","0","0"
"0","0","0","0","94002","2","0","累積獲得分數4000點","0","4000","0","30000","12","0","0","0","0","0"
"0","0","0","0","91002","3","0","累積獲得分數8000點","0","8000","0","25","8","0","0","0","0","0"
"0","0","0","0","94002","4","0","累積獲得分數10000點","0","10000","0","40000","12","0","0","0","0","0"
"0","0","0","0","94002","5","0","累積獲得分數12000點","0","12000","0","50000","12","0","0","0","0","0"
"0","0","0","0","23001","6","0","累積獲得分數14000點","0","14000","0","20","2","0","0","0","0","0"
"0","0","0","0","91002","7","0","累積獲得分數18000點","0","18000","0","50","8","0","0","0","0","0"
"0","0","0","0","94002","8","0","累積獲得分數21000點","0","21000","0","70000","12","0","0","0","0","0"
"0","0","0","0","94002","9","0","累積獲得分數24000點","0","24000","0","80000","12","0","0","0","0","0"
"0","0","0","0","91002","10","0","累積獲得分數27000點","0","27000","0","75","8","0","0","0","0","0"
"0","0","0","0","23001","11","0","累積獲得分數35000點","0","35000","0","50","2","0","0","0","0","0"
"0","0","0","0","91002","12","0","累積獲得分數40000點","0","40000","0","100","8","0","0","0","0","0"
"0","0","0","0","94002","13","0","累積獲得分數45000點","0","45000","0","100000","12","0","0","0","0","0"
"0","0","0","0","11001086","14","0","累積獲得分數50000點","0","50000","0","1","15","0","0","0","0","0"
